,2,3,4,5,6
g1_pca,0.6300640889159501,0.5330568531866029,0.4990187543467737,0.402869874112379,0.3556388032870403
g2_pca,0.6078328436817062,0.5700322624381031,0.5478680713699223,0.38297706984881086,0.3320042140394855
g3_pca,0.6203434342119374,0.5650884234384005,0.454771859878645,0.39661494412719733,0.33754584858626674
g4_pca,0.6120912400230443,0.4876165286795224,0.46077181458424626,0.39287177587087546,0.4003552010182056
g5_pca,0.5987917326015932,0.5524375746474044,0.4479040983135989,0.40013482232704045,0.34912038131184076
g6_pca,0.6085211560399603,0.5361228771450074,0.4942602216029694,0.4096405795038833,0.39344797862904746
