,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
544,Wayne Presley,29,BUF,RW,46,14,5,19,5,41,2.2,9,0,5,2,3,1,1,90,15.6,,,preslwa01
545,Keith Primeau,23,DET,C,45,15,27,42,17,99,4.5,14,1,0,3,18,8,1,96,15.6,,,primeke02
546,Wayne Primeau,18,BUF,C,1,1,0,1,-2,0,0.1,1,0,0,1,0,0,0,2,50,,,primewa01
547,Vitali Prokhorov,28,STL,LW,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,prokhvi01
548,Chris Pronger*,20,HAR,D,43,5,9,14,-12,54,2.3,2,3,0,1,7,2,0,94,5.3,,,prongch01
549,Dan Quinn,29,LAK,C,44,14,17,31,-3,32,2.8,12,2,0,4,12,4,1,78,17.9,,,quinnda01
550,Stephane Quintal,26,WIN,D,43,6,17,23,0,78,3.4,3,3,0,2,10,6,1,107,5.6,,,quintst01
551,Yves Racine,25,MTL,D,47,4,7,11,-1,42,2.8,2,2,0,1,5,2,0,63,6.3,,,racinyv01
552,Mike Ramsey,34,DET,D,33,1,2,3,11,23,2.1,1,0,0,0,2,0,0,29,3.4,,,ramsemi01
553,Paul Ranheim,29,HAR,LW,47,6,14,20,-3,10,1.1,6,0,0,1,13,1,0,73,8.2,,,ranhepa01
554,Mike Rathje,20,SJS,D,42,2,7,9,-1,29,1.9,2,0,0,0,5,2,0,38,5.3,,,rathjmi01
555,Rob Ray,26,BUF,LW,47,0,3,3,-4,173,-0.9,0,0,0,0,3,0,0,7,0,,,rayro01
556,Mark Recchi*,26,TOT,RW,49,16,32,48,-9,28,4.3,7,9,0,3,25,7,0,121,13.2,,,recchma01
556,Mark Recchi*,26,MTL,RW,39,14,29,43,-3,16,4.2,6,8,0,1,24,5,0,104,13.5,,,recchma01
556,Mark Recchi*,26,PHI,RW,10,2,3,5,-6,12,0.2,1,1,0,2,1,2,0,17,11.8,,,recchma01
557,Joe Reekie,29,WSH,D,48,1,6,7,10,97,3.5,1,0,0,0,4,0,2,52,1.9,,,reekijo01
558,Robert Reichel,23,CGY,C,48,18,17,35,-2,28,3.4,13,5,0,2,9,8,0,160,11.3,,,reichro01
559,Dave Reid,30,BOS,C,38,5,5,10,8,10,0.8,5,0,0,0,5,0,0,47,10.6,,,reidda02
560,Mikael Renberg,22,PHI,RW,47,26,31,57,20,20,7.1,18,8,0,4,27,4,0,143,18.2,,,renbemi01
561,Mike Ricci,23,QUE,C,48,15,21,36,5,40,3.3,6,9,0,1,13,7,1,73,20.5,,,riccimi01
562,Steven Rice,23,HAR,RW,40,11,10,21,2,61,2,7,4,0,1,6,4,0,57,19.3,,,ricest01
563,Travis Richards,24,DAL,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,,,richatr01
564,Luke Richardson,25,EDM,D,46,3,10,13,-6,40,2,1,1,1,1,8,1,1,51,5.9,,,richalu01
565,Stephane Richer,28,NJD,RW,45,23,16,39,8,10,4.8,20,1,2,5,14,2,0,133,17.3,,,richest02
566,Stephane Richer,28,FLA,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,richest01
567,Mike Ridley,31,TOR,C,48,10,27,37,1,14,3.3,6,2,2,1,18,7,2,88,11.4,,,ridlemi01
568,Craig Rivet,20,MTL,D,5,0,1,1,2,5,0.4,0,0,0,0,1,0,0,2,0,,,rivetcr01
569,Mario Roberge,31,MTL,LW,9,0,0,0,-2,34,-0.3,0,0,0,0,0,0,0,0,,,,roberma01
570,David Roberts,24,STL,LW,19,6,5,11,2,10,1,3,3,0,2,3,2,0,41,14.6,,,roberda01
571,Gary Roberts,28,CGY,LW,8,2,2,4,1,43,0.3,0,2,0,0,1,1,0,20,10,,,roberga01
572,Luc Robitaille*,28,PIT,LW,46,23,19,42,10,37,4.6,18,5,0,3,16,3,0,109,21.1,,,robitlu01
573,Jeremy Roenick,25,CHI,C,33,10,24,34,5,14,3.4,5,5,0,1,10,13,1,93,10.8,,,roenije01
574,Jon Rohloff,25,BOS,D,34,3,8,11,1,39,2.8,3,0,0,1,6,2,0,51,5.9,,,rohlojo01
575,Brian Rolston,21,NJD,C,40,7,11,18,5,17,1.4,5,2,0,3,10,1,0,92,7.6,,,rolstbr01
576,Russell Romaniuk,24,WIN,LW,6,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,3,0,,,romanru01
577,Ed Ronan,26,MTL,RW,30,1,4,5,-7,12,-0.4,1,0,0,0,4,0,0,14,7.1,,,ronaned01
578,Cliff Ronning,29,VAN,C,41,6,19,25,-4,27,1.6,3,3,0,2,10,9,0,93,6.5,,,ronnicl01
579,Bob Rouse,30,DET,D,48,1,7,8,14,36,3.2,1,0,0,1,6,1,0,51,2,,,rousebo01
580,Jean-Yves Roy,25,NYR,RW,3,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,8,12.5,,,royje01
581,Steve Rucchin,23,MDA,C,43,6,11,17,7,23,1.2,6,0,0,1,11,0,0,59,10.2,,,rucchst01
582,Martin Rucinsky,23,QUE,LW,20,3,6,9,5,14,0.6,3,0,0,0,6,0,0,32,9.4,,,rucinma01
583,Cam Russell,26,CHI,D,33,1,3,4,4,88,2,1,0,0,0,3,0,0,18,5.6,,,russeca01
584,Christian Ruuttu,30,TOT,LW,45,7,11,18,14,29,1.6,7,0,0,2,11,0,0,69,10.1,,,ruuttch01
584,Christian Ruuttu,30,VAN,LW,25,5,6,11,11,23,1.2,5,0,0,1,6,0,0,44,11.4,,,ruuttch01
584,Christian Ruuttu,30,CHI,LW,20,2,5,7,3,6,0.4,2,0,0,1,5,0,0,25,8,,,ruuttch01
585,Warren Rychel,27,TOT,LW,33,1,6,7,-4,120,-0.2,1,0,0,0,6,0,0,41,2.4,,,rychewa01
585,Warren Rychel,27,TOR,LW,26,1,6,7,1,101,0.2,1,0,0,0,6,0,0,34,2.9,,,rychewa01
585,Warren Rychel,27,LAK,LW,7,0,0,0,-5,19,-0.4,0,0,0,0,0,0,0,7,0,,,rychewa01
586,David Sacco,24,MDA,LW,8,0,2,2,-3,0,-0.1,0,0,0,0,1,1,0,5,0,,,saccoda01
587,Joe Sacco,25,MDA,RW,41,10,8,18,-8,23,1.2,8,2,0,0,6,2,0,77,13,,,saccojo01
588,Joe Sakic*,25,QUE,C,47,19,43,62,7,30,6.1,14,3,2,5,23,19,1,157,12.1,,,sakicjo01
589,Kjell Samuelsson,36,PIT,D,41,1,6,7,8,54,1.5,1,0,0,0,6,0,0,37,2.7,,,samuekj01
590,Ulf Samuelsson,30,PIT,D,44,1,15,16,11,113,2.5,1,0,0,0,10,4,1,47,2.1,,,samueul01
591,Geoff Sanderson,22,HAR,LW,46,18,14,32,-10,24,3.1,14,4,0,4,9,5,0,170,10.6,,,sandege01
592,Jim Sandlak,28,HAR,RW,13,0,0,0,-10,0,-0.7,0,0,0,0,0,0,0,13,0,,,sandlji01
593,Tomas Sandström,30,PIT,LW,47,21,23,44,1,42,4.3,16,4,1,3,16,5,2,116,18.1,,,sandsto01
594,Yves Sarault,22,MTL,LW,8,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,9,0,,,sarauyv01
595,Brian Savage,23,MTL,C,37,12,7,19,5,27,2.1,12,0,0,0,7,0,0,64,18.8,,,savagbr01
596,Denis Savard*,33,TOT,C,43,10,15,25,-3,18,2.2,8,2,0,1,9,6,0,82,12.2,,,savarde01
596,Denis Savard*,33,TBL,C,31,6,11,17,-6,10,1.3,5,1,0,1,6,5,0,56,10.7,,,savarde01
596,Denis Savard*,33,CHI,C,12,4,4,8,3,8,0.9,3,1,0,0,3,1,0,26,15.4,,,savarde01
597,Mathieu Schneider,25,TOT,D,43,8,21,29,-8,79,4.1,5,3,0,2,11,10,0,118,6.8,,,schnema01
597,Mathieu Schneider,25,MTL,D,30,5,15,20,-3,49,3,3,2,0,0,7,8,0,82,6.1,,,schnema01
597,Mathieu Schneider,25,NYI,D,13,3,6,9,-5,30,1.1,2,1,0,2,4,2,0,36,8.3,,,schnema01
598,Teemu Selänne*,24,WIN,RW,45,22,26,48,1,2,5.1,12,8,2,1,16,10,0,167,13.2,,,selante01
599,Alex Selivanov,23,TBL,RW,43,10,6,16,-2,14,1.4,6,4,0,3,5,1,0,94,10.6,,,selival01
600,Alexander Semak,28,TOT,C,41,7,11,18,-7,25,1.1,7,0,0,1,9,2,0,71,9.9,,,semakal01
600,Alexander Semak,28,TBL,C,22,5,5,10,-3,12,0.8,5,0,0,1,4,1,0,39,12.8,,,semakal01
600,Alexander Semak,28,NJD,C,19,2,6,8,-4,13,0.3,2,0,0,0,5,1,0,32,6.3,,,semakal01
601,Anatoli Semenov,32,TOT,C,41,4,6,10,-12,10,-0.2,2,2,0,0,5,0,1,69,5.8,,,semenan01
601,Anatoli Semenov,32,PHI,C,26,1,2,3,-2,6,-0.4,1,0,0,0,2,0,0,36,2.8,,,semenan01
601,Anatoli Semenov,32,MDA,C,15,3,4,7,-10,4,0.2,1,2,0,0,3,0,1,33,9.1,,,semenan01
602,Jeff Serowik,28,BOS,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,,,serowje01
603,Brent Severyn,28,TOT,D,28,2,4,6,-2,71,1.5,1,1,0,0,3,1,0,32,6.3,,,severbr01
603,Brent Severyn,28,NYI,D,19,1,3,4,1,34,1,1,0,0,0,3,0,0,22,4.5,,,severbr01
603,Brent Severyn,28,FLA,D,9,1,1,2,-3,37,0.5,0,1,0,0,0,1,0,10,10,,,severbr01
604,Pierre Sevigny,23,MTL,LW,19,0,0,0,-5,15,-0.6,0,0,0,0,0,0,0,6,0,,,sevigpi01
605,Brendan Shanahan*,26,STL,LW,45,20,21,41,7,136,4.4,12,6,2,6,15,5,1,153,13.1,,,shanabr01
606,Darrin Shannon,25,WIN,LW,19,5,3,8,-6,14,0.5,2,3,0,1,2,1,0,26,19.2,,,shannda02
607,Darryl Shannon,26,WIN,D,40,5,9,14,1,48,2.5,4,0,1,0,8,0,1,42,11.9,,,shannda01
608,Jeff Shantz,21,CHI,LW,45,6,12,18,11,33,1.5,4,0,2,0,9,2,1,58,10.3,,,shantje01
609,Brad Shaw,30,OTT,D,2,0,0,0,3,0,0.3,0,0,0,0,0,0,0,3,0,,,shawbr01
610,David Shaw,30,BOS,D,44,3,4,7,-9,36,2.2,2,1,0,0,3,1,0,58,5.2,,,shawda01
611,Ray Sheppard,28,DET,RW,43,30,10,40,11,17,5.5,19,11,0,5,8,2,0,125,24,,,sheppra01
612,Jeff Shevalier,20,LAK,LW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,,,shevaje01
613,Gary Shuchuk,27,LAK,C,22,3,6,9,-2,6,0.4,3,0,0,0,6,0,0,16,18.8,,,shuchga01
614,Mike Sillinger,23,TOT,C,28,4,11,15,4,8,1.1,2,2,0,0,9,2,0,39,10.3,,,sillimi01
614,Mike Sillinger,23,MDA,C,15,2,5,7,1,6,0.5,0,2,0,0,4,1,0,28,7.1,,,sillimi01
614,Mike Sillinger,23,DET,C,13,2,6,8,3,2,0.6,2,0,0,0,5,1,0,11,18.2,,,sillimi01
615,Chris Simon,23,QUE,LW,29,3,9,12,14,106,0.9,3,0,0,0,9,0,0,33,9.1,,,simonch01
616,Craig Simpson,27,BUF,LW,24,4,7,11,-5,26,0.7,3,1,0,0,4,3,0,20,20,,,simpscr01
617,Reid Simpson,25,NJD,LW,9,0,0,0,-1,27,-0.3,0,0,0,0,0,0,0,5,0,,,simpsre01
618,Brian Skrudland,31,FLA,C,47,5,9,14,0,88,0.8,4,1,0,0,9,0,0,44,11.4,,,skrudbr01
619,John Slaney,22,WSH,D,16,0,3,3,-3,6,0.8,0,0,0,0,0,3,0,21,0,,,slanejo01
620,Jiri Slegr,23,TOT,D,31,2,10,12,-5,46,1.7,1,1,0,1,7,2,1,69,2.9,,,slegrji01
620,Jiri Slegr,23,VAN,D,19,1,5,6,0,32,1.1,1,0,0,1,4,1,0,42,2.4,,,slegrji01
620,Jiri Slegr,23,EDM,D,12,1,5,6,-5,14,0.5,0,1,0,0,3,1,1,27,3.7,,,slegrji01
621,Richard Smehlik,25,BUF,D,39,4,7,11,5,46,3.4,3,0,1,1,5,2,0,49,8.2,,,smehlri01
622,Geoff Smith,25,FLA,D,47,2,4,6,-5,22,2.4,2,0,0,0,3,1,0,40,5,,,smithge01
623,Jason Smith,21,NJD,D,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,5,0,,,smithja01
624,Steve Smith,31,CHI,D,48,1,12,13,6,128,3.5,1,0,0,0,9,3,0,43,2.3,,,smithst05
625,Bryan Smolinski,23,BOS,LW,44,18,13,31,-3,31,3.4,12,6,0,5,10,3,0,121,14.9,,,smolibr01
626,Greg Smyth,28,CHI,D,22,0,3,3,2,33,1.3,0,0,0,0,3,0,0,10,0,,,smythgr01
627,Kevin Smyth,21,HAR,LW,16,1,5,6,-3,13,0.1,1,0,0,0,4,1,0,20,5,,,smythke01
628,Ryan Smyth,18,EDM,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,,,smythry01
629,Chris Snell,23,LAK,D,32,2,7,9,-7,22,1.2,0,0,2,0,4,3,0,45,4.4,,,snellch01
630,Paul Stanton,27,NYI,D,18,0,4,4,-6,9,0.4,0,0,0,0,1,3,0,28,0,,,stantpa01
631,Mike Stapleton,28,EDM,RW,46,6,11,17,-12,21,0.5,3,3,0,2,7,4,0,59,10.2,,,staplmi01
632,Peter Stastny*,38,STL,C,6,1,1,2,1,0,0.1,1,0,0,0,1,0,0,9,11.1,,,stastpe01
633,Thomas Steen,34,WIN,C,31,5,10,15,-13,14,0.5,3,2,0,0,8,2,0,32,15.6,,,steenth01
634,Ron Stern,28,CGY,RW,39,9,4,13,4,163,1,8,1,0,0,4,0,0,69,13,,,sternro01
635,Kevin Stevens,29,PIT,LW,27,15,12,27,0,51,2.9,9,6,0,4,8,4,0,80,18.8,,,steveke01
636,Scott Stevens*,30,NJD,D,48,2,20,22,4,56,4.2,1,1,0,1,15,5,0,111,1.8,,,stevesc01
637,Turner Stevenson,22,MTL,RW,41,6,1,7,0,86,0.2,6,0,0,1,1,0,0,35,17.1,,,stevetu01
638,Cam Stewart,23,BOS,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0,,,stewaca01
639,Cory Stillman,21,CGY,C,10,0,2,2,1,2,-0.1,0,0,0,0,1,1,0,7,0,,,stillco01
640,Alek Stojanov,21,VAN,RW,4,0,0,0,-2,13,-0.2,0,0,0,0,0,0,0,1,0,,,stojaal01
641,Jim Storm,23,HAR,LW,6,0,3,3,2,0,0.2,0,0,0,0,3,0,0,3,0,,,stormji01
642,Martin Straka,22,TOT,RW,37,5,13,18,-1,16,0.9,5,0,0,0,9,4,0,49,10.2,,,strakma01
642,Martin Straka,22,PIT,RW,31,4,12,16,0,16,0.8,4,0,0,0,9,3,0,36,11.1,,,strakma01
642,Martin Straka,22,OTT,RW,6,1,1,2,-1,0,0.1,1,0,0,0,0,1,0,13,7.7,,,strakma01
643,Jozef Stümpel,22,BOS,C,44,5,13,18,4,8,1.3,4,1,0,2,11,2,0,46,10.9,,,stumpjo01
644,Mike Sullivan,26,CGY,LW,38,4,7,11,-2,14,0.2,4,0,0,2,7,0,0,31,12.9,,,sullimi01
645,Mats Sundin*,23,TOR,C,47,23,24,47,-5,14,5.2,14,9,0,4,14,10,0,173,13.3,,,sundima01
646,Gary Suter,30,CHI,D,48,10,27,37,14,42,7.1,5,5,0,0,7,19,1,144,6.9,,,suterga01
647,Brent Sutter,32,CHI,C,47,7,8,15,6,51,1.1,6,1,0,1,8,0,0,65,10.8,,,suttebr02
648,Rich Sutter,31,TOT,RW,37,0,3,3,-6,38,-0.8,0,0,0,0,3,0,0,39,0,,,sutteri01
648,Rich Sutter,31,TOR,RW,18,0,3,3,-7,10,-0.4,0,0,0,0,3,0,0,19,0,,,sutteri01
648,Rich Sutter,31,CHI,RW,15,0,0,0,1,28,-0.3,0,0,0,0,0,0,0,17,0,,,sutteri01
648,Rich Sutter,31,TBL,RW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0,,,sutteri01
649,Ron Sutter,31,NYI,C,27,1,4,5,-8,21,-0.4,1,0,0,1,4,0,0,29,3.4,,,suttero01
650,Ken Sutton,25,TOT,D,24,4,3,7,-3,42,1.6,4,0,0,1,0,2,1,40,10,,,suttoke01
650,Ken Sutton,25,BUF,D,12,1,2,3,-2,30,0.8,1,0,0,1,0,1,1,12,8.3,,,suttoke01
650,Ken Sutton,25,EDM,D,12,3,1,4,-1,12,0.8,3,0,0,0,0,1,0,28,10.7,,,suttoke01
651,Robert Svehla,26,FLA,D,5,1,1,2,3,0,0.7,0,1,0,0,1,0,0,6,16.7,,,svehlro01
652,Magnus Svensson,31,FLA,D,19,2,5,7,5,10,2,1,1,0,0,3,2,0,41,4.9,,,svensma01
653,Petr Svoboda,28,TOT,D,37,0,8,8,-5,70,1.9,0,0,0,0,3,5,0,39,0,,,svobope01
653,Petr Svoboda,28,BUF,D,26,0,5,5,-5,60,1.3,0,0,0,0,2,3,0,22,0,,,svobope01
653,Petr Svoboda,28,PHI,D,11,0,3,3,0,10,0.6,0,0,0,0,1,2,0,17,0,,,svobope01
654,Bob Sweeney,31,BUF,C,45,5,4,9,-6,18,0.1,2,1,2,0,2,1,1,47,10.6,,,sweenbo01
655,Don Sweeney,28,BOS,D,47,3,19,22,6,24,4.7,2,1,0,2,13,6,0,102,2.9,,,sweendo01
656,Tim Sweeney,27,MDA,LW,13,1,1,2,-3,2,-0.2,1,0,0,0,1,0,0,11,9.1,,,sweenti01
657,Darryl Sydor,22,LAK,D,48,4,19,23,-2,36,3.3,1,3,0,0,17,1,1,96,4.2,,,sydorda01
658,Michal Sykora,21,SJS,D,16,0,4,4,6,10,1.2,0,0,0,0,3,0,1,6,0,,,sykormi01
659,Peter Taglianetti,31,PIT,D,13,0,1,1,1,12,0.2,0,0,0,0,1,0,0,5,0,,,taglipe01
660,Chris Tamer,24,PIT,D,36,2,0,2,0,82,0.6,2,0,0,0,0,0,0,26,7.7,,,tamerch01
661,Chris Tancill,26,SJS,LW,26,3,11,14,1,10,0.9,2,0,1,0,11,0,0,39,7.7,,,tancich01
662,Patrice Tardif,24,STL,RW,27,3,10,13,4,29,0.7,2,1,0,0,8,2,0,46,6.5,,,tardipa01
663,Chris Taylor,22,NYI,C,10,0,3,3,1,2,0.1,0,0,0,0,1,2,0,13,0,,,tayloch01
664,Tim Taylor,25,DET,C,22,0,4,4,3,16,-0.1,0,0,0,0,2,2,0,21,0,,,tayloti01
665,Chris Therien,23,PHI,D,48,3,10,13,8,38,3.5,2,1,0,0,8,2,0,53,5.7,,,therich01
666,Steve Thomas,31,NYI,RW,47,11,15,26,-14,60,1.8,8,3,0,2,9,6,0,133,8.3,,,thomast01
667,Dave Thomlinson,28,LAK,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,thomlda01
668,Brent Thompson,24,WIN,D,29,0,0,0,-17,78,-0.7,0,0,0,0,0,0,0,16,0,,,thompbr01
669,Scott Thornton,24,EDM,LW,47,10,12,22,-4,89,1.6,9,0,1,1,9,3,0,69,14.5,,,thornsc01
670,Milan Tichy,25,NYI,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,,,tichymi01
671,Esa Tikkanen,30,STL,LW,43,12,23,35,13,22,3.3,5,5,2,1,14,8,1,107,11.2,,,tikkaes01
672,Mark Tinordi,28,WSH,D,42,3,9,12,-5,71,2.8,1,2,0,1,7,1,1,71,4.2,,,tinorma01
673,German Titov,29,CGY,LW,40,12,12,24,6,16,2.3,7,3,2,3,9,2,1,88,13.6,,,titovge01
674,Keith Tkachuk,22,WIN,LW,48,22,29,51,-4,152,5.2,13,7,2,2,16,10,3,129,17.1,,,tkachke01
675,Rick Tocchet,30,LAK,RW,36,18,17,35,-8,70,3.5,10,7,1,3,12,5,0,95,18.9,,,tocchri01
676,Kevin Todd,26,LAK,C,33,3,8,11,-5,12,0.2,3,0,0,1,8,0,0,34,8.8,,,toddke01
677,Dave Tomlinson,25,FLA,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,,,,tomlida01
678,Denis Tsygurov,23,TOT,D,25,0,0,0,-3,15,0.4,0,0,0,0,0,0,0,20,0,,,tsygude01
678,Denis Tsygurov,23,LAK,D,21,0,0,0,-2,11,0.3,0,0,0,0,0,0,0,16,0,,,tsygude01
678,Denis Tsygurov,23,BUF,D,4,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,4,0,,,tsygude01
679,John Tucker,30,TBL,RW,46,12,13,25,-10,14,2.1,10,2,0,1,7,6,0,81,14.8,,,tuckejo01
680,Marko Tuomainen,22,EDM,RW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0,,,tuomama01
681,Darren Turcotte,26,HAR,LW,47,17,18,35,1,22,3.6,13,3,1,3,11,7,0,121,14,,,turcoda01
682,Pierre Turgeon,25,TOT,C,49,24,23,47,0,14,5.4,17,5,2,4,11,12,0,160,15,,,turgepi01
682,Pierre Turgeon,25,NYI,C,34,13,14,27,-12,10,2.5,8,3,2,2,6,8,0,93,14,,,turgepi01
682,Pierre Turgeon,25,MTL,C,15,11,9,20,12,4,2.9,9,2,0,2,5,4,0,67,16.4,,,turgepi01
683,Sylvain Turgeon,30,OTT,LW,33,11,8,19,-1,29,2.1,9,2,0,1,6,2,0,83,13.3,,,turgesy01
684,Oleg Tverdovsky,18,MDA,D,36,3,9,12,-6,14,1.7,1,1,1,0,7,2,0,26,11.5,,,tverdol01
685,Tony Twist,26,STL,LW,28,3,0,3,0,89,-0.4,3,0,0,1,0,0,0,8,37.5,,,twistto01
686,Igor Ulanov,25,TOT,D,22,1,4,5,1,29,1.1,1,0,0,0,4,0,0,13,7.7,,,ulanoig01
686,Igor Ulanov,25,WIN,D,19,1,3,4,-2,27,0.6,1,0,0,0,3,0,0,13,7.7,,,ulanoig01
686,Igor Ulanov,25,WSH,D,3,0,1,1,3,2,0.4,0,0,0,0,1,0,0,0,,,,ulanoig01
687,Garry Valk,27,MDA,LW,36,3,6,9,-4,34,0,3,0,0,0,6,0,0,53,5.7,,,valkga01
688,Shaun Van Allen,27,MDA,C,45,8,21,29,-4,32,2,6,1,1,1,13,7,1,68,11.8,,,vanalsh01
689,Darren Van Impe,21,MDA,D,1,0,1,1,0,4,0.1,0,0,0,0,1,0,0,0,,,,vanimda01
690,Jarkko Varvio,22,DAL,RW,5,1,1,2,1,0,0.2,0,1,0,0,1,0,0,9,11.1,,,varvija01
691,Andrei Vasilyev,22,NYI,LW,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0,,,vasilan01
692,Dennis Vaske,27,NYI,D,41,1,11,12,3,53,2.5,1,0,0,0,9,2,0,48,2.1,,,vaskede01
693,Pat Verbeek,30,TOT,RW,48,17,16,33,-2,71,3.4,10,7,0,2,12,4,0,131,13,,,verbepa01
693,Pat Verbeek,30,HAR,RW,29,7,11,18,0,53,1.6,4,3,0,0,8,3,0,75,9.3,,,verbepa01
693,Pat Verbeek,30,NYR,RW,19,10,5,15,-2,18,1.8,6,4,0,2,4,1,0,56,17.9,,,verbepa01
694,Dennis Vial,25,OTT,D,27,0,4,4,0,65,1.2,0,0,0,0,4,0,0,9,0,,,vialde01
695,Vesa Viitakoski,23,CGY,LW,10,1,2,3,-1,6,0,0,1,0,0,1,1,0,6,16.7,,,viitave01
696,Mick Vukota,28,NYI,RW,39,0,2,2,1,109,-0.8,0,0,0,0,2,0,0,11,0,,,vukotmi01
697,Scott Walker,21,VAN,D,11,0,1,1,0,33,0.4,0,0,0,0,1,0,0,8,0,,,walkesc01
698,Wes Walz,24,CGY,RW,39,6,12,18,7,11,1.3,2,4,0,1,11,1,0,73,8.2,,,walzwe01
699,Aaron Ward,22,DET,D,1,0,1,1,1,2,0.2,0,0,0,0,1,0,0,0,,,,wardaa01
700,Dixon Ward,26,TOR,RW,22,0,3,3,-4,31,-0.4,0,0,0,0,3,0,0,15,0,,,warddi01
701,Ed Ward,25,CGY,RW,2,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,1,100,,,warded01
702,Todd Warriner,21,TOR,LW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,,,warrito01
703,Tim Watters,35,LAK,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,,,watteti01
704,Doug Weight,24,EDM,C,48,7,33,40,-17,69,2.5,6,1,0,1,13,20,0,104,6.7,,,weighdo01
705,Eric Weinrich,28,CHI,D,48,3,10,13,1,33,3.4,2,1,0,2,7,3,0,50,6,,,weinrer01
706,Jay Wells,35,NYR,D,43,2,7,9,0,36,2.6,2,0,0,0,6,1,0,38,5.3,,,wellsja01
707,Glen Wesley,26,HAR,D,48,2,14,16,-6,50,2.8,1,1,0,1,4,10,0,125,1.6,,,weslegl01
708,Peter White,25,EDM,C,9,2,4,6,1,0,0.5,0,2,0,0,4,0,0,13,15.4,,,whitepe01
709,Ray Whitney,22,SJS,LW,39,13,12,25,-7,14,2.2,9,4,0,1,8,4,0,67,19.4,,,whitnra01
710,Jason Widmer,21,NYI,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,,widmeja01
711,Jason Wiemer,18,TBL,LW,36,1,4,5,-2,44,-0.3,1,0,0,0,4,0,0,10,10,,,wiemeja01
712,David Wilkie,20,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,wilkida01
713,Neil Wilkinson,27,WIN,D,40,1,4,5,-26,75,-0.5,1,0,0,0,4,0,0,25,4,,,wilkine01
714,David Williams,27,MDA,D,21,2,2,4,-5,26,0.6,2,0,0,0,1,1,0,30,6.7,,,willida01
715,Craig Wolanin,27,QUE,D,40,3,6,9,12,40,2.4,3,0,0,0,5,0,1,36,8.3,,,wolancr01
716,Dody Wood,22,SJS,C,9,1,1,2,0,29,0,1,0,0,0,1,0,0,5,20,,,wooddo01
717,Randy Wood,31,TOR,LW,48,13,11,24,7,34,2.6,11,1,1,2,7,2,2,125,10.4,,,woodra01
718,Jason Woolley,25,FLA,D,34,4,9,13,-1,18,3,3,1,0,0,3,6,0,76,5.3,,,woollja01
719,Mark Wotton,21,VAN,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0,,,wottoma01
720,Tyler Wright,21,EDM,C,6,1,0,1,1,14,0.1,1,0,0,0,0,0,0,6,16.7,,,wrighty01
721,Terry Yake,26,TOR,RW,19,3,2,5,1,2,0.3,2,1,0,2,1,1,0,26,11.5,,,yakete01
722,Alexei Yashin,21,OTT,C,47,21,23,44,-20,20,4.4,10,11,0,1,13,10,0,154,13.6,,,yashial01
723,Trent Yawney,29,CGY,D,37,0,2,2,-4,108,0.7,0,0,0,0,2,0,0,20,0,,,yawnetr01
724,Jason York,24,TOT,D,25,1,10,11,4,14,2,1,0,0,0,5,5,0,28,3.6,,,yorkja01
724,Jason York,24,MDA,D,15,0,8,8,4,12,1.3,0,0,0,0,4,4,0,22,0,,,yorkja01
724,Jason York,24,DET,D,10,1,2,3,0,2,0.7,1,0,0,0,1,1,0,6,16.7,,,yorkja01
725,Scott Young,27,QUE,RW,48,18,21,39,9,14,4,12,3,3,0,12,9,0,167,10.8,,,youngsc01
726,Paul Ysebaert,28,TOT,LW,44,12,16,28,3,18,2.8,12,0,0,1,14,2,0,93,12.9,,,ysebapa01
726,Paul Ysebaert,28,TBL,LW,29,8,11,19,-1,12,1.9,8,0,0,0,9,2,0,70,11.4,,,ysebapa01
