,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
371,Jeff Lazaro,23,BOS,LW,27,3,6,9,4,31,0.4,3,0,0,0,6,0,0,46,6.5,,,lazarje01
372,Jamie Leach,22,PIT,RW,38,5,4,9,-2,8,-0.1,4,1,0,0,4,0,0,32,15.6,,,leachja01
373,Stephen Leach,26,BOS,RW,78,31,29,60,-8,147,5,19,12,0,4,16,12,1,243,12.8,,,leachst01
374,Stephan Lebeau,23,MTL,RW,77,27,31,58,18,14,5.4,14,13,0,5,21,10,0,178,15.2,,,lebeast01
375,John LeBlanc,28,WIN,LW,16,6,1,7,-6,6,0.5,1,5,0,1,0,1,0,32,18.8,,,leblajo01
376,John LeClair,22,MTL,C,59,8,11,19,5,14,0.9,5,3,0,0,10,1,0,73,11,,,leclajo01
377,Grant Ledyard,30,BUF,D,50,5,16,21,-4,45,3.1,5,0,0,0,12,4,0,87,5.7,,,ledyagr01
378,Gary Leeman,27,TOT,RW,63,9,20,29,-12,71,1,5,4,0,0,12,8,0,141,6.4,,,leemaga01
378,Gary Leeman,27,TOR,RW,34,7,13,20,-1,44,1.3,4,3,0,0,8,5,0,91,7.7,,,leemaga01
378,Gary Leeman,27,CGY,RW,29,2,7,9,-11,27,-0.3,1,1,0,0,4,3,0,50,4,,,leemaga01
379,Brian Leetch*,23,NYR,D,80,22,80,102,25,26,13.2,11,10,1,3,44,36,0,245,9,,,leetcbr01
380,Sylvain Lefebvre,24,MTL,D,69,3,14,17,9,91,5,3,0,0,0,11,3,0,85,3.5,,,lefebsy01
381,Claude Lemieux,26,NJD,RW,74,41,27,68,9,109,6.8,27,13,1,8,17,9,1,296,13.9,,,lemiecl01
382,Jocelyn Lemieux,24,CHI,RW,78,6,10,16,-2,80,-0.1,6,0,0,1,7,2,1,103,5.8,,,lemiejo01
383,Mario Lemieux*,26,PIT,C,64,44,87,131,27,94,12.4,28,12,4,5,46,35,6,249,17.7,,,lemiema01
384,Francois Leroux,21,EDM,D,4,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,,,,leroufr01
385,Curtis Leschyshyn,22,QUE,D,42,5,12,17,-28,42,1.2,2,3,0,1,5,7,0,61,8.2,,,leschcu01
386,Rick Lessard,24,SJS,D,8,0,2,2,-4,16,0.2,0,0,0,0,2,0,0,4,0,,,lessari01
387,Doug Lidster,31,VAN,D,66,6,23,29,9,39,5.4,3,3,0,2,11,9,3,89,6.7,,,lidstdo01
388,Nicklas Lidström*,21,DET,D,80,11,49,60,36,22,9.5,6,5,0,1,22,26,1,168,6.5,,,lidstni01
389,Chris Lindberg,24,CGY,LW,17,2,5,7,3,17,0.3,2,0,0,0,4,0,1,19,10.5,,,lindbch01
390,Trevor Linden,21,VAN,RW,80,31,44,75,3,101,6.3,24,6,1,6,21,20,3,201,15.4,,,lindetr01
391,Bill Lindsay,20,QUE,LW,23,2,4,6,-6,14,-0.1,2,0,0,1,4,0,0,35,5.7,,,lindsbi01
392,Ken Linseman,33,TOR,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,,,linseke01
393,Darcy Loewen,22,BUF,LW,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,1,0,,,loeweda01
394,Claude Loiselle,28,TOT,C,75,7,10,17,-24,115,-0.5,6,1,0,1,10,0,0,101,6.9,,,loisecl01
394,Claude Loiselle,28,TOR,C,64,6,9,15,-21,102,-0.4,5,1,0,1,9,0,0,91,6.6,,,loisecl01
394,Claude Loiselle,28,NYI,C,11,1,1,2,-3,13,-0.2,1,0,0,0,1,0,0,10,10,,,loisecl01
395,Andrei Lomakin,27,PHI,RW,57,14,16,30,-6,26,1.9,12,2,0,0,14,1,1,82,17.1,,,lomakan01
396,Troy Loney,28,PIT,LW,76,10,16,26,-5,127,0.4,10,0,0,1,16,0,0,94,10.6,,,loneytr01
397,Kevin Lowe*,32,EDM,D,55,2,8,10,-4,107,1.7,2,0,0,0,8,0,0,33,6.1,,,loweke01
398,Dave Lowry,26,STL,LW,75,7,13,20,-11,77,-0.2,7,0,0,1,12,0,1,85,8.2,,,lowryda01
399,Craig Ludwig,30,MNS,D,73,2,9,11,0,54,3.5,2,0,0,0,9,0,0,51,3.9,,,ludwicr01
400,Jyrki Lumme,25,VAN,D,75,12,32,44,25,65,8.3,8,3,1,1,14,17,1,106,11.3,,,lummejy01
401,Paul MacDermid,28,TOT,RW,74,12,16,28,-6,194,1.2,10,2,0,2,14,2,0,92,13,,,macdepa01
401,Paul MacDermid,28,WIN,RW,59,10,11,21,-8,151,0.9,8,2,0,2,9,2,0,71,14.1,,,macdepa01
401,Paul MacDermid,28,WSH,RW,15,2,5,7,2,43,0.3,2,0,0,0,5,0,0,21,9.5,,,macdepa01
402,Al MacInnis*,28,CGY,D,72,20,57,77,13,83,9.6,9,11,0,0,19,37,1,304,6.6,,,macinal01
403,Norm Maciver,27,EDM,D,57,6,34,40,20,38,5.8,4,2,0,3,22,11,1,69,8.7,,,macivno01
404,David Mackey,25,STL,LW,19,1,0,1,-4,49,-0.4,1,0,0,1,0,0,0,12,8.3,,,mackeda01
405,Brian MacLellan,33,DET,LW,23,1,5,6,4,38,0,1,0,0,0,5,0,0,17,5.9,,,maclebr01
406,Pat MacLeod,22,SJS,D,37,5,11,16,-32,4,0.9,2,3,0,0,2,9,0,77,6.5,,,maclepa02
407,Jamie Macoun,30,TOT,D,76,5,25,30,10,71,5.4,2,3,0,0,20,5,0,129,3.9,,,macouja01
407,Jamie Macoun,30,TOR,D,39,3,13,16,0,18,3,1,2,0,0,8,5,0,71,4.2,,,macouja01
407,Jamie Macoun,30,CGY,D,37,2,12,14,10,53,2.5,1,1,0,0,12,0,0,58,3.4,,,macouja01
408,Craig MacTavish,33,EDM,C,80,12,18,30,-1,98,0.9,10,0,2,1,14,1,3,86,14,,,mactacr01
409,Kevin Maguire,29,TOR,RW,8,1,0,1,-4,4,-0.1,1,0,0,0,0,0,0,8,12.5,,,maguike01
410,Sergei Makarov*,33,CGY,RW,68,22,48,70,14,60,5.7,16,6,0,2,29,19,0,83,26.5,,,makarse01
411,David Maley,28,TOT,LW,60,10,17,27,8,104,1.5,9,1,0,1,15,2,0,73,13.7,,,maleyda01
411,David Maley,28,NJD,LW,37,7,11,18,0,58,1,6,1,0,0,9,2,0,42,16.7,,,maleyda01
411,David Maley,28,EDM,LW,23,3,6,9,8,46,0.5,3,0,0,1,6,0,0,31,9.7,,,maleyda01
412,Troy Mallette,21,TOT,LW,32,4,7,11,6,79,0.4,4,0,0,0,7,0,0,28,14.3,,,malletr01
412,Troy Mallette,21,NJD,LW,17,3,4,7,7,43,0.5,3,0,0,0,4,0,0,19,15.8,,,malletr01
412,Troy Mallette,21,EDM,LW,15,1,3,4,-1,36,-0.1,1,0,0,0,3,0,0,9,11.1,,,malletr01
413,Steve Maltais,23,MNS,LW,12,2,1,3,-1,2,0.1,2,0,0,0,1,0,0,6,33.3,,,maltast01
414,Kent Manderville,20,TOR,LW,15,0,4,4,1,0,0,0,0,0,0,4,0,0,14,0,,,mandeke01
415,Dave Manson,25,EDM,D,79,15,32,47,9,220,6.7,8,7,0,2,18,13,1,206,7.3,,,mansoda01
416,Moe Mantha,31,TOT,D,17,0,4,4,0,8,1,0,0,0,0,3,1,0,17,0,,,manthmo01
416,Moe Mantha,31,WIN,D,12,0,4,4,0,6,0.8,0,0,0,0,3,1,0,10,0,,,manthmo01
416,Moe Mantha,31,PHI,D,5,0,0,0,0,2,0.2,0,0,0,0,0,0,0,7,0,,,manthmo01
417,Bryan Marchment,22,CHI,D,58,5,10,15,-4,168,3.8,3,2,0,0,7,3,0,55,9.1,,,marchbr02
418,Dave Marcinyshyn,24,QUE,D,5,0,0,0,-1,26,0.1,0,0,0,0,0,0,0,3,0,,,marcida01
419,Nevin Markwart,27,TOT,LW,28,5,7,12,0,69,0.6,5,0,0,0,7,0,0,16,31.3,,,markwne01
419,Nevin Markwart,27,BOS,LW,18,3,6,9,2,44,0.6,3,0,0,0,6,0,0,12,25,,,markwne01
419,Nevin Markwart,27,CGY,LW,10,2,1,3,-2,25,0,2,0,0,0,1,0,0,4,50,,,markwne01
420,Daniel Marois,23,TOT,RW,75,17,16,33,-34,94,1.2,13,4,0,0,12,4,0,159,10.7,,,maroida01
420,Daniel Marois,23,TOR,RW,63,15,11,26,-36,76,0.8,11,4,0,0,7,4,0,140,10.7,,,maroida01
420,Daniel Marois,23,NYI,RW,12,2,5,7,2,18,0.4,2,0,0,0,5,0,0,19,10.5,,,maroida01
421,Mario Marois,34,TOT,D,51,1,4,5,-11,72,1.7,0,0,1,0,4,0,0,43,2.3,,,maroima01
421,Mario Marois,34,WIN,D,34,1,3,4,-8,34,1.4,0,0,1,0,3,0,0,32,3.1,,,maroima01
421,Mario Marois,34,STL,D,17,0,1,1,-3,38,0.4,0,0,0,0,1,0,0,11,0,,,maroima01
422,Brad Marsh,33,DET,D,55,3,4,7,8,53,2.5,3,0,0,1,4,0,0,29,10.3,,,marshbr01
423,Jason Marshall,20,STL,D,2,1,0,1,0,4,0.2,1,0,0,0,0,0,0,2,50,,,marshja02
424,Steve Martinson,32,MNS,LW,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,,,martist01
425,Stephane Matteau,22,TOT,LW,24,6,8,14,5,64,1.1,5,1,0,0,8,0,0,38,15.8,,,mattest01
425,Stephane Matteau,22,CHI,LW,20,5,8,13,3,45,1,4,1,0,0,8,0,0,31,16.1,,,mattest01
425,Stephane Matteau,22,CGY,LW,4,1,0,1,2,19,0.1,1,0,0,0,0,0,0,7,14.3,,,mattest01
426,Alan May,27,WSH,C,75,6,9,15,-7,221,-0.6,6,0,0,1,8,1,0,43,14,,,mayal01
427,Brad May,20,BUF,LW,69,11,6,17,-12,309,0.1,10,1,0,3,6,0,0,82,13.4,,,maybr01
428,Jay Mazur,27,VAN,C,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,3,0,,,mazurja01
429,Dean McAmmond,18,CHI,C,5,0,2,2,-2,0,0,0,0,0,0,0,2,0,4,0,,,mcammde01
430,Andrew McBain,27,VAN,RW,6,1,0,1,-1,0,0,1,0,0,0,0,0,0,11,9.1,,,mcbaian01
431,Wayne McBean,22,NYI,D,25,2,4,6,11,18,1.7,1,0,1,1,4,0,0,51,3.9,,,mcbeawa01
432,Kevin McClelland,29,TOR,RW,18,0,1,1,-3,33,-0.4,0,0,0,0,1,0,0,5,0,,,mccleke01
433,Shawn McCosh,22,LAK,C,4,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,2,0,,,mccossh01
434,Brad McCrimmon,32,DET,D,79,7,22,29,39,118,6.9,4,2,1,1,14,7,1,94,7.4,,,mccribr01
435,Hubie McDonough,28,NYI,C,33,7,2,9,-4,15,0.2,5,1,1,0,2,0,0,31,22.6,,,mcdonhu01
436,Shawn McEachern,22,PIT,C,15,0,4,4,1,0,-0.1,0,0,0,0,3,1,0,14,0,,,mceacsh01
437,Bob McGill,29,TOT,D,74,3,1,4,-37,91,0.5,2,0,1,1,1,0,0,62,4.8,,,mcgilbo01
437,Bob McGill,29,SJS,D,62,3,1,4,-34,70,0.4,2,0,1,1,1,0,0,56,5.4,,,mcgilbo01
437,Bob McGill,29,DET,D,12,0,0,0,-3,21,0.1,0,0,0,0,0,0,0,6,0,,,mcgilbo01
438,Ryan McGill,22,CHI,D,9,0,2,2,1,20,0.6,0,0,0,0,2,0,0,15,0,,,mcgilry01
439,Mike McHugh,26,SJS,LW,8,1,0,1,-3,14,-0.1,1,0,0,0,0,0,0,5,20,,,mchugmi01
440,Marty McInnis,21,NYI,C,15,3,5,8,6,0,0.6,3,0,0,0,3,1,1,24,12.5,,,mcinnma01
441,John McIntyre,22,LAK,C,73,5,19,24,0,100,0.3,5,0,0,1,15,0,4,40,12.5,,,mcintjo01
442,Randy McKay,25,NJD,RW,80,17,16,33,6,246,1.9,15,2,0,1,13,1,2,111,15.3,,,mckayra02
443,Jim McKenzie,22,HAR,LW,67,5,1,6,-6,87,-0.9,5,0,0,0,1,0,0,34,14.7,,,mckenji02
444,Dave McLlwain,25,TOT,C,73,10,18,28,-9,36,0.8,8,1,1,2,17,1,0,91,11,,,mcllwda01
444,Dave McLlwain,25,NYI,C,54,8,15,23,-8,28,0.7,6,1,1,1,14,1,0,71,11.3,,,mcllwda01
444,Dave McLlwain,25,TOR,C,11,1,2,3,1,4,0.1,1,0,0,1,2,0,0,12,8.3,,,mcllwda01
444,Dave McLlwain,25,BUF,C,5,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,5,0,,,mcllwda01
444,Dave McLlwain,25,WIN,C,3,1,1,2,1,2,0.2,1,0,0,0,1,0,0,3,33.3,,,mcllwda01
445,Mike McNeill,25,QUE,LW,26,1,4,5,-8,8,-0.4,0,1,0,0,1,3,0,15,6.7,,,mcneimi01
446,Mike McPhee,31,MTL,LW,78,16,15,31,6,63,2,16,0,0,1,14,1,0,146,11,,,mcphemi01
447,Basil McRae,31,MNS,LW,59,5,8,13,-14,245,-0.3,5,0,0,0,7,1,0,64,7.8,,,mcraeba01
448,Ken McRae,23,QUE,C,10,0,1,1,-5,31,-0.3,0,0,0,0,1,0,0,10,0,,,mcraeke01
449,Marty McSorley,28,LAK,D,71,7,22,29,-13,268,3.8,4,2,1,0,14,8,0,119,5.9,,,mcsorma01
450,Scott Mellanby,25,EDM,RW,80,23,27,50,5,197,3.5,16,7,0,5,24,3,0,159,14.5,,,mellasc01
451,Mark Messier*,31,NYR,C,79,35,72,107,31,76,9.9,19,12,4,6,46,21,5,212,16.5,,,messima01
452,Corey Millen,27,TOT,C,57,21,25,46,2,54,3.7,12,8,1,3,13,12,0,109,19.3,,,milleco01
452,Corey Millen,27,LAK,C,46,20,21,41,3,44,3.6,11,8,1,3,12,9,0,89,22.5,,,milleco01
452,Corey Millen,27,NYR,C,11,1,4,5,-1,10,0.1,1,0,0,0,1,3,0,20,5,,,milleco01
453,Brad Miller,22,BUF,D,42,1,4,5,-5,192,1.2,1,0,0,0,4,0,0,30,3.3,,,millebr01
454,Jason Miller,20,NJD,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0,,,milleja03
455,Jay Miller,31,LAK,LW,67,4,7,11,-8,249,-0.8,4,0,0,0,7,0,0,32,12.5,,,milleja02
456,Kelly Miller,28,WSH,LW,78,14,38,52,20,49,3.6,13,0,1,3,32,2,4,144,9.7,,,milleke01
457,Kevin Miller,26,DET,RW,80,20,26,46,6,53,3,16,3,1,4,20,4,2,130,15.4,,,milleke02
458,Kip Miller,22,TOT,C,39,6,12,18,-22,14,0.3,4,2,0,2,10,2,0,49,12.2,,,milleki01
458,Kip Miller,22,QUE,C,36,5,10,15,-21,12,0.1,4,1,0,2,9,1,0,46,10.9,,,milleki01
458,Kip Miller,22,MNS,C,3,1,2,3,-1,2,0.2,0,1,0,0,1,1,0,3,33.3,,,milleki01
459,Dmitri Mironov,26,TOR,D,7,1,0,1,-4,0,0.2,1,0,0,1,0,0,0,7,14.3,,,mirondm01
460,Mike Modano*,21,MNS,RW,76,33,44,77,-9,46,6.6,28,5,0,8,24,20,0,256,12.9,,,modanmi01
461,Alexander Mogilny,22,BUF,RW,67,39,45,84,7,73,8.3,24,15,0,2,27,18,0,236,16.5,,,mogilal01
462,Randy Moller,28,TOT,D,56,3,9,12,-14,137,1.7,3,0,0,1,9,0,0,63,4.8,,,mollera01
462,Randy Moller,28,NYR,D,43,2,7,9,-15,78,1,2,0,0,1,7,0,0,44,4.5,,,mollera01
462,Randy Moller,28,BUF,D,13,1,2,3,1,59,0.7,1,0,0,0,2,0,0,19,5.3,,,mollera01
463,Sergio Momesso,26,VAN,LW,58,20,23,43,16,198,3.9,18,2,0,3,16,7,0,153,13.1,,,momesse01
464,Michel Mongeau,26,STL,C,36,3,12,15,-2,6,0.4,1,2,0,0,5,7,0,23,13,,,mongemi01
465,Jay More,23,SJS,D,46,4,13,17,-32,85,1.2,3,1,0,1,8,5,0,60,6.7,,,moreja01
466,Stephane Morin,22,QUE,C,30,2,8,10,-2,14,0.1,2,0,0,0,8,0,0,41,4.9,,,morinst01
467,Jon Morris,25,NJD,C,7,1,2,3,-6,6,-0.1,0,1,0,0,0,2,0,5,20,,,morrijo02
468,Brian Mullen,29,SJS,RW,72,18,28,46,-14,66,3.1,10,5,3,1,20,7,1,168,10.7,,,mullebr01
469,Joe Mullen*,34,PIT,RW,77,42,45,87,12,30,8,28,14,0,4,33,12,0,226,18.6,,,mullejo01
470,Kirk Muller,25,MTL,LW,78,36,41,77,15,86,7.5,20,15,1,7,26,15,0,191,18.8,,,mulleki01
471,Glenn Mulvenna,24,PIT,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,,,mulvegl01
472,Craig Muni,29,EDM,D,54,2,5,7,11,34,2.3,2,0,0,0,5,0,0,38,5.3,,,municr01
473,Gord Murphy,24,TOT,D,73,5,14,19,-2,84,4.2,5,0,0,0,10,4,0,132,3.8,,,murphgo01
473,Gord Murphy,24,BOS,D,42,3,6,9,2,51,2.4,3,0,0,0,5,1,0,82,3.7,,,murphgo01
473,Gord Murphy,24,PHI,D,31,2,8,10,-4,33,1.8,2,0,0,0,5,3,0,50,4,,,murphgo01
474,Joe Murphy,24,EDM,RW,80,35,47,82,17,52,7.3,23,10,2,2,35,11,1,193,18.1,,,murphjo01
475,Larry Murphy*,30,PIT,D,77,21,56,77,33,48,10.5,12,7,2,3,31,25,0,206,10.2,,,murphla01
476,Rob Murphy,22,VAN,LW,6,0,1,1,-2,6,-0.1,0,0,0,0,1,0,0,2,0,,,murphro02
477,Glen Murray,19,BOS,RW,5,3,1,4,2,0,0.5,2,1,0,0,1,0,0,20,15,,,murragl01
478,Pat Murray,22,PHI,LW,9,1,0,1,3,0,0,1,0,0,0,0,0,0,8,12.5,,,murrapa01
479,Rob Murray,24,WIN,C,9,0,1,1,-2,18,-0.2,0,0,0,0,1,0,0,2,0,,,murraro01
480,Troy Murray,29,WIN,C,74,17,30,47,-13,69,3,10,5,2,1,17,12,1,156,10.9,,,murratr01
481,Dana Murzyn,25,VAN,D,70,3,11,14,15,147,4.5,2,0,1,0,9,2,0,99,3,,,murzyda01
482,Frantisek Musil,27,CGY,D,78,4,8,12,12,103,3.3,2,1,1,0,8,0,0,71,5.6,,,musilfr01
483,Ric Nattress,29,TOT,D,54,2,19,21,-1,63,3.4,2,0,0,1,18,1,0,66,3,,,nattrri01
483,Ric Nattress,29,TOR,D,36,2,14,16,-1,32,2.7,2,0,0,1,13,1,0,43,4.7,,,nattrri01
483,Ric Nattress,29,CGY,D,18,0,5,5,0,31,0.7,0,0,0,0,5,0,0,23,0,,,nattrri01
484,Petr Nedved,20,VAN,C,77,15,22,37,-3,36,2,10,5,0,1,16,6,0,99,15.2,,,nedvepe01
485,Cam Neely*,26,BOS,RW,9,9,3,12,9,16,1.7,8,1,0,2,3,0,0,30,30,,,neelyca01
486,Todd Nelson,22,PIT,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,nelsoto01
487,Sergei Nemchinov,28,NYR,C,73,30,28,58,19,15,5.5,28,2,0,5,21,6,1,124,24.2,,,nemchse01
488,Bernie Nicholls,30,TOT,C,50,20,29,49,4,60,4.1,13,7,0,2,18,11,0,117,17.1,,,nichobe01
488,Bernie Nicholls,30,EDM,C,49,20,29,49,5,60,4.1,13,7,0,2,18,11,0,115,17.4,,,nichobe01
488,Bernie Nicholls,30,NYR,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,,,nichobe01
489,Scott Niedermayer*,18,NJD,D,4,0,1,1,1,2,0.2,0,0,0,0,1,0,0,4,0,,,niedesc01
490,Joe Nieuwendyk*,25,CGY,C,69,22,34,56,-1,55,4.1,15,7,0,2,22,12,0,137,16.1,,,nieuwjo01
491,Chris Nilan,33,TOT,RW,56,6,8,14,-6,260,0,6,0,0,0,8,0,0,55,10.9,,,nilanch01
491,Chris Nilan,33,BOS,RW,39,5,5,10,-5,186,0.1,5,0,0,0,5,0,0,33,15.2,,,nilanch01
491,Chris Nilan,33,MTL,RW,17,1,3,4,-1,74,0,1,0,0,0,3,0,0,22,4.5,,,nilanch01
492,Owen Nolan,19,QUE,RW,75,42,31,73,-9,183,6.9,25,17,0,0,24,7,0,190,22.1,,,nolanow01
493,Brian Noonan,26,CHI,RW,65,19,12,31,9,81,2.7,15,4,0,0,8,4,0,154,12.3,,,noonabr01
494,Jeff Norton,26,NYI,D,28,1,18,19,2,18,2.2,0,0,1,0,9,8,1,34,2.9,,,nortoje01
495,Lee Norwood,31,TOT,D,50,3,11,14,14,110,3.6,2,1,0,1,6,4,1,52,5.8,,,norwole01
495,Lee Norwood,31,STL,D,44,3,11,14,14,94,3.4,2,1,0,1,6,4,1,51,5.9,,,norwole01
495,Lee Norwood,31,HAR,D,6,0,0,0,0,16,0.2,0,0,0,0,0,0,0,1,0,,,norwole01
496,Teppo Numminen,23,WIN,D,80,5,34,39,15,32,7.7,1,4,0,1,18,15,1,143,3.5,,,nummite01
497,Gary Nylund,28,NYI,D,7,0,1,1,-3,10,0,0,0,0,0,1,0,0,5,0,,,nylunga01
498,Myles O'Connor,24,NJD,D,9,0,2,2,-2,13,0.3,0,0,0,0,1,1,0,13,0,,,oconnmy01
499,Adam Oates*,29,TOT,C,80,20,79,99,-9,22,6.9,14,6,0,4,47,30,2,191,10.5,,,oatesad01
499,Adam Oates*,29,STL,C,54,10,59,69,-4,12,4.6,7,3,0,3,39,19,1,118,8.5,,,oatesad01
499,Adam Oates*,29,BOS,C,26,10,20,30,-5,10,2.3,7,3,0,1,8,11,1,73,13.7,,,oatesad01
500,Lyle Odelein,23,MTL,D,71,1,7,8,15,212,4.5,1,0,0,0,7,0,0,43,2.3,,,odelely01
501,Jeff Odgers,22,SJS,RW,61,7,4,11,-21,217,-0.5,7,0,0,0,3,1,0,64,10.9,,,odgerje01
502,Gino Odjick,21,VAN,RW,65,4,6,10,-1,348,-0.6,4,0,0,0,6,0,0,68,5.9,,,odjicgi01
503,John Ogrodnick,32,NYR,LW,55,17,13,30,6,22,2.3,14,3,0,4,9,4,0,110,15.5,,,ogrodjo01
504,Fredrik Olausson,25,WIN,D,77,20,42,62,-31,34,7.8,6,13,1,2,9,33,0,227,8.8,,,olausfr01
505,Ed Olczyk,25,WIN,C,64,32,33,65,11,67,6.4,20,12,0,7,15,18,0,245,13.1,,,olczyed01
506,Darryl Olsen,25,CGY,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0,,,olsenda01
507,Mark Osborne,30,TOT,LW,54,7,13,20,-10,73,0.6,5,0,2,0,13,0,0,66,10.6,,,osborma01
507,Mark Osborne,30,WIN,LW,43,4,12,16,-8,65,0.4,4,0,0,0,12,0,0,50,8,,,osborma01
507,Mark Osborne,30,TOR,LW,11,3,1,4,-2,8,0.2,1,0,2,0,1,0,0,16,18.8,,,osborma01
508,Mark Osiecki,23,CGY,D,50,2,7,9,-4,24,1.5,1,1,0,2,5,0,2,44,4.5,,,osiecma01
509,Joel Otto,30,CGY,C,78,13,21,34,-10,161,1.2,7,5,1,3,18,2,1,105,12.4,,,ottojo01
510,Jim Paek,24,PIT,D,49,1,7,8,0,36,1.4,1,0,0,0,7,0,0,33,3,,,paekji01
511,Greg Parks,24,NYI,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,parksgr01
512,Greg Paslawski,30,QUE,RW,80,28,17,45,-12,18,3.4,22,5,1,4,9,7,1,134,20.9,,,paslagr01
513,James Patrick,28,NYR,D,80,14,57,71,34,54,10.6,8,6,0,1,27,28,2,148,9.5,,,patrija01
514,Colin Patterson,31,BUF,RW,52,4,8,12,-4,30,-0.2,2,0,2,0,8,0,0,33,12.1,,,patteco01
515,Mark Pavelich,33,SJS,C,2,0,1,1,-2,4,0,0,0,0,0,1,0,0,0,,,,pavelma02
516,Kent Paynter,26,WIN,D,5,0,0,0,-1,4,0.2,0,0,0,0,0,0,0,6,0,,,payntke01
517,Rob Pearson,20,TOR,RW,47,14,10,24,-16,58,1.5,8,6,0,0,5,5,0,79,17.7,,,pearsro01
518,Scott Pearson,22,QUE,LW,10,1,2,3,-5,14,-0.1,1,0,0,0,1,1,0,14,7.1,,,pearssc01
519,Allen Pedersen,27,MNS,D,29,0,1,1,-1,10,1,0,0,0,0,1,0,0,17,0,,,pederal01
520,Barry Pederson,30,TOT,C,37,5,8,13,-7,8,0.3,3,2,0,0,6,2,0,47,10.6,,,pederba01
520,Barry Pederson,30,BOS,C,32,3,6,9,-5,8,0,2,1,0,0,5,1,0,41,7.3,,,pederba01
520,Barry Pederson,30,HAR,C,5,2,2,4,-2,0,0.3,1,1,0,0,1,1,0,6,33.3,,,pederba01
521,Mark Pederson,24,PHI,LW,58,15,25,40,14,22,3.3,11,4,0,3,17,8,0,94,16,,,pederma01
522,Mike Peluso,26,CHI,LW,63,6,3,9,1,408,-0.2,4,2,0,0,2,1,0,32,18.8,,,pelusmi01
523,Michel Petit,27,TOT,D,70,4,23,27,-15,164,3.5,0,4,0,1,17,6,0,129,3.1,,,petitmi01
523,Michel Petit,27,CGY,D,36,3,10,13,2,79,2,0,3,0,0,9,1,0,68,4.4,,,petitmi01
523,Michel Petit,27,TOR,D,34,1,13,14,-17,85,1.5,0,1,0,1,8,5,0,61,1.6,,,petitmi01
524,Michel Picard,22,HAR,LW,25,3,5,8,-2,6,0.2,2,1,0,0,4,1,0,41,7.3,,,picarmi01
525,Rich Pilon,23,NYI,D,65,1,6,7,-1,183,1.8,1,0,0,0,6,0,0,27,3.7,,,pilonri01
526,Michal Pivonka,26,WSH,C,80,23,57,80,10,47,6.1,12,7,4,2,40,16,1,177,13,,,pivonmi01
527,Adrien Plavsic,22,VAN,D,16,1,9,10,4,14,1.6,1,0,0,0,5,4,0,21,4.8,,,plavsad01
528,Walt Poddubny,31,NJD,LW,7,1,2,3,-1,6,0.1,1,0,0,0,1,1,0,9,11.1,,,podduwa01
529,Rudy Poeschek,25,WIN,D,4,0,0,0,-5,17,-0.1,0,0,0,0,0,0,0,1,0,,,poescru01
530,Marc Potvin,25,DET,RW,5,1,0,1,-2,52,-0.1,1,0,0,0,0,0,0,4,25,,,potvima01
531,Dave Poulin,33,BOS,C,18,4,4,8,-2,18,0.4,3,0,1,1,3,1,0,31,12.9,,,poulida02
532,Patrick Poulin,18,HAR,LW,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,,,poulipa01
533,Petr Prajsler,26,BOS,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,3,0,,,prajspe01
534,Wayne Presley,26,TOT,RW,59,10,16,26,-27,133,0.8,7,3,0,1,9,7,0,135,7.4,,,preslwa01
534,Wayne Presley,26,SJS,RW,47,8,14,22,-29,76,0.5,5,3,0,0,7,7,0,114,7,,,preslwa01
534,Wayne Presley,26,BUF,RW,12,2,2,4,2,57,0.2,2,0,0,1,2,0,0,21,9.5,,,preslwa01
535,Ken Priestlay,24,PIT,C,49,2,8,10,5,4,-0.4,2,0,0,0,6,2,0,20,10,,,prieske01
536,Keith Primeau,20,DET,C,35,6,10,16,9,83,1,6,0,0,0,10,0,0,27,22.2,,,primeke02
537,Bob Probert,26,DET,RW,63,20,24,44,16,276,3.7,12,8,0,1,19,5,0,96,20.8,,,probebo01
538,Brian Propp,32,MNS,LW,51,12,23,35,-3,49,2.5,8,4,0,0,16,7,0,115,10.4,,,proppbr01
539,Dan Quinn,26,PHI,C,67,11,26,37,-13,26,1.7,5,6,0,1,16,10,0,101,10.9,,,quinnda01
