Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Id
158,Joey Crabb,29,WSH,RW,26,2,0,2,-1,8,-0.1,2,0,0,0,0,0,0,20,10,245,9:25,17,24,7,27,20.6,crabbjo01
159,Adam Cracknell,27,STL,RW,20,2,4,6,3,4,0.8,2,0,0,0,4,0,0,21,9.5,172,8:37,7,22,6,19,24,crackad01
160,B.J. Crombeen,27,TBL,RW,44,1,7,8,4,112,0.2,1,0,0,0,7,0,0,50,2,488,11:05,15,44,4,16,20,crombbj01
161,Sidney Crosby,25,PIT,C,36,15,41,56,26,16,7.5,12,3,0,1,27,14,0,124,12.1,760,21:06,18,21,453,381,54.3,crosbsi01
162,Matt Cullen,36,MIN,C,42,7,20,27,9,10,3.1,7,0,0,0,16,4,0,79,8.9,667,15:53,18,18,245,203,54.7,cullema01
163,Mark Cundari,22,CGY,D,4,1,2,3,-2,2,0.4,0,1,0,0,1,1,0,8,12.5,79,19:46,4,15,0,0,,cundama01
164,Matt D'Agostini,26,TOT,RW,29,3,3,6,-5,8,0.3,3,0,0,0,2,1,0,33,9.1,357,12:19,12,21,5,13,27.8,dagosma01
164,Matt D'Agostini,26,STL,RW,16,1,1,2,-4,2,-0.1,1,0,0,0,1,0,0,19,5.3,190,11:52,8,11,4,10,28.6,dagosma01
164,Matt D'Agostini,26,NJD,RW,13,2,2,4,-1,6,0.4,2,0,0,0,1,1,0,14,14.3,167,12:51,4,10,1,3,25,dagosma01
165,Stephane Da Costa,23,OTT,RW,9,1,1,2,-3,0,0,1,0,0,0,0,1,0,15,6.7,107,11:52,1,8,39,25,60.9,dacosst01
166,Trevor Daley,29,DAL,D,44,4,9,13,1,14,2.7,2,2,0,0,7,1,1,58,6.9,942,21:25,69,27,0,0,,daleytr01
167,Zac Dalpe,23,CAR,C,10,1,2,3,-7,0,-0.1,1,0,0,0,2,0,0,18,5.6,123,12:18,4,14,1,2,33.3,dalpeza01
168,Pavel Datsyuk,34,DET,C,47,15,34,49,21,14,6.5,7,8,0,6,23,8,3,107,14,949,20:11,30,31,488,399,55,datsypa01
169,Kaspars Daugavins,24,TOT,LW,25,1,3,4,-8,9,-0.2,1,0,0,0,2,1,0,36,2.8,275,11:01,10,23,9,9,50,daugaka01
169,Kaspars Daugavins,24,OTT,LW,19,1,2,3,-7,9,-0.2,1,0,0,0,1,1,0,23,4.3,217,11:26,8,18,9,9,50,daugaka01
169,Kaspars Daugavins,24,BOS,LW,6,0,1,1,-1,0,0,0,0,0,0,1,0,0,13,0,58,9:43,2,5,0,0,,daugaka01
170,Danny DeKeyser,22,DET,D,11,0,1,1,4,2,0.7,0,0,0,0,1,0,0,15,0,199,18:03,9,9,0,0,,dekeyda01
171,Michael Del Zotto,22,NYR,D,46,3,18,21,6,18,4.2,2,0,1,0,10,8,0,81,3.7,1066,23:10,64,77,0,0,,delzomi01
172,Jason Demers,24,SJS,D,22,1,2,3,-4,10,0.7,1,0,0,0,2,0,0,27,3.7,410,18:38,24,32,0,0,,demerja01
173,David Desharnais,26,MTL,C,48,10,18,28,-2,26,2.6,8,2,0,3,13,5,0,66,15.2,790,16:28,18,26,382,382,50,deshada01
174,Andrew Desjardins,26,SJS,C,42,2,1,3,-6,61,-0.3,2,0,0,0,1,0,0,51,3.9,425,10:07,27,53,39,33,54.2,desjaan01
175,Simon Despres,21,PIT,D,33,2,5,7,9,20,1.9,2,0,0,0,4,1,0,33,6.1,499,15:07,31,48,0,0,,desprsi01
176,Raphael Diaz,27,MTL,D,23,1,13,14,4,6,2.3,1,0,0,0,5,8,0,34,2.9,473,20:33,44,11,0,0,,diazra01
177,Brenden Dillon,22,DAL,D,48,3,5,8,1,65,2.1,3,0,0,1,5,0,0,75,4,1026,21:23,74,133,0,0,,dillobr01
178,Shane Doan,36,PHX,RW,48,13,14,27,6,37,3.1,13,0,0,2,11,3,0,129,10.1,867,18:03,10,118,4,11,26.7,doansh01
179,Derek Dorsett,26,CBJ,RW,24,3,6,9,-11,53,0.2,3,0,0,0,6,0,0,38,7.9,384,15:59,10,55,13,10,56.5,dorsede01
180,Drew Doughty,23,LAK,D,48,6,16,22,4,36,4.9,3,3,0,0,9,7,0,114,5.3,1267,26:24:00,46,128,0,0,,doughdr01
181,Jake Dowell,27,MIN,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,8:33,0,2,2,1,66.7,dowelja01
182,Steve Downie,25,COL,RW,2,0,1,1,1,6,0.1,0,0,0,0,1,0,0,2,0,18,8:54,1,5,1,0,100,downist01
183,Nick Drazenovic,26,CBJ,C,8,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,5,0,79,9:56,1,8,29,25,53.7,drazeni01
184,Davis Drewiske,28,TOT,D,29,2,5,7,3,14,1.7,1,1,0,0,5,0,0,28,7.1,441,15:12,35,21,1,0,100,drewida01
184,Davis Drewiske,28,LAK,D,20,1,3,4,3,14,1.1,0,1,0,0,3,0,0,20,5,289,14:28,19,13,1,0,100,drewida01
184,Davis Drewiske,28,MTL,D,9,1,2,3,0,0,0.6,1,0,0,0,2,0,0,8,12.5,151,16:50,16,8,0,0,,drewida01
185,Brandon Dubinsky,26,CBJ,C,29,2,18,20,2,76,1.7,1,1,0,0,11,6,1,50,4,534,18:24,17,64,256,183,58.3,dubinbr01
186,Matt Duchene,22,COL,C,47,17,26,43,-12,12,4.5,15,2,0,3,18,7,1,132,12.9,983,20:55,47,48,488,405,54.6,duchema01
187,Gabriel Dumont,22,MTL,C,10,1,2,3,1,13,0.3,1,0,0,0,2,0,0,20,5,97,9:41,6,21,29,17,63,dumonga01
188,Pascal Dupuis,33,PIT,LW,48,20,18,38,31,26,6.1,17,2,1,2,17,1,0,140,14.3,840,17:30,36,83,27,30,47.4,dupuipa01
189,Radek Dvorak,35,ANA,RW,9,4,0,4,2,2,0.8,4,0,0,1,0,0,0,17,23.5,118,13:08,1,2,0,2,0,dvorara01
190,Patrick Dwyer,29,CAR,RW,46,8,8,16,-7,12,1.1,6,1,1,0,8,0,0,93,8.6,710,15:26,28,57,17,30,36.2,dwyerpa01
191,David Dziurzynski,23,OTT,C,12,2,0,2,-1,13,0.2,2,0,0,0,0,0,0,20,10,151,12:33,3,29,3,1,75,dziurda01
192,Ben Eager,29,EDM,LW,14,1,1,2,-4,25,-0.1,1,0,0,0,1,0,0,14,7.1,135,9:40,6,40,0,0,,eagerbe01
193,Cody Eakin,21,DAL,C,48,7,17,24,1,31,2.2,4,3,0,1,17,0,0,67,10.4,724,15:05,29,71,304,322,48.6,eakinco01
194,Mark Eaton,35,PIT,D,23,0,0,0,9,4,0.8,0,0,0,0,0,0,0,8,0,414,17:59,33,9,0,0,,eatonma01
195,Patrick Eaves,28,DET,RW,34,2,6,8,-1,4,0.5,2,0,0,1,5,1,0,42,4.8,360,10:35,11,40,7,4,63.6,eavespa01
196,Andrew Ebbett,30,VAN,C,28,1,5,6,-1,4,0.2,1,0,0,0,5,0,0,23,4.3,345,12:19,15,17,106,161,39.7,ebbetan01
197,Jordan Eberle,22,EDM,C,48,16,21,37,-4,16,4.2,13,3,0,3,15,6,0,133,12,912,19:00,16,31,8,11,42.1,eberljo01
198,Alexander Edler,26,VAN,D,45,8,14,22,-5,37,4,3,5,0,0,9,5,0,113,7.1,1073,23:51,81,77,1,0,100,edleral01
199,Christian Ehrhoff,30,BUF,D,47,5,17,22,6,34,4.3,4,1,0,2,9,8,0,102,4.9,1184,25:11:00,81,38,0,0,,ehrhoch01
200,Mattias Ekholm,22,NSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,16:05,0,0,0,0,,ekholma01
201,Oliver Ekman-Larsson,21,PHX,D,48,3,21,24,5,26,4.3,3,0,0,1,13,8,0,101,3,1205,25:06:00,40,73,0,0,,ekmanol01
202,Patrik Elias,36,NJD,LW,48,14,22,36,5,22,4.8,8,5,1,0,13,9,0,118,11.9,899,18:43,14,20,71,92,43.6,eliaspa01
203,Lars Eller,23,MTL,C,46,8,22,30,8,45,3.3,7,1,0,1,18,4,0,84,9.5,682,14:50,33,86,267,275,49.3,ellerla01
204,Keaton Ellerby,24,TOT,D,44,0,3,3,3,52,1.3,0,0,0,0,3,0,0,23,0,637,14:29,43,74,0,0,,ellerke01
204,Keaton Ellerby,24,LAK,D,35,0,3,3,5,16,1.3,0,0,0,0,3,0,0,15,0,500,14:17,35,59,0,0,,ellerke01
204,Keaton Ellerby,24,FLA,D,9,0,0,0,-2,36,0,0,0,0,0,0,0,0,8,0,137,15:11,8,15,0,0,,ellerke01
205,Stefan Elliott,22,COL,D,18,1,3,4,-3,2,0.6,1,0,0,0,2,1,0,35,2.9,315,17:30,18,10,0,0,,elliost01
206,Matt Ellis,31,BUF,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,8,0,37,6:12,3,0,15,21,41.7,ellisma01
207,Ryan Ellis,22,NSH,D,32,2,4,6,-2,15,1.3,0,2,0,0,4,0,0,48,4.2,524,16:23,29,22,0,0,,ellisry01
208,Alexei Emelin,26,MTL,D,38,3,9,12,2,33,2.4,3,0,0,0,9,0,0,33,9.1,747,19:40,47,109,0,0,,emelial01
209,Steve Eminger,29,NYR,D,35,0,3,3,9,8,1.5,0,0,0,0,3,0,0,22,0,456,13:02,41,53,0,0,,emingst01
210,Cory Emmerton,24,DET,C,48,5,3,8,-1,4,0.6,5,0,0,0,2,1,0,55,9.1,519,10:49,26,28,187,226,45.3,emmerco01
211,Deryk Engelland,30,PIT,D,42,0,6,6,5,54,1.2,0,0,0,0,6,0,0,31,0,585,13:55,57,70,0,0,,engelde01
212,Tyler Ennis,23,BUF,C,47,10,21,31,-14,16,2.5,8,2,0,0,9,12,0,108,9.3,840,17:53,25,28,158,219,41.9,ennisty01
213,Toby Enström,28,WPG,D,22,4,11,15,-8,8,1.8,3,1,0,2,4,6,1,21,19,496,22:31,38,9,0,0,,enstrto01
214,Martin Erat,31,TOT,LW,45,5,19,24,-7,30,1.6,4,1,0,2,12,7,0,69,7.2,806,17:55,12,48,32,30,51.6,eratma01
214,Martin Erat,31,NSH,LW,36,4,17,21,-7,26,1.4,3,1,0,1,10,7,0,60,6.7,681,18:55,11,34,31,29,51.7,eratma01
214,Martin Erat,31,WSH,LW,9,1,2,3,0,4,0.2,1,0,0,1,2,0,0,9,11.1,125,13:55,1,14,1,1,50,eratma01
215,Jonathan Ericsson,28,DET,D,45,3,10,13,6,29,3.5,3,0,0,1,10,0,0,34,8.8,960,21:19,40,67,0,0,,ericsjo01
216,Loui Eriksson,27,DAL,LW,48,12,17,29,-9,8,2.4,9,2,1,3,9,8,0,104,11.5,966,20:07,18,6,9,25,26.5,erikslo01
217,Tim Erixon,21,CBJ,D,31,0,5,5,4,14,1.5,0,0,0,0,3,2,0,21,0,487,15:42,35,20,0,0,,erixoti01
218,John Erskine,32,WSH,D,30,3,3,6,10,34,2.2,3,0,0,0,3,0,0,32,9.4,554,18:28,62,91,0,0,,erskijo01
219,Emerson Etem,20,ANA,RW,38,3,7,10,7,9,0.9,3,0,0,0,5,0,2,48,6.3,436,11:28,20,43,2,3,40,etemem01
220,Justin Falk,24,MIN,D,36,0,3,3,-9,40,0.2,0,0,0,0,3,0,0,27,0,476,13:13,39,53,0,0,,falkju01
221,Justin Faulk,20,CAR,D,38,5,10,15,1,15,2.8,3,1,1,0,8,2,0,76,6.6,912,24:00:00,47,63,0,0,,faulkju01
222,Mark Fayne,25,NJD,D,31,1,5,6,6,16,2.1,0,0,1,0,5,0,0,34,2.9,561,18:06,40,25,0,0,,faynema01
223,Ruslan Fedotenko,34,PHI,LW,47,4,9,13,8,12,1.3,4,0,0,1,8,0,1,43,9.3,591,12:34,34,52,67,119,36,fedotru01
224,Eric Fehr,27,WSH,RW,41,9,8,17,14,10,2.4,6,2,1,2,7,1,0,72,12.5,548,13:22,22,36,0,4,0,fehrer01
225,Andrew Ference,33,BOS,D,48,4,9,13,9,35,3.5,4,0,0,0,8,0,1,66,6.1,936,19:29,60,89,0,0,,ferenan01
226,Benn Ferriero,25,NYR,C,4,0,1,1,0,0,0.1,0,0,0,0,1,0,0,4,0,38,9:37,2,4,2,7,22.2,ferribe01
227,Vernon Fiddler,32,DAL,C,46,4,13,17,3,48,1.4,3,1,0,0,11,1,1,56,7.1,591,12:51,28,34,319,300,51.5,fiddlve01
228,Valtteri Filppula,28,DET,C,41,9,8,17,-4,6,1.6,6,3,0,0,8,0,0,78,11.5,729,17:47,12,16,179,144,55.4,filppva01
229,Joe Finley,25,NYI,D,16,0,1,1,-5,20,-0.2,0,0,0,0,1,0,0,2,0,191,11:57,15,24,0,1,0,finlejo01
230,Mike Fisher,32,NSH,C,38,10,11,21,6,27,2.5,9,1,0,0,6,5,0,68,14.7,740,19:28,46,67,275,288,48.8,fishemi01
231,Mark Fistric,26,EDM,D,25,0,6,6,6,32,1.6,0,0,0,0,6,0,0,9,0,383,15:20,53,88,0,0,,fistrma01
232,Tomas Fleischmann,28,FLA,LW,48,12,23,35,-10,16,3.6,9,2,1,2,12,11,0,121,9.9,899,18:44,10,29,10,10,50,fleisto01
233,Brian Flynn,24,BUF,RW,26,6,5,11,6,0,1.5,5,0,1,1,5,0,0,49,12.2,382,14:41,20,10,24,36,40,flynnbr01
234,Marcus Foligno,21,BUF,LW,47,5,13,18,-4,41,1.2,4,1,0,0,9,3,1,55,9.1,640,13:38,16,108,45,30,60,foligma01
235,Nick Foligno,25,CBJ,LW,45,6,13,19,6,28,1.8,5,1,0,2,11,2,0,69,8.7,744,16:31,33,99,3,6,33.3,foligni01
236,Filip Forsberg,18,NSH,C,5,0,1,1,-5,0,-0.2,0,0,0,0,1,0,0,14,0,77,15:29,0,3,0,1,0,forsbfi01
237,Kurtis Foster,31,PHI,D,23,1,4,5,0,25,1,0,1,0,0,4,0,0,21,4.8,301,13:05,16,16,0,0,,fosteku01
238,Cam Fowler,21,ANA,D,37,1,10,11,-4,4,1.5,0,1,0,0,5,5,0,50,2,756,20:26,41,19,0,0,,fowleca01
239,Cody Franson,25,TOR,D,45,4,25,29,4,8,4.6,1,3,0,0,15,10,0,70,5.7,845,18:47,59,124,0,0,,fransco01
240,Johan Franzén,33,DET,C,41,14,17,31,13,41,4.4,8,6,0,1,11,6,0,116,12.1,742,18:05,17,43,30,32,48.4,franzjo01
241,Colin Fraser,28,LAK,C,34,2,5,7,-4,25,0.3,2,0,0,0,5,0,0,19,10.5,319,9:22,11,71,78,90,46.4,fraseco01
242,Mark Fraser,26,TOR,D,45,0,8,8,18,85,2.9,0,0,0,0,8,0,0,33,0,763,16:57,102,153,0,0,,frasema01
243,Matt Fraser,22,DAL,LW,12,1,2,3,0,0,0.2,1,0,0,0,2,0,0,17,5.9,142,11:48,8,13,0,0,,frasema02
244,Matt Frattin,25,TOR,RW,25,7,6,13,6,4,1.9,7,0,0,3,6,0,0,42,16.7,331,13:14,11,55,5,3,62.5,frattma01
245,Michael Frolik,24,CHI,C,45,3,7,10,5,8,0.6,3,0,0,1,7,0,0,98,3.1,563,12:31,23,32,15,25,37.5,frolimi01
246,Marián Gáborík,30,TOT,RW,47,12,15,27,-3,14,2.9,11,1,0,5,7,8,0,151,7.9,870,18:31,18,21,1,2,33.3,gaborma01
246,Marián Gáborík,30,NYR,RW,35,9,10,19,-8,8,1.8,8,1,0,4,4,6,0,113,8,654,18:40,14,19,0,2,0,gaborma01
246,Marián Gáborík,30,CBJ,RW,12,3,5,8,5,6,1.1,3,0,0,1,3,2,0,38,7.9,217,18:05,4,2,1,0,100,gaborma01
247,Simon Gagne,32,TOT,LW,38,5,11,16,-1,8,1.5,3,2,0,0,8,2,1,76,6.6,537,14:08,15,24,2,0,100,gagnesi01
247,Simon Gagne,32,PHI,LW,27,5,6,11,-3,6,1.1,3,2,0,0,4,1,1,56,8.9,386,14:17,12,18,2,0,100,gagnesi01
247,Simon Gagne,32,LAK,LW,11,0,5,5,2,2,0.4,0,0,0,0,4,1,0,20,0,151,13:46,3,6,0,0,,gagnesi01
248,Sam Gagner,23,EDM,C,48,14,24,38,-6,23,4,10,4,0,1,11,11,2,113,12.4,932,19:25,22,35,325,416,43.9,gagnesa01
249,Aaron Gagnon,26,WPG,C,10,3,0,3,2,2,0.6,3,0,0,1,0,0,0,11,27.3,82,8:09,4,7,30,27,52.6,gagnoaa01
250,Alex Galchenyuk,18,MTL,C,48,9,18,27,14,20,3.5,9,0,0,2,17,1,0,79,11.4,591,12:19,25,23,59,79,42.8,galchal01
251,T.J. Galiardi,24,SJS,LW,36,5,9,14,1,14,1.5,4,1,0,0,8,1,0,68,7.4,499,13:52,15,36,5,14,26.3,galiatj01
252,Brendan Gallagher,20,MTL,RW,44,15,13,28,10,33,4,12,3,0,3,12,1,0,117,12.8,610,13:52,33,44,8,17,32,gallabr01
253,Ryan Garbutt,27,DAL,C,36,3,7,10,1,32,0.8,3,0,0,0,7,0,0,59,5.1,357,9:55,9,67,7,10,41.2,garbury01
254,Jake Gardiner,22,TOR,D,12,0,4,4,0,0,0.6,0,0,0,0,2,2,0,12,0,246,20:29,15,13,0,0,,gardija01
255,Jason Garrison,28,VAN,D,47,8,8,16,18,28,5.3,5,3,0,2,5,3,0,94,8.5,1019,21:41,58,36,0,0,,garrija01
256,Paul Gaustad,30,NSH,C,23,2,3,5,-1,20,0.2,2,0,0,0,3,0,0,35,5.7,350,15:13,19,40,268,181,59.7,gaustpa01
257,Eric Gelinas,21,NJD,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,16,15:59,0,1,0,0,,geliner01
258,Nathan Gerbe,25,BUF,C,42,5,5,10,-3,14,0.6,4,0,1,0,5,0,0,64,7.8,525,12:30,8,32,0,1,0,gerbena01
259,Bruno Gervais,28,PHI,D,37,1,5,6,-17,10,0.1,1,0,0,0,5,0,0,49,2,634,17:08,41,25,0,0,,gervabr01
260,Ryan Getzlaf,27,ANA,C,44,15,34,49,14,41,6.1,8,4,3,3,23,11,0,99,15.2,889,20:12,42,89,355,384,48,getzlry01
261,Tom Gilbert,30,MIN,D,43,3,10,13,-11,18,2,2,1,0,0,7,3,0,36,8.3,831,19:19,57,24,0,0,,gilbeto01
262,Hal Gill,37,NSH,D,32,0,0,0,-3,12,0.2,0,0,0,0,0,0,0,8,0,428,13:23,38,28,0,0,,gillha01
263,Colton Gillies,23,CBJ,C,27,1,1,2,1,17,0,1,0,0,0,1,0,0,17,5.9,224,8:18,10,61,0,2,0,gillico01
264,Matt Gilroy,28,NYR,D,15,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,14,0,143,9:33,6,6,0,0,,gilroma01
265,Brian Gionta,34,MTL,RW,48,14,12,26,3,8,2.9,9,5,0,3,10,2,0,112,12.5,870,18:07,23,37,14,28,33.3,giontbr01
266,Stephen Gionta,29,NJD,RW,48,4,10,14,2,14,1.3,4,0,0,0,9,0,1,58,6.9,625,13:02,14,87,137,253,35.1,giontst01
267,Mark Giordano,29,CGY,D,47,4,11,15,-7,40,2.6,2,1,1,1,8,2,1,58,6.9,1089,23:10,93,65,0,0,,giordma01
268,Dan Girardi,28,NYR,D,46,2,12,14,-1,16,2.7,2,0,0,1,10,2,0,81,2.5,1169,25:25:00,125,102,0,0,,girarda01
269,Claude Giroux,25,PHI,RW,48,13,35,48,-7,22,5,6,6,1,2,20,15,0,137,9.5,1016,21:10,29,57,644,538,54.5,giroucl01
270,Tanner Glass,29,PIT,LW,48,1,1,2,-11,62,-1.1,0,1,0,0,1,0,0,38,2.6,483,10:04,21,125,22,29,43.1,glassta01
271,Tim Gleason,30,CAR,D,42,0,9,9,-3,40,1.2,0,0,0,0,8,1,0,36,0,822,19:34,64,90,0,0,,gleasti01
272,Curtis Glencross,30,CGY,LW,40,15,11,26,-8,18,3,11,3,1,3,8,3,0,92,16.3,729,18:14,14,49,20,26,43.5,glenccu01
273,Marcel Goc,29,FLA,C,42,9,10,19,-6,8,1.8,5,4,0,1,8,2,0,92,9.8,767,18:16,20,73,410,376,52.2,gocma01
274,Alex Goligoski,27,DAL,D,47,3,24,27,4,18,4.4,3,0,0,0,12,11,1,80,3.8,1052,22:23,66,56,0,0,,goligal01
275,Cody Goloubef,23,CBJ,D,11,1,0,1,-3,0,0.2,1,0,0,1,0,0,0,14,7.1,163,14:49,7,10,0,0,,golouco01
276,Scott Gomez,33,SJS,C,39,2,13,15,-10,22,0.8,2,0,0,0,5,8,0,58,3.4,528,13:32,11,4,181,143,55.9,gomezsc01
277,Sergei Gonchar,38,OTT,D,45,3,24,27,4,26,5.3,1,2,0,3,14,10,0,85,3.5,1080,24:00:00,65,25,0,0,,gonchse01
278,Andrew Gordon,27,VAN,RW,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,51,8:25,1,4,2,3,40,gordoan01
279,Boyd Gordon,29,PHX,RW,48,4,10,14,0,8,0.7,4,0,0,0,7,2,1,59,6.8,721,15:01,44,22,452,337,57.3,gordobo01
280,Josh Gorges,28,MTL,D,48,2,7,9,4,15,2.3,2,0,0,0,7,0,0,40,5,1027,21:23,116,68,0,0,,gorgejo01
281,Michael Grabner,25,NYI,RW,45,16,5,21,4,12,3.1,13,2,1,3,4,1,0,108,14.8,666,14:48,19,16,10,12,45.5,grabnmi01
282,Mikhail Grabovski,29,TOR,C,48,9,7,16,-10,24,1,9,0,0,1,4,3,0,80,11.3,747,15:34,20,34,323,315,50.6,grabomi01
