Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
15,Derek Armstrong,33,LAK,C,67,11,33,44,13,62,4.3,8,3,0,0,27,6,0,109,10.1,1009,15:04,armstde01
16,Tyler Arnason,27,COL,C,82,16,33,49,-8,26,4.1,15,1,0,3,22,11,0,211,7.6,1176,14:20,arnasty01
17,Jason Arnott,32,NSH,C,68,27,27,54,15,48,6.5,15,12,0,6,19,8,0,190,14.2,1223,17:59,arnotja01
18,Arron Asham,28,NYI,RW,80,11,12,23,3,63,2.1,11,0,0,2,10,2,0,85,12.9,746,9:20,ashamar01
19,Adrian Aucoin,33,CHI,D,59,4,12,16,-22,50,1.7,2,2,0,3,6,6,0,96,4.2,1229,20:50,aucoiad01
20,Keith Aucoin,28,CAR,RW,8,0,1,1,1,0,0.1,0,0,0,0,0,1,0,6,0,50,6:17,aucoike01
21,Sean Avery,26,TOT,LW,84,18,30,48,1,174,4.2,15,2,1,2,16,13,1,249,7.2,1444,17:11,averyse01
21,Sean Avery,26,LAK,LW,55,10,18,28,-10,116,1.8,8,1,1,2,10,8,0,160,6.3,927,16:52,averyse01
21,Sean Avery,26,NYR,LW,29,8,12,20,11,58,2.4,7,1,0,0,6,5,1,89,9,517,17:49,averyse01
22,P.J. Axelsson,31,BOS,LW,55,11,16,27,-10,52,1.7,6,3,2,0,9,7,0,81,13.6,1076,19:34,axelspj01
23,Anton Babchuk,22,CAR,D,52,2,12,14,-6,30,2,2,0,0,2,8,3,1,63,3.2,906,17:26,babchan01
24,David Backes,22,STL,C,49,10,13,23,6,37,2.4,8,2,0,2,12,1,0,89,11.2,657,13:25,backeda01
25,Christian Backman,26,STL,D,61,7,11,18,13,36,4.7,6,1,0,0,8,3,0,80,8.8,1352,22:10,backmch01
26,Jaroslav Balastik,27,CBJ,LW,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,6,16.7,65,8:10,balasja01
27,Keith Ballard,24,PHX,D,69,5,22,27,-7,59,4.2,3,2,0,0,12,9,1,79,6.3,1518,22:00,ballake01
28,Krys Barch,26,DAL,RW,26,3,2,5,2,107,0.7,3,0,0,2,2,0,0,12,25,147,5:38,barchkr01
29,Cam Barker,20,CHI,D,35,1,7,8,-12,44,0.7,0,1,0,0,2,5,0,38,2.6,676,19:19,barkeca01
30,Matthew Barnaby,33,DAL,RW,39,1,6,7,5,127,0.6,1,0,0,0,6,0,0,22,4.5,317,8:07,barnama01
31,Stu Barnes,36,DAL,C,82,13,12,25,-2,40,2,12,1,0,2,11,0,1,118,11,1320,16:06,barnest01
32,Shawn Bates,31,NYI,C,48,4,6,10,13,34,0.7,3,0,1,0,6,0,0,50,8,601,12:32,batessh01
33,Bates Battaglia,31,TOR,LW,82,12,19,31,9,45,2.6,12,0,0,0,19,0,0,94,12.8,1021,12:27,battaba01
34,Nolan Baumgartner,30,TOT,D,13,0,3,3,0,21,0.6,0,0,0,0,2,1,0,8,0,176,13:30,baumgno01
34,Nolan Baumgartner,30,DAL,D,7,0,2,2,0,0,0.4,0,0,0,0,1,1,0,4,0,86,12:14,baumgno01
34,Nolan Baumgartner,30,PHI,D,6,0,1,1,0,21,0.2,0,0,0,0,1,0,0,4,0,90,15:00,baumgno01
35,Ryan Bayda,26,CAR,LW,9,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10,78,8:41,baydary01
36,Francois Beauchemin,26,ANA,D,71,7,21,28,7,49,6.3,5,2,0,0,10,11,0,128,5.5,1809,25:28:00,beaucfr01
37,Kris Beech,25,WSH,C,64,8,18,26,-11,46,1.6,5,3,0,0,10,8,0,77,10.4,798,12:28,beechkr01
38,Steve Begin,28,MTL,LW,52,5,5,10,-6,46,0.3,5,0,0,0,3,0,2,64,7.8,619,11:55,beginst01
39,Wade Belak,30,TOR,D,65,0,3,3,-8,110,-0.2,0,0,0,0,3,0,0,16,0,327,5:02,belakwa01
40,Eric Belanger,29,TOT,C,80,17,18,35,-2,26,3,13,4,0,1,16,2,0,149,11.4,1299,16:15,belaner01
40,Eric Belanger,29,CAR,C,56,8,12,20,-2,14,1.4,5,3,0,1,10,2,0,100,8,832,14:51,belaner01
40,Eric Belanger,29,ATL,C,24,9,6,15,0,12,1.6,8,1,0,0,6,0,0,49,18.4,468,19:29,belaner01
41,Brendan Bell,23,TOT,D,45,1,6,7,-11,27,0.4,0,1,0,0,5,1,0,47,2.1,616,13:41,bellbr02
41,Brendan Bell,23,TOR,D,31,1,4,5,-3,19,0.5,0,1,0,0,4,0,0,29,3.4,376,12:08,bellbr02
41,Brendan Bell,23,PHX,D,14,0,2,2,-8,8,-0.2,0,0,0,0,1,1,0,18,0,240,17:07,bellbr02
42,Mark Bell,26,SJS,LW,71,11,10,21,-9,83,1.5,8,3,0,2,6,4,0,116,9.5,920,12:57,bellma01
43,Shawn Belle,22,MIN,D,9,0,1,1,4,0,0.6,0,0,0,0,1,0,0,3,0,89,9:56,bellesh01
44,Bryan Berard,29,CBJ,D,11,0,3,3,-4,8,0.3,0,0,0,0,2,1,0,22,0,209,18:58,berarbr01
45,Marc-Andre Bergeron,26,TOT,D,78,14,32,46,-4,38,7.8,4,10,0,4,17,15,0,166,8.4,1491,19:07,bergema02
45,Marc-Andre Bergeron,26,EDM,D,55,8,17,25,-9,28,4.3,2,6,0,3,7,10,0,111,7.2,960,17:27,bergema02
45,Marc-Andre Bergeron,26,NYI,D,23,6,15,21,5,10,3.5,2,4,0,1,10,5,0,55,10.9,532,23:07,bergema02
46,Patrice Bergeron,21,BOS,C,77,22,48,70,-28,26,5.8,8,14,0,6,22,24,2,224,9.8,1603,20:49,bergepa01
47,Steve Bernier,21,SJS,RW,62,15,16,31,5,29,3.6,9,6,0,4,8,8,0,104,14.4,842,13:35,bernist01
48,Todd Bertuzzi,31,TOT,RW,15,3,8,11,-1,19,1,2,1,0,0,4,4,0,23,13,240,16:00,bertuto01
48,Todd Bertuzzi,31,DET,RW,8,2,2,4,3,6,0.5,2,0,0,0,1,1,0,15,13.3,124,15:32,bertuto01
48,Todd Bertuzzi,31,FLA,RW,7,1,6,7,-4,13,0.4,0,1,0,0,3,3,0,8,12.5,116,16:32,bertuto01
49,Blair Betts,26,NYR,C,82,9,4,13,-4,24,0.1,7,1,1,0,4,0,0,120,7.5,1151,14:02,bettsbl01
50,Bryan Bickell,20,CHI,LW,3,2,0,2,1,0,0.4,2,0,0,0,0,0,0,10,20,35,11:49,bickebr01
51,Kevin Bieksa,25,VAN,D,81,12,30,42,1,134,8.6,6,6,0,2,17,13,0,203,5.9,1966,24:16:00,biekske01
52,Sebastien Bisaillon,20,EDM,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,28,14:12,bisaise01
53,Jason Blake,33,NYI,LW,82,40,29,69,1,34,8.3,26,14,0,7,21,8,0,305,13.1,1488,18:09,blakeja01
54,Rob Blake*,37,LAK,D,72,14,20,34,-26,82,4.6,3,11,0,1,4,15,1,208,6.7,1757,24:24:00,blakero01
55,Mike Blunden,20,CHI,RW,9,0,0,0,-5,10,-0.4,0,0,0,0,0,0,0,10,0,102,11:23,blundmi01
56,Brandon Bochenski,24,TOT,RW,41,13,11,24,1,16,2.9,10,3,0,2,9,2,0,92,14.1,564,13:46,bochebr01
56,Brandon Bochenski,24,BOS,RW,31,11,11,22,3,14,2.8,8,3,0,2,9,2,0,72,15.3,464,14:59,bochebr01
56,Brandon Bochenski,24,CHI,RW,10,2,0,2,-2,2,0.2,2,0,0,0,0,0,0,20,10,100,9:59,bochebr01
57,Eric Boguniecki,31,NYI,C,11,0,0,0,0,8,-0.1,0,0,0,0,0,0,0,2,0,54,4:54,boguner01
58,Danny Bois,23,OTT,RW,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,4,3:53,boisda01
59,Dave Bolland,20,CHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,11,11:17,bollada01
60,Peter Bondra,38,CHI,RW,37,5,9,14,2,26,1.3,3,2,0,3,8,1,0,46,10.9,445,12:01,bondrpe01
61,Radek Bonk,31,MTL,C,74,13,10,23,0,54,1.8,10,1,2,1,8,1,1,111,11.7,1174,15:52,bonkra01
62,Derek Boogaard,24,MIN,LW,48,0,1,1,0,120,-0.2,0,0,0,0,1,0,0,11,0,222,4:38,boogade01
63,David Booth,22,FLA,LW,48,3,7,10,0,12,0.4,3,0,0,1,7,0,0,86,3.5,459,9:34,boothda01
64,Darryl Bootland,25,DET,RW,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,25,4:08,bootlda01
65,Pierre-Marc Bouchard,22,MIN,C,82,20,37,57,13,14,6.6,15,5,0,3,18,19,0,173,11.6,1311,15:59,bouchpi02
66,Philippe Boucher,33,DAL,D,76,19,32,51,2,104,10.5,7,12,0,4,12,19,1,222,8.6,1740,22:54,bouchph01
67,Tyler Bouck,27,VAN,LW,6,0,0,0,-1,16,-0.1,0,0,0,0,0,0,0,7,0,48,7:55,bouckty01
68,Francis Bouillon,31,MTL,D,62,3,11,14,-10,52,2.3,2,1,0,1,9,1,1,56,5.4,1135,18:19,bouilfr01
69,Eric Boulton,30,ATL,LW,45,3,4,7,2,49,0.6,3,0,0,0,4,0,0,42,7.1,282,6:16,boulter01
70,Luc Bourdon,19,VAN,D,9,0,0,0,-1,4,0,0,0,0,0,0,0,0,3,0,80,8:50,bourdlu01
71,Rene Bourque,25,CHI,LW,44,7,10,17,-4,38,1.1,4,2,1,1,8,2,0,82,8.5,705,16:01,bourqre01
72,Jay Bouwmeester,23,FLA,D,82,12,30,42,23,66,8.7,9,3,0,3,22,8,0,174,6.9,2144,26:09:00,bouwmja01
73,Dustin Boyd,20,CGY,C,13,2,2,4,5,4,0.6,2,0,0,1,2,0,0,8,25,132,10:09,boyddu01
74,Brad Boyes,24,TOT,C,81,17,29,46,-17,29,3.6,15,1,1,2,20,8,1,182,9.3,1327,16:23,boyesbr01
74,Brad Boyes,24,BOS,C,62,13,21,34,-17,25,2.5,11,1,1,1,13,7,1,139,9.4,996,16:04,boyesbr01
74,Brad Boyes,24,STL,C,19,4,8,12,0,4,1,4,0,0,1,7,1,0,43,9.3,331,17:25,boyesbr01
75,Dan Boyle,30,TBL,D,82,20,43,63,-5,62,10.4,9,10,1,4,16,27,0,203,9.9,2218,27:03:00,boyleda01
76,Nick Boynton,28,PHX,D,59,2,9,11,-13,138,1.3,1,1,0,0,9,0,0,53,3.8,991,16:48,boyntni01
77,Matt Bradley,28,WSH,RW,57,4,9,13,-5,47,0.3,4,0,0,0,8,0,1,77,5.2,679,11:55,bradlma01
78,Donald Brashear,35,WSH,LW,77,4,9,13,1,156,0.6,4,0,0,0,8,1,0,47,8.5,614,7:58,brashdo01
79,Tim Brent,22,ANA,C,15,1,0,1,-5,6,-0.2,1,0,0,0,0,0,0,14,7.1,104,6:55,brentti01
80,Eric Brewer,27,STL,D,82,6,23,29,-10,69,4.4,4,2,0,1,16,6,1,111,5.4,2011,24:32:00,breweer01
81,Daniel Briere,29,BUF,C,81,32,63,95,17,89,10,23,9,0,6,42,21,0,234,13.7,1564,19:19,brierda01
82,Rod Brind'Amour,36,CAR,C,78,26,56,82,7,46,8.2,15,9,2,5,32,21,3,181,14.4,1819,23:19,brindro01
83,Patrice Brisebois,36,COL,D,33,1,10,11,-5,22,1.3,0,1,0,0,6,4,0,36,2.8,640,19:23,brisepa01
84,Kyle Brodziak,22,EDM,C,6,1,0,1,0,2,0.1,1,0,0,0,0,0,0,11,9.1,103,17:08,brodzky01
85,Sheldon Brookbank,26,NSH,D,3,0,1,1,0,12,0.1,0,0,0,0,1,0,0,3,0,25,8:16,brooksh01
86,Wade Brookbank,29,BOS,D,7,1,0,1,-1,15,0.2,1,0,0,0,0,0,0,1,100,31,4:25,brookwa01
87,Alex Brooks,30,NJD,D,19,0,1,1,-1,4,0.3,0,0,0,0,1,0,0,4,0,164,8:39,brookal01
88,Troy Brouwer,21,CHI,RW,10,0,0,0,-7,7,-0.5,0,0,0,0,0,0,0,7,0,99,9:55,brouwtr01
89,Curtis Brown,30,SJS,C,78,8,12,20,-2,56,1.2,6,0,2,3,10,1,1,84,9.5,1027,13:10,browncu01
90,Dustin Brown,22,LAK,LW,81,17,29,46,-21,54,2.8,4,13,0,1,16,12,1,195,8.7,1516,18:43,browndu01
91,Gilbert Brule,20,CBJ,C,78,9,10,19,-21,28,0.7,6,3,0,0,6,4,0,98,9.2,830,10:39,brulegi01
92,Andrew Brunette,33,COL,LW,82,27,56,83,-8,36,8.2,18,9,0,2,29,27,0,173,15.6,1436,17:31,brunean01
93,Sergei Brylin,33,NJD,C,82,16,24,40,-5,35,3.4,8,8,0,2,16,7,1,97,16.5,1456,17:45,brylise01
94,Jan Bulis,28,VAN,C,79,12,11,23,-8,70,1.5,10,1,1,2,9,2,0,122,9.8,1136,14:23,bulisja01
95,Adam Burish,24,CHI,RW,9,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,12,0,100,11:08,burisad01
96,Brent Burns,21,MIN,D,77,7,18,25,16,26,6.6,4,3,0,3,13,4,1,108,6.5,1216,15:48,burnsbr01
97,Alexandre Burrows,25,VAN,LW,81,3,6,9,-7,93,-0.5,3,0,0,1,5,1,0,70,4.3,927,11:26,burroal01
98,Dustin Byfuglien,21,CHI,D,9,1,2,3,-2,10,0.4,1,0,0,0,0,2,0,18,5.6,156,17:18,byfugdu01
99,Eric Cairns,32,PIT,D,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,1,0:42,cairner01
100,Petr Cajanek,31,STL,C,77,15,33,48,9,54,4.5,14,1,0,1,25,8,0,167,9,1251,16:15,cajanpe01
101,Kyle Calder,28,TOT,LW,78,14,21,35,-25,58,2,9,3,2,2,14,7,0,130,10.8,1212,15:32,caldeky01
101,Kyle Calder,28,PHI,LW,59,9,12,21,-31,36,0.3,5,2,2,0,8,4,0,88,10.2,887,15:02,caldeky01
101,Kyle Calder,28,DET,LW,19,5,9,14,6,22,1.6,4,1,0,2,6,3,0,42,11.9,325,17:05,caldeky01
102,Ryan Callahan,21,NYR,RW,14,4,2,6,5,9,1,4,0,0,1,2,0,0,40,10,147,10:31,callary01
103,Mike Cammalleri,24,LAK,C,81,34,46,80,5,48,9.1,18,16,0,5,25,21,0,299,11.4,1462,18:03,cammami01
104,Brian Campbell,27,BUF,D,82,6,42,48,28,35,7.6,5,1,0,1,33,8,1,92,6.5,1794,21:53,campbbr02
105,Darcy Campbell,22,CBJ,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5:41,campbda02
106,Gregory Campbell,23,FLA,C,79,6,3,9,-10,66,-0.5,5,0,1,0,3,0,0,103,5.8,835,10:34,campbgr01
107,Chris Campoli,22,NYI,D,51,1,13,14,-3,23,1.8,1,0,0,0,9,4,0,41,2.4,756,14:50,campoch01
108,Daniel Carcillo,22,PHX,LW,18,4,3,7,-7,74,0.4,1,3,0,0,3,0,0,32,12.5,269,14:56,carcida01
109,Mike Card,20,BUF,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,4:34,cardmi01
110,Matt Carle,22,SJS,D,77,11,31,42,9,30,8.2,3,8,0,1,13,18,0,111,9.9,1397,18:08,carlema01
111,Keith Carney,36,MIN,D,80,4,13,17,22,58,6,4,0,0,1,11,0,2,31,12.9,1242,15:31,carneke01
112,Anson Carter,32,TOT,RW,64,11,17,28,-4,18,2.4,7,4,0,1,13,4,0,70,15.7,901,14:05,cartean01
112,Anson Carter,32,CBJ,RW,54,10,17,27,-1,16,2.5,7,3,0,1,13,4,0,62,16.1,800,14:49,cartean01
112,Anson Carter,32,CAR,RW,10,1,0,1,-3,2,-0.1,0,1,0,0,0,0,0,8,12.5,100,10:03,cartean01
113,Jeff Carter,22,PHI,C,62,14,23,37,-17,48,2.6,9,3,2,1,18,4,1,215,6.5,1178,19:00,carteje01
114,Zdeno Chara,29,BOS,D,80,11,32,43,-21,100,6.5,2,9,0,3,14,17,1,204,5.4,2237,27:58:00,charazd01
115,Jonathan Cheechoo,26,SJS,RW,76,37,32,69,11,69,9.2,22,15,0,5,17,15,0,250,14.8,1334,17:34,cheecjo01
116,Chris Chelios*,45,DET,D,71,0,11,11,11,34,3.3,0,0,0,0,10,0,1,72,0,1287,18:08,chelich01
117,Jason Chimera,27,CBJ,LW,82,15,21,36,2,91,3.3,11,2,2,2,19,2,0,151,9.9,1260,15:22,chimeja01
118,Stanislav Chistov,23,TOT,RW,61,5,8,13,-8,36,0.7,4,1,0,1,8,0,0,49,10.2,519,8:30,chistst01
118,Stanislav Chistov,23,BOS,RW,60,5,8,13,-8,36,0.7,4,1,0,1,8,0,0,49,10.2,515,8:35,chistst01
118,Stanislav Chistov,23,ANA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4:09,chistst01
119,Marc Chouinard,29,VAN,C,42,2,2,4,-2,10,-0.1,1,1,0,0,2,0,0,15,13.3,396,9:26,chouima01
120,Erik Christensen,23,PIT,C,61,18,15,33,-3,26,3.8,12,6,0,1,10,5,0,133,13.5,709,11:38,chriser01
121,Brett Clark,30,COL,D,82,10,29,39,5,50,6.7,6,4,0,1,18,10,1,140,7.1,1942,23:41,clarkbr01
122,Chris Clark,30,WSH,RW,74,30,24,54,-10,66,5.9,17,9,4,2,17,7,0,164,18.3,1363,18:25,clarkch01
123,Noah Clarke,27,LAK,LW,13,2,0,2,-6,4,0,1,0,1,0,0,0,0,11,18.2,112,8:36,clarkno02
124,David Clarkson,22,NJD,RW,7,3,1,4,-1,6,0.5,1,2,0,1,1,0,0,18,16.7,119,17:02,clarkda03
125,Dan Cleary,28,DET,RW,71,20,20,40,6,24,4.5,12,6,2,5,17,2,1,135,14.8,1098,15:28,clearda01
126,Ryane Clowe,24,SJS,LW,58,16,18,34,4,78,4.1,12,4,0,3,15,3,0,93,17.2,765,13:11,clowery01
127,Ben Clymer,28,WSH,D,66,7,13,20,-17,44,2.1,7,0,0,0,6,7,0,78,9,920,13:57,clymebe01
128,Braydon Coburn,21,TOT,D,49,3,8,11,-1,46,2.1,2,1,0,0,5,3,0,54,5.6,758,15:29,coburbr01
128,Braydon Coburn,21,ATL,D,29,0,4,4,1,30,0.7,0,0,0,0,3,1,0,21,0,339,11:41,coburbr01
128,Braydon Coburn,21,PHI,D,20,3,4,7,-2,16,1.3,2,1,0,0,2,2,0,33,9.1,419,20:58,coburbr01
129,Carlo Colaiacovo,24,TOR,D,48,8,9,17,5,22,3.3,8,0,0,1,4,5,0,60,13.3,862,17:57,colaica01
130,Erik Cole,28,CAR,LW,71,29,32,61,2,76,7.1,20,9,0,4,22,9,1,166,17.5,1279,18:01,coleer01
131,Jeremy Colliton,22,NYI,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,5,4:40,collije01
132,Blake Comeau,20,NYI,RW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0,28,9:25,comeabl01
133,Mike Commodore,27,CAR,D,82,7,22,29,0,113,5.3,5,0,2,1,18,1,3,136,5.1,1631,19:54,commomi01
134,Mike Comrie,26,TOT,C,65,20,25,45,0,44,4.7,13,7,0,3,17,8,0,125,16,991,15:15,comrimi01
134,Mike Comrie,26,OTT,C,41,13,12,25,-1,24,2.6,10,3,0,2,8,4,0,87,14.9,593,14:27,comrimi01
134,Mike Comrie,26,PHX,C,24,7,13,20,1,20,2.1,3,4,0,1,9,4,0,38,18.4,398,16:36,comrimi01
135,Chris Conner,23,DAL,RW,11,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,18,5.6,124,11:15,connech01
136,Tim Connolly,25,BUF,C,2,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50,26,13:07,connoti01
137,Craig Conroy,35,TOT,C,80,13,24,37,-3,56,2.6,8,4,1,2,18,5,1,112,11.6,1253,15:40,conrocr01
137,Craig Conroy,35,LAK,C,52,5,11,16,-13,38,0.2,1,4,0,2,8,3,0,73,6.8,805,15:29,conrocr01
137,Craig Conroy,35,CGY,C,28,8,13,21,10,18,2.5,7,0,1,0,10,2,1,39,20.5,448,16:00,conrocr01
138,Matt Cooke,28,VAN,LW,81,10,20,30,0,64,2.1,9,1,0,3,15,3,2,133,7.5,1264,15:37,cookema01
139,Carl Corazzini,27,CHI,C,7,0,1,1,0,2,0,0,0,0,0,1,0,0,5,0,76,10:47,corazca01
140,Joe Corvo,29,OTT,D,76,8,29,37,8,42,5.6,5,3,0,2,17,12,0,160,5,1373,18:04,corvojo01
141,Riley Cote,24,PHI,LW,8,0,0,0,0,11,-0.1,0,0,0,0,0,0,0,3,0,36,4:30,coteri01
142,Patrick Coulombe,21,VAN,D,7,0,1,1,-6,4,-0.2,0,0,0,0,1,0,0,11,0,95,13:38,coulopa01
143,Jeff Cowan,30,TOT,LW,63,7,5,12,3,125,1.2,6,0,1,0,5,0,0,74,9.5,507,8:02,cowanje01
143,Jeff Cowan,30,VAN,LW,42,7,3,10,4,93,1.4,6,0,1,0,3,0,0,46,15.2,347,8:15,cowanje01
143,Jeff Cowan,30,LAK,LW,21,0,2,2,-1,32,-0.1,0,0,0,0,2,0,0,28,0,160,7:37,cowanje01
144,Ryan Craig,25,TBL,C,72,14,13,27,-11,55,1.9,10,4,0,2,6,7,0,130,10.8,1104,15:20,craigry01
145,Sidney Crosby,19,PIT,C,79,36,84,120,10,60,13.3,23,13,0,4,36,48,0,250,14.4,1640,20:46,crosbsi01
146,Mark Cullen,28,PHI,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0,19,6:15,cullema02
147,Matt Cullen,30,NYR,C,80,16,25,41,0,52,3.5,11,2,3,2,18,5,2,217,7.4,1373,17:10,cullema01
148,Jassen Cullimore,34,CHI,D,65,1,6,7,-6,64,1.5,1,0,0,0,6,0,0,17,5.9,1058,16:17,cullija01
149,Kyle Cumiskey,20,COL,D,9,1,1,2,0,2,0.4,1,0,0,0,1,0,0,8,12.5,121,13:28,cumisky01
150,Trevor Daley,23,DAL,D,74,4,8,12,2,63,4.4,4,0,0,1,6,2,0,68,5.9,1434,19:23,daleytr01
151,Kevin Dallman,25,LAK,D,53,1,9,10,-13,12,0.8,1,0,0,0,6,3,0,76,1.3,678,12:48,dallmke01
152,Mathieu Dandenault,30,MTL,D,68,2,6,8,-8,40,1.7,2,0,0,0,6,0,0,54,3.7,1096,16:07,dandema01
153,Mathieu Darche,30,SJS,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,9:13,darchma01
154,Pavel Datsyuk,28,DET,C,79,27,60,87,36,20,10.5,20,5,2,5,35,24,1,207,13,1577,19:57,datsypa01
155,Rob Davison,26,SJS,D,22,0,2,2,-2,27,0.3,0,0,0,0,2,0,0,14,0,205,9:19,davisro01
156,Nigel Dawes,21,NYR,LW,8,1,0,1,-4,0,0,1,0,0,0,0,0,0,7,14.3,54,6:44,dawesni01
157,Greg de Vries,34,ATL,D,82,3,21,24,-3,66,3.9,3,0,0,0,12,9,0,102,2.9,1824,22:14,devrigr01
158,Pavol Demitra,32,MIN,RW,71,25,39,64,0,28,7.1,15,9,1,4,21,17,1,175,14.3,1466,20:39,demitpa01
159,Nathan Dempsey,32,BOS,D,17,0,1,1,-2,6,0.1,0,0,0,0,1,0,0,4,0,169,9:57,dempsna01
160,Boyd Devereaux,28,TOR,C,33,8,11,19,4,12,1.9,8,0,0,0,10,1,0,57,14,504,15:17,deverbo01
161,Niko Dimitrakos,27,PHI,RW,5,0,0,0,-4,6,-0.2,0,0,0,0,0,0,0,4,0,43,8:32,dimitni01
162,Joe DiPenta,27,ANA,D,76,2,6,8,1,48,2.2,2,0,0,1,6,0,0,33,6.1,924,12:09,dipenjo01
163,Shane Doan,30,PHX,RW,73,27,28,55,-14,73,5.2,16,11,0,7,16,12,0,209,12.9,1493,20:27,doansh01
164,Shean Donovan,32,BOS,RW,76,6,11,17,-13,56,0.1,6,0,0,0,9,0,2,108,5.6,1076,14:09,donovsh01
165,Jim Dowd,38,NJD,C,66,4,4,8,-5,20,0.3,3,0,1,1,3,0,1,44,9.1,547,8:17,dowdji01
166,Aaron Downey,32,MTL,RW,21,1,0,1,-6,48,-0.2,1,0,0,1,0,0,0,10,10,105,4:59,downeaa01
167,Dallas Drake,37,STL,RW,60,6,6,12,-14,38,-0.1,4,0,2,2,5,0,1,74,8.1,773,12:53,drakeda01
168,Kris Draper,35,DET,C,81,14,15,29,7,58,2.3,9,0,5,1,15,0,0,157,8.9,1357,16:45,drapekr01
169,Chris Drury,30,BUF,C,77,37,32,69,1,30,7.5,17,17,3,9,22,10,0,199,18.6,1446,18:47,drurych01
170,Brandon Dubinsky,20,NYR,C,6,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,9,0,49,8:10,dubinbr01
