Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
46,Todd Bertuzzi,22,TOT,LW,74,13,20,33,-17,121,2.4,10,2,1,2,13,6,1,102,12.7,,,bertuto01
46,Todd Bertuzzi,22,NYI,LW,52,7,11,18,-19,58,0.7,6,1,0,1,8,3,0,63,11.1,,,bertuto01
46,Todd Bertuzzi,22,VAN,LW,22,6,9,15,2,63,1.7,4,1,1,1,5,3,1,39,15.4,,,bertuto01
47,Craig Berube,32,WSH,LW,74,6,9,15,-3,189,0.3,6,0,0,0,9,0,0,68,8.8,,,berubcr01
48,Jeff Beukeboom,32,NYR,D,63,0,5,5,-25,195,0.7,0,0,0,0,5,0,0,23,0,,,beukeje01
49,Radim Bicanek,23,OTT,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,bicanra01
50,James Black,28,CHI,RW,52,10,5,15,-8,8,1,7,2,1,3,2,2,1,90,11.1,,,blackja01
51,Rob Blake*,28,LAK,D,81,23,27,50,-3,94,8.8,12,11,0,4,15,11,1,261,8.8,,,blakero01
52,Sylvain Blouin,23,NYR,D,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,blouisy01
53,Doug Bodger,31,TOT,D,77,9,11,20,-1,57,5.7,6,3,0,1,4,7,0,96,9.4,,,bodgedo01
53,Doug Bodger,31,NJD,D,49,5,5,10,-1,25,3.4,2,3,0,0,3,2,0,55,9.1,,,bodgedo01
53,Doug Bodger,31,SJS,D,28,4,6,10,0,32,2.3,4,0,0,1,1,5,0,41,9.8,,,bodgedo01
54,Lonny Bohonos,24,TOT,RW,37,5,4,9,-8,8,0.1,5,0,0,0,4,0,0,50,10,,,bohonlo01
54,Lonny Bohonos,24,VAN,RW,31,2,1,3,-9,4,-0.7,2,0,0,0,1,0,0,37,5.4,,,bohonlo01
54,Lonny Bohonos,24,TOR,RW,6,3,3,6,1,4,0.8,3,0,0,0,3,0,0,13,23.1,,,bohonlo01
55,Brad Bombardir,25,NJD,D,43,1,5,6,11,8,3.3,1,0,0,0,5,0,0,16,6.3,,,bombabr01
56,Peter Bondra,29,WSH,RW,76,52,26,78,14,44,12.1,36,11,5,13,16,10,0,284,18.3,,,bondrpe01
57,Radek Bonk,22,OTT,C,65,7,9,16,-13,16,0.5,6,1,0,0,6,3,0,93,7.5,,,bonkra01
58,Jason Bonsignore,21,TBL,C,35,2,8,10,-11,22,0.1,2,0,0,0,7,1,0,29,6.9,,,bonsija01
59,Dennis Bonvie,24,EDM,RW,4,0,0,0,0,27,-0.1,0,0,0,0,0,0,0,0,,,,bonvide01
60,Sebastien Bordeleau,22,MTL,C,53,6,8,14,5,36,0.8,3,2,1,0,4,4,0,55,10.9,,,bordese01
61,Jason Botterill,21,DAL,LW,4,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,2,0,,,botteja01
62,Joel Bouchard,24,CGY,D,44,5,7,12,0,57,2.5,4,0,1,1,5,1,1,51,9.8,,,bouchjo01
63,Philippe Boucher,24,LAK,D,45,6,10,16,6,49,3.6,5,1,0,0,8,2,0,80,7.5,,,bouchph01
64,Bob Boughner,26,BUF,D,69,1,3,4,5,165,2.6,1,0,0,0,3,0,0,26,3.8,,,boughbo01
65,Ray Bourque*,37,BOS,D,82,13,35,48,2,80,9.5,4,9,0,3,12,21,2,264,4.9,,,bourqra01
66,Jason Bowen,24,EDM,D,4,0,0,0,0,10,0.1,0,0,0,0,0,0,0,3,0,,,bowenja01
67,Brian Bradley,33,TBL,C,14,2,5,7,-9,6,0.3,0,2,0,0,3,2,0,24,8.3,,,bradlbr01
68,Donald Brashear,26,VAN,LW,77,9,9,18,-9,372,0.4,9,0,0,1,9,0,0,64,14.1,,,brashdo01
69,Rich Brennan,25,SJS,D,11,1,2,3,-4,2,0.5,0,1,0,0,1,1,0,24,4.2,,,brennri01
70,Daniel Briere,20,PHX,C,5,1,0,1,1,2,0.1,1,0,0,0,0,0,0,4,25,,,brierda01
71,Travis Brigley,20,CGY,LW,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,1,0,,,brigltr01
72,Rod Brind'Amour,27,PHI,LW,82,36,38,74,-2,54,9,24,10,2,8,22,14,2,205,17.6,,,brindro01
73,Patrice Brisebois,27,MTL,D,79,10,27,37,16,67,7.9,5,5,0,1,14,12,1,125,8,,,brisepa01
74,Paul Brousseau,24,TBL,RW,11,0,2,2,0,27,0,0,0,0,0,2,0,0,6,0,,,brouspa01
75,Curtis Brown,21,BUF,C,63,12,12,24,11,34,2.5,10,1,1,2,8,3,1,91,13.2,,,browncu01
76,Doug Brown,33,DET,C,80,19,23,42,17,12,4.7,12,6,1,5,16,7,0,145,13.1,,,browndo01
77,Jeff Brown,31,TOT,D,60,4,24,28,5,32,5.5,0,4,0,0,9,15,0,102,3.9,,,brownje02
77,Jeff Brown,31,CAR,D,32,3,10,13,-1,16,2.5,0,3,0,0,5,5,0,57,5.3,,,brownje02
77,Jeff Brown,31,TOR,D,19,1,8,9,2,10,1.8,0,1,0,0,2,6,0,30,3.3,,,brownje02
77,Jeff Brown,31,WSH,D,9,0,6,6,4,6,1.2,0,0,0,0,2,4,0,15,0,,,brownje02
78,Kevin Brown,23,CAR,RW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,,,,brownke03
79,Rob Brown,29,PIT,RW,82,15,25,40,-1,59,3.5,11,4,0,4,14,11,0,172,8.7,,,brownro01
80,Sean Brown,21,EDM,D,18,0,1,1,-1,43,0.6,0,0,0,0,1,0,0,9,0,,,brownse01
81,Benoit Brunet,29,MTL,LW,68,12,20,32,11,61,3,9,1,2,2,15,3,2,87,13.8,,,brunebe01
82,Andrew Brunette,24,WSH,LW,28,11,12,23,2,12,2.9,7,4,0,2,8,4,0,42,26.2,,,brunean01
83,Sergei Brylin,24,NJD,C,18,2,3,5,4,0,0.4,2,0,0,0,3,0,0,20,10,,,brylise01
84,Kelly Buchberger,31,EDM,RW,82,6,17,23,-10,122,0.7,4,1,1,1,17,0,0,86,7,,,buchbke01
85,Jan Bulis,19,WSH,C,48,5,11,16,-5,18,0.8,5,0,0,0,10,1,0,37,13.5,,,bulisja01
86,Pavel Bure*,26,VAN,RW,82,51,39,90,5,48,12.9,32,13,6,4,24,12,3,329,15.5,,,burepa01
87,Valeri Bure,23,TOT,RW,66,12,26,38,-5,35,3.2,10,2,0,2,15,11,0,179,6.7,,,bureva01
87,Valeri Bure,23,MTL,RW,50,7,22,29,-5,33,2.1,5,2,0,1,12,10,0,134,5.2,,,bureva01
87,Valeri Bure,23,CGY,RW,16,5,4,9,0,2,1.1,5,0,0,1,3,1,0,45,11.1,,,bureva01
88,Marc Bureau,31,MTL,C,74,13,6,19,0,12,1.2,13,0,0,2,4,0,2,82,15.9,,,bureama01
89,Shawn Burr,31,SJS,LW,42,6,6,12,2,50,0.9,6,0,0,0,6,0,0,63,9.5,,,burrsh01
90,Randy Burridge,32,BUF,LW,30,4,6,10,0,0,0.6,3,1,0,1,5,0,1,40,10,,,burrira01
91,Adam Burt,29,CAR,D,76,1,11,12,-6,106,3,0,0,1,0,10,1,0,51,2,,,burtad01
92,Sven Butenschön,21,PIT,D,8,0,0,0,-1,6,0.2,0,0,0,0,0,0,0,4,0,,,butensv01
93,Petr Buzek,20,DAL,D,2,0,0,0,1,2,0.2,0,0,0,0,0,0,0,0,,,,buzekpe01
94,Dan Bylsma,27,LAK,C,65,3,9,12,9,33,0.1,3,0,0,0,8,0,1,57,5.3,,,bylsmda01
95,Eric Cairns,23,NYR,D,39,0,3,3,-3,92,1.4,0,0,0,0,3,0,0,17,0,,,cairner01
96,Jim Campbell,24,STL,RW,76,22,19,41,0,55,4.4,15,7,0,6,11,8,0,147,15,,,campbji01
97,Guy Carbonneau*,37,DAL,C,77,7,17,24,3,40,1.5,6,0,1,1,17,0,0,81,8.6,,,carbogu01
98,Terry Carkner,31,FLA,D,74,1,7,8,6,63,2.9,1,0,0,1,7,0,0,34,2.9,,,carknte01
99,Keith Carney,27,TOT,D,80,3,19,22,-2,91,4.9,1,1,1,0,15,2,2,71,4.2,,,carneke01
99,Keith Carney,27,CHI,D,60,2,13,15,-7,73,3.3,1,0,1,0,11,0,2,53,3.8,,,carneke01
99,Keith Carney,27,PHX,D,20,1,6,7,5,18,1.7,0,1,0,0,4,2,0,18,5.6,,,carneke01
100,Bob Carpenter,34,NJD,LW,66,9,9,18,-4,22,1.1,8,0,1,1,6,1,2,81,11.1,,,carpebo01
101,Anson Carter,23,BOS,C,78,16,27,43,7,31,4.5,10,6,0,4,21,6,0,179,8.9,,,cartean01
102,Andrew Cassels,28,CGY,C,81,17,27,44,-7,32,4,10,6,1,2,17,6,4,138,12.3,,,cassean01
103,Shawn Chambers,31,DAL,D,57,2,22,24,11,26,5.8,0,1,1,0,9,12,1,73,2.7,,,chambsh01
104,Zdeno Chara,20,NYI,D,25,0,1,1,1,50,0.9,0,0,0,0,1,0,0,10,0,,,charazd01
105,Eric Charron,28,CGY,D,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,,,charrer01
106,Kelly Chase,30,STL,RW,67,4,3,7,10,231,-0.3,4,0,0,1,3,0,0,29,13.8,,,chaseke01
107,Vladimir Chebaturkin,22,NYI,D,2,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,0,,,,chebavl01
108,Chris Chelios*,36,CHI,D,81,3,39,42,-7,151,6.9,2,1,0,0,17,22,0,205,1.5,,,chelich01
109,Steve Chiasson,30,CAR,D,66,7,27,34,-2,65,5.9,1,6,0,0,14,13,0,173,4,,,chiasst01
110,Tom Chorske,31,NYI,LW,82,12,23,35,7,39,3.4,7,1,4,2,19,3,1,132,9.1,,,chorsto01
111,Jeff Christian,27,PHX,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,chrisje01
112,Brad Church,21,WSH,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,churcbr01
113,Dean Chynoweth,29,BOS,D,2,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,1,0,,,chynode01
114,Dino Ciccarelli*,37,TOT,RW,62,16,17,33,-16,70,3.1,11,5,0,4,12,5,0,161,9.9,,,ciccadi01
114,Dino Ciccarelli*,37,TBL,RW,34,11,6,17,-14,42,1.7,8,3,0,3,5,1,0,104,10.6,,,ciccadi01
114,Dino Ciccarelli*,37,FLA,RW,28,5,11,16,-2,28,1.4,3,2,0,1,7,4,0,57,8.8,,,ciccadi01
115,Enrico Ciccone,27,TOT,D,39,0,4,4,-2,175,1.2,0,0,0,0,3,1,0,22,0,,,ciccoen01
115,Enrico Ciccone,27,CAR,D,14,0,3,3,3,83,0.9,0,0,0,0,3,0,0,8,0,,,ciccoen01
115,Enrico Ciccone,27,VAN,D,13,0,1,1,-2,47,0.1,0,0,0,0,0,1,0,7,0,,,ciccoen01
115,Enrico Ciccone,27,TBL,D,12,0,0,0,-3,45,0.1,0,0,0,0,0,0,0,7,0,,,ciccoen01
116,Ivan Ciernik,20,OTT,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,cierniv01
117,Brett Clark,21,MTL,D,41,1,0,1,-3,20,1,1,0,0,0,0,0,0,26,3.8,,,clarkbr01
118,Wendel Clark,31,TOR,LW,47,12,7,19,-21,80,1.3,8,4,0,3,4,3,0,140,8.6,,,clarkwe01
119,Dan Cleary,19,CHI,LW,6,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0,,,clearda01
120,Paul Coffey*,36,PHI,D,57,2,27,29,3,30,5.1,1,1,0,1,8,19,0,107,1.9,,,coffepa01
121,Craig Conroy,26,STL,RW,81,14,29,43,20,46,4.4,11,0,3,1,27,1,1,118,11.9,,,conrocr01
122,Brandon Convery,23,VAN,C,7,0,2,2,0,0,0,0,0,0,0,1,1,0,2,0,,,convebr01
123,David Cooper,24,TOR,D,9,0,4,4,2,8,0.8,0,0,0,0,4,0,0,13,0,,,coopeda01
124,Rene Corbet,24,COL,LW,68,16,12,28,8,133,3,12,4,0,4,7,5,0,117,13.7,,,corbere01
125,Bob Corkum,30,PHX,C,76,12,9,21,-7,28,1,7,0,5,0,8,0,1,105,11.4,,,corkubo01
126,Shayne Corson,31,MTL,LW,62,21,34,55,2,108,6.1,6,14,1,1,23,9,2,142,14.8,,,corsosh01
127,Patrick Cote,23,DAL,LW,3,0,0,0,-1,15,-0.1,0,0,0,0,0,0,0,3,0,,,cotepa01
128,Sylvain Cote,32,TOT,D,71,4,21,25,-3,42,5.2,3,1,0,1,17,3,1,103,3.9,,,cotesy01
128,Sylvain Cote,32,WSH,D,59,1,15,16,-5,36,3.4,1,0,0,0,13,1,1,83,1.2,,,cotesy01
128,Sylvain Cote,32,TOR,D,12,3,6,9,2,6,1.8,2,1,0,1,4,2,0,20,15,,,cotesy01
129,Geoff Courtnall,35,STL,LW,79,31,31,62,12,94,7.9,25,6,0,5,23,8,0,189,16.4,,,courtge01
130,Russ Courtnall,32,LAK,RW,58,12,6,18,-2,27,1.4,7,1,4,4,3,3,0,97,12.4,,,courtru01
131,Larry Courville,22,VAN,LW,11,0,0,0,-7,5,-0.6,0,0,0,0,0,0,0,3,0,,,courvla01
132,Murray Craven,33,SJS,LW,67,12,17,29,4,25,2.8,7,2,3,3,14,3,0,107,11.2,,,cravemu01
133,Cory Cross,27,TBL,D,74,3,6,9,-24,77,1.6,2,0,1,0,5,1,0,72,4.2,,,crossco01
134,Phil Crowe,27,OTT,RW,9,3,0,3,3,24,0.5,3,0,0,1,0,0,0,6,50,,,croweph01
135,Mike Crowley,22,MDA,D,8,2,2,4,0,8,0.8,2,0,0,1,2,0,0,17,11.8,,,crowlmi01
136,Matt Cullen,21,MDA,C,61,6,21,27,-4,23,1.8,4,2,0,0,17,4,0,75,8,,,cullema01
137,Jassen Cullimore,25,TOT,D,28,1,2,3,-4,26,0.9,0,1,0,0,0,1,1,18,5.6,,,cullija01
137,Jassen Cullimore,25,TBL,D,25,1,2,3,-4,22,0.8,0,1,0,0,0,1,1,17,5.9,,,cullija01
137,Jassen Cullimore,25,MTL,D,3,0,0,0,0,4,0.1,0,0,0,0,0,0,0,1,0,,,cullija01
138,Jim Cummins,27,TOT,RW,75,0,2,2,-16,225,-2.3,0,0,0,0,2,0,0,43,0,,,cummiji01
138,Jim Cummins,27,CHI,RW,55,0,2,2,-9,178,-1.4,0,0,0,0,2,0,0,33,0,,,cummiji01
138,Jim Cummins,27,PHX,RW,20,0,0,0,-7,47,-0.8,0,0,0,0,0,0,0,10,0,,,cummiji01
139,Randy Cunneyworth,36,OTT,LW,71,2,11,13,-14,63,-0.5,1,1,0,0,9,2,0,81,2.5,,,cunnera01
140,Mariusz Czerkawski,25,NYI,RW,68,12,13,25,11,23,2.8,10,2,0,1,12,1,0,136,8.8,,,czerkma01
141,Andreas Dackell,25,OTT,RW,82,15,18,33,-11,24,2.8,10,3,2,2,12,5,1,130,11.5,,,dackean01
142,Kevin Dahl,29,CGY,D,19,0,1,1,-3,6,0.2,0,0,0,0,1,0,0,17,0,,,dahlke01
143,Alexandre Daigle,22,TOT,RW,75,16,26,42,-8,14,3.9,8,8,0,5,19,7,0,146,11,,,daiglal02
143,Alexandre Daigle,22,OTT,RW,38,7,9,16,-7,8,1.3,3,4,0,2,5,4,0,68,10.3,,,daiglal02
143,Alexandre Daigle,22,PHI,RW,37,9,17,26,-1,6,2.6,5,4,0,3,14,3,0,78,11.5,,,daiglal02
144,J.J. Daigneault,32,TOT,D,71,2,21,23,-9,49,3.5,1,1,0,1,11,10,0,92,2.2,,,daignjj01
144,J.J. Daigneault,32,MDA,D,53,2,15,17,-10,28,2.2,1,1,0,1,7,8,0,74,2.7,,,daignjj01
144,J.J. Daigneault,32,NYI,D,18,0,6,6,1,21,1.3,0,0,0,0,4,2,0,18,0,,,daignjj01
145,Vincent Damphousse,30,MTL,C,76,18,41,59,14,58,6.3,15,2,1,5,26,13,2,164,11,,,damphvi01
146,Mathieu Dandenault,21,DET,RW,68,5,12,17,5,43,0.6,5,0,0,0,12,0,0,75,6.7,,,dandema01
147,Ken Daneyko,33,NJD,D,37,0,1,1,3,57,1.8,0,0,0,0,1,0,0,18,0,,,daneyke01
148,Jeff Daniels,29,CAR,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,danieje01
149,Scott Daniels,28,NJD,LW,26,0,3,3,1,102,-0.3,0,0,0,0,3,0,0,17,0,,,daniesc01
150,Craig Darby,25,PHI,C,3,1,0,1,0,0,0.1,1,0,0,0,0,0,0,3,33.3,,,darbycr01
151,Jason Dawe,24,TOT,RW,81,20,19,39,8,42,4.3,15,4,1,3,13,6,0,134,14.9,,,daweja01
151,Jason Dawe,24,BUF,RW,68,19,17,36,10,36,4.3,14,4,1,3,11,6,0,115,16.5,,,daweja01
151,Jason Dawe,24,NYI,RW,13,1,2,3,-2,6,0,1,0,0,0,2,0,0,19,5.3,,,daweja01
152,Eric Daze,22,CHI,RW,80,31,11,42,4,22,5.7,21,10,0,7,9,2,0,216,14.4,,,dazeer01
153,Greg de Vries,25,EDM,D,65,7,4,11,-17,80,2.6,6,1,0,0,3,0,1,53,13.2,,,devrigr01
154,Adam Deadmarsh,22,COL,RW,73,22,21,43,0,125,4.7,12,10,0,6,13,6,2,187,11.8,,,deadmad01
155,Kevin Dean,28,NJD,D,50,1,8,9,12,12,3.9,0,1,0,0,6,1,1,28,3.6,,,deanke01
156,Louie DeBrusk,26,TBL,LW,54,1,2,3,-2,166,-0.8,1,0,0,0,2,0,0,14,7.1,,,debrulo01
157,Pavol Demitra,23,STL,LW,61,22,30,52,11,22,6.4,14,4,4,6,23,7,0,147,15,,,demitpa01
158,Eric Desjardins,28,PHI,D,77,6,27,33,11,36,7.1,3,2,1,0,13,14,0,150,4,,,desjaer01
159,Boyd Devereaux,19,EDM,C,38,1,4,5,-5,6,-0.5,1,0,0,0,4,0,0,27,3.7,,,deverbo01
160,Gerald Diduck,32,PHX,D,78,8,10,18,14,118,5.5,7,1,0,4,9,0,1,104,7.7,,,diducge01
161,Rob DiMaio,29,BOS,RW,79,10,17,27,-13,82,1.4,10,0,0,4,13,3,1,112,8.9,,,dimairo01
162,Kevin Dineen,34,CAR,RW,54,7,16,23,-7,105,1.5,7,0,0,1,12,4,0,96,7.3,,,dineeke01
163,Chris Dingman,21,CGY,LW,70,3,3,6,-11,149,-1.4,2,1,0,0,3,0,0,47,6.4,,,dingmch01
164,Shane Doan,21,PHX,RW,33,5,6,11,-3,35,0.6,5,0,0,3,5,1,0,42,11.9,,,doansh01
165,Jason Doig,21,PHX,D,4,0,1,1,-4,12,-0.1,0,0,0,0,1,0,0,1,0,,,doigja01
166,Bobby Dollas,33,TOT,D,52,2,6,8,-6,49,1.9,2,0,0,0,3,3,0,38,5.3,,,dollabo01
166,Bobby Dollas,33,EDM,D,30,2,5,7,6,22,2.4,2,0,0,0,2,3,0,27,7.4,,,dollabo01
166,Bobby Dollas,33,MDA,D,22,0,1,1,-12,27,-0.4,0,0,0,0,1,0,0,11,0,,,dollabo01
167,Robert Dome,19,PIT,RW,30,5,2,7,-1,12,0.4,4,1,0,0,2,0,0,29,17.2,,,domero01
168,Hnat Domenichelli,21,CGY,LW,31,9,7,16,4,6,2,8,1,0,1,7,0,0,70,12.9,,,domenhn01
169,Tie Domi,28,TOR,RW,80,4,10,14,-5,365,-0.2,4,0,0,0,10,0,0,72,5.6,,,domiti01
170,Ted Donato,28,BOS,LW,79,16,23,39,6,54,4,13,3,0,5,16,7,0,129,12.4,,,donatte01
171,Shean Donovan,23,TOT,RW,67,8,10,18,6,70,1.2,8,0,0,0,10,0,0,81,9.9,,,donovsh01
171,Shean Donovan,23,COL,RW,47,5,7,12,3,48,0.6,5,0,0,0,7,0,0,57,8.8,,,donovsh01
171,Shean Donovan,23,SJS,RW,20,3,3,6,3,22,0.6,3,0,0,0,3,0,0,24,12.5,,,donovsh01
172,Peter Douris,31,DAL,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,,,douripe01
173,Jim Dowd,29,CGY,C,48,6,8,14,10,12,1.2,5,0,1,0,7,1,0,58,10.3,,,dowdji01
174,Dallas Drake,28,PHX,RW,60,11,29,40,17,71,4.2,8,3,0,2,27,1,1,112,9.8,,,drakeda01
175,Kris Draper,26,DET,C,64,13,10,23,5,45,2.1,12,1,0,4,9,1,0,96,13.5,,,drapekr01
176,Bruce Driver,35,NYR,D,75,5,15,20,-3,46,4.8,4,1,0,0,11,4,0,116,4.3,,,drivebr01
177,John Druce,31,PHI,RW,23,1,2,3,0,2,-0.2,1,0,0,0,2,0,0,18,5.6,,,drucejo01
178,Ted Drury,26,MDA,LW,73,6,10,16,-10,82,0.1,5,0,1,0,10,0,0,110,5.5,,,druryte01
179,Steve Dubinsky,27,CHI,C,82,5,13,18,-6,57,0.2,4,0,1,0,10,0,3,112,4.5,,,dubinst01
180,Steve Duchesne,32,STL,D,80,14,42,56,9,32,9.9,8,5,1,1,17,24,1,153,9.2,,,duchest01
181,Radek Dvorak,20,FLA,LW,64,12,24,36,-1,33,3.4,7,2,3,0,20,2,2,112,10.7,,,dvorara01
182,Karl Dykhuis,25,TBL,D,78,5,9,14,-8,110,3.7,4,0,1,0,8,1,0,91,5.5,,,dykhuka01
