Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Id
325,Carl Hagelin,25,NYR,LW,72,17,16,33,8,44,4.3,16,0,1,5,16,0,0,144,11.8,1117,15:31,33,64,0,5,0,hagelca01
326,Ron Hainsey,32,CAR,D,82,4,11,15,-9,45,3.3,4,0,0,1,10,0,1,72,5.6,1758,21:26,124,96,0,0,,hainsro01
327,Matt Halischuk,25,WPG,RW,46,5,5,10,-3,6,0.6,5,0,0,1,5,0,0,56,8.9,521,11:20,27,19,2,2,50,halisma01
328,Adam Hall,33,PHI,RW,80,4,5,9,-15,23,-0.6,2,0,2,0,5,0,0,61,6.6,787,9:50,46,77,314,213,59.6,hallad01
329,Taylor Hall,22,EDM,LW,75,27,53,80,-15,44,9,20,7,0,1,42,10,1,250,10.8,1501,20:01,41,54,37,44,45.7,hallta02
330,Mike Halmo,22,NYI,LW,20,1,0,1,-1,32,-0.2,1,0,0,0,0,0,0,25,4,190,9:30,4,52,4,16,20,halmomi01
331,Jeff Halpern,37,PHX,C,69,5,7,12,-8,24,0.3,5,0,0,1,7,0,0,45,11.1,710,10:17,33,65,296,266,52.7,halpeje01
332,Dan Hamhuis,31,VAN,D,79,5,17,22,13,26,6.6,5,0,0,0,14,3,0,150,3.3,1893,23:57,130,87,0,0,,hamhuda01
333,Dougie Hamilton,20,BOS,D,64,7,18,25,22,40,5.9,5,2,0,1,14,4,0,114,6.1,1223,19:06,53,73,0,0,,hamildo01
334,Freddie Hamilton,22,SJS,C,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,13,0,114,10:19,3,24,14,22,38.9,hamilfr01
335,Ryan Hamilton,28,EDM,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,20,10:02,1,3,0,0,,hamilry01
336,Travis Hamonic,23,NYI,D,69,3,15,18,2,68,3.9,1,2,0,0,14,1,0,134,2.2,1726,25:01:00,132,93,0,0,,hamontr01
337,Michal Handzus,36,CHI,C,59,4,12,16,0,16,0.6,3,0,1,2,11,0,1,50,8,805,13:39,55,35,329,335,49.5,handzmi01
338,Scott Hannan,35,SJS,D,56,3,9,12,1,55,2.6,3,0,0,0,8,0,1,52,5.8,995,17:46,73,29,0,0,,hannasc01
339,Ben Hanowski,23,CGY,RW,11,0,2,2,-2,2,0,0,0,0,0,2,0,0,10,0,80,7:15,1,13,1,0,100,hanowbe01
340,Jannik Hansen,27,VAN,RW,71,11,9,20,-9,43,1.5,10,0,1,3,8,1,0,112,9.8,1112,15:40,22,99,12,17,41.4,hanseja01
341,Martin Hanzal,26,PHX,C,65,15,25,40,-9,73,3.7,10,5,0,2,17,8,0,169,8.9,1214,18:41,37,200,599,500,54.5,hanzama01
342,Jay Harrison,31,CAR,D,68,4,11,15,-1,44,3.3,3,1,0,1,6,5,0,103,3.9,1131,16:38,82,141,0,0,,harrija01
343,Peter Harrold,30,NJD,D,33,0,4,4,-2,14,1.2,0,0,0,0,4,0,0,32,0,616,18:40,29,17,0,0,,harrope01
344,Scott Hartnell,31,PHI,LW,78,20,32,52,11,103,6.3,11,9,0,3,21,11,0,207,9.7,1317,16:53,39,155,4,14,22.2,hartnsc01
345,Erik Haula,22,MIN,C,46,6,9,15,14,29,2.2,5,0,1,1,9,0,0,56,10.7,467,10:09,17,23,161,187,46.3,haulaer01
346,Martin Havlát,32,SJS,RW,48,12,10,22,14,10,3.2,11,1,0,2,9,1,0,72,16.7,707,14:43,14,9,0,4,0,havlama01
347,Eriah Hayes,25,SJS,RW,15,1,0,1,-2,2,-0.1,1,0,0,0,0,0,0,17,5.9,118,7:50,10,40,9,12,42.9,hayeser01
348,Jimmy Hayes,24,TOT,RW,55,11,7,18,-5,18,2.1,8,3,0,0,6,1,0,72,15.3,603,10:58,19,115,11,19,36.7,hayesji01
348,Jimmy Hayes,24,FLA,RW,53,11,7,18,-6,18,2.1,8,3,0,0,6,1,0,71,15.5,580,10:56,18,109,11,19,36.7,hayesji01
348,Jimmy Hayes,24,CHI,RW,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,11:51,1,6,0,0,,hayesji01
349,Dany Heatley,33,MIN,LW,76,12,16,28,-18,18,1.8,8,4,0,2,10,6,0,110,10.9,1126,14:49,30,33,7,10,41.2,heatlda01
350,Victor Hedman,23,TBL,D,75,13,42,55,5,53,9,10,3,0,2,25,11,6,170,7.6,1683,22:26,101,86,0,0,,hedmavi01
351,Jan Hejda,35,COL,D,78,6,11,17,8,40,4,6,0,0,0,11,0,0,75,8,1741,22:20,144,170,0,0,,hejdaja01
352,Darren Helm,27,DET,C,42,12,8,20,2,14,2.6,9,1,2,3,8,0,0,83,14.5,637,15:10,16,73,269,279,49.1,helmda01
353,Ales Hemsky,30,TOT,RW,75,13,30,43,-15,24,3.7,11,2,0,1,19,11,0,138,9.4,1197,15:58,33,37,1,3,25,hemskal01
353,Ales Hemsky,30,EDM,RW,55,9,17,26,-13,20,2,7,2,0,1,10,7,0,94,9.6,884,16:05,23,26,1,3,25,hemskal01
353,Ales Hemsky,30,OTT,RW,20,4,13,17,-2,4,1.7,4,0,0,0,9,4,0,44,9.1,313,15:38,10,11,0,0,,hemskal01
354,Matt Hendricks,32,TOT,C,77,5,2,7,-11,112,-0.7,4,0,1,1,2,0,0,102,4.9,981,12:44,59,180,34,29,54,hendrma01
354,Matt Hendricks,32,NSH,C,44,2,2,4,-5,54,-0.4,2,0,0,0,2,0,0,53,3.8,508,11:33,28,92,14,12,53.8,hendrma01
354,Matt Hendricks,32,EDM,C,33,3,0,3,-6,58,-0.3,2,0,1,1,0,0,0,49,6.1,473,14:19,31,88,20,17,54.1,hendrma01
355,Adam Henrique,23,NJD,C,77,25,18,43,3,20,5.8,15,7,3,4,11,5,2,137,18.2,1390,18:03,50,73,407,511,44.3,henriad01
356,Tomas Hertl,20,SJS,C,37,15,10,25,11,4,3.9,12,3,0,3,10,0,0,98,15.3,567,15:20,13,39,29,22,56.9,hertlto01
357,Thomas Hickey,24,NYI,D,82,4,18,22,5,34,4.6,4,0,0,0,16,1,1,96,4.2,1547,18:52,132,72,0,0,,hicketh01
358,Chris Higgins,30,VAN,LW,78,17,22,39,-14,30,3.5,15,2,0,4,20,1,1,216,7.9,1496,19:10,45,98,17,21,44.7,higgich01
359,Jack Hillen,28,WSH,D,13,0,1,1,-4,4,0,0,0,0,0,1,0,0,12,0,238,18:16,16,10,0,0,,hilleja01
360,Niklas Hjalmarsson,26,CHI,D,81,4,22,26,11,34,4.8,3,0,1,1,19,0,3,98,4.1,1724,21:17,157,39,0,0,,hjalmni01
361,Cody Hodgson,23,BUF,C,72,20,24,44,-26,20,4.5,11,9,0,0,14,10,0,182,11,1306,18:09,22,47,453,516,46.7,hodgsco01
362,Mike Hoffman,24,OTT,C,25,3,3,6,-2,2,0.3,2,1,0,0,1,2,0,61,4.9,330,13:11,7,18,6,3,66.7,hoffmmi02
363,Nick Holden,26,COL,D,54,10,15,25,12,22,5.3,8,2,0,2,9,5,1,66,15.2,1009,18:41,57,118,0,0,,holdeni01
364,Patrick Holland,22,MTL,RW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0,38,7:38,4,2,1,1,50,hollapa01
365,Peter Holland,23,TOT,C,43,6,5,11,0,18,1.1,5,1,0,0,5,0,0,43,14,488,11:21,22,46,182,213,46.1,hollape01
365,Peter Holland,23,TOR,C,39,5,5,10,1,16,0.9,4,1,0,0,5,0,0,40,12.5,452,11:35,21,46,170,194,46.7,hollape01
365,Peter Holland,23,ANA,C,4,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,3,33.3,36,9:06,1,0,12,19,38.7,hollape01
366,Roman Horak,22,TOT,C,3,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,2,50,28,9:25,4,0,4,2,66.7,horakro01
366,Roman Horak,22,EDM,C,2,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,2,50,24,12:06,3,0,4,1,80,horakro01
366,Roman Horak,22,CGY,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4:04,1,0,0,1,0,horakro01
367,Shawn Horcoff,35,DAL,C,77,7,13,20,1,52,1.3,2,4,1,0,13,0,0,68,10.3,990,12:52,28,62,209,208,50.1,horcosh01
368,Patric Hornqvist,27,NSH,RW,76,22,31,53,1,28,6.3,15,7,0,6,21,10,0,248,8.9,1281,16:52,34,77,0,6,0,hornqpa01
369,Nathan Horton,28,CBJ,RW,36,5,14,19,-3,24,1.6,3,2,0,2,12,2,0,48,10.4,556,15:27,14,53,1,0,100,hortona01
370,Marián Hossa*,35,CHI,RW,72,30,30,60,28,20,8.6,23,4,3,4,20,9,1,241,12.4,1316,18:16,26,43,1,2,33.3,hossama01
371,Quinton Howden,22,FLA,C,16,4,2,6,0,10,0.8,3,0,1,0,2,0,0,23,17.4,220,13:43,11,32,2,6,25,howdequ01
372,Jonathan Huberdeau,20,FLA,LW,69,9,19,28,-5,37,2.2,7,2,0,1,16,3,0,108,8.3,1081,15:40,23,73,5,6,45.5,huberjo01
373,Jiri Hudler,30,CGY,C,75,17,37,54,4,16,5.9,15,2,0,1,26,11,0,109,15.6,1413,18:51,15,35,4,18,18.2,hudleji01
374,Brad Hunt,25,EDM,D,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,38,12:36,2,0,0,0,,huntbr01
375,Matt Hunwick,28,COL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,17:27,2,1,0,0,,hunwima01
376,Jarome Iginla*,36,BOS,RW,78,30,31,61,34,47,8.9,26,4,0,8,21,10,0,209,14.4,1421,18:13,27,142,8,29,21.6,iginlja01
377,Matt Irwin,26,SJS,D,62,2,17,19,5,35,3.7,1,1,0,0,12,6,0,147,1.4,1167,18:49,93,62,0,1,0,irwinma01
378,Barret Jackman,32,STL,D,79,3,12,15,11,97,4.4,3,0,0,1,12,0,0,83,3.6,1416,17:56,130,96,0,1,0,jackmba01
379,Tim Jackman,32,TOT,RW,36,4,1,5,-3,103,0.4,4,0,0,0,1,0,0,46,8.7,256,7:06,4,69,2,1,66.7,jackmti01
379,Tim Jackman,32,ANA,RW,26,3,1,4,-2,62,0.3,3,0,0,0,1,0,0,37,8.1,192,7:23,2,53,2,0,100,jackmti01
379,Tim Jackman,32,CGY,RW,10,1,0,1,-1,41,0.1,1,0,0,0,0,0,0,9,11.1,64,6:23,2,16,0,1,0,jackmti01
380,Jaromír Jágr,41,NJD,RW,82,24,43,67,16,46,8.7,19,5,0,6,31,12,0,231,10.4,1571,19:10,9,4,0,2,0,jagrja01
381,Cam Janssen,29,NJD,RW,24,3,0,3,3,22,0.6,3,0,0,0,0,0,0,11,27.3,118,4:55,3,32,0,0,,janssca01
382,Calle Jarnkrok,22,NSH,C,12,2,7,9,7,4,1.2,2,0,0,0,6,1,0,13,15.4,169,14:04,4,2,58,89,39.5,jarnkca01
383,Dmitrij Jaskin,20,STL,RW,18,1,1,2,-3,8,-0.1,1,0,0,0,1,0,0,18,5.6,191,10:37,5,40,1,1,50,jaskidm01
384,Dustin Jeffrey,25,TOT,C,34,2,2,4,-4,2,-0.1,2,0,0,0,2,0,0,30,6.7,325,9:34,4,6,50,57,46.7,jeffrdu01
384,Dustin Jeffrey,25,DAL,C,24,2,1,3,-2,0,0.1,2,0,0,0,1,0,0,21,9.5,217,9:03,4,2,42,52,44.7,jeffrdu01
384,Dustin Jeffrey,25,PIT,C,10,0,1,1,-2,2,-0.2,0,0,0,0,1,0,0,9,0,108,10:50,0,4,8,5,61.5,jeffrdu01
385,Boone Jenner,20,CBJ,C,72,16,13,29,6,45,3.6,12,4,0,5,10,3,0,127,12.6,1014,14:05,36,211,14,16,46.7,jennebo01
386,Nicklas Jensen,20,VAN,LW,17,3,3,6,-1,10,0.6,3,0,0,1,2,1,0,30,10,266,15:38,6,7,0,1,0,jenseni01
387,Jesse Joensuu,26,EDM,LW,42,3,2,5,-16,16,-0.4,2,1,0,1,2,0,0,41,7.3,392,9:19,18,63,0,5,0,joensje01
388,Ryan Johansen,21,CBJ,C,82,33,30,63,3,43,8.6,26,7,0,5,17,13,0,237,13.9,1447,17:39,37,114,682,611,52.7,johanry01
389,Marcus Johansson,23,WSH,C,80,8,36,44,-21,4,2.5,2,6,0,1,21,15,0,107,7.5,1403,17:32,27,49,95,179,34.7,johanma03
390,Erik Johnson,25,COL,D,80,9,30,39,5,61,6.5,7,2,0,2,18,12,0,157,5.7,1841,23:00,130,136,0,0,,johnser01
391,Jack Johnson,27,CBJ,D,82,5,28,33,-7,48,5.7,1,4,0,0,14,14,0,147,3.4,2024,24:41:00,127,180,0,1,0,johnsja02
392,Justin Johnson,32,NYI,RW,2,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,0,,13,6:29,0,6,0,0,,johnsju01
393,Nick Johnson,28,BOS,RW,9,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,10,0,87,9:42,5,3,0,0,,johnsni01
394,Tyler Johnson,23,TBL,C,82,24,26,50,23,26,6.5,14,5,5,4,20,5,1,181,13.3,1540,18:47,37,55,614,661,48.2,johnsty01
395,Jussi Jokinen,30,PIT,LW,81,21,36,57,12,18,7.1,15,6,0,4,21,15,0,172,12.2,1272,15:42,31,34,160,139,53.5,jokinju01
396,Olli Jokinen,35,WPG,C,82,18,25,43,-8,62,4,16,2,0,1,19,6,0,171,10.5,1396,17:01,45,120,612,718,46,jokinol01
397,Blair Jones,27,CGY,C,14,2,0,2,0,21,0.2,1,0,1,0,0,0,0,14,14.3,159,11:23,5,30,36,40,47.4,jonesbl01
398,David Jones,29,CGY,RW,48,9,8,17,1,10,1.8,7,2,0,1,8,0,0,104,8.7,742,15:28,31,102,38,35,52.1,jonesda01
399,Ryan Jones,29,EDM,LW,52,2,4,6,0,40,0.1,2,0,0,1,4,0,0,59,3.4,512,9:50,21,74,2,4,33.3,jonesry01
400,Seth Jones,19,NSH,D,77,6,19,25,-23,24,3,4,2,0,2,12,7,0,100,6,1511,19:37,99,55,0,0,,jonesse01
401,Jacob Josefson,22,NJD,C,27,1,2,3,0,4,0.1,0,0,1,0,2,0,0,21,4.8,274,10:08,4,15,83,85,49.4,josefja01
402,Roman Josi,23,NSH,D,72,13,27,40,-2,18,7.6,10,3,0,2,17,10,0,168,7.7,1902,26:25:00,150,32,0,0,,josiro01
403,Ed Jovanovski,37,FLA,D,37,1,4,5,-6,39,0.6,1,0,0,0,2,1,1,44,2.3,598,16:10,42,34,0,0,,jovaned01
404,Tomas Jurco,21,DET,RW,36,8,7,15,0,14,1.8,6,2,0,0,6,1,0,77,10.4,485,13:28,9,67,0,0,,jurcoto01
405,Nazem Kadri,23,TOR,C,78,20,30,50,-11,67,5.2,13,7,0,2,19,11,0,148,13.5,1356,17:23,34,141,510,617,45.3,kadrina01
406,Patrick Kaleta,27,BUF,RW,5,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,42,8:21,1,11,1,0,100,kaletpa01
407,Evander Kane,22,WPG,LW,63,19,22,41,-7,66,4.1,16,1,2,4,18,4,0,250,7.6,1278,20:17,36,173,45,60,42.9,kaneev01
408,Patrick Kane,25,CHI,RW,69,29,40,69,7,22,8.6,19,10,0,6,25,15,0,227,12.8,1353,19:37,15,16,4,4,50,kanepa01
409,Erik Karlsson,23,OTT,D,82,20,54,74,-15,36,10.4,15,5,0,1,28,26,0,257,7.8,2220,27:04:00,101,122,0,0,,karlser01
410,Matt Kassian,27,OTT,LW,33,1,1,2,-1,63,0,1,0,0,0,1,0,0,12,8.3,146,4:26,3,52,0,0,,kassima01
411,Zack Kassian,23,VAN,RW,73,14,15,29,-4,124,3.3,13,1,0,2,15,0,0,91,15.4,944,12:56,6,91,6,15,28.6,kassiza01
412,Bracken Kearns,32,SJS,LW,25,3,2,5,-2,6,0.2,2,1,0,0,2,0,0,37,8.1,330,13:12,16,45,30,41,42.3,kearnbr01
413,Duncan Keith,30,CHI,D,79,6,55,61,22,28,10,3,3,0,3,36,18,1,198,3,1947,24:39:00,89,36,0,0,,keithdu01
414,Chris Kelly,33,BOS,C,57,9,9,18,2,32,1.5,8,0,1,0,9,0,0,69,13,838,14:42,29,72,283,296,48.9,kellych01
415,Tim Kennedy,27,PHX,LW,37,2,6,8,0,4,0.4,2,0,0,0,6,0,0,42,4.8,435,11:46,21,62,18,31,36.7,kenneti01
416,Tyler Kennedy,27,SJS,RW,67,4,13,17,-10,34,0.4,4,0,0,1,12,1,0,143,2.8,852,12:43,11,54,57,79,41.9,kennety01
417,Ryan Kesler,29,VAN,C,77,25,18,43,-15,81,4.6,15,9,1,5,11,7,0,239,10.5,1680,21:49,68,133,740,666,52.6,keslery01
418,Phil Kessel,26,TOR,RW,82,37,43,80,-5,27,10.3,29,8,0,6,31,12,0,305,12.1,1695,20:40,30,25,2,12,14.3,kesseph01
419,Alexander Khokhlachev,20,BOS,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,15,15:14,0,1,8,9,47.1,khokhal01
420,Alex Killorn,24,TBL,C,82,17,24,41,8,63,4.3,14,3,0,2,19,5,0,173,9.8,1376,16:47,31,77,74,98,43,killoal01
421,Jakub Kindl,26,DET,D,66,2,17,19,-4,24,3,2,0,0,0,10,7,0,93,2.2,1137,17:14,42,57,0,0,,kindlja01
422,Dwight King,24,LAK,LW,77,15,15,30,16,18,4,13,0,2,3,14,1,0,111,13.5,1158,15:03,17,114,2,3,40,kingdw01
423,Oscar Klefbom,20,EDM,D,17,1,2,3,-6,0,0.2,1,0,0,0,2,0,0,14,7.1,269,15:48,25,6,0,0,,klefbos01
424,Kevin Klein,29,TOT,D,77,2,7,9,-7,21,2,2,0,0,0,7,0,0,73,2.7,1335,17:20,137,111,0,0,,kleinke01
424,Kevin Klein,29,NSH,D,47,1,2,3,-11,21,0.4,1,0,0,0,2,0,0,49,2,884,18:48,94,75,0,0,,kleinke01
424,Kevin Klein,29,NYR,D,30,1,5,6,4,0,1.7,1,0,0,0,5,0,0,24,4.2,451,15:01,43,36,0,0,,kleinke01
425,Rostislav Klesla,31,PHX,D,25,1,3,4,-3,24,0.7,1,0,0,0,3,0,0,22,4.5,388,15:31,25,41,0,0,,kleslro01
426,Carl Klingberg,23,WPG,LW,3,1,0,1,2,0,0.3,1,0,0,0,0,0,0,3,33.3,27,8:52,1,2,0,0,,klingca01
427,Rob Klinkhammer,27,PHX,C,72,11,9,20,6,19,2.3,10,1,0,1,9,0,0,103,10.7,818,11:22,7,168,1,5,16.7,klinkro01
428,Corban Knight,23,CGY,C,7,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,4,25,56,7:56,4,9,24,27,47.1,knighco01
429,Chuck Kobasew,31,PIT,RW,33,2,0,2,1,15,-0.1,2,0,0,2,0,0,0,37,5.4,370,11:13,18,49,1,1,50,kobasch01
430,Mikko Koivu,30,MIN,C,65,11,43,54,0,24,5,9,2,0,4,25,16,2,147,7.5,1361,20:56,32,33,719,592,54.8,koivumi01
431,Saku Koivu,39,ANA,C,65,11,18,29,3,46,2.6,10,0,1,1,15,0,3,81,13.6,978,15:03,30,29,538,529,50.4,koivusa01
432,Mike Komisarek,32,CAR,D,32,0,4,4,-4,14,0.5,0,0,0,0,4,0,0,20,0,374,11:42,27,70,0,0,,komismi01
433,Zenon Konopka,33,TOT,C,59,1,2,3,-9,88,-0.6,1,0,0,0,2,0,0,21,4.8,466,7:54,26,46,345,222,60.8,konopze01
433,Zenon Konopka,33,MIN,C,36,1,1,2,-5,55,-0.3,1,0,0,0,1,0,0,15,6.7,262,7:17,11,21,157,82,65.7,konopze01
433,Zenon Konopka,33,BUF,C,23,0,1,1,-4,33,-0.3,0,0,0,0,1,0,0,6,0,204,8:53,15,25,188,140,57.3,konopze01
434,Tomas Kopecky,31,FLA,RW,49,4,8,12,0,18,0.5,3,0,1,0,8,0,0,95,4.2,778,15:53,19,31,8,21,27.6,kopecto01
435,Anze Kopitar,26,LAK,C,82,29,41,70,34,24,10,19,10,0,9,28,13,0,200,14.5,1713,20:53,44,90,773,678,53.3,kopitan01
436,Dmitry Korobov,24,TBL,D,3,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,32,10:41,0,5,0,0,,korobdm01
437,Lauri Korpikoski,27,PHX,LW,64,9,16,25,-7,24,1.7,8,1,0,0,12,1,3,109,8.3,1029,16:05,38,136,5,12,29.4,korpila01
438,Mike Kostka,28,TOT,D,28,4,7,11,10,8,2.8,4,0,0,1,7,0,0,49,8.2,432,15:26,33,26,0,0,,kostkmi01
438,Mike Kostka,28,TBL,D,19,2,6,8,7,0,1.9,2,0,0,0,6,0,0,31,6.5,302,15:54,26,12,0,0,,kostkmi01
438,Mike Kostka,28,CHI,D,9,2,1,3,3,8,0.9,2,0,0,1,1,0,0,18,11.1,130,14:26,7,14,0,0,,kostkmi01
439,Chris Kreider,22,NYR,LW,66,17,20,37,14,72,5.1,11,6,0,0,14,6,0,136,12.5,1038,15:44,18,146,8,11,42.1,kreidch01
440,David Krejci,27,BOS,C,80,19,50,69,39,28,8.6,16,3,0,6,34,16,0,169,11.2,1530,19:07,56,75,618,590,51.2,krejcda01
441,Niklas Kronwall,33,DET,D,79,8,41,49,0,44,8.1,3,5,0,0,20,20,1,110,7.3,1921,24:19:00,154,93,0,0,,kronwni01
442,Torey Krug,22,BOS,D,79,14,26,40,18,28,8.1,8,6,0,2,13,13,0,183,7.7,1383,17:31,77,50,1,1,50,krugto01
443,Marcus Kruger,23,CHI,C,81,8,20,28,6,36,2,8,0,0,2,19,0,1,96,8.3,1124,13:52,70,22,438,335,56.7,krugema01
444,Nikita Kucherov,20,TBL,RW,52,9,9,18,3,14,1.9,6,3,0,3,8,1,0,102,8.8,682,13:07,19,15,1,0,100,kucheni01
445,Nikolai Kulemin,27,TOR,LW,70,9,11,20,-4,24,1.1,9,0,0,4,11,0,0,81,11.1,1136,16:14,63,153,38,70,35.2,kulemni01
446,Dmitry Kulikov,23,FLA,D,81,8,11,19,-26,66,2.3,5,2,1,0,8,3,0,127,6.3,1757,21:42,92,125,0,0,,kulikdm01
447,Chris Kunitz,34,PIT,LW,78,35,33,68,25,66,10.1,22,13,0,8,24,9,0,218,16.1,1494,19:09,25,157,3,1,75,kunitch01
448,Cody Kunyk,23,TBL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10:12,1,1,1,4,20,kunykco01
449,Evgeny Kuznetsov,21,WSH,C,17,3,6,9,-2,6,0.9,2,0,1,0,4,2,0,22,13.6,229,13:28,2,7,5,22,18.5,kuzneev01
450,Pierre-Cedric Labrie,27,TBL,LW,13,0,0,0,-4,20,-0.3,0,0,0,0,0,0,0,2,0,89,6:53,2,24,2,0,100,labripi01
451,Andrew Ladd,28,WPG,LW,78,23,31,54,8,57,6.2,19,4,0,2,21,8,2,189,12.2,1539,19:44,42,154,24,38,38.7,laddan01
452,Brooks Laich,30,WSH,C,51,8,7,15,-7,16,0.8,6,1,1,1,4,2,1,75,10.7,880,17:15,35,62,203,257,44.1,laichbr01
453,Kellan Lain,24,VAN,LW,9,1,0,1,1,21,0.2,1,0,0,0,0,0,0,7,14.3,47,5:13,1,7,18,19,48.6,lainke01
454,Anton Lander,22,EDM,C,27,0,1,1,-10,4,-0.9,0,0,0,0,1,0,0,18,0,368,13:38,8,29,71,89,44.4,landean01
455,Gabriel Landeskog,21,COL,LW,81,26,39,65,21,71,8.1,21,5,0,4,34,5,0,222,11.7,1513,18:41,52,176,13,5,72.2,landega01
456,Maxim Lapierre,28,STL,C,71,9,6,15,-3,78,1.2,9,0,0,1,6,0,0,78,11.5,793,11:10,18,87,301,292,50.8,lapiema01
457,Philip Larsen,24,EDM,D,30,3,9,12,-4,8,1.9,2,1,0,0,4,4,1,47,6.4,515,17:10,31,44,0,0,,larseph01
458,Adam Larsson,21,NJD,D,26,1,2,3,-1,12,1,1,0,0,1,2,0,0,20,5,462,17:47,37,41,0,0,,larssad01
459,Johan Larsson,21,BUF,LW,28,0,4,4,0,19,0,0,0,0,0,4,0,0,21,0,377,13:27,19,52,135,150,47.4,larssjo02
460,Brian Lashoff,23,DET,D,75,1,5,6,-2,36,1.5,1,0,0,0,5,0,0,38,2.6,1082,14:26,93,65,0,0,,lashobr01
461,Michael Latta,22,WSH,C,17,1,3,4,0,12,0.3,1,0,0,0,3,0,0,6,16.7,131,7:43,2,14,60,55,52.2,lattami01
462,Louis Leblanc,23,MTL,C,8,0,0,0,1,4,-0.1,0,0,0,0,0,0,0,7,0,79,9:52,7,3,2,2,50,leblalo01
463,Peter LeBlanc,25,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:26,1,2,0,0,,leblape01
464,Vincent Lecavalier,33,PHI,C,69,20,17,37,-16,44,3.9,12,8,0,3,12,5,0,132,15.2,1048,15:11,19,77,200,248,44.6,lecavvi01
465,Nick Leddy,22,CHI,D,82,7,24,31,10,10,5.5,3,4,0,1,18,6,0,123,5.7,1342,16:22,45,52,0,0,,leddyni01
466,Anders Lee,23,NYI,C,22,9,5,14,3,14,2.1,7,2,0,0,5,0,0,68,13.2,346,15:43,2,48,1,5,16.7,leean01
467,David Legwand,33,TOT,C,83,14,37,51,-17,61,4.2,8,6,0,4,24,13,0,146,9.6,1409,16:59,38,49,585,571,50.6,legwada01
467,David Legwand,33,NSH,C,62,10,30,40,-8,30,3.4,6,4,0,2,18,12,0,107,9.3,1067,17:13,29,30,454,434,51.1,legwada01
467,David Legwand,33,DET,C,21,4,7,11,-9,31,0.7,2,2,0,2,6,1,0,39,10.3,342,16:16,9,19,131,137,48.9,legwada01
468,Ville Leino,30,BUF,LW,58,0,15,15,-16,10,-0.1,0,0,0,0,9,6,0,38,0,837,14:26,25,26,125,162,43.6,leinovi01
469,Josh Leivo,20,TOR,RW,7,1,1,2,0,0,0.2,1,0,0,0,1,0,0,4,25,69,9:52,0,5,0,1,0,leivojo01
470,Jordan Leopold,33,STL,D,27,1,5,6,1,6,1.3,1,0,0,0,3,2,0,40,2.5,421,15:36,24,8,0,0,,leopojo01
471,Lucas Lessio,21,PHX,LW,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,4,0,35,11:32,0,2,0,0,,lessilu01
472,Kris Letang,26,PIT,D,37,11,11,22,-8,16,4,5,6,0,1,5,6,0,108,10.2,897,24:14:00,51,43,0,0,,letankr01
473,Mark Letestu,28,CBJ,C,82,12,22,34,1,20,3.2,6,5,1,1,14,6,2,122,9.8,1205,14:41,24,63,373,352,51.4,letesma01
474,Pierre-Luc Letourneau-Leblond,28,PIT,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4:34,1,0,0,0,,letoupi01
475,Trevor Lewis,27,LAK,C,73,6,5,11,-1,6,0.4,5,0,1,2,5,0,0,111,5.4,968,13:15,36,145,127,135,48.5,lewistr01
476,John-Michael Liles,33,TOT,D,41,2,7,9,5,8,2.5,1,1,0,0,4,3,0,56,3.6,806,19:39,80,50,1,0,100,lilesjo01
476,John-Michael Liles,33,CAR,D,35,2,7,9,7,8,2.6,1,1,0,0,4,3,0,51,3.9,703,20:06,70,35,0,0,,lilesjo01
476,John-Michael Liles,33,TOR,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,102,17:04,10,15,1,0,100,lilesjo01
477,Matt Lindblad,23,BOS,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,11:46,0,0,2,0,100,lindbma01
478,Elias Lindholm,19,CAR,C,58,9,12,21,-14,4,1.5,5,4,0,2,9,3,0,70,12.9,843,14:32,17,51,106,123,46.3,lindhel01
