,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
460,Steve McKenna,25,LAK,LW,20,1,0,1,-3,36,-0.1,1,0,0,0,0,0,0,12,8.3,168,8:24,mckenst01
461,Jim McKenzie,29,MDA,LW,73,5,4,9,-18,99,-0.4,4,1,0,1,4,0,0,59,8.5,757,10:22,mckenji02
462,Kyle McLaren,21,BOS,D,52,6,18,24,1,48,5.1,3,3,0,0,10,8,0,97,6.2,1218,23:25,mclarky01
463,Marty McSorley,35,EDM,D,46,2,3,5,-5,101,0.9,2,0,0,0,3,0,0,29,6.9,780,16:58,mcsorma01
464,Scott Mellanby,32,FLA,RW,67,18,27,45,5,85,4.9,14,4,0,3,20,7,0,136,13.2,1088,16:14,mellasc01
465,Jan Mertzig,28,NYR,D,23,0,2,2,-5,8,0.2,0,0,0,0,1,1,0,10,0,277,12:02,mertzja01
466,Eric Messier,25,COL,D,31,4,2,6,0,14,1.3,3,1,0,1,2,0,0,30,13.3,425,13:43,messier01
467,Mark Messier*,38,VAN,C,59,13,35,48,-12,33,3.9,7,4,2,2,12,18,5,97,13.4,1333,22:36,messima01
468,Craig Millar,22,EDM,D,24,0,2,2,-6,19,0,0,0,0,0,2,0,0,18,0,364,15:09,millacr01
469,Aaron Miller,27,COL,D,76,5,13,18,3,42,3.7,4,1,0,2,12,1,0,87,5.7,1658,21:49,milleaa01
470,Kelly Miller,35,WSH,LW,62,2,5,7,-5,29,-0.2,2,0,0,1,5,0,0,49,4.1,693,11:11,milleke01
471,Kevin Miller,33,NYI,C,33,1,5,6,-5,13,0,1,0,0,0,5,0,0,37,2.7,340,10:19,milleke02
472,Kip Miller,29,PIT,C,77,19,23,42,1,22,4.1,18,1,0,4,18,5,0,125,15.2,1303,16:55,milleki01
473,Craig Mills,22,CHI,RW,7,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0,41,5:48,millscr01
474,Boris Mironov,26,TOT,D,75,11,38,49,13,131,8.6,6,5,0,4,18,20,0,173,6.4,1924,25:39:00,mironbo01
474,Boris Mironov,26,EDM,D,63,11,29,40,6,104,6.9,6,5,0,4,13,16,0,138,8,1633,25:55:00,mironbo01
474,Boris Mironov,26,CHI,D,12,0,9,9,7,27,1.7,0,0,0,0,5,4,0,35,0,291,24:17:00,mironbo01
475,Dmitri Mironov,33,WSH,D,46,2,14,16,-5,80,2.7,0,2,0,0,8,5,1,86,2.3,913,19:51,mirondm01
476,Mike Modano*,28,DAL,C,77,34,47,81,29,44,10.7,24,6,4,7,25,21,1,224,15.2,1604,20:50,modanmi01
477,Fredrik Modin,24,TOR,LW,67,16,15,31,14,35,3.4,15,1,0,3,14,1,0,108,14.8,909,13:34,modinfr01
478,Jaroslav Modrý,27,LAK,D,5,0,1,1,1,0,0.4,0,0,0,0,0,1,0,11,0,130,26:00:00,modryja01
479,Sandy Moger,29,LAK,C,42,3,2,5,-9,26,-0.1,3,0,0,2,1,1,0,28,10.7,433,10:19,mogersa01
480,Alexander Mogilny,29,VAN,RW,59,14,31,45,0,58,4.3,9,3,2,1,16,12,3,110,12.7,1214,20:35,mogilal01
481,Ian Moran,26,PIT,RW,62,4,5,9,1,37,-0.4,3,0,1,0,5,0,0,65,6.2,1027,16:34,morania01
482,Jay More,30,NSH,D,18,0,2,2,2,18,0.6,0,0,0,0,2,0,0,24,0,297,16:30,moreja01
483,Ethan Moreau,23,TOT,LW,80,10,11,21,-3,92,1.4,10,0,0,2,9,2,0,96,10.4,990,12:22,moreaet01
483,Ethan Moreau,23,CHI,LW,66,9,6,15,-5,84,0.9,9,0,0,1,5,1,0,80,11.3,825,12:30,moreaet01
483,Ethan Moreau,23,EDM,LW,14,1,5,6,2,8,0.5,1,0,0,1,4,1,0,16,6.3,165,11:47,moreaet01
484,Dave Morissette,27,MTL,LW,10,0,0,0,1,52,0,0,0,0,0,0,0,0,2,0,22,2:13,morisda01
485,Aleksey Morozov,21,PIT,RW,67,9,10,19,5,14,1.7,9,0,0,0,10,0,0,75,12,793,11:50,morozal01
486,Derek Morris,20,CGY,D,71,7,27,34,4,73,5.5,4,3,0,2,20,7,0,150,4.7,1472,20:44,morride01
487,Brendan Morrison,23,NJD,C,76,13,33,46,-4,18,4.1,8,5,0,2,17,15,1,111,11.7,1058,13:55,morribr01
488,Mark Mowers,24,NSH,RW,30,0,6,6,-4,4,0,0,0,0,0,6,0,0,24,0,281,9:22,mowerma01
489,Bill Muckalt,24,VAN,RW,73,16,20,36,-9,98,3.4,10,4,2,1,13,7,0,119,13.4,1124,15:24,muckabi01
490,Bryan Muir,25,TOT,D,54,1,4,5,1,50,1.4,1,0,0,0,4,0,0,82,1.2,1007,18:39,muirbr01
490,Bryan Muir,25,CHI,D,53,1,4,5,1,50,1.4,1,0,0,0,4,0,0,78,1.3,997,18:49,muirbr01
490,Bryan Muir,25,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9:54,muirbr01
491,Kirk Muller,32,FLA,LW,82,4,11,15,-11,49,-0.4,4,0,0,1,10,1,0,107,3.7,1186,14:28,mulleki01
492,Gord Murphy,31,FLA,D,51,0,7,7,4,16,1.9,0,0,0,0,5,2,0,56,0,1017,19:57,murphgo01
493,Joe Murphy,31,SJS,RW,76,25,23,48,10,73,6.3,18,7,0,2,15,8,0,176,14.2,1121,14:45,murphjo01
494,Larry Murphy*,37,DET,D,80,10,42,52,21,42,9.7,4,5,1,2,20,21,1,168,6,1940,24:15:00,murphla01
495,Chris Murray,24,TOT,RW,42,1,6,7,-2,79,0.3,1,0,0,0,6,0,0,37,2.7,299,7:07,murrach01
495,Chris Murray,24,OTT,RW,38,1,6,7,-2,65,0.3,1,0,0,0,6,0,0,33,3,270,7:06,murrach01
495,Chris Murray,24,CHI,RW,4,0,0,0,0,14,-0.1,0,0,0,0,0,0,0,4,0,29,7:20,murrach01
496,Glen Murray,26,LAK,RW,61,16,15,31,-14,36,2.6,10,3,3,3,12,3,0,173,9.2,1254,20:33,murragl01
497,Rem Murray,26,EDM,LW,78,21,18,39,4,20,4.2,16,4,1,4,12,5,1,116,18.1,1235,15:50,murrare01
498,Rob Murray,31,PHX,C,13,1,2,3,2,4,0.3,1,0,0,0,2,0,0,11,9.1,108,8:18,murraro01
499,Dana Murzyn,32,VAN,D,12,0,2,2,1,21,0.5,0,0,0,0,2,0,0,7,0,180,15:02,murzyda01
500,Frantisek Musil,34,EDM,D,39,0,3,3,0,34,0.7,0,0,0,0,3,0,0,9,0,560,14:21,musilfr01
501,Brantt Myhres,24,SJS,RW,30,1,0,1,-2,116,-0.1,1,0,0,0,0,0,0,7,14.3,144,4:47,myhrebr01
502,Dmitri Nabokov,22,NYI,C,4,0,2,2,4,2,0.3,0,0,0,0,2,0,0,4,0,47,11:38,nabokdm01
503,Tyson Nash,23,STL,LW,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,1,0,15,7:44,nashty01
504,Markus Näslund,25,VAN,RW,80,36,30,66,-13,74,7.8,19,15,2,3,16,13,1,205,17.6,1596,19:57,nasluma02
505,Alain Nasreddine,23,TOT,D,15,0,0,0,-1,52,0.1,0,0,0,0,0,0,0,3,0,151,10:04,nasreal01
505,Alain Nasreddine,23,MTL,D,8,0,0,0,1,33,0.2,0,0,0,0,0,0,0,1,0,66,8:12,nasreal01
505,Alain Nasreddine,23,CHI,D,7,0,0,0,-2,19,-0.1,0,0,0,0,0,0,0,2,0,85,12:11,nasreal01
506,Andrei Nazarov,24,TOT,LW,62,7,9,16,-4,73,1,7,0,0,2,6,3,0,71,9.9,736,11:52,nazaran01
506,Andrei Nazarov,24,CGY,LW,36,5,9,14,1,30,1.1,5,0,0,2,6,3,0,53,9.4,523,14:31,nazaran01
506,Andrei Nazarov,24,TBL,LW,26,2,0,2,-5,43,-0.1,2,0,0,0,0,0,0,18,11.1,214,8:13,nazaran01
507,Rumun Ndur,23,TOT,D,39,1,3,4,-1,62,1,1,0,0,0,3,0,0,22,4.5,459,11:46,ndurru01
507,Rumun Ndur,23,NYR,D,31,1,3,4,-2,46,0.8,1,0,0,0,3,0,0,21,4.8,371,11:58,ndurru01
507,Rumun Ndur,23,BUF,D,8,0,0,0,1,16,0.2,0,0,0,0,0,0,0,1,0,88,10:58,ndurru01
508,Stan Neckar,23,TOT,D,32,0,3,3,1,18,0.9,0,0,0,0,3,0,0,16,0,462,14:26,neckast01
508,Stan Neckar,23,NYR,D,18,0,0,0,-1,8,0.2,0,0,0,0,0,0,0,8,0,248,13:46,neckast01
508,Stan Neckar,23,PHX,D,11,0,1,1,3,10,0.5,0,0,0,0,1,0,0,6,0,166,15:08,neckast01
508,Stan Neckar,23,OTT,D,3,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,2,0,48,15:53,neckast01
509,Petr Nedved,27,NYR,C,56,20,27,47,-6,50,4.9,10,9,1,3,20,7,0,153,13.1,1149,20:31,nedvepe01
510,Jeff Nelson,26,NSH,C,9,2,1,3,-1,2,0.2,2,0,0,0,1,0,0,8,25,145,16:09,nelsoje01
511,Sergei Nemchinov,35,TOT,C,77,12,8,20,-13,28,1.1,10,2,0,1,8,0,0,74,16.2,1117,14:31,nemchse01
511,Sergei Nemchinov,35,NYI,C,67,8,8,16,-17,22,0.4,7,1,0,0,8,0,0,61,13.1,961,14:21,nemchse01
511,Sergei Nemchinov,35,NJD,C,10,4,0,4,4,6,0.7,3,1,0,1,0,0,0,13,30.8,156,15:36,nemchse01
512,Jan Nemecek,22,LAK,D,6,1,0,1,-1,4,0.3,1,0,0,1,0,0,0,8,12.5,100,16:42,nemecja01
513,David Nemirovsky,22,FLA,RW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0,18,8:58,nemirda01
514,Bernie Nicholls,37,SJS,C,10,0,2,2,-4,4,-0.1,0,0,0,0,0,2,0,11,0,110,11:01,nichobe01
515,Eric Nickulas,23,BOS,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,3:27,nickuer01
516,Rob Niedermayer,24,FLA,C,82,18,33,51,-13,50,3.7,11,6,1,3,23,10,0,142,12.7,1745,21:17,niedero01
517,Scott Niedermayer*,25,NJD,D,72,11,35,46,16,26,8.4,9,1,1,3,15,20,0,161,6.8,1776,24:40:00,niedesc01
518,Jeff Nielsen,27,MDA,RW,80,5,4,9,-12,34,-0.2,5,0,0,2,4,0,0,94,5.3,821,10:16,nielsje01
519,Joe Nieuwendyk*,32,DAL,C,67,28,27,55,11,34,7.5,20,8,0,8,17,10,0,157,17.8,1042,15:33,nieuwjo01
520,Janne Niinimaa,23,EDM,D,81,4,24,28,7,88,5.3,2,2,0,1,15,8,1,142,2.8,1936,23:54,niinija01
521,Andrei Nikolishin,25,WSH,LW,73,8,27,35,0,28,2.7,7,0,1,1,19,7,1,121,6.6,1282,17:34,nikolan01
522,Marcus Nilson,20,FLA,RW,8,1,1,2,2,5,0.2,1,0,0,1,1,0,0,7,14.3,99,12:24,nilsoma01
523,Owen Nolan,26,SJS,RW,78,19,26,45,16,129,5.1,11,6,2,3,18,8,0,207,9.2,1494,19:09,nolanow01
524,Brian Noonan,33,PHX,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,58,8:16,noonabr01
525,Peter Nordstrom,24,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,8:04,nordspe01
526,Mattias Norström,27,LAK,D,78,2,5,7,-10,36,2.2,1,0,1,0,5,0,0,61,3.3,1586,20:20,norstma01
527,Jeff Norton,33,TOT,D,72,4,18,22,2,44,4.8,2,2,0,1,7,10,1,70,5.7,1496,20:46,nortoje01
527,Jeff Norton,33,SJS,D,69,4,18,22,2,42,4.8,2,2,0,1,7,10,1,68,5.9,1443,20:55,nortoje01
527,Jeff Norton,33,FLA,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,52,17:26,nortoje01
528,Teppo Numminen,30,PHX,D,82,10,30,40,3,30,7.5,9,1,0,0,13,15,2,156,6.4,2004,24:26:00,nummite01
529,Michael Nylander,26,TOT,C,33,4,10,14,-9,8,0.9,3,1,0,0,6,4,0,33,12.1,424,12:51,nylanmi01
529,Michael Nylander,26,TBL,C,24,2,7,9,-10,6,0.3,2,0,0,0,4,3,0,26,7.7,324,13:29,nylanmi01
529,Michael Nylander,26,CGY,C,9,2,3,5,1,2,0.6,1,1,0,0,2,1,0,7,28.6,101,11:10,nylanmi01
530,Sean O'Donnell,27,LAK,D,80,1,13,14,1,186,3.7,1,0,0,0,8,4,1,64,1.6,1533,19:10,odonnse01
531,Jeff O'Neill,22,CAR,C,75,16,15,31,3,66,2.9,12,4,0,2,9,6,0,121,13.2,1255,16:44,oneilje01
532,Chris O'Sullivan,24,CGY,D,10,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,10,0,91,9:07,osullch01
533,Adam Oates*,36,WSH,C,59,12,42,54,-1,22,5.2,9,3,0,0,21,18,3,79,15.2,1213,20:34,oatesad01
534,Lyle Odelein,30,NJD,D,70,5,26,31,6,114,5.2,4,1,0,0,15,11,0,101,5,1392,19:53,odelely01
535,Jeff Odgers,29,COL,RW,75,2,3,5,-3,259,-0.1,1,1,0,0,3,0,0,39,5.1,384,5:07,odgerje01
536,Gino Odjick,28,NYI,LW,23,4,3,7,-2,133,0.7,3,1,0,2,2,1,0,28,14.3,227,9:51,odjicgi01
537,Mattias Öhlund,22,VAN,D,74,9,26,35,-19,83,5.3,6,2,1,1,11,15,0,129,7,1929,26:04:00,ohlunma01
538,Fredrik Olausson,32,MDA,D,74,16,40,56,17,30,10.8,6,10,0,2,7,33,0,121,13.2,1464,19:47,olausfr01
539,Ed Olczyk,32,CHI,C,61,10,15,25,-3,29,2,7,2,1,2,13,2,0,88,11.4,899,14:44,olczyed01
540,David Oliver,27,OTT,RW,17,2,5,7,1,4,0.7,2,0,0,0,5,0,0,18,11.1,180,10:34,oliveda01
541,Krzysztof Oliwa,25,NJD,LW,64,5,7,12,4,240,1.1,5,0,0,1,7,0,0,59,8.5,450,7:02,oliwakr01
542,Vladimir Orszagh,21,NYI,RW,12,1,0,1,2,6,0.2,1,0,0,0,0,0,0,5,20,79,6:36,orszavl01
543,Sandis Ozolinsh,26,COL,D,39,7,25,32,10,22,5.3,3,4,0,3,8,17,0,81,8.6,862,22:06,ozolisa01
544,Ziggy Pálffy,26,NYI,RW,50,22,28,50,-6,34,5.7,15,5,2,1,18,10,0,168,13.1,1103,22:04,palffzi01
545,Jay Pandolfo,24,NJD,LW,70,14,13,27,3,10,2.5,12,1,1,4,12,1,0,100,14,1065,15:13,pandoja01
546,Greg Pankewicz,28,CGY,RW,18,0,3,3,0,20,0.1,0,0,0,0,3,0,0,10,0,134,7:26,pankegr01
547,Richard Park,22,PHI,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0,65,9:21,parkri01
548,Scott Parker,21,COL,RW,27,0,0,0,-3,71,-0.2,0,0,0,0,0,0,0,3,0,44,1:37,parkesc01
549,Mark Parrish,21,FLA,LW,73,24,13,37,-6,25,4.4,19,5,0,5,9,4,0,129,18.6,1021,13:59,parrima01
550,James Patrick,35,BUF,D,45,1,7,8,12,16,2.5,1,0,0,0,7,0,0,31,3.2,664,14:45,patrija01
551,Michael Peca,24,BUF,C,82,27,29,56,7,81,6.1,17,10,0,8,19,9,1,199,13.6,1700,20:44,pecami01
552,Denis Pederson,23,NJD,C,76,11,12,23,-10,66,1.1,8,3,0,1,10,2,0,145,7.6,1164,15:19,pederde01
553,Scott Pellerin,29,STL,LW,80,20,21,41,1,42,4,15,0,5,4,18,2,1,138,14.5,1384,17:18,pellesc01
554,Ville Peltonen,25,NSH,LW,14,5,5,10,1,2,1.2,4,1,0,0,3,2,0,31,16.1,223,15:54,peltovi01
555,Yanic Perreault,27,TOT,C,76,17,25,42,7,42,4.7,10,4,3,3,19,4,2,141,12.1,1146,15:04,perreya01
555,Yanic Perreault,27,LAK,C,64,10,17,27,-3,30,2.4,6,2,2,1,11,4,2,113,8.8,986,15:24,perreya01
555,Yanic Perreault,27,TOR,C,12,7,8,15,10,12,2.3,4,2,1,2,8,0,0,28,25,160,13:20,perreya01
556,Ricard Persson,29,STL,D,54,1,12,13,4,94,3,1,0,0,0,11,1,0,52,1.9,1078,19:58,perssri01
557,Brent Peterson,26,TBL,LW,20,2,1,3,-2,0,0.2,2,0,0,0,1,0,0,16,12.5,179,8:58,peterbr02
558,Robert Petrovicky,25,TBL,C,28,3,4,7,-8,6,0.3,3,0,0,0,4,0,0,32,9.4,295,10:33,petroro01
559,Chris Phillips,20,OTT,D,34,3,3,6,-5,32,1.2,1,2,0,0,2,1,0,51,5.9,615,18:06,phillch02
560,Michel Picard,29,STL,LW,45,11,11,22,5,16,2.5,11,0,0,2,10,1,0,69,15.9,645,14:20,picarmi01
561,Rich Pilon,30,NYI,D,52,0,4,4,-8,88,0.9,0,0,0,0,4,0,0,27,0,862,16:35,pilonri01
562,Lance Pitlick,31,OTT,D,50,3,6,9,7,33,2.6,3,0,0,0,6,0,0,34,8.8,833,16:39,pitlila01
563,Domenic Pittis,24,BUF,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,26,8:35,pittido01
564,Michal Pivonka,33,WSH,C,36,5,6,11,-6,12,0.8,3,2,0,0,5,1,0,30,16.7,475,13:12,pivonmi01
565,Derek Plante,28,TOT,C,51,6,14,20,4,16,1.6,5,1,0,0,10,3,1,90,6.7,773,15:10,plantde01
565,Derek Plante,28,BUF,C,41,4,11,15,3,12,1,4,0,0,0,8,2,1,66,6.1,636,15:31,plantde01
565,Derek Plante,28,DAL,C,10,2,3,5,1,4,0.6,1,1,0,0,2,1,0,24,8.3,137,13:42,plantde01
566,Steve Poapst,30,WSH,D,22,0,0,0,-8,8,-0.3,0,0,0,0,0,0,0,11,0,274,12:26,poapsst01
567,Shjon Podein,30,TOT,LW,55,3,6,9,-5,24,-0.1,3,0,0,0,6,0,0,75,4,651,11:50,podeish01
567,Shjon Podein,30,COL,LW,41,2,6,8,-3,24,0.1,2,0,0,0,6,0,0,49,4.1,484,11:49,podeish01
567,Shjon Podein,30,PHI,LW,14,1,0,1,-2,0,-0.1,1,0,0,0,0,0,0,26,3.8,166,11:52,podeish01
568,Jason Podollan,22,TOT,RW,10,0,0,0,-3,5,-0.3,0,0,0,0,0,0,0,9,0,87,8:45,podolja01
568,Jason Podollan,22,LAK,RW,6,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,7,0,62,10:15,podolja01
568,Jason Podollan,22,TOR,RW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0,26,6:29,podolja01
569,Rudy Poeschek,32,STL,D,16,0,0,0,0,33,0.2,0,0,0,0,0,0,0,8,0,164,10:14,poescru01
570,Peter Popovic,30,NYR,D,68,1,4,5,-12,40,1.5,1,0,0,0,4,0,0,64,1.6,1406,20:41,popovpe01
571,Tom Poti,21,EDM,D,73,5,16,21,10,42,4.5,3,2,0,3,9,7,0,94,5.3,1427,19:33,potito01
572,Patrick Poulin,25,MTL,LW,81,8,17,25,6,21,2.2,7,0,1,1,17,0,0,87,9.2,1094,13:30,poulipa01
573,Nolan Pratt,23,CAR,D,61,1,14,15,15,95,3.6,1,0,0,1,13,1,0,46,2.2,1022,16:45,prattno01
574,Keith Primeau,27,CAR,C,78,30,32,62,8,75,7.1,20,9,1,5,26,6,0,178,16.9,1665,21:21,primeke02
575,Wayne Primeau,22,BUF,C,67,5,8,13,-6,38,0.5,5,0,0,0,7,1,0,55,9.1,691,10:19,primewa01
576,Bob Probert,33,CHI,LW,78,7,14,21,-11,206,1.1,7,0,0,3,12,2,0,87,8,829,10:38,probebo01
577,Chris Pronger*,24,STL,D,67,13,33,46,3,113,8.6,5,8,0,0,15,17,1,172,7.6,2050,30:36:00,prongch01
578,Sean Pronger,26,TOT,C,29,0,4,4,-1,8,0,0,0,0,0,4,0,0,14,0,251,8:40,prongse01
578,Sean Pronger,26,NYR,C,14,0,3,3,-3,4,0.1,0,0,0,0,3,0,0,3,0,91,6:28,prongse01
578,Sean Pronger,26,LAK,C,13,0,1,1,2,4,0,0,0,0,0,1,0,0,8,0,143,11:00,prongse01
578,Sean Pronger,26,PIT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,8:48,prongse01
579,Vinny Prospal,23,OTT,C,79,10,26,36,8,58,3.4,8,2,0,3,18,8,0,114,8.8,1031,13:03,prospva01
580,Jamie Pushor,25,MDA,D,70,1,2,3,-20,112,0.6,1,0,0,0,2,0,0,75,1.3,1349,19:16,pushoja01
581,Deron Quint,22,PHX,D,60,5,8,13,-10,20,2.1,3,2,0,0,4,4,0,94,5.3,972,16:12,quintde01
582,Stephane Quintal,30,MTL,D,82,8,19,27,-23,84,4.8,6,1,1,4,15,2,2,159,5,1812,22:06,quintst01
583,Marcus Ragnarsson,27,SJS,D,74,0,13,13,7,66,4.1,0,0,0,0,9,3,1,87,0,1622,21:55,ragnama01
584,Paul Ranheim,33,CAR,LW,78,9,10,19,4,39,1.9,7,0,2,1,10,0,0,67,13.4,705,9:02,ranhepa01
585,Erik Rasmussen,21,BUF,C,42,3,7,10,6,37,0.7,3,0,0,0,7,0,0,40,7.5,519,12:22,rasmuer01
586,Peter Ratchuk,21,FLA,D,24,1,1,2,-1,10,0.5,1,0,0,0,1,0,0,34,2.9,334,13:55,ratchpe01
587,Mike Rathje,24,SJS,D,82,5,9,14,15,36,5.3,3,2,0,1,5,2,2,67,7.5,1650,20:07,rathjmi01
588,Rob Ray,30,BUF,RW,76,0,4,4,-2,261,-0.3,0,0,0,0,4,0,0,23,0,394,5:11,rayro01
589,Marty Reasoner,21,STL,C,22,3,7,10,2,8,0.9,2,1,0,0,3,4,0,33,9.1,306,13:55,reasoma01
590,Mark Recchi*,30,TOT,RW,71,16,37,53,-7,34,4.8,13,3,0,2,16,20,1,171,9.4,1453,20:28,recchma01
590,Mark Recchi*,30,MTL,RW,61,12,35,47,-4,28,4.2,9,3,0,2,15,19,1,152,7.9,1258,20:37,recchma01
590,Mark Recchi*,30,PHI,RW,10,4,2,6,-3,6,0.6,4,0,0,0,1,1,0,19,21.1,195,19:30,recchma01
591,Wade Redden,21,OTT,D,72,8,21,29,7,54,6.1,5,3,0,1,10,10,1,127,6.3,1688,23:27,reddewa01
592,Joe Reekie,33,WSH,D,73,0,10,10,11,68,3.9,0,0,0,0,10,0,0,81,0,1597,21:53,reekijo01
593,Robert Reichel,27,TOT,C,83,26,43,69,-13,54,7,17,8,1,4,19,24,0,236,11,1633,19:40,reichro01
593,Robert Reichel,27,NYI,C,70,19,37,56,-15,50,5.3,13,5,1,1,14,23,0,186,10.2,1372,19:36,reichro01
593,Robert Reichel,27,PHX,C,13,7,6,13,2,4,1.7,4,3,0,3,5,1,0,50,14,261,20:03,reichro01
594,Dave Reid,34,DAL,LW,73,6,11,17,0,16,1.2,5,1,0,1,11,0,0,81,7.4,844,11:34,reidda02
595,Todd Reirden,27,EDM,D,17,2,3,5,-1,20,0.9,2,0,0,0,2,1,0,26,7.7,294,17:17,reirdto01
596,Mikael Renberg,26,TOT,RW,66,15,23,38,5,18,4,9,6,0,2,19,4,0,154,9.7,1047,15:52,renbemi01
596,Mikael Renberg,26,PHI,RW,46,11,15,26,7,14,2.9,7,4,0,2,13,2,0,112,9.8,736,16:00,renbemi01
596,Mikael Renberg,26,TBL,RW,20,4,8,12,-2,4,1.1,2,2,0,0,6,2,0,42,9.5,311,15:32,renbemi01
597,Pascal Rheaume,25,STL,C,60,9,18,27,10,24,2.8,7,2,0,0,18,0,0,85,10.6,799,13:19,rheaupa01
598,Mike Ricci,27,SJS,C,82,13,26,39,1,68,3.6,10,2,1,2,21,5,0,98,13.3,1261,15:23,riccimi01
599,Luke Richardson,29,PHI,D,78,0,6,6,-3,106,1.8,0,0,0,0,6,0,0,49,0,1291,16:33,richalu01
600,Stephane Richer,32,TBL,RW,64,12,21,33,-10,22,2.7,7,3,2,1,18,2,1,139,8.6,1074,16:47,richest02
601,Barry Richter,28,NYI,D,72,6,18,24,-4,34,4.7,6,0,0,2,10,8,0,111,5.4,1522,21:08,richtba01
602,Byron Ritchie,21,CAR,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3:25,ritchby01
603,Jamie Rivers,23,STL,D,76,2,5,7,-3,47,1.9,1,1,0,0,3,2,0,78,2.6,1077,14:10,riverja01
604,Craig Rivet,24,MTL,D,66,2,8,10,-3,66,2.6,2,0,0,0,8,0,0,39,5.1,946,14:20,rivetcr01
605,Gary Roberts,32,CAR,LW,77,14,28,42,2,178,3.4,12,1,1,4,24,4,0,138,10.1,1509,19:36,roberga01
606,Bert Robertsson,24,VAN,D,39,2,2,4,-7,13,0.4,2,0,0,0,2,0,0,13,15.4,290,7:26,roberbe01
607,Luc Robitaille*,32,LAK,LW,82,39,35,74,-1,54,9.6,28,11,0,7,25,10,0,292,13.4,1573,19:11,robitlu01
608,Randy Robitaille,23,BOS,C,4,0,2,2,-1,0,0.1,0,0,0,0,0,2,0,5,0,41,10:11,robitra01
609,Dave Roche,23,CGY,C,36,3,3,6,-1,44,0.4,2,1,0,2,3,0,0,30,10,261,7:15,rocheda02
610,Jeremy Roenick,29,PHX,C,78,24,48,72,7,130,7.6,20,4,0,3,27,19,2,203,11.8,1573,20:10,roenije01
611,Stacy Roest,24,DET,C,59,4,8,12,-7,14,0.6,4,0,0,1,7,1,0,50,8,476,8:04,roestst01
612,Brian Rolston,25,NJD,C,82,24,33,57,11,14,6.1,14,5,5,3,24,9,0,210,11.4,1543,18:49,rolstbr01
613,Cliff Ronning,33,TOT,C,79,20,40,60,-3,42,5.4,10,10,0,4,27,13,0,257,7.8,1526,19:19,ronnicl01
613,Cliff Ronning,33,NSH,C,72,18,35,53,-6,40,4.5,10,8,0,3,23,12,0,239,7.5,1418,19:42,ronnicl01
613,Cliff Ronning,33,PHX,C,7,2,5,7,3,2,0.9,0,2,0,1,4,1,0,18,11.1,108,15:22,ronnicl01
614,Pavel Rosa,21,LAK,RW,29,4,12,16,0,6,1.6,4,0,0,0,9,3,0,61,6.6,393,13:34,rosapa01
615,Bob Rouse,34,SJS,D,70,0,11,11,0,44,2.7,0,0,0,0,9,2,0,75,0,1187,16:57,rousebo01
616,Remi Royer,20,CHI,D,18,0,0,0,-10,67,-0.6,0,0,0,0,0,0,0,24,0,245,13:37,royerre01
617,Steve Rucchin,27,MDA,C,69,23,39,62,11,22,7,17,5,1,5,22,17,0,145,15.9,1556,22:33,rucchst01
618,Mike Rucinski,23,CAR,D,15,0,1,1,1,8,0.3,0,0,0,0,1,0,0,8,0,157,10:29,rucinmi02
619,Martin Rucinsky,27,MTL,LW,73,17,17,34,-25,50,2.5,12,5,0,1,10,6,1,180,9.4,1329,18:12,rucinma01
620,Cam Russell,30,TOT,D,42,1,2,3,-4,94,0.4,1,0,0,0,2,0,0,15,6.7,479,11:25,russeca01
620,Cam Russell,30,COL,D,35,1,2,3,-5,84,0.3,1,0,0,0,2,0,0,14,7.1,438,12:30,russeca01
620,Cam Russell,30,CHI,D,7,0,0,0,1,10,0.1,0,0,0,0,0,0,0,1,0,42,5:58,russeca01
621,Terry Ryan,22,MTL,LW,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,3,3:09,ryante01
622,Warren Rychel,31,COL,LW,28,0,2,2,3,63,0.1,0,0,0,0,2,0,0,15,0,133,4:44,rychewa01
