Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
32,Marc Bergevin,24,NYI,D,18,0,4,4,-8,30,0.4,0,0,0,0,3,0,1,12,0,,,bergema01
33,Tim Bergland,25,WSH,C,32,2,5,7,2,31,-0.1,2,0,0,0,5,0,0,20,10,,,berglti01
34,Jonas Bergqvist,27,CGY,RW,22,2,5,7,10,10,0.3,2,0,0,0,5,0,0,30,6.7,,,bergqjo01
35,Brad Berry,24,WIN,D,12,1,2,3,-2,6,0.6,1,0,0,0,2,0,0,7,14.3,,,berrybr01
36,Craig Berube,24,PHI,LW,74,4,14,18,-7,291,-0.5,4,0,0,0,14,0,0,52,7.7,,,berubcr01
37,Jeff Beukeboom,24,EDM,D,46,1,12,13,5,86,2.5,1,0,0,0,8,4,0,36,2.8,,,beukeje01
38,Don Biggs,24,PHI,C,11,2,0,2,-4,8,-0.1,1,1,0,0,0,0,0,14,14.3,,,biggsdo01
39,Scott Bjugstad,28,LAK,RW,11,1,2,3,2,2,0,1,0,0,1,2,0,0,10,10,,,bjugssc01
40,James Black,20,HAR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,blackja01
41,Rob Blake*,20,LAK,D,4,0,0,0,0,4,0.1,0,0,0,0,0,0,0,3,0,,,blakero01
42,Jeff Bloemberg,22,NYR,D,28,3,3,6,-8,25,1.4,1,2,0,1,1,2,0,20,15,,,bloemje01
43,John Blum,30,BOS,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,,blumjo01
44,Bob Bodak,28,HAR,LW,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,,,bodakbo01
45,Doug Bodger,23,BUF,D,71,12,36,48,0,64,7.1,4,8,0,1,10,26,0,167,7.2,,,bodgedo01
46,Laurie Boschman,29,WIN,C,66,10,17,27,-11,103,0.7,6,3,1,1,17,0,0,87,11.5,,,boschla01
47,Phil Bourque,27,PIT,LW,76,22,17,39,-7,108,2.1,19,2,1,3,12,5,0,110,20,,,bourqph01
48,Ray Bourque*,29,BOS,D,76,19,65,84,31,50,12.5,11,8,0,3,26,39,0,310,6.1,,,bourqra01
49,Steve Bozek,29,VAN,LW,58,14,9,23,-3,32,1.3,13,0,1,2,8,0,1,105,13.3,,,bozekst01
50,Brian Bradley,25,VAN,C,67,19,29,48,5,65,3.6,17,2,0,0,22,7,0,121,15.7,,,bradlbr01
51,Neil Brady,21,NJD,C,19,1,4,5,-1,13,-0.1,1,0,0,0,4,0,0,10,10,,,bradyne01
52,Andy Brickley,28,BOS,LW,43,12,28,40,11,8,3.1,6,6,0,1,21,7,0,69,17.4,,,brickan01
53,Rod Brind'Amour,19,STL,LW,79,26,35,61,23,46,5.2,16,10,0,1,27,8,0,160,16.3,,,brindro01
54,Bob Brooke,29,TOT,RW,73,12,14,26,-2,63,0.9,9,0,3,1,13,1,0,109,11,,,brookbo01
54,Bob Brooke,29,MNS,RW,38,4,4,8,-5,33,-0.2,1,0,3,0,3,1,0,65,6.2,,,brookbo01
54,Bob Brooke,29,NJD,RW,35,8,10,18,3,30,1,8,0,0,1,10,0,0,44,18.2,,,brookbo01
55,Aaron Broten,29,TOT,C,77,19,17,36,-23,58,1.5,16,1,2,2,15,2,0,148,12.8,,,broteaa01
55,Aaron Broten,29,NJD,C,42,10,8,18,-15,36,0.5,7,1,2,0,7,1,0,83,12,,,broteaa01
55,Aaron Broten,29,MNS,C,35,9,9,18,-8,22,1,9,0,0,2,8,1,0,65,13.8,,,broteaa01
56,Neal Broten,30,MNS,C,80,23,62,85,-16,45,5.7,13,9,1,4,37,22,3,212,10.8,,,brotene01
57,Paul Broten,24,NYR,C,32,5,3,8,-4,26,0.1,5,0,0,0,3,0,0,43,11.6,,,brotepa01
58,Dave Brown,27,EDM,RW,60,0,6,6,-3,145,-1.2,0,0,0,0,6,0,0,32,0,,,brownda01
59,Doug Brown,25,NJD,RW,69,14,20,34,7,16,1.9,10,1,3,3,17,2,1,135,10.4,,,browndo01
60,Jeff Brown,23,TOT,D,77,16,38,54,-26,55,6.1,7,8,1,3,13,25,0,284,5.6,,,brownje02
60,Jeff Brown,23,STL,D,48,10,28,38,-12,37,4.5,3,6,1,0,9,19,0,180,5.6,,,brownje02
60,Jeff Brown,23,QUE,D,29,6,10,16,-14,18,1.7,4,2,0,3,4,6,0,104,5.8,,,brownje02
61,Keith Brown,29,CHI,D,67,5,20,25,26,87,5.5,3,2,0,0,16,3,1,111,4.5,,,brownke02
62,Rob Brown,21,PIT,RW,80,33,47,80,-10,102,5.6,21,12,0,3,35,12,0,157,21,,,brownro01
63,Kelly Buchberger,23,EDM,LW,55,2,6,8,-8,168,-0.9,2,0,0,2,6,0,0,35,5.7,,,buchbke01
64,Mike Bullard,28,PHI,C,70,27,37,64,0,67,4.8,21,6,0,4,23,14,0,181,14.9,,,bullami01
65,Marc Bureau,23,CGY,C,5,0,0,0,-1,4,-0.2,0,0,0,0,0,0,0,3,0,,,bureama01
66,Shawn Burr,23,DET,LW,76,24,32,56,14,82,4.3,17,4,3,2,23,6,3,173,13.9,,,burrsh01
67,Randy Burridge,24,BOS,LW,63,17,15,32,9,47,2.4,10,7,0,1,10,5,0,118,14.4,,,burrira01
68,Adam Burt,21,HAR,D,63,4,8,12,3,105,3.8,3,1,0,0,7,1,0,83,4.8,,,burtad01
69,Rod Buskas,29,TOT,D,23,0,3,3,-3,49,0.7,0,0,0,0,3,0,0,12,0,,,buskaro01
69,Rod Buskas,29,VAN,D,17,0,3,3,1,36,0.8,0,0,0,0,3,0,0,11,0,,,buskaro01
69,Rod Buskas,29,PIT,D,6,0,0,0,-4,13,-0.1,0,0,0,0,0,0,0,1,0,,,buskaro01
70,Garth Butcher,27,VAN,D,80,6,14,20,-10,205,4.1,5,1,0,1,14,0,0,87,6.9,,,butchga01
71,Lyndon Byers,25,BOS,RW,43,4,4,8,0,159,-0.1,4,0,0,0,4,0,0,43,9.3,,,byersly01
72,Jock Callander,28,PIT,RW,30,4,7,11,0,49,0.2,4,0,0,1,7,0,0,22,18.2,,,callajo01
73,Dave Capuano,21,TOT,C,33,3,5,8,-7,12,-0.2,3,0,0,1,4,1,0,26,11.5,,,capuada01
73,Dave Capuano,21,VAN,C,27,3,5,8,-7,10,0,3,0,0,1,4,1,0,25,12,,,capuada01
73,Dave Capuano,21,PIT,C,6,0,0,0,0,2,-0.2,0,0,0,0,0,0,0,1,0,,,capuada01
74,Jack Capuano,23,TOR,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,,,capuaja01
75,Guy Carbonneau*,29,MTL,C,68,19,36,55,21,37,4.3,17,1,1,3,34,2,0,125,15.2,,,carbogu01
76,Terry Carkner,23,PHI,D,63,4,18,22,-8,169,3.1,3,1,0,1,15,2,1,60,6.7,,,carknte01
77,Randy Carlyle,33,WIN,D,53,3,15,18,8,50,3.6,1,2,0,0,12,3,0,92,3.3,,,carlyra01
78,Bob Carpenter,26,BOS,LW,80,25,31,56,-3,97,4,20,5,0,5,18,12,1,220,11.4,,,carpebo01
79,Jimmy Carson,21,TOT,RW,48,21,18,39,-8,8,2.9,10,11,0,1,11,7,0,138,15.2,,,carsoji01
79,Jimmy Carson,21,DET,RW,44,20,16,36,-6,8,2.8,10,10,0,1,10,6,0,127,15.7,,,carsoji01
79,Jimmy Carson,21,EDM,RW,4,1,2,3,-2,0,0.1,0,1,0,0,1,1,0,11,9.1,,,carsoji01
80,John Carter,26,BOS,LW,76,17,22,39,17,26,2.8,14,2,1,1,20,2,0,142,12,,,cartejo01
81,Andrew Cassels,20,MTL,C,6,2,0,2,1,2,0.2,2,0,0,1,0,0,0,5,40,,,cassean01
82,Bruce Cassidy,24,CHI,D,2,1,1,2,-1,0,0.2,0,1,0,0,1,0,0,3,33.3,,,cassibr01
83,Jay Caufield,29,PIT,RW,37,1,2,3,0,123,-0.7,1,0,0,0,2,0,0,6,16.7,,,caufija01
84,Gino Cavallini,27,STL,LW,80,15,15,30,-8,77,1.1,14,1,0,4,14,1,0,134,11.2,,,cavalgi01
85,Paul Cavallini,24,STL,D,80,8,39,47,38,106,8.8,5,2,1,0,28,10,1,135,5.9,,,cavalpa01
86,John Chabot,27,DET,C,69,9,40,49,5,24,2.6,7,0,2,0,26,10,4,91,9.9,,,chabojo01
87,Shawn Chambers,23,MNS,D,78,8,18,26,-2,81,5,7,0,1,2,10,7,1,116,6.9,,,chambsh01
88,Todd Charlesworth,24,NYR,D,7,0,0,0,-3,6,0.1,0,0,0,0,0,0,0,4,0,,,charlto01
89,Kelly Chase,22,STL,RW,43,1,3,4,-1,244,-0.7,1,0,0,0,3,0,0,9,11.1,,,chaseke01
90,Chris Chelios*,28,MTL,D,53,9,22,31,20,136,6,6,1,2,1,15,7,0,123,7.3,,,chelich01
91,Steve Chiasson,22,DET,D,67,14,28,42,-16,114,4.7,10,4,0,2,16,12,0,190,7.4,,,chiasst01
92,Tom Chorske,23,MTL,RW,14,3,1,4,2,2,0.2,3,0,0,0,0,1,0,19,15.8,,,chorsto01
93,Dave Christian,30,TOT,RW,78,15,25,40,-8,12,2,13,2,0,4,19,6,0,153,9.8,,,chrisda01
93,Dave Christian,30,BOS,RW,50,12,17,29,4,8,2,10,2,0,3,13,4,0,99,12.1,,,chrisda01
93,Dave Christian,30,WSH,RW,28,3,8,11,-12,4,0,3,0,0,1,6,2,0,54,5.6,,,chrisda01
94,Shane Churla,24,MNS,RW,53,2,3,5,-4,292,-0.9,2,0,0,1,3,0,0,40,5,,,churlsh01
95,Jeff Chychrun,23,PHI,D,79,2,7,9,-12,248,2.2,2,0,0,1,6,0,1,52,3.8,,,chychje01
96,Dean Chynoweth,21,NYI,D,20,0,2,2,0,39,0.7,0,0,0,0,2,0,0,8,0,,,chynode01
97,Dave Chyzowski,18,NYI,LW,34,8,6,14,-4,45,0.6,5,3,0,1,4,2,0,59,13.6,,,chyzoda01
98,Dino Ciccarelli*,29,WSH,RW,80,41,38,79,-5,122,6.8,31,10,0,6,28,10,0,267,15.4,,,ciccadi01
99,Rob Cimetta,19,BOS,RW,47,8,9,17,4,33,0.8,8,0,0,0,8,1,0,28,28.6,,,cimetro01
100,Joe Cirella,26,QUE,D,56,4,14,18,-27,67,1.7,3,1,0,0,13,1,0,76,5.3,,,cireljo01
101,Wendel Clark,23,TOR,LW,38,18,8,26,2,116,2.2,11,7,0,2,5,3,0,85,21.2,,,clarkwe01
102,Paul Coffey*,28,PIT,D,80,29,74,103,-25,95,9.3,19,10,0,3,35,38,1,324,9,,,coffepa01
103,Danton Cole,23,WIN,RW,2,1,1,2,-1,0,0.1,1,0,0,0,1,0,0,2,50,,,coleda01
104,Pat Conacher,30,NJD,LW,19,3,3,6,2,4,0.2,3,0,0,0,3,0,0,18,16.7,,,conacpa01
105,Bob Corkum,22,BUF,RW,8,2,0,2,2,4,0.2,2,0,0,1,0,0,0,6,33.3,,,corkubo01
106,Yvon Corriveau,22,TOT,RW,63,13,7,20,2,72,0.9,12,1,0,1,7,0,0,90,14.4,,,corriyv01
106,Yvon Corriveau,22,WSH,RW,50,9,6,15,-1,50,0.5,8,1,0,1,6,0,0,76,11.8,,,corriyv01
106,Yvon Corriveau,22,HAR,RW,13,4,1,5,3,22,0.4,4,0,0,0,1,0,0,14,28.6,,,corriyv01
107,Shayne Corson,23,MTL,LW,76,31,44,75,33,144,6.9,24,7,0,6,32,12,0,192,16.1,,,corsosh01
108,Alain Cote,22,WSH,D,2,0,0,0,-2,7,0,0,0,0,0,0,0,0,2,0,,,coteal02
109,Sylvain Cote,24,HAR,D,28,4,2,6,2,14,1.9,3,1,0,1,2,0,0,50,8,,,cotesy01
110,Geoff Courtnall,27,WSH,LW,80,35,39,74,27,104,6.9,26,9,0,2,33,6,0,307,11.4,,,courtge01
111,Russ Courtnall,24,MTL,RW,80,27,32,59,14,27,4.7,24,3,0,2,28,4,0,294,9.2,,,courtru01
112,Craig Coxe,26,VAN,C,25,1,4,5,-4,66,-0.2,1,0,0,1,4,0,0,11,9.1,,,coxecr01
113,Murray Craven,25,PHI,LW,76,25,50,75,2,42,5.4,16,7,2,3,33,15,2,175,14.3,,,cravemu01
114,Lou Crawford,27,BOS,LW,7,0,0,0,1,20,-0.1,0,0,0,0,0,0,0,6,0,,,crawflo01
115,Adam Creighton,24,CHI,LW,80,34,36,70,4,224,5.6,22,12,0,3,22,13,1,156,21.8,,,creigad01
116,Ed Cristofoli,22,MTL,C,9,0,1,1,-1,4,-0.2,0,0,0,0,1,0,0,6,0,,,cristed01
117,Shawn Cronin,26,WIN,D,61,0,4,4,-16,243,1.3,0,0,0,0,3,0,1,30,0,,,cronish01
118,Doug Crossman,29,NYI,D,80,15,44,59,3,54,7.9,7,8,0,1,17,27,0,159,9.4,,,crossdo01
119,Keith Crowder,31,LAK,C,55,4,13,17,2,93,-0.1,4,0,0,1,13,0,0,48,8.3,,,crowdke01
120,Troy Crowder,21,NJD,RW,10,0,0,0,0,23,-0.3,0,0,0,0,0,0,0,4,0,,,crowdtr01
121,Jim Culhane,24,HAR,D,6,0,1,1,3,6,0.5,0,0,0,0,1,0,0,6,0,,,culhaji01
122,John Cullen,25,PIT,C,72,32,60,92,-13,138,6.5,23,9,0,4,39,20,1,197,16.2,,,cullejo01
123,Randy Cunneyworth,28,TOT,LW,71,14,15,29,-11,75,1.1,10,4,0,2,12,3,0,121,11.6,,,cunnera01
123,Randy Cunneyworth,28,HAR,LW,43,9,9,18,-4,41,0.9,7,2,0,1,8,1,0,70,12.9,,,cunnera01
123,Randy Cunneyworth,28,WIN,LW,28,5,6,11,-7,34,0.3,3,2,0,1,4,2,0,51,9.8,,,cunnera01
124,Brian Curran,26,TOR,D,72,2,9,11,-2,301,1.7,2,0,0,0,9,0,0,21,9.5,,,currabr01
125,Ulf Dahlén,23,TOT,RW,76,20,22,42,-3,30,2.8,7,13,0,4,12,10,0,135,14.8,,,dahleul01
125,Ulf Dahlén,23,NYR,RW,63,18,18,36,-4,30,2.5,5,13,0,4,9,9,0,111,16.2,,,dahleul01
125,Ulf Dahlén,23,MNS,RW,13,2,4,6,1,0,0.3,2,0,0,0,3,1,0,24,8.3,,,dahleul01
126,Chris Dahlquist,27,PIT,D,62,4,10,14,-2,56,2.1,4,0,0,0,10,0,0,57,7,,,dahlqch01
127,J.J. Daigneault,24,MTL,D,36,2,10,12,11,14,2.9,2,0,0,1,9,1,0,40,5,,,daignjj01
128,Vincent Damphousse,22,TOR,LW,80,33,61,94,2,56,7.2,24,9,0,5,41,20,0,229,14.4,,,damphvi01
129,Ken Daneyko,25,NJD,D,74,6,15,21,15,216,4.8,5,0,1,1,12,0,3,64,9.4,,,daneyke01
130,Dan Daoust,29,TOR,C,65,7,11,18,1,89,0,3,0,4,0,7,0,4,53,13.2,,,daousda01
131,Lucien DeBlois,32,QUE,LW,70,9,8,17,-29,45,-0.4,8,1,0,1,7,0,1,83,10.8,,,deblolu01
132,Dale DeGray,26,BUF,D,6,0,0,0,-4,6,0,0,0,0,0,0,0,0,5,0,,,degrada01
133,Gilbert Delorme,27,PIT,D,54,3,7,10,3,44,1.9,3,0,0,0,7,0,0,37,8.1,,,delorgi01
134,Eric Desjardins,20,MTL,D,55,3,13,16,1,51,3.4,2,1,0,0,12,1,0,48,6.3,,,desjaer01
135,Martin Desjardins,23,MTL,C,8,0,2,2,-4,2,-0.2,0,0,0,0,2,0,0,7,0,,,desjama01
136,Gerald Diduck,24,NYI,D,76,3,17,20,2,163,4,2,1,0,0,14,3,0,102,2.9,,,diducge01
137,Rob DiMaio,21,NYI,C,7,0,0,0,0,2,-0.2,0,0,0,0,0,0,0,2,0,,,dimairo01
138,Gord Dineen,27,PIT,D,69,1,8,9,6,125,2.1,1,0,0,0,8,0,0,38,2.6,,,dineego01
139,Kevin Dineen,26,HAR,RW,67,25,41,66,7,164,5.3,15,8,2,2,21,20,0,214,11.7,,,dineeke01
140,Peter Dineen,29,DET,D,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,dineepe01
141,Robert Dirk,23,STL,D,37,1,1,2,9,128,1.9,1,0,0,0,1,0,0,14,7.1,,,dirkro01
142,Brian Dobbin,23,PHI,RW,9,1,1,2,1,11,0,0,1,0,0,0,1,0,11,9.1,,,dobbibr01
143,Tie Domi,20,TOR,RW,2,0,0,0,0,42,-0.1,0,0,0,0,0,0,0,0,,,,domiti01
144,Clark Donatelli,24,MNS,LW,25,3,3,6,-11,17,-0.2,3,0,0,1,1,2,0,25,12,,,donatcl01
145,Gord Donnelly,27,WIN,RW,55,3,3,6,3,222,-0.7,3,0,0,0,3,0,0,43,7,,,donnego01
146,Mike Donnelly,26,BUF,LW,12,1,2,3,-4,8,-0.1,1,0,0,0,2,0,0,20,5,,,donnemi01
147,Daniel Dore,19,QUE,RW,16,2,3,5,-8,59,-0.1,1,1,0,0,1,2,0,5,40,,,doreda01
148,Peter Douris,23,BOS,RW,36,5,6,11,8,15,0.6,4,1,0,0,6,0,0,63,7.9,,,douripe01
149,Mario Doyon,21,QUE,D,9,2,3,5,-1,6,0.7,1,1,0,0,2,1,0,19,10.5,,,doyonma01
150,Bruce Driver,27,NJD,D,75,7,46,53,6,63,6.8,6,1,0,0,27,18,1,185,3.8,,,drivebr01
151,John Druce,23,WSH,RW,45,8,3,11,-3,52,0.2,7,1,0,1,3,0,0,66,12.1,,,drucejo01
152,Gaetan Duchesne,27,MNS,LW,72,12,8,20,5,33,0.8,11,0,1,1,8,0,0,93,12.9,,,duchega01
153,Steve Duchesne,24,LAK,D,79,20,42,62,-3,36,6.9,14,6,0,1,25,16,1,224,8.9,,,duchest01
154,Donald Dufresne,22,MTL,D,18,0,4,4,1,23,1,0,0,0,0,4,0,0,6,0,,,dufredo01
155,Craig Duncanson,22,LAK,LW,10,3,2,5,1,9,0.3,3,0,0,0,2,0,0,12,25,,,duncacr01
156,Rocky Dundas,23,TOR,RW,5,0,0,0,-1,14,-0.2,0,0,0,0,0,0,0,1,0,,,dundaro01
157,Steve Dykstra,27,HAR,D,9,0,0,0,2,2,0.5,0,0,0,0,0,0,0,10,0,,,dykstst01
158,Mike Eagles,26,CHI,C,23,1,2,3,-4,34,-0.4,1,0,0,0,2,0,0,23,4.3,,,eaglemi01
159,Murray Eaves,29,DET,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0,,,eavesmu01
160,Pelle Eklund,26,PHI,LW,70,23,39,62,7,16,4.6,15,5,3,2,27,12,0,126,18.3,,,eklunpe01
161,Todd Elik,23,LAK,C,48,10,23,33,4,41,1.8,9,1,0,0,21,2,0,86,11.6,,,elikto01
162,Dave Ellett,25,WIN,D,77,17,29,46,-15,96,6.2,9,8,0,1,18,9,2,205,8.3,,,elletda01
163,Pat Elynuik,22,WIN,RW,80,32,42,74,2,83,5.8,18,14,0,3,33,8,1,132,24.2,,,elynupa01
164,Peter Eriksson,24,EDM,LW,20,3,3,6,-1,24,0.1,2,1,0,0,2,1,0,23,13,,,erikspe01
165,Jan Erixon,27,NYR,RW,58,4,9,13,-17,8,-0.5,4,0,0,1,9,0,0,61,6.6,,,erixoja01
166,Bob Errey,25,PIT,LW,78,20,19,39,3,109,2.1,19,0,1,1,18,1,0,127,15.7,,,erreybo01
167,Doug Evans,26,TOT,LW,30,10,8,18,7,33,1.5,7,2,1,1,5,2,1,37,27,,,evansdo01
167,Doug Evans,26,WIN,LW,27,10,8,18,7,33,1.6,7,2,1,1,5,2,1,36,27.8,,,evansdo01
167,Doug Evans,26,STL,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0,,,evansdo01
168,Shawn Evans,24,NYI,D,2,1,0,1,-1,0,0.2,0,1,0,0,0,0,0,4,25,,,evanssh01
169,Dean Evason,25,HAR,C,78,18,25,43,7,138,2.8,14,2,2,2,22,1,2,150,12,,,evasode01
170,Todd Ewen,23,TOT,RW,44,4,6,10,-1,169,-0.1,4,0,0,2,6,0,0,29,13.8,,,ewento01
170,Todd Ewen,23,MTL,RW,41,4,6,10,1,158,0,4,0,0,2,6,0,0,26,15.4,,,ewento01
170,Todd Ewen,23,STL,RW,3,0,0,0,-2,11,-0.1,0,0,0,0,0,0,0,3,0,,,ewento01
171,Glen Featherstone,21,STL,D,58,0,12,12,-1,145,2.7,0,0,0,0,9,3,0,34,0,,,feathgl01
172,Bernie Federko*,33,DET,C,73,17,40,57,-8,24,3.3,14,3,0,0,19,21,0,108,15.7,,,federbe01
173,Brent Fedyk,22,DET,RW,27,1,4,5,-1,6,-0.3,1,0,0,0,3,1,0,28,3.6,,,fedykbr01
174,Chris Felix,25,WSH,D,6,1,0,1,-6,2,0,0,1,0,0,0,0,0,3,33.3,,,felixch01
175,Paul Fenton,30,WIN,LW,80,32,18,50,2,40,4,27,4,1,1,16,2,0,152,21.1,,,fentopa01
176,David Fenyves,29,PHI,D,12,0,0,0,-6,4,0,0,0,0,0,0,0,0,10,0,,,fenyvda01
177,Tom Fergus,27,TOR,C,54,19,26,45,-18,62,2.7,15,4,0,2,18,8,0,120,15.8,,,ferguto01
178,Mark Ferner,24,WSH,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,,,fernema01
179,Ray Ferraro,25,HAR,C,79,25,29,54,-15,109,3.5,18,7,0,4,15,13,1,138,18.1,,,ferrara01
180,Viacheslav Fetisov*,31,NJD,D,72,8,34,42,9,52,6.1,6,2,0,0,21,12,1,108,7.4,,,fetisvi01
181,Jeff Finley,22,NYI,D,11,0,1,1,0,0,0.4,0,0,0,0,1,0,0,7,0,,,finleje01
182,Steven Finn,23,QUE,D,64,3,9,12,-33,208,1.1,2,1,0,0,9,0,0,74,4.1,,,finnst01
183,Craig Fisher,19,PHI,C,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0,,,fishecr01
184,Tom Fitzgerald,21,NYI,C,19,2,5,7,-3,4,0.1,2,0,0,1,5,0,0,24,8.3,,,fitzgto01
185,Pat Flatley,26,NYI,RW,62,17,32,49,10,101,3.5,13,4,0,2,22,10,0,136,12.5,,,flatlpa01
186,Theoren Fleury,21,CGY,RW,80,31,35,66,22,157,5.5,19,9,3,6,24,11,0,200,15.5,,,fleurth01
187,Todd Flichel,25,WIN,D,3,0,1,1,0,2,0.2,0,0,0,0,1,0,0,1,0,,,flichto01
188,Bryan Fogarty,20,QUE,D,45,4,10,14,-47,31,0,2,2,0,0,5,4,1,93,4.3,,,fogarbr01
189,Mike Foligno,31,BUF,RW,61,15,25,40,13,99,2.9,12,3,0,1,20,5,0,107,14,,,foligmi01
190,Marc Fortier,23,QUE,RW,59,13,17,30,-16,28,1.4,9,3,1,1,12,5,0,89,14.6,,,fortima01
