Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
184,Ray Ferraro,26,HAR,C,15,2,5,7,-1,18,0.3,1,1,0,0,4,1,0,18,11.1,,,ferrara01
185,Viacheslav Fetisov*,32,NJD,D,67,3,16,19,5,62,3.9,2,1,0,0,13,3,0,71,4.2,,,fetisvi01
186,Jeff Finley,23,NYI,D,11,0,0,0,-1,4,0.3,0,0,0,0,0,0,0,0,,,,finleje01
187,Steven Finn,24,QUE,D,71,6,13,19,-26,228,1.8,6,0,0,0,13,0,0,91,6.6,,,finnst01
188,Craig Fisher,20,PHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,fishecr01
189,Tom Fitzgerald,22,NYI,C,41,5,5,10,-9,24,0,5,0,0,2,5,0,0,60,8.3,,,fitzgto01
190,Pat Flatley,27,NYI,RW,56,20,25,45,-2,74,3.8,12,8,0,4,18,7,0,137,14.6,,,flatlpa01
191,Theoren Fleury,22,CGY,RW,79,51,53,104,48,136,11.2,35,9,7,9,30,23,0,249,20.5,,,fleurth01
192,Bryan Fogarty,21,QUE,D,45,9,22,31,-11,24,3.4,6,3,0,2,9,13,0,107,8.4,,,fogarbr01
193,Mike Foligno,32,TOT,RW,68,12,12,24,1,107,1.3,11,1,0,0,10,2,0,83,14.5,,,foligmi01
193,Mike Foligno,32,TOR,RW,37,8,7,15,-3,65,0.9,7,1,0,0,6,1,0,56,14.3,,,foligmi01
193,Mike Foligno,32,BUF,RW,31,4,5,9,4,42,0.4,4,0,0,0,4,1,0,27,14.8,,,foligmi01
194,Marc Fortier,24,QUE,C,14,0,4,4,-3,6,-0.1,0,0,0,0,3,1,0,13,0,,,fortima01
195,Lou Franceschetti,32,TOT,LW,51,2,8,10,0,58,-0.3,2,0,0,1,7,1,0,27,7.4,,,franclo01
195,Lou Franceschetti,32,BUF,LW,35,1,7,8,2,28,-0.1,1,0,0,1,6,1,0,20,5,,,franclo01
195,Lou Franceschetti,32,TOR,LW,16,1,1,2,-2,30,-0.2,1,0,0,0,1,0,0,7,14.3,,,franclo01
196,Ron Francis*,27,TOT,C,81,23,64,87,-2,72,6.6,12,10,1,7,45,19,0,174,13.2,,,francro01
196,Ron Francis*,27,HAR,C,67,21,55,76,-2,51,6,10,10,1,6,37,18,0,149,14.1,,,francro01
196,Ron Francis*,27,PIT,C,14,2,9,11,0,21,0.6,2,0,0,1,8,1,0,25,8,,,francro01
197,Dave Gagner,26,MNS,C,73,40,42,82,9,114,8.2,20,20,0,5,28,14,0,223,17.9,,,gagneda01
198,Gerard Gallant,27,DET,LW,45,10,16,26,6,111,1.8,7,3,0,1,12,4,0,82,12.2,,,gallage01
199,Garry Galley,27,BOS,D,70,6,21,27,0,84,4.6,5,1,0,0,14,7,0,128,4.7,,,gallega01
200,Johan Garpenlöv,22,DET,LW,71,18,22,40,-4,18,2.5,16,2,0,3,18,4,0,91,19.8,,,garpejo01
201,Mike Gartner*,31,NYR,RW,79,49,20,69,-9,53,7.1,26,22,1,4,15,5,0,262,18.7,,,gartnmi01
202,Luc Gauthier,26,MTL,D,3,0,0,0,1,2,0.2,0,0,0,0,0,0,0,0,,,,gauthlu01
203,Stew Gavin,30,MNS,LW,38,4,4,8,-3,36,0,3,0,1,0,4,0,0,56,7.1,,,gavinst01
204,Martin Gelinas,20,EDM,LW,73,20,20,40,-7,34,2.6,16,4,0,2,18,2,0,124,16.1,,,gelinma01
205,Don Gibson,23,VAN,D,14,0,3,3,-1,20,0.6,0,0,0,0,2,1,0,9,0,,,gibsodo02
206,Greg Gilbert,29,CHI,LW,72,10,15,25,6,58,1.2,9,1,0,0,13,2,0,98,10.2,,,gilbegr01
207,Brent Gilchrist,23,MTL,LW,51,6,9,15,-3,10,0.4,5,1,0,1,9,0,0,81,7.4,,,gilchbr01
208,Curt Giles,32,MNS,D,70,4,10,14,3,48,4,4,0,0,0,9,1,0,53,7.5,,,gilescu01
209,Randy Gilhen,27,PIT,C,72,15,10,25,3,51,1,12,1,2,1,10,0,0,112,13.4,,,gilhera01
210,Todd Gill,25,TOR,D,72,2,22,24,-4,113,3.8,2,0,0,0,19,3,0,90,2.2,,,gillto01
211,Paul Gillis,27,TOT,C,62,3,13,16,-18,144,-0.6,2,0,1,0,13,0,0,66,4.5,,,gillipa01
211,Paul Gillis,27,QUE,C,49,3,8,11,-19,91,-0.7,2,0,1,0,8,0,0,57,5.3,,,gillipa01
211,Paul Gillis,27,CHI,C,13,0,5,5,1,53,0.1,0,0,0,0,5,0,0,9,0,,,gillipa01
212,Doug Gilmour*,27,CGY,C,78,20,61,81,27,144,6.4,16,2,2,5,43,15,3,135,14.8,,,gilmodo01
213,Brian Glynn,23,MNS,D,66,8,11,19,-5,83,4.1,5,3,0,0,8,3,0,111,7.2,,,glynnbr01
214,Alexander Godynyuk,21,TOR,D,18,0,3,3,-3,16,0.6,0,0,0,0,3,0,0,15,0,,,godynal01
215,Steve Gotaas,23,MNS,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0,,,gotaast01
216,Michel Goulet*,30,CHI,LW,74,27,38,65,27,65,6.3,18,9,0,1,27,11,0,167,16.2,,,goulemi01
217,Chris Govedaris,20,HAR,LW,14,1,3,4,-4,4,0,1,0,0,1,3,0,0,10,10,,,govedch01
218,Dirk Graham,31,CHI,RW,80,24,21,45,12,88,3.8,14,4,6,7,14,4,3,189,12.7,,,grahadi01
219,Tony Granato,26,LAK,LW,68,30,34,64,22,154,6,18,11,1,3,26,8,0,197,15.2,,,granato01
220,Adam Graves,22,EDM,C,76,7,18,25,-21,127,-0.1,5,2,0,1,13,5,0,126,5.6,,,gravead01
221,Rick Green,34,DET,D,65,2,14,16,10,24,3.3,2,0,0,0,13,0,1,36,5.6,,,greenri01
222,Jeff Greenlaw,22,WSH,LW,10,2,0,2,1,10,0.1,2,0,0,1,0,0,0,9,22.2,,,greenje01
223,Mark Greig,21,HAR,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,,,greigma01
224,Wayne Gretzky*,30,LAK,C,78,41,122,163,30,16,14.5,33,8,0,5,70,51,1,212,19.3,,,gretzwa01
225,Stu Grimson,25,CHI,LW,35,0,1,1,-3,183,-0.9,0,0,0,0,1,0,0,14,0,,,grimsst01
226,Jari Gronstrand,28,NYI,D,3,0,1,1,-2,2,0.1,0,0,0,0,0,1,0,1,0,,,gronsja01
227,Paul Guay,27,NYI,RW,3,0,2,2,2,2,0.2,0,0,0,0,2,0,0,5,0,,,guaypa01
228,Alexei Gusarov,26,QUE,D,36,3,9,12,-4,12,1.6,2,1,0,0,6,3,0,36,8.3,,,gusaral01
229,Kevan Guy,25,TOT,D,43,1,6,7,-5,43,1.6,1,0,0,1,6,0,0,43,2.3,,,guyke01
229,Kevan Guy,25,VAN,D,39,1,6,7,-6,39,1.5,1,0,0,1,6,0,0,37,2.7,,,guyke01
229,Kevan Guy,25,CGY,D,4,0,0,0,1,4,0.1,0,0,0,0,0,0,0,6,0,,,guyke01
230,David Haas,22,EDM,LW,5,1,0,1,-2,0,0,1,0,0,0,0,0,0,4,25,,,haasda01
231,Marc Habscheid,27,DET,RW,46,9,8,17,-10,22,0.5,5,0,4,1,5,3,0,54,16.7,,,habscma01
232,Bob Halkidis,24,LAK,D,34,1,3,4,8,133,1.5,1,0,0,0,3,0,0,25,4,,,halkibo01
233,Kevin Haller,20,BUF,D,21,1,8,9,9,20,1.9,0,1,0,0,5,3,0,42,2.4,,,halleke01
234,Ken Hammond,27,BOS,D,1,1,0,1,2,2,0.3,1,0,0,0,0,0,0,3,33.3,,,hammoke01
235,Dave Hannan,29,TOR,C,74,11,23,34,-9,82,1.6,10,0,1,2,15,2,6,72,15.3,,,hannada01
236,Mark Hardy,31,NYR,D,70,1,5,6,-1,89,2.4,1,0,0,0,5,0,0,63,1.6,,,hardyma01
237,Mike Hartman,23,BUF,RW,60,9,3,12,-10,204,-0.1,7,2,0,1,2,1,0,65,13.8,,,hartmmi01
238,Kevin Hatcher,24,WSH,D,79,24,50,74,-10,69,10.2,13,9,2,3,23,24,3,267,9,,,hatchke01
239,Dale Hawerchuk*,27,BUF,C,80,31,58,89,2,32,7.8,19,12,0,1,36,22,0,194,16,,,hawerda01
240,Greg Hawgood,22,EDM,D,6,0,1,1,-2,6,0.1,0,0,0,0,0,1,0,9,0,,,hawgogr01
241,Rick Hayward,24,LAK,D,4,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,,,,haywari01
242,Randy Hillier,30,PIT,D,31,2,2,4,-3,32,0.7,2,0,0,0,2,0,0,14,14.3,,,hillira01
243,Ken Hodge,24,BOS,C,70,30,29,59,11,20,5.6,16,12,2,4,23,6,0,137,21.9,,,hodgeke02
244,Benoit Hogue,24,BUF,LW,76,19,28,47,-8,76,3.2,18,1,0,2,18,10,0,134,14.2,,,hoguebe01
245,Bobby Holík,20,HAR,LW,78,21,22,43,-3,113,3.2,13,8,0,3,19,3,0,173,12.1,,,holikbo01
246,Ron Hoover,24,BOS,C,15,4,0,4,0,31,0.2,4,0,0,1,0,0,0,17,23.5,,,hoovero01
247,Tony Horacek,23,PHI,LW,34,3,6,9,6,49,0.3,3,0,0,1,6,0,0,35,8.6,,,horacto01
248,Miloslav Horava,29,NYR,D,29,1,6,7,2,12,1.5,1,0,0,0,3,3,0,27,3.7,,,horavmi01
249,Martin Hostak,23,PHI,C,50,3,10,13,1,22,0.1,2,1,0,0,10,0,0,64,4.7,,,hostama01
250,Doug Houda,24,TOT,D,41,1,6,7,-5,84,1.5,1,0,0,0,6,0,0,42,2.4,,,houdado01
250,Doug Houda,24,DET,D,22,0,4,4,-2,43,0.6,0,0,0,0,4,0,0,21,0,,,houdado01
250,Doug Houda,24,HAR,D,19,1,2,3,-3,41,0.9,1,0,0,0,2,0,0,21,4.8,,,houdado01
251,Mike Hough,27,QUE,LW,63,13,20,33,-7,111,1.9,11,1,1,1,17,2,1,106,12.3,,,houghmi01
252,Bill Houlder,23,BUF,D,7,0,2,2,-2,4,0.2,0,0,0,0,1,1,0,7,0,,,houldbi01
253,Phil Housley*,26,WIN,D,78,23,53,76,-13,24,9.7,10,12,1,3,27,25,1,206,11.2,,,houslph01
254,Mark Howe*,35,PHI,D,19,0,10,10,9,8,2,0,0,0,0,5,5,0,40,0,,,howema02
255,Jiri Hrdina,33,TOT,C,51,6,17,23,-6,17,0.6,4,1,1,0,13,4,0,66,9.1,,,hrdinji01
255,Jiri Hrdina,33,PIT,C,37,6,14,20,-2,13,0.9,4,1,1,0,10,4,0,58,10.3,,,hrdinji01
255,Jiri Hrdina,33,CGY,C,14,0,3,3,-4,4,-0.3,0,0,0,0,3,0,0,8,0,,,hrdinji01
256,Tony Hrkac,24,QUE,LW,70,16,32,48,-22,16,2.7,10,6,0,0,17,14,1,122,13.1,,,hrkacto01
257,Charlie Huddy,31,EDM,D,53,5,22,27,4,32,4,3,2,0,0,19,2,1,90,5.6,,,huddych01
258,Mike Hudson,23,CHI,C,55,7,9,16,5,62,0.6,7,0,0,1,8,0,1,53,13.2,,,hudsomi01
259,Kerry Huffman,23,PHI,D,10,1,2,3,1,10,0.7,1,0,0,1,1,1,0,14,7.1,,,huffmke01
260,Brett Hull*,26,STL,RW,78,86,45,131,23,22,15.4,57,29,0,11,29,16,0,389,22.1,,,hullbr01
261,Jody Hull,21,NYR,RW,47,5,8,13,2,10,0.3,5,0,0,0,8,0,0,57,8.8,,,hulljo01
262,Dale Hunter,30,WSH,C,76,16,30,46,-22,234,2.5,7,9,0,2,23,7,0,106,15.1,,,hunteda02
263,Mark Hunter,28,TOT,RW,68,14,18,32,2,165,1.7,7,7,0,0,11,7,0,110,12.7,,,huntema01
263,Mark Hunter,28,CGY,RW,57,10,15,25,-1,125,1,4,6,0,0,9,6,0,90,11.1,,,huntema01
263,Mark Hunter,28,HAR,RW,11,4,3,7,3,40,0.7,3,1,0,0,2,1,0,20,20,,,huntema01
264,Tim Hunter,30,CGY,RW,34,5,2,7,1,143,0,5,0,0,1,2,0,0,29,17.2,,,hunteti01
265,Jamie Huscroft,24,NJD,D,8,0,1,1,1,27,0.4,0,0,0,0,1,0,0,3,0,,,huscrja01
266,Al Iafrate,24,TOT,D,72,9,23,32,-16,237,4.7,6,2,1,1,16,7,0,106,8.5,,,iafraal01
266,Al Iafrate,24,TOR,D,42,3,15,18,-15,113,2,1,2,0,0,9,6,0,51,5.9,,,iafraal01
266,Al Iafrate,24,WSH,D,30,6,8,14,-1,124,2.7,5,0,1,1,7,1,0,55,10.9,,,iafraal01
267,Jeff Jackson,25,QUE,LW,10,3,1,4,3,4,0.4,3,0,0,0,1,0,0,13,23.1,,,jacksje01
268,Jaromír Jágr,18,PIT,RW,80,27,30,57,-4,42,4,20,7,0,4,24,6,0,136,19.9,,,jagrja01
269,Craig Janney,23,BOS,C,77,26,66,92,15,8,7.9,16,9,1,5,41,25,0,133,19.5,,,jannecr01
270,Mark Janssens,22,NYR,C,67,9,7,16,-1,172,0.2,9,0,0,1,7,0,0,45,20,,,janssma01
271,Grant Jennings,25,TOT,D,57,2,7,9,-11,108,2.1,2,0,0,0,7,0,0,36,5.6,,,jennigr01
271,Grant Jennings,25,HAR,D,44,1,4,5,-13,82,1.5,1,0,0,0,4,0,0,28,3.6,,,jennigr01
271,Grant Jennings,25,PIT,D,13,1,3,4,2,26,0.7,1,0,0,0,3,0,0,8,12.5,,,jennigr01
272,Chris Jensen,27,PHI,RW,18,2,1,3,-5,2,-0.2,2,0,0,0,1,0,0,22,9.1,,,jensech01
273,Calle Johansson,23,WSH,D,80,11,41,52,-2,23,8.1,8,2,1,2,19,22,0,128,8.6,,,johanca01
274,Roger Johansson,23,CGY,D,38,4,13,17,9,47,2.9,4,0,0,0,12,1,0,41,9.8,,,johanro01
275,Jim Johnson,28,TOT,D,68,1,14,15,6,123,3.4,1,0,0,0,14,0,0,83,1.2,,,johnsji02
275,Jim Johnson,28,MNS,D,44,1,9,10,9,100,2.9,1,0,0,0,9,0,0,61,1.6,,,johnsji02
275,Jim Johnson,28,PIT,D,24,0,5,5,-3,23,0.5,0,0,0,0,5,0,0,22,0,,,johnsji02
276,Greg Johnston,26,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,johnsgr01
277,Brad Jones,25,LAK,RW,53,9,11,20,11,57,1,8,0,1,1,10,0,1,47,19.1,,,jonesbr01
278,Chris Joseph,21,EDM,D,49,5,17,22,3,59,3.5,3,2,0,0,11,6,0,74,6.8,,,josepch01
279,Bob Joyce,24,WSH,LW,17,3,3,6,3,8,0.4,3,0,0,1,3,0,0,30,10,,,joycebo01
280,Alexei Kasatonov,31,NJD,D,78,10,31,41,23,76,7.5,9,1,0,3,22,9,0,122,8.2,,,kasatal01
281,Steve Kasper,29,LAK,C,67,9,19,28,3,33,1,8,0,1,1,18,0,1,70,12.9,,,kaspest01
282,Ed Kastelic,27,HAR,RW,45,2,2,4,-7,211,-0.7,2,0,0,0,2,0,0,15,13.3,,,kasteed01
283,Mike Keane,23,MTL,RW,73,13,23,36,6,50,2.3,10,2,1,2,21,2,0,109,11.9,,,keanemi01
284,Dan Keczmer,22,MNS,D,9,0,1,1,0,6,0.4,0,0,0,0,1,0,0,6,0,,,keczmda01
285,Jarmo Kekalainen,24,BOS,LW,16,2,1,3,0,6,0,2,0,0,0,1,0,0,12,16.7,,,kekalja01
286,Dean Kennedy,28,BUF,D,64,4,8,12,5,119,3.3,4,0,0,2,7,0,1,46,8.7,,,kennede01
287,Sheldon Kennedy,21,DET,RW,7,1,0,1,-1,12,-0.1,1,0,0,0,0,0,0,11,9.1,,,kennesh01
288,Alan Kerr,26,NYI,RW,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,,,kerral01
289,Tim Kerr,31,PHI,RW,27,10,14,24,-8,8,1.8,4,6,0,0,9,5,0,74,13.5,,,kerrti01
290,Sergei Kharin,27,WIN,RW,7,2,3,5,2,2,0.5,2,0,0,0,3,0,0,13,15.4,,,kharise01
291,Dmitri Khristich,21,WSH,LW,40,13,14,27,-1,21,2.2,12,1,0,0,12,1,1,77,16.9,,,khrisdm01
292,Darin Kimble,22,TOT,RW,61,3,6,9,-3,242,-0.7,3,0,0,1,6,0,0,28,10.7,,,kimblda01
292,Darin Kimble,22,QUE,RW,35,2,5,7,-5,114,-0.3,2,0,0,0,5,0,0,14,14.3,,,kimblda01
292,Darin Kimble,22,STL,RW,26,1,1,2,2,128,-0.4,1,0,0,1,1,0,0,14,7.1,,,kimblda01
293,Derek King,23,NYI,LW,66,19,26,45,1,44,3.6,17,2,0,2,15,11,0,130,14.6,,,kingde01
294,Kris King,24,NYR,LW,72,11,14,25,-1,154,1,11,0,0,0,14,0,0,107,10.3,,,kingkr01
295,Kelly Kisio,31,NYR,C,51,15,20,35,3,58,2.7,7,7,1,2,14,6,0,74,20.3,,,kisioke01
296,Petr Klima,26,EDM,RW,70,40,28,68,24,113,7.3,32,7,1,5,19,9,0,204,19.6,,,klimape01
297,Gord Kluzak,26,BOS,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,3,0,,,kluzago01
298,Joe Kocur,26,TOT,RW,57,5,4,9,-7,289,-0.7,5,0,0,0,4,0,0,73,6.8,,,kocurjo01
298,Joe Kocur,26,DET,RW,52,5,4,9,-6,253,-0.5,5,0,0,0,4,0,0,67,7.5,,,kocurjo01
298,Joe Kocur,26,NYR,RW,5,0,0,0,-1,36,-0.2,0,0,0,0,0,0,0,6,0,,,kocurjo01
299,Dean Kolstad,22,MNS,D,5,0,0,0,-2,15,0.1,0,0,0,0,0,0,0,9,0,,,kolstde01
300,Steve Konroyd,29,CHI,D,70,0,12,12,11,40,4.2,0,0,0,0,10,0,2,93,0,,,konrost01
301,John Kordic,25,TOT,RW,10,0,0,0,1,110,-0.2,0,0,0,0,0,0,0,1,0,,,kordijo01
301,John Kordic,25,WSH,RW,7,0,0,0,1,101,-0.1,0,0,0,0,0,0,0,0,,,,kordijo01
301,John Kordic,25,TOR,RW,3,0,0,0,0,9,-0.1,0,0,0,0,0,0,0,1,0,,,kordijo01
302,Richard Kromm,26,NYI,LW,6,1,0,1,-2,0,0,0,0,1,0,0,0,0,6,16.7,,,krommri01
303,Robert Kron,23,VAN,RW,76,12,20,32,-11,21,1.5,7,2,3,0,19,0,1,124,9.7,,,kronro01
304,Uwe Krupp,25,BUF,D,74,12,32,44,14,66,7.4,6,6,0,0,17,14,1,138,8.7,,,kruppuw01
305,Gord Kruppke,21,DET,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,,,kruppgo01
306,Paul Kruse,20,CGY,LW,1,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,0,,,,krusepa01
307,Mike Krushelnyski,30,TOT,LW,74,18,27,45,1,58,3.2,13,3,2,1,23,4,0,109,16.5,,,krushmi01
307,Mike Krushelnyski,30,TOR,LW,59,17,22,39,-6,48,2.9,13,2,2,1,18,4,0,98,17.3,,,krushmi01
307,Mike Krushelnyski,30,LAK,LW,15,1,5,6,7,10,0.3,0,1,0,0,5,0,0,11,9.1,,,krushmi01
308,Todd Krygier,25,HAR,LW,72,13,17,30,1,95,1.8,10,3,0,2,14,2,1,113,11.5,,,krygito01
309,Frantisek Kucera,22,CHI,D,40,2,12,14,3,32,2.9,1,1,0,0,9,3,0,65,3.1,,,kucerfr01
310,Bob Kudelski,26,LAK,RW,72,23,13,36,9,46,2.7,18,2,3,3,12,0,1,137,16.8,,,kudelbo01
311,Mark Kumpel,29,WIN,RW,53,7,3,10,-10,10,-0.1,7,0,0,0,3,0,0,65,10.8,,,kumpema01
312,Tom Kurvers,28,TOT,D,51,4,26,30,-25,28,2.8,1,3,0,0,12,14,0,99,4,,,kurveto01
312,Tom Kurvers,28,VAN,D,32,4,23,27,-13,20,2.7,1,3,0,0,10,13,0,76,5.3,,,kurveto01
312,Tom Kurvers,28,TOR,D,19,0,3,3,-12,8,0.1,0,0,0,0,2,1,0,23,0,,,kurveto01
313,Dale Kushner,24,PHI,RW,63,7,11,18,-4,195,0.4,6,1,0,0,11,0,0,59,11.9,,,kushnda01
314,Nick Kypreos,24,WSH,LW,79,9,9,18,-4,196,0.3,9,0,0,3,9,0,0,60,15,,,kypreni01
315,Jim Kyte,26,TOT,D,43,0,9,9,10,155,2.1,0,0,0,0,8,0,1,29,0,,,kyteji01
315,Jim Kyte,26,CGY,D,42,0,9,9,10,153,2,0,0,0,0,8,0,1,29,0,,,kyteji01
315,Jim Kyte,26,PIT,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,kyteji01
316,Normand Lacombe,26,PHI,RW,74,11,20,31,-1,27,1.5,10,1,0,1,19,0,1,91,12.1,,,lacomno01
317,Randy Ladouceur,30,HAR,D,67,1,3,4,-10,118,2.5,1,0,0,0,3,0,0,44,2.3,,,ladoura01
318,Guy Lafleur*,39,QUE,RW,59,12,16,28,-10,2,1.4,9,3,0,0,12,4,0,90,13.3,,,laflegu01
319,Pat LaFontaine*,25,NYI,C,75,41,44,85,-6,42,8.1,27,12,2,5,23,21,0,225,18.2,,,lafonpa01
320,Mike Lalor,27,WSH,D,68,1,5,6,-23,61,2,1,0,0,0,5,0,0,49,2,,,lalormi01
321,Mark Lamb,26,EDM,C,37,4,8,12,-2,25,0.2,3,1,0,1,6,2,0,41,9.8,,,lambma01
322,Dan Lambert,21,QUE,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,lambeda01
323,Rod Langway*,33,WSH,D,56,1,7,8,12,24,3.7,1,0,0,0,7,0,0,32,3.1,,,langwro01
324,Claude Lapointe,22,QUE,C,13,2,2,4,3,4,0.2,2,0,0,0,2,0,0,7,28.6,,,lapoicl01
325,Igor Larionov*,30,VAN,C,64,13,21,34,-3,14,2.2,11,1,1,0,17,3,1,66,19.7,,,larioig01
326,Steve Larmer,29,CHI,RW,80,44,57,101,37,79,10.6,25,17,2,9,25,26,6,231,19,,,larmest01
327,Guy Larose,23,WIN,C,7,0,0,0,-1,8,-0.2,0,0,0,0,0,0,0,7,0,,,larosgu01
328,Jiri Latal,23,PHI,D,50,5,21,26,-19,14,3.1,4,1,0,0,12,9,0,81,6.2,,,latalji01
329,David Latta,24,QUE,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,lattada01
330,Brad Lauer,24,NYI,LW,44,4,8,12,-6,45,0.1,3,0,1,0,8,0,0,70,5.7,,,lauerbr01
331,Dominic Lavoie,23,STL,D,6,1,2,3,4,2,0.7,1,0,0,0,2,0,0,11,9.1,,,lavoido01
332,Derek Laxdal,24,NYI,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,,,laxdade01
333,Jeff Lazaro,22,BOS,LW,49,5,13,18,7,67,0.8,3,1,1,1,13,0,0,73,6.8,,,lazarje01
334,Jamie Leach,21,PIT,RW,7,2,0,2,-1,0,0.1,2,0,0,0,0,0,0,8,25,,,leachja01
335,Stephen Leach,25,WSH,RW,68,11,19,30,-9,99,1.5,7,4,0,1,15,4,0,134,8.2,,,leachst01
336,Patrick Lebeau,20,MTL,LW,2,1,1,2,0,0,0.2,1,0,0,0,1,0,0,3,33.3,,,lebeapa01
337,Stephan Lebeau,22,MTL,C,73,22,31,53,4,24,4.3,14,8,0,2,16,15,0,108,20.4,,,lebeast01
338,John LeClair,21,MTL,C,10,2,5,7,1,2,0.5,2,0,0,1,5,0,0,12,16.7,,,leclajo01
339,Grant Ledyard,29,BUF,D,60,8,23,31,13,46,5.5,5,2,1,1,12,10,1,118,6.8,,,ledyagr01
340,Gary Leeman,26,TOR,RW,52,17,12,29,-25,39,1.7,13,4,0,1,7,5,0,135,12.6,,,leemaga01
341,Brian Leetch*,22,NYR,D,80,16,72,88,2,42,10.5,10,6,0,4,26,45,1,206,7.8,,,leetcbr01
342,Sylvain Lefebvre,23,MTL,D,63,5,18,23,-11,30,3.7,4,1,0,1,10,7,1,76,6.6,,,lefebsy01
343,Claude Lemieux,25,NJD,RW,78,30,17,47,-8,105,3.8,20,10,0,2,16,1,0,271,11.1,,,lemiecl01
344,Jocelyn Lemieux,23,CHI,RW,67,6,7,13,-7,119,-0.3,4,1,1,2,6,1,0,89,6.7,,,lemiejo01
345,Mario Lemieux*,25,PIT,C,26,19,26,45,8,30,4.4,12,6,1,2,19,7,0,89,21.3,,,lemiema01
346,Francois Leroux,20,EDM,D,1,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0,,,leroufr01
347,Curtis Leschyshyn,21,QUE,D,55,3,7,10,-19,49,1,1,2,0,1,6,1,0,57,5.3,,,leschcu01
348,Rick Lessard,23,CGY,D,1,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,,,,lessari01
349,Doug Lidster,30,VAN,D,78,6,32,38,-6,77,5.6,2,4,0,1,15,16,1,157,3.8,,,lidstdo01
350,Trevor Linden,20,VAN,RW,80,33,37,70,-25,65,5.7,15,16,2,4,23,14,0,229,14.4,,,lindetr01
351,Ken Linseman,32,EDM,C,56,7,29,36,15,94,2.3,4,2,1,0,28,1,0,49,14.3,,,linseke01
352,Darcy Loewen,21,BUF,LW,6,0,0,0,-4,8,-0.3,0,0,0,0,0,0,0,2,0,,,loeweda01
353,Claude Loiselle,27,TOT,C,66,6,11,17,-20,88,-0.4,4,0,2,0,10,1,0,89,6.7,,,loisecl01
353,Claude Loiselle,27,QUE,C,59,5,10,15,-20,86,-0.5,3,0,2,0,9,1,0,79,6.3,,,loisecl01
353,Claude Loiselle,27,TOR,C,7,1,1,2,0,2,0.1,1,0,0,0,1,0,0,10,10,,,loisecl01
354,Troy Loney,27,PIT,LW,44,7,9,16,10,85,0.8,7,0,0,2,9,0,0,51,13.7,,,loneytr01
355,Ken Lovsin,24,WSH,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0,,,lovsike01
356,Kevin Lowe*,31,EDM,D,73,3,13,16,-9,113,2.7,3,0,0,0,9,1,3,51,5.9,,,loweke01
357,Dave Lowry,25,STL,LW,79,19,21,40,19,168,3,17,0,2,5,17,0,4,123,15.4,,,lowryda01
358,Craig Ludwig,29,NYI,D,75,1,8,9,-24,77,1.9,1,0,0,0,8,0,0,46,2.2,,,ludwicr01
359,Jyrki Lumme,24,VAN,D,80,5,27,32,-15,59,4.6,4,1,0,0,19,8,0,157,3.2,,,lummejy01
360,Chris Luongo,23,DET,D,4,0,1,1,0,4,0.2,0,0,0,0,1,0,0,4,0,,,luongch01
361,Paul MacDermid,27,WIN,RW,69,15,21,36,-6,128,2.3,12,3,0,1,17,4,0,94,16,,,macdepa01
362,Al MacInnis*,27,CGY,D,78,28,75,103,42,90,14.1,11,17,0,1,26,46,3,305,9.2,,,macinal01
363,Norm Maciver,26,EDM,D,21,2,5,7,1,14,1.3,1,1,0,0,3,2,0,25,8,,,macivno01
364,John MacLean,26,NJD,RW,78,45,33,78,8,150,7.8,24,19,2,7,24,7,2,292,15.4,,,maclejo01
365,Paul MacLean,32,STL,RW,37,6,11,17,-2,24,0.7,6,0,0,2,8,3,0,53,11.3,,,maclepa01
366,Brian MacLellan,32,CGY,LW,57,13,14,27,15,55,1.9,8,5,0,2,14,0,0,74,17.6,,,maclebr01
367,Pat MacLeod,21,MNS,D,1,0,1,1,1,0,0.2,0,0,0,0,0,1,0,1,0,,,maclepa02
368,Jamie Macoun,29,CGY,D,79,7,15,22,29,84,5.4,5,1,1,0,13,2,0,117,6,,,macouja01
369,Craig MacTavish,32,EDM,C,80,17,15,32,-1,76,1.7,9,2,6,1,13,2,0,113,15,,,mactacr01
