Id,Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
abdelju01,1,Justin Abdelkader,25.0,DET,LW,68.8,11.6,13.6,25.2,6.0,52.0,2.6399999999999997,9.8,1.8,0.0,2.0,11.8,1.6,0.2,129.4,8.82
adamlu01,2,Luke Adam,22.0,CBJ,C,18.0,3.0,2.2,5.2,-2.2,7.2,0.4600000000000001,3.0,0.0,0.0,0.2,1.4,0.8,0.0,27.6,19.3
adamscr01,3,Craig Adams,35.0,PIT,RW,72.4,3.6,8.4,12.0,-5.8,45.6,0.019999999999999983,3.0,0.0,0.6,0.4,7.2,0.0,1.2,67.2,5.26
actonwi01,3,Will Acton,26.5,EDM,C,16.5,1.5,1.0,2.5,-2.0,13.0,0.15000000000000002,1.5,0.0,0.0,0.5,1.0,0.0,0.0,10.0,8.35
alberan01,4,Andrew Alberts,30.5,VAN,D,30.0,0.75,2.0,2.75,-0.5,28.25,0.75,0.75,0.0,0.0,0.5,2.0,0.0,0.0,15.0,3.825
alfreda01,5,Daniel Alfredsson*,39.5,DET,RW,61.0,17.25,24.0,41.25,0.0,19.75,4.675,11.25,5.25,0.75,2.75,15.0,8.5,0.5,134.75,12.625
allenbr01,6,Bryan Allen,32.0,TOT,D,54.8,1.0,8.8,9.8,3.4,54.6,2.32,1.0,0.0,0.0,0.4,8.4,0.0,0.4,47.2,1.6
alzneka01,8,Karl Alzner,24.0,WSH,D,75.2,2.2,12.4,14.6,5.4,22.6,3.62,2.2,0.0,0.0,0.2,11.6,0.4,0.4,65.2,3.3
anisiar01,10,Artem Anisimov,24.0,CBJ,C,65.8,14.8,18.0,32.8,0.2,18.8,3.5799999999999996,12.0,2.2,0.6,2.6,15.0,2.4,0.6,128.0,11.879999999999999
anderjo03,10,Joakim Andersson,23.5,DET,C,44.0,3.5,4.75,8.25,-3.0,10.5,0.275,3.5,0.0,0.0,0.5,4.25,0.25,0.25,49.5,5.35
antroni01,11,Nik Antropov,31.0,WPG,C,61.666666666666664,12.333333333333334,19.0,31.333333333333332,-3.6666666666666665,33.333333333333336,2.9333333333333336,8.666666666666666,3.6666666666666665,0.0,0.6666666666666666,13.0,6.0,0.0,85.33333333333333,13.9
armstco01,12,Colby Armstrong,29.0,MTL,RW,38.666666666666664,3.6666666666666665,6.666666666666667,10.333333333333334,-2.6666666666666665,19.666666666666668,0.5,3.6666666666666665,0.0,0.0,0.0,6.666666666666667,0.0,0.0,38.666666666666664,8.266666666666666
andrean01,13,Andy Andreoff,23.0,LAK,C,18.0,2.0,1.0,3.0,1.0,18.0,0.4,2.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.3
arnotja01,14,Jason Arnott,36.5,STL,C,72.5,17.0,15.5,32.5,3.5,33.0,4.2,12.0,5.0,0.0,2.0,9.5,6.0,0.0,155.5,11.05
ashamar01,15,Arron Asham,33.5,NYR,RW,35.25,3.0,4.25,7.25,-2.0,46.5,0.475,3.0,0.0,0.0,0.0,4.25,0.0,0.0,31.0,8.2
arcobma01,15,Mark Arcobello,25.0,TOT,C,39.666666666666664,7.0,9.333333333333334,16.333333333333332,-5.666666666666667,9.333333333333334,1.5,6.333333333333333,0.6666666666666666,0.0,1.0,7.333333333333333,1.6666666666666667,0.3333333333333333,66.33333333333333,9.45
aucoiad01,16,Adrian Aucoin,38.0,CBJ,D,58.333333333333336,1.6666666666666667,10.0,11.666666666666666,8.0,36.666666666666664,3.066666666666667,1.3333333333333333,0.3333333333333333,0.0,0.0,9.333333333333334,0.6666666666666666,0.0,72.33333333333333,1.7333333333333334
ashtoca01,17,Carter Ashton,21.666666666666668,TOR,RW,18.0,0.0,1.0,1.0,-4.0,10.666666666666666,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.333333333333332,0.0
aucoike01,17,Keith Aucoin,33.5,STL,C,17.75,2.25,3.5,5.75,0.0,1.0,0.55,2.0,0.25,0.0,0.5,3.5,0.0,0.0,18.0,8.766666666666667
archida02,17,Darren Archibald,23.0,VAN,RW,16.0,1.0,2.0,3.0,1.0,0.0,0.3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,9.1
aulieke01,18,Keith Aulie,23.0,EDM,D,33.4,0.8,2.0,2.8,-2.6,39.2,0.5,0.8,0.0,0.0,0.0,2.0,0.0,0.0,23.6,2.34
atkinca01,18,Cam Atkinson,23.5,CBJ,RW,54.75,14.75,13.25,28.0,1.0,14.5,3.325,11.0,3.25,0.5,3.25,10.75,2.5,0.0,146.25,10.15
averyse01,19,Sean Avery,30.5,NYR,C,45.5,3.0,10.5,13.5,-1.0,97.5,1.0,3.0,0.0,0.0,1.0,10.0,0.5,0.0,76.0,11.1
babchan01,20,Anton Babchuk,27.0,CGY,D,40.333333333333336,4.333333333333333,11.0,15.333333333333334,5.0,12.666666666666666,3.1666666666666665,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,7.666666666666667,3.0,0.3333333333333333,61.666666666666664,4.166666666666667
backeda01,21,David Backes,28.0,STL,C,73.2,22.8,29.0,51.8,14.6,95.8,6.640000000000001,15.6,6.8,0.4,3.0,21.4,7.0,0.6,178.6,12.319999999999999
backlmi01,22,Mikael Backlund,23.0,CGY,C,54.8,10.0,13.6,23.6,-1.4,21.8,2.2600000000000002,6.6,2.2,1.2,1.8,11.0,2.4,0.2,119.6,8.1
backsni02,23,Nicklas Backstrom,25.0,WSH,C,66.2,15.2,47.6,62.8,2.6,35.6,6.540000000000001,11.0,3.8,0.4,2.2,24.2,23.4,0.0,145.6,10.879999999999999
bailejo01,25,Josh Bailey,23.0,NYI,LW,67.0,11.6,20.0,31.6,-4.2,22.6,2.7800000000000002,9.0,2.0,0.6,1.2,15.6,3.8,0.6,104.0,11.34
ballake01,26,Keith Ballard,30.0,MIN,D,41.4,1.0,4.2,5.2,-0.4,41.8,1.2399999999999998,1.0,0.0,0.0,0.0,3.8,0.4,0.0,32.6,2.62
baertsv01,27,Sven Baertschi,20.5,TOT,LW,17.25,2.5,5.0,7.5,-1.25,6.5,0.725,2.25,0.25,0.0,0.0,4.25,0.75,0.0,20.75,15.175
barchkr01,27,Krys Barch,31.5,FLA,LW,43.0,1.0,2.0,3.0,-4.0,84.25,-0.15,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.75,5.2
barkeca01,28,Cam Barker,25.0,VAN,D,30.333333333333332,1.0,2.0,3.0,-4.333333333333333,20.333333333333332,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,32.666666666666664,2.6666666666666665
bartkma01,29,Matt Bartkowski,24.0,BOS,D,26.2,0.0,4.8,4.8,2.6,15.4,1.02,0.0,0.0,0.0,0.0,4.8,0.0,0.0,33.8,0.0
bartuos01,30,Oskars Bartulis,24.0,PHI,D,13.0,0.0,0.0,0.0,-4.0,4.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
barbema01,31,Mark Barberio,23.0,TBL,D,34.333333333333336,2.0,3.6666666666666665,5.666666666666667,1.3333333333333333,14.666666666666666,1.2333333333333332,1.6666666666666667,0.3333333333333333,0.0,0.0,3.6666666666666665,0.0,0.0,36.0,3.733333333333334
barrity01,32,Tyson Barrie,21.5,COL,D,46.5,6.75,19.25,26.0,2.25,14.0,4.574999999999999,5.0,1.75,0.0,1.5,13.25,6.0,0.0,78.25,6.225
beaglja01,32,Jay Beagle,27.0,WSH,RW,48.8,4.4,4.6,9.0,-1.6,18.6,0.42000000000000004,4.4,0.0,0.0,1.0,4.4,0.0,0.2,55.2,7.56
beaucfr01,33,Francois Beauchemin,32.0,ANA,D,69.0,6.8,13.8,20.6,8.0,37.8,4.9399999999999995,5.2,1.6,0.0,0.6,10.6,2.6,0.6,105.8,6.5200000000000005
barkoal01,33,Aleksander Barkov,18.5,FLA,C,62.5,12.0,18.0,30.0,-3.5,13.0,2.75,9.0,3.0,0.0,2.0,14.5,3.5,0.0,105.0,11.1
beginst01,34,Steve Begin,33.0,CGY,C,19.0,2.0,2.0,4.0,-2.0,13.0,0.35000000000000003,1.5,0.0,0.5,1.0,2.0,0.0,0.0,16.5,6.45
belakwa01,35,Wade Belak,34.0,NSH,D,15.0,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
belaner01,36,Eric Belanger,34.0,EDM,C,62.0,5.666666666666667,14.0,19.666666666666668,-1.0,26.0,1.0,4.333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,11.333333333333334,2.6666666666666665,0.0,92.0,4.533333333333333
bartlvi01,36,Victor Bartley,25.0,NSH,D,37.0,0.3333333333333333,7.333333333333333,7.666666666666667,1.0,18.333333333333332,1.5333333333333332,0.3333333333333333,0.0,0.0,0.0,7.333333333333333,0.0,0.0,22.666666666666668,1.5999999999999999
belesma01,37,Matt Beleskey,24.0,ANA,LW,53.4,9.2,9.6,18.8,2.2,53.4,2.06,8.0,1.2,0.0,2.2,8.2,1.0,0.4,90.2,9.36
bennja01,39,Jamie Benn,23.0,DAL,LW,68.8,25.8,37.8,63.6,4.0,55.0,7.82,19.0,5.2,1.6,4.4,27.2,9.4,1.2,204.4,12.42
beaulna01,39,Nathan Beaulieu,21.0,MTL,D,29.0,0.3333333333333333,4.0,4.333333333333333,5.666666666666667,17.666666666666668,1.4333333333333333,0.3333333333333333,0.0,0.0,0.0,3.3333333333333335,0.6666666666666666,0.0,28.333333333333332,0.5333333333333333
beckta01,40,Taylor Beck,22.0,NSH,LW,28.333333333333332,3.6666666666666665,4.0,7.666666666666667,-2.0,8.666666666666666,0.5666666666666667,2.6666666666666665,1.0,0.0,1.0,3.6666666666666665,0.3333333333333333,0.0,42.0,6.0
benoian01,40,Andre Benoit,29.25,BUF,D,44.75,2.75,9.25,12.0,-5.25,15.0,1.975,2.0,0.5,0.25,1.0,6.5,2.5,0.25,56.25,3.6
bergese01,41,Sean Bergenheim,28.0,TOT,LW,65.0,14.0,11.0,25.0,-5.75,46.0,2.475,11.25,2.5,0.25,2.0,9.75,1.25,0.0,166.25,8.4
bellepi01,41,Pierre-Edouard Bellemare,29.0,PHI,LW,81.0,6.0,6.0,12.0,-3.0,18.0,0.1,6.0,0.0,0.0,1.0,6.0,0.0,0.0,113.0,5.3
bergema02,42,Marc-Andre Bergeron,31.0,TOT,D,30.333333333333332,2.3333333333333335,11.333333333333334,13.666666666666666,-2.6666666666666665,12.333333333333334,1.8333333333333333,2.0,0.3333333333333333,0.0,0.3333333333333333,6.0,5.333333333333333,0.0,53.333333333333336,4.233333333333333
bennjo01,42,Jordie Benn,25.5,DAL,D,45.0,1.5,9.5,11.0,2.0,18.5,2.025,1.0,0.5,0.0,0.0,8.25,0.75,0.5,48.25,2.35
bergepa01,43,Patrice Bergeron,27.0,BOS,C,72.8,21.4,32.6,54.0,24.0,30.2,6.9799999999999995,16.0,4.2,1.2,4.2,24.6,6.6,1.4,200.8,10.4
bellebr01,44,Brett Bellemore,25.0,CAR,D,40.333333333333336,1.3333333333333333,5.333333333333333,6.666666666666667,-0.6666666666666666,26.333333333333332,1.7333333333333334,1.3333333333333333,0.0,0.0,0.3333333333333333,5.333333333333333,0.0,0.0,27.666666666666668,3.8000000000000003
belovan01,44,Anton Belov,27.0,EDM,D,57.0,1.0,6.0,7.0,-12.0,34.0,0.9,1.0,0.0,0.0,0.0,4.0,2.0,0.0,54.0,1.9
bergfni01,44,Niclas Bergfors,23.5,NSH,RW,41.5,6.5,12.5,19.0,-5.5,5.0,1.6,5.0,1.5,0.0,1.0,9.5,3.0,0.0,81.5,8.5
berglpa01,45,Patrik Berglund,24.0,STL,C,73.2,16.8,18.0,34.8,1.4,26.4,3.8600000000000003,13.0,3.0,0.8,1.8,14.4,3.4,0.2,145.2,12.74
bernist01,46,Steve Bernier,27.0,NJD,RW,58.4,6.6,9.4,16.0,-5.6,23.0,1.22,4.8,1.8,0.0,0.8,8.0,1.4,0.0,83.8,7.3
bertuto01,47,Todd Bertuzzi,36.5,DET,RW,54.5,10.25,15.25,25.5,0.5,44.25,2.4,8.25,2.0,0.0,0.75,12.75,2.5,0.0,91.5,13.125
