Id,Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
actonke01,1,Keith Acton,33.0,TOT,C,71.0,8.8,13.8,22.6,-6.0,86.2,0.4,7.8,0.4,0.6,0.8,12.2,1.0,0.6,80.4,10.18
adamsgr02,2,Greg Adams,28.0,VAN,LW,63.4,23.8,25.2,49.0,5.0,17.6,4.24,14.6,8.4,0.8,2.6,16.6,6.8,1.8,155.2,15.34
adamsgr01,3,Greg Adams,29.0,TOT,LW,35.0,4.0,10.0,14.0,-2.0,33.0,0.4,4.0,0.0,0.0,0.0,9.0,1.0,0.0,27.0,14.8
aivazmi01,4,Micah Aivazoff,24.0,DET,LW,59.0,4.0,4.0,8.0,-1.0,38.0,-0.9,4.0,0.0,0.0,0.0,3.0,1.0,0.0,52.0,7.7
aholape01,4,Peter Ahola,24.0,CGY,D,41.0,3.3333333333333335,5.666666666666667,9.0,0.6666666666666666,45.666666666666664,2.0,3.3333333333333335,0.0,0.0,0.0,5.333333333333333,0.3333333333333333,0.0,38.333333333333336,5.666666666666667
agnewji01,4,Jim Agnew,24.5,HAR,D,16.75,0.0,0.0,0.0,-2.5,60.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0
albelto01,5,Tommy Albelin,27.0,NJD,D,46.4,2.2,12.2,14.4,5.4,32.2,2.8200000000000003,0.8,1.4,0.0,0.4,6.6,5.4,0.2,60.8,2.8
allismi01,6,Mike Allison,28.0,LAK,C,55.0,2.0,11.0,13.0,-6.0,78.0,-0.7,2.0,0.0,0.0,1.0,10.0,1.0,0.0,25.0,8.0
amontto01,6,Tony Amonte,22.0,TOT,RW,80.33333333333333,28.333333333333332,34.0,62.333333333333336,4.0,47.0,5.166666666666667,19.666666666666668,8.666666666666666,0.0,4.0,24.666666666666668,9.333333333333334,0.0,233.0,11.966666666666667
anderpe01,7,Perry Anderson,29.5,SJS,LW,24.5,2.0,4.0,6.0,-8.5,74.0,-0.15,2.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,3.5
andergl01,7,Glenn Anderson*,31.0,TOT,RW,76.0,25.0,33.0,58.0,-1.4,89.0,4.5200000000000005,15.2,9.6,0.2,4.2,21.2,11.6,0.2,179.0,13.940000000000001
andersh01,8,Shawn Anderson,23.0,WSH,D,39.25,1.5,7.0,8.5,0.25,14.75,1.975,0.75,0.75,0.0,0.0,5.25,1.75,0.0,33.25,4.475
andermi01,9,Mikael Andersson,25.0,TBL,RW,63.6,12.8,16.6,29.4,2.4,13.0,1.92,10.0,1.2,1.6,1.8,13.0,2.8,0.8,119.4,10.66
andreda01,10,Dave Andreychuk*,28.0,TOR,RW,79.8,44.8,43.2,88.0,6.8,59.8,8.66,21.4,22.4,1.0,4.2,22.8,20.4,0.0,284.0,16.06
archida01,11,Dave Archibald,22.333333333333332,OTT,RW,36.0,7.333333333333333,7.333333333333333,14.666666666666666,-7.333333333333333,19.333333333333332,0.7666666666666666,4.0,3.3333333333333335,0.0,0.6666666666666666,5.666666666666667,1.6666666666666667,0.0,71.33333333333333,10.166666666666666
antossh01,11,Shawn Antoski,21.5,VAN,LW,15.75,0.25,0.5,0.75,-3.5,54.75,-0.425,0.25,0.0,0.0,0.25,0.5,0.0,0.0,8.25,1.3333333333333333
anderpe03,11,Peter Andersson,27.5,TOT,D,23.5,3.0,6.5,9.5,-2.0,10.0,1.5,1.0,1.5,0.5,1.0,3.5,3.0,0.0,44.5,7.7
arniesc01,12,Scott Arniel,28.0,BOS,LW,61.0,9.333333333333334,11.333333333333334,20.666666666666668,-1.0,61.333333333333336,0.8333333333333334,8.666666666666666,0.3333333333333333,0.3333333333333333,2.0,10.666666666666666,0.0,0.6666666666666666,82.66666666666667,11.6
ashtobr01,13,Brent Ashton,30.5,TOT,LW,66.5,15.5,23.25,38.75,-0.5,49.5,2.45,12.25,2.5,0.75,2.25,19.25,3.5,0.5,122.0,12.525
babycda01,14,Dave Babych,30.0,VAN,D,54.2,3.6,22.2,25.8,-3.2,45.0,3.78,1.4,2.2,0.0,0.8,11.6,10.6,0.0,100.2,3.02
audetdo01,15,Donald Audette,22.5,BUF,RW,48.0,19.0,14.25,33.25,-2.0,42.75,3.05,12.5,6.25,0.25,2.75,10.5,3.75,0.0,117.25,17.7
bakerja01,15,Jamie Baker,25.0,SJS,C,42.4,8.0,8.8,16.8,-5.6,26.4,0.8200000000000001,5.2,2.6,0.2,1.0,5.6,3.2,0.0,64.6,12.425
baldehe01,16,Helmut Balderis,37.0,MNS,RW,26.0,3.0,6.0,9.0,0.0,2.0,0.3,1.0,2.0,0.0,0.0,5.0,1.0,0.0,30.0,10.0
barbedo01,17,Don Barber,26.0,TOT,LW,30.666666666666668,5.666666666666667,9.0,14.666666666666666,-2.6666666666666665,18.666666666666668,0.7333333333333334,4.333333333333333,1.3333333333333333,0.0,0.6666666666666666,6.333333333333333,2.6666666666666665,0.0,51.0,7.533333333333334
arnotja01,17,Jason Arnott,19.0,EDM,C,78.0,33.0,35.0,68.0,1.0,104.0,6.5,23.0,10.0,0.0,4.0,22.0,13.0,0.0,194.0,17.0
baronmu01,18,Murray Baron,24.0,STL,D,56.0,4.0,5.8,9.8,-5.2,72.4,2.5599999999999996,3.4,0.6,0.0,0.4,5.2,0.4,0.2,54.8,7.5
barrda01,19,Dave Barr,31.0,DAL,C,51.0,8.4,14.4,22.8,5.8,42.8,1.1800000000000002,6.2,0.8,1.4,0.6,13.0,0.4,1.0,60.8,13.12
barnest01,20,Stu Barnes,22.0,TOT,C,53.666666666666664,14.333333333333334,14.333333333333334,28.666666666666668,-0.3333333333333333,24.666666666666668,2.1999999999999997,9.0,5.0,0.3333333333333333,2.0,10.666666666666666,3.6666666666666665,0.0,106.66666666666667,13.5
bassebo01,21,Bob Bassen,26.0,TOT,RW,60.0,9.2,13.8,23.0,2.6,104.0,1.06,8.2,0.2,0.8,0.4,12.8,0.2,0.8,83.0,11.959999999999999
baumgke01,22,Ken Baumgartner,25.0,TOR,LW,65.0,1.4,3.2,4.6,-8.8,213.8,-0.7,1.4,0.0,0.0,0.0,3.2,0.0,0.0,32.4,4.12
bawaro01,23,Robin Bawa,25.25,MDA,RW,15.25,1.5,0.25,1.75,-7.75,15.0,-0.325,1.5,0.0,0.0,0.25,0.25,0.0,0.0,7.0,30.0
beckba01,24,Barry Beck,32.0,LAK,D,52.0,1.0,7.0,8.0,3.0,53.0,1.6,1.0,0.0,0.0,0.0,7.0,0.0,0.0,36.0,2.8
barnama01,24,Matthew Barnaby,19.5,BUF,LW,18.5,1.5,2.0,3.5,-3.5,58.0,-0.09999999999999999,0.5,1.0,0.0,0.0,1.5,0.5,0.0,10.5,13.95
beersbo01,25,Bob Beers,24.0,TOT,D,39.2,4.6,12.6,17.2,-13.2,40.2,2.1799999999999997,2.0,2.6,0.0,0.0,5.2,7.2,0.2,71.8,3.65
bellobr01,27,Brian Bellows,27.0,MTL,RW,79.8,38.6,43.0,81.6,-4.6,47.2,7.24,22.4,15.8,0.4,4.8,25.0,17.6,0.4,272.4,14.080000000000002
belanje01,27,Jesse Belanger,23.0,FLA,C,31.0,7.0,11.666666666666666,18.666666666666668,-1.3333333333333333,6.666666666666667,1.3666666666666665,3.3333333333333335,3.6666666666666665,0.0,1.0,7.666666666666667,4.0,0.0,44.0,11.0
bennead01,29,Adam Bennett,21.0,EDM,D,23.0,1.0,2.6666666666666665,3.6666666666666665,-3.0,23.0,0.9333333333333332,0.6666666666666666,0.3333333333333333,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,26.0,1.7666666666666666
bennibr01,29,Brian Benning,25.0,FLA,D,63.8,6.6,26.6,33.2,-0.6,125.2,4.659999999999999,3.6,3.0,0.0,0.2,15.0,11.6,0.0,124.2,5.4799999999999995
benniji01,30,Jim Benning,26.0,VAN,D,45.0,3.0,9.0,12.0,4.0,26.0,2.9,2.0,0.0,1.0,0.0,6.0,3.0,0.0,49.0,6.1
berezpe01,31,Perry Berezan,26.5,SJS,RW,52.5,7.25,7.25,14.5,-12.5,29.75,0.175,4.5,1.5,1.25,0.75,6.25,0.25,0.75,74.25,9.475
berehdr01,31,Drake Berehowsky,20.5,TOR,D,24.75,1.5,6.0,7.5,-2.0,37.25,1.475,0.75,0.75,0.0,0.75,2.25,3.75,0.0,18.5,5.566666666666667
bautise01,32,Sergei Bautin,25.5,TOT,D,65.5,2.5,12.5,15.0,-7.0,87.0,2.55,2.5,0.0,0.0,0.0,11.0,1.5,0.0,60.5,3.05
bergema01,32,Marc Bergevin,26.0,TBL,D,51.6,2.0,9.6,11.6,-9.0,50.2,2.42,1.0,0.8,0.2,0.4,7.0,2.0,0.6,51.0,2.3
beranjo01,32,Josef Beranek,23.0,PHI,LW,68.0,18.333333333333332,18.333333333333332,36.666666666666664,-4.0,60.333333333333336,2.4,16.0,2.3333333333333335,0.0,1.0,15.0,3.3333333333333335,0.0,130.33333333333334,14.033333333333333
bergbi01,33,Bill Berg,24.5,TOR,LW,72.0,8.75,11.25,20.0,-5.25,72.75,0.375,7.75,0.25,0.75,1.0,10.25,0.0,1.0,91.75,9.35
