Id,Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
aaltoan01,1,Antti Aalto,24.5,MDA,C,37.5,4.0,6.0,10.0,-6.0,14.0,0.44999999999999996,3.5,0.5,0.0,0.5,6.0,0.0,0.0,60.0,6.25
abidra01,1,Ramzi Abid,22.5,PIT,LW,24.5,6.5,5.0,11.5,-4.5,29.5,1.2,3.5,3.0,0.0,2.0,3.0,2.0,0.0,47.0,12.75
adamscr01,3,Craig Adams,24.5,CAR,LW,59.5,3.5,5.75,9.25,-5.25,49.5,0.3,3.0,0.25,0.25,0.25,5.5,0.25,0.0,62.25,4.675
adamsgr02,3,Greg Adams,36.5,FLA,LW,64.5,15.0,19.5,34.5,-2.0,12.0,3.25,11.5,3.5,0.0,0.5,16.0,3.5,0.0,97.5,15.7
adamske01,4,Kevyn Adams,27.0,CAR,C,71.4,8.2,11.6,19.8,-2.2,47.2,1.4,7.2,0.0,1.0,1.2,10.2,0.6,0.8,118.6,7.12
afinoma01,5,Maxim Afinogenov,22.0,BUF,RW,66.4,14.6,15.8,30.4,-5.6,45.6,3.14,11.8,2.6,0.2,2.6,11.6,4.2,0.0,155.4,9.379999999999999
afanadm01,6,Dmitry Afanasenkov,21.333333333333332,TBL,RW,28.333333333333332,2.3333333333333335,3.6666666666666665,6.0,-1.3333333333333333,5.333333333333333,0.26666666666666666,2.3333333333333335,0.0,0.0,0.3333333333333333,3.0,0.6666666666666666,0.0,35.666666666666664,6.2
aitkejo01,6,Johnathan Aitken,23.0,CHI,D,22.0,0.0,0.5,0.5,-6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.5,0.0
alexeni01,6,Nikita Alexeev,20.5,TBL,RW,40.5,4.0,3.0,7.0,-7.5,8.0,0.15000000000000002,3.0,1.0,0.0,1.0,2.5,0.5,0.0,49.5,8.1
alatami01,7,Mika Alatalo,28.5,PHX,LW,76.0,8.5,14.5,23.0,-1.0,29.0,1.6,8.0,0.5,0.0,1.0,14.0,0.5,0.0,85.5,10.100000000000001
albelto01,8,Tommy Albelin,37.0,NJD,D,48.4,1.6,7.4,9.0,3.2,9.6,2.4799999999999995,0.8,0.4,0.4,0.4,4.6,2.6,0.2,39.2,4.4399999999999995
alfreda01,10,Daniel Alfredsson*,29.0,OTT,RW,71.6,28.2,43.4,71.6,10.4,33.8,8.74,19.4,8.2,0.6,3.6,24.6,18.2,0.6,216.6,12.98
allisja01,11,Jamie Allison,26.0,NSH,D,48.4,0.4,2.4,2.8,-5.4,76.4,0.5,0.4,0.0,0.0,0.0,2.4,0.0,0.0,19.6,2.1
allenbr01,11,Bryan Allen,21.5,VAN,D,34.75,1.75,2.0,3.75,-0.25,43.25,0.925,1.75,0.0,0.0,0.25,1.75,0.25,0.0,29.75,3.625
allisja02,12,Jason Allison,25.5,LAK,C,54.5,17.75,38.5,56.25,2.0,48.75,5.9,11.75,5.25,0.75,3.0,17.25,21.0,0.25,109.0,15.35
amontto01,13,Tony Amonte,31.0,PHI,RW,79.6,29.0,34.6,63.6,2.4,47.0,7.18,20.0,7.4,1.6,3.4,21.6,12.8,0.2,225.6,12.62
andermi01,14,Mikael Andersson,33.0,TOT,LW,55.0,2.0,6.0,8.0,-3.0,4.0,0.1,1.0,0.0,1.0,0.0,5.0,0.0,1.0,57.0,3.5
anderni01,15,Niklas Andersson,28.5,CGY,LW,17.5,1.5,4.5,6.0,-1.5,6.0,0.35000000000000003,1.0,0.5,0.0,0.0,2.5,1.5,0.5,19.5,4.85
andreda01,16,Dave Andreychuk*,38.0,TBL,RW,77.4,20.4,15.6,36.0,-10.6,49.4,3.5799999999999996,10.2,10.0,0.2,4.0,6.6,8.8,0.2,169.6,12.580000000000002
arnasty01,16,Tyler Arnason,23.0,CHI,C,61.666666666666664,14.666666666666666,18.0,32.666666666666664,-3.0,13.333333333333334,3.5333333333333337,11.666666666666666,3.0,0.0,2.6666666666666665,11.666666666666666,6.333333333333333,0.0,139.66666666666666,12.133333333333333
arkhide01,18,Denis Arkhipov,22.5,NSH,C,68.25,11.5,16.25,27.75,-9.5,18.5,2.4000000000000004,8.25,3.25,0.0,2.5,11.0,5.25,0.0,99.75,12.125
antroni01,18,Nik Antropov,21.0,TOR,C,52.6,9.6,15.4,25.0,7.2,52.2,2.7,8.6,0.6,0.4,2.2,11.8,3.6,0.0,72.6,12.120000000000001
armstde01,19,Derek Armstrong,28.0,LAK,C,31.75,6.5,11.75,18.25,2.25,15.75,1.9249999999999998,4.75,1.75,0.0,0.5,8.5,3.25,0.0,53.5,6.300000000000001
arnotja01,20,Jason Arnott,27.0,DAL,C,69.6,22.4,29.6,52.0,15.8,61.6,6.58,15.0,7.4,0.0,4.2,22.6,7.0,0.0,178.2,13.040000000000001
arvedma01,21,Magnus Arvedson,30.0,VAN,C,58.6,13.6,16.8,30.4,14.8,31.0,3.54,11.8,1.2,0.6,3.4,14.6,1.4,0.8,96.6,14.86
ashamar01,22,Arron Asham,23.0,NYI,LW,54.2,7.6,8.0,15.6,-4.0,57.4,1.34,6.4,1.0,0.2,0.4,6.8,1.0,0.2,62.6,12.22
averyse01,23,Sean Avery,22.0,LAK,LW,54.333333333333336,5.666666666666667,10.0,15.666666666666666,3.3333333333333335,160.66666666666666,1.5,5.666666666666667,0.0,0.0,1.6666666666666667,8.666666666666666,1.3333333333333333,0.0,71.33333333333333,8.033333333333333
aulinja01,24,Jared Aulin,20.0,LAK,C,17.0,2.0,2.0,4.0,-3.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,9.5
atchebl01,24,Blair Atcheynum,30.5,CHI,RW,33.0,3.0,4.5,7.5,-7.5,4.0,0.15000000000000002,3.0,0.0,0.0,0.0,4.5,0.0,0.0,33.0,8.0
aubinse01,25,Serge Aubin,26.0,ATL,LW,59.8,7.4,9.4,16.8,-8.2,56.4,0.8800000000000001,7.0,0.4,0.0,1.4,8.6,0.2,0.6,73.8,10.440000000000001
aucoiad01,26,Adrian Aucoin,28.0,NYI,D,73.0,9.4,23.6,33.0,11.8,52.2,7.0,5.0,4.4,0.0,1.0,11.0,12.0,0.6,181.0,5.26
audetdo01,27,Donald Audette,32.0,TOT,RW,55.4,15.6,21.2,36.8,-3.4,42.0,3.78,9.8,5.4,0.4,2.8,12.2,9.0,0.0,138.8,10.120000000000001
backmch01,27,Christian Backman,22.5,STL,D,35.0,2.5,6.5,9.0,0.0,8.0,2.25,2.0,0.5,0.0,0.0,4.5,2.0,0.0,48.0,2.7
axelspj01,28,P.J. Axelsson,26.0,BOS,LW,74.8,9.6,16.2,25.8,1.0,26.6,1.8399999999999999,8.4,0.4,0.8,1.6,14.6,0.6,1.0,137.6,7.18
balejjo01,29,Jozef Balej,21.0,TOT,RW,17.0,1.0,4.0,5.0,-1.0,4.0,0.2,1.0,0.0,0.0,0.0,3.0,1.0,0.0,29.0,3.4
barnama01,31,Matthew Barnaby,28.0,TOT,RW,75.6,11.0,16.0,27.0,2.0,195.0,2.54,10.4,0.6,0.0,1.6,14.8,1.2,0.0,84.8,12.6
barnest01,32,Stu Barnes,31.0,DAL,C,76.6,16.0,24.8,40.8,-0.6,22.8,3.9199999999999995,10.8,4.0,1.2,3.6,17.2,7.0,0.6,141.6,11.34
baronmu01,33,Murray Baron,34.0,STL,D,76.4,1.8,6.6,8.4,2.0,64.2,2.58,1.8,0.0,0.0,0.2,5.6,0.2,0.8,46.6,3.9800000000000004
barrile01,34,Len Barrie,30.5,FLA,LW,60.0,7.0,16.0,23.0,6.5,98.5,2.05,6.5,0.0,0.5,1.0,14.0,2.0,0.0,54.5,12.600000000000001
beauder01,34,Eric Beaudoin,22.0,FLA,LW,17.666666666666668,1.0,2.6666666666666665,3.6666666666666665,-5.0,13.666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.0,17.333333333333332,5.266666666666667
bartelu01,35,Lubos Bartecko,24.5,ATL,LW,56.25,10.25,13.5,23.75,2.75,25.25,2.5,9.25,1.0,0.0,1.75,12.0,1.5,0.0,69.0,14.4
bednaja01,35,Jaroslav Bednar,26.0,FLA,RW,34.0,3.3333333333333335,8.333333333333334,11.666666666666666,-0.3333333333333333,10.0,0.9666666666666668,2.3333333333333335,1.0,0.0,1.0,8.0,0.3333333333333333,0.0,44.666666666666664,10.200000000000001
bassebo01,37,Bob Bassen,34.0,STL,C,27.0,1.0,3.0,4.0,-3.0,26.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,3.8
baydary01,38,Ryan Bayda,22.5,CAR,LW,34.5,3.5,6.5,10.0,-9.5,19.0,0.4,3.5,0.0,0.0,1.0,4.5,2.0,0.0,57.0,6.3999999999999995
batessh01,38,Shawn Bates,26.0,NYI,C,60.6,9.2,19.4,28.6,-5.6,33.6,2.16,6.6,0.4,2.2,1.4,13.0,6.2,0.2,103.0,8.1
battaba01,39,Bates Battaglia,26.0,TOT,LW,78.4,11.8,16.8,28.6,-8.6,60.2,2.04,9.2,2.2,0.4,2.2,14.2,2.6,0.0,115.8,10.16
beginst01,41,Steve Begin,23.0,MTL,C,34.0,4.2,2.4,6.6,-1.4,42.0,0.6,3.8,0.2,0.2,0.4,2.4,0.0,0.0,44.2,12.04
beechkr01,42,Kris Beech,20.5,PIT,C,24.75,2.5,4.25,6.75,-7.5,14.75,0.175,2.0,0.5,0.0,0.0,2.75,1.5,0.0,34.5,2.6333333333333333
belakwa01,43,Wade Belak,25.0,TOR,D,46.2,1.2,2.6,3.8,-2.0,135.8,0.76,1.2,0.0,0.0,0.0,2.6,0.0,0.0,24.4,4.84
belanje01,44,Jesse Belanger,30.5,NYI,C,14.0,1.5,3.0,4.5,-1.5,2.0,0.4,1.5,0.0,0.0,0.0,2.5,0.5,0.0,14.0,7.15
belaner01,45,Eric Belanger,24.5,LAK,C,64.5,11.5,16.75,28.25,-1.25,26.75,2.475,9.0,0.75,1.75,1.25,13.0,3.5,0.25,98.25,11.75
belanke01,45,Ken Belanger,26.5,LAK,LW,31.0,1.5,1.0,2.5,-3.75,66.75,0.025,1.5,0.0,0.0,0.25,1.0,0.0,0.0,19.25,8.266666666666667
beranjo01,46,Josef Beranek,30.5,PIT,LW,70.5,11.0,13.0,24.0,-9.5,50.0,1.2000000000000002,8.0,3.0,0.0,1.5,9.5,3.5,0.0,145.5,7.65
berarbr01,47,Bryan Berard,24.25,CHI,D,71.0,7.0,27.5,34.5,-4.5,54.75,4.949999999999999,4.25,2.75,0.0,0.25,15.75,11.5,0.25,159.5,3.975
berehdr01,48,Drake Berehowsky,30.0,TOT,D,55.8,5.6,13.0,18.6,-4.8,72.4,3.44,3.2,2.4,0.0,0.6,6.4,6.6,0.0,65.0,8.940000000000001
bellma01,49,Mark Bell,21.5,CHI,LW,64.25,11.75,14.0,25.75,-5.0,86.75,2.3,10.5,0.75,0.5,0.5,11.0,3.0,0.0,115.75,7.85
benysla01,50,Ladislav Benysek,26.0,MIN,D,53.0,1.0,4.0,5.0,-8.666666666666666,24.666666666666668,1.3666666666666665,0.6666666666666666,0.3333333333333333,0.0,0.0,3.0,1.0,0.0,33.0,2.1666666666666665
berglch01,50,Christian Berglund,22.0,TOT,RW,28.666666666666668,3.6666666666666665,5.333333333333333,9.0,-2.0,14.0,0.7999999999999999,3.6666666666666665,0.0,0.0,0.0,4.666666666666667,0.6666666666666666,0.0,40.666666666666664,9.033333333333333
berezse01,50,Sergei Berezin,29.5,TOT,LW,71.25,20.5,18.25,38.75,4.75,7.5,4.425,14.5,6.0,0.0,3.5,15.0,3.25,0.0,224.0,9.125
bergak01,51,Aki Berg,24.0,TOR,D,73.4,2.6,8.2,10.8,2.4,40.8,2.52,2.0,0.6,0.0,0.6,7.4,0.6,0.2,59.4,4.779999999999999
bergese01,52,Sean Bergenheim,19.0,NYI,LW,18.0,1.0,1.0,2.0,-4.0,4.0,-0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,8.3
