Player,Pos,Id,label,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
Beau Bennett,RW,bennebe01,0,39,25.0,34.666666666666664,4.666666666666667,5.666666666666667,10.333333333333334,-2.0,10.0,0.9333333333333332,4.0,0.6666666666666666,0.0,0.3333333333333333,4.666666666666667,1.0,0.0,53.0,6.466666666666666
Anthony Beauvillier,LW,beauvan01,1,39,20.5,71.5,16.5,15.25,31.75,-1.75,12.25,3.1,14.5,1.75,0.25,2.75,12.5,2.75,0.0,130.25,12.475
Sam Bennett,C,bennesa01,0,40,21.0,72.6,12.6,12.8,25.4,-10.4,60.0,1.8399999999999999,10.2,2.4,0.0,1.0,10.6,2.0,0.2,122.4,10.4
Drake Batherson,C,bathedr01,0,41,20.5,21.5,3.0,6.5,9.5,-7.0,9.5,0.5,1.5,1.5,0.0,1.0,3.5,3.0,0.0,25.0,13.05
Patrice Bergeron,C,bergepa01,1,42,32.0,69.8,29.2,34.6,63.8,18.2,31.4,8.379999999999999,17.6,10.0,1.6,5.4,20.8,12.0,1.8,243.2,12.52
Patrik Berglund,C,berglpa01,0,43,28.5,51.0,13.0,6.75,19.75,-4.0,21.0,2.125,10.0,2.75,0.25,3.5,5.0,1.75,0.0,92.5,12.675
J.C. Beaudin,C,beaudje01,0,44,22.0,22.0,0.0,1.0,1.0,-4.0,7.0,-0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0
Bryan Bickell,LW,bickebr01,0,46,29.5,18.0,0.5,1.0,1.5,-4.5,3.0,-0.25,0.0,0.5,0.0,0.5,1.0,0.0,0.0,14.5,6.25
Emil Bemstrom,C,bemstem01,0,50,20.0,56.0,10.0,10.0,20.0,-10.0,8.0,1.7,5.0,5.0,0.0,4.0,7.0,3.0,0.0,97.0,10.3
Tyler Bertuzzi,LW,bertuty01,0,51,22.5,49.75,12.25,17.5,29.75,-5.0,28.75,2.8,10.5,1.75,0.0,1.5,13.75,3.75,0.0,86.5,10.175
Oliver Bjorkstrand,RW,bjorkol01,0,51,22.0,49.2,13.0,13.6,26.6,6.0,7.0,3.22,11.2,1.8,0.0,2.2,11.8,1.8,0.0,113.2,12.180000000000001
Nick Bjugstad,C,bjugsni01,0,52,25.0,56.0,11.2,13.8,25.0,-2.6,28.4,2.3400000000000003,9.2,2.0,0.0,1.4,9.6,4.2,0.0,132.8,7.9
Joseph Blandisi,C,blandjo01,0,53,23.0,20.2,2.0,4.2,6.2,-5.2,15.6,0.34,1.0,1.0,0.0,0.8,3.0,1.2,0.0,18.2,8.16
Mikkel Boedker,RW,boedkmi01,0,56,28.0,65.2,10.2,20.4,30.6,-11.4,8.0,2.2800000000000002,8.0,1.8,0.4,2.4,15.2,5.2,0.0,104.8,9.18
Jared Boll,RW,bollja01,0,58,30.0,30.333333333333332,0.6666666666666666,1.6666666666666667,2.3333333333333335,-2.0,54.666666666666664,-0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,9.333333333333334,11.366666666666667
Dave Bolland,C,bollada01,0,59,29.0,25.0,1.0,4.0,5.0,-2.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,26.0,3.8
Brandon Bollig,LW,bollibr01,0,60,29.0,54.0,2.0,2.0,4.0,-10.0,103.0,-0.7,2.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,3.6
Nick Bonino,C,boninni01,1,61,29.0,72.4,14.8,17.4,32.2,11.2,20.2,3.2399999999999998,12.0,2.4,0.4,1.0,16.2,1.0,0.2,108.8,13.64
Brock Boeser,RW,boesebr01,1,62,20.5,49.25,18.75,21.5,40.25,-0.75,13.0,4.575,13.0,5.75,0.0,2.75,13.75,7.75,0.0,145.5,13.525
Anders Bjork,LW,bjorkan01,0,62,22.0,36.0,4.666666666666667,6.666666666666667,11.333333333333334,2.0,6.0,0.9666666666666668,3.6666666666666665,1.0,0.0,0.0,6.333333333333333,0.3333333333333333,0.0,38.0,10.833333333333334
Colin Blackwell,C,blackco01,0,63,25.5,16.5,1.5,3.5,5.0,3.0,6.0,0.5,1.5,0.0,0.0,0.0,3.5,0.0,0.0,18.0,4.85
Reid Boucher,C,bouchre01,0,64,23.5,24.75,4.25,4.25,8.5,-7.75,3.5,0.675,3.25,1.0,0.0,1.25,3.0,1.25,0.0,45.25,9.166666666666666
Sammy Blais,LW,blaissa01,0,65,22.0,27.666666666666668,3.0,3.6666666666666665,6.666666666666667,-0.6666666666666666,10.666666666666666,0.4666666666666666,2.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,30.666666666666668,9.733333333333333
Lance Bouma,C,boumala01,0,66,26.0,52.666666666666664,2.6666666666666665,5.0,7.666666666666667,-2.3333333333333335,34.0,0.0,2.6666666666666665,0.0,0.0,0.6666666666666666,4.0,0.3333333333333333,0.6666666666666666,52.666666666666664,5.066666666666666
Teddy Blueger,C,bluegte01,0,67,24.5,48.5,7.5,8.5,16.0,4.5,20.0,1.35,7.0,0.0,0.5,1.5,6.5,0.0,2.0,67.5,13.5
Gabriel Bourque,LW,bourqga01,0,67,27.0,38.6,2.0,3.8,5.8,-0.8,9.4,0.12000000000000002,2.0,0.0,0.0,0.4,3.6,0.0,0.2,28.0,5.4799999999999995
Rene Bourque,RW,bourqre01,0,68,34.5,57.0,7.5,5.5,13.0,-14.0,47.0,0.6,6.5,1.0,0.0,1.0,5.5,0.0,0.0,94.0,7.3500000000000005
Brad Boyes,RW,boyesbr01,0,71,33.0,60.0,8.0,16.0,24.0,-6.0,12.0,2.1,6.0,2.0,0.0,1.0,13.0,3.0,0.0,85.0,9.4
Brian Boyle,C,boylebr01,0,72,33.0,66.4,12.6,8.8,21.4,-6.4,44.6,1.98,8.4,3.6,0.6,2.6,7.0,1.6,0.2,109.4,11.42
Tyler Bozak,C,bozakty01,1,74,31.0,71.0,13.4,26.6,40.0,-1.4,21.2,3.6799999999999997,9.8,3.4,0.2,1.8,19.4,7.2,0.0,129.6,10.540000000000001
David Booth,LW,boothda01,0,74,33.0,28.0,4.0,1.0,5.0,-5.0,10.0,0.4,4.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,12.1
Derick Brassard,C,brassde01,1,75,30.0,73.8,17.2,22.4,39.6,0.6,28.6,4.04,13.0,4.2,0.0,2.4,16.6,5.8,0.0,158.8,10.9
Henrik Borgström,C,borgshe01,0,76,21.0,19.333333333333332,3.0,3.3333333333333335,6.333333333333333,-5.666666666666667,2.0,0.3333333333333334,2.0,1.0,0.0,0.0,2.0,1.3333333333333333,0.0,21.0,10.5
Connor Brickley,C,brickco01,0,78,24.666666666666668,27.0,2.0,5.0,7.0,-0.6666666666666666,14.0,0.43333333333333335,2.0,0.0,0.0,1.0,5.0,0.0,0.0,31.0,6.6000000000000005
Jesper Boqvist,C,boqvije01,0,78,21.0,35.0,4.0,0.0,4.0,-11.0,8.0,-0.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,9.8
Kyle Brodziak,C,brodzky01,0,81,32.5,74.0,7.75,9.25,17.0,0.0,32.5,1.2249999999999999,6.5,0.0,1.25,2.5,8.75,0.0,0.5,72.75,11.425
Troy Brouwer,RW,brouwtr01,0,82,32.0,64.0,10.0,11.6,21.6,-4.2,40.0,1.7,7.2,2.4,0.4,1.4,8.4,2.8,0.4,81.0,11.540000000000001
Connor Brown,RW,brownco02,0,84,24.0,64.8,11.8,16.6,28.4,1.2,13.6,2.4,10.0,1.4,0.4,1.4,13.4,2.0,1.2,105.4,10.78
Dustin Brown,RW,browndu01,1,85,33.0,76.2,18.4,23.8,42.2,0.8,31.2,4.32,12.8,5.0,0.6,2.2,20.2,3.2,0.4,192.8,9.58
J.T. Brown,RW,brownjt01,0,86,26.5,61.25,4.0,6.75,10.75,1.0,46.25,0.575,3.75,0.0,0.25,0.5,6.25,0.0,0.5,75.75,5.15
Travis Boyd,C,boydtr01,0,86,25.0,28.333333333333332,2.6666666666666665,7.666666666666667,10.333333333333334,5.666666666666667,3.3333333333333335,0.9666666666666668,2.6666666666666665,0.0,0.0,0.3333333333333333,6.666666666666667,1.0,0.0,21.0,8.6
Mike Brown,RW,brownmi02,0,87,30.0,58.0,2.0,3.0,5.0,-5.0,90.0,-0.2,2.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,3.9
Pavel Buchnevich,LW,buchnpa01,1,88,22.5,61.75,14.75,22.0,36.75,-1.25,17.5,3.5999999999999996,10.5,4.25,0.0,1.5,16.0,6.0,0.0,114.5,13.3
Jesper Bratt,RW,brattje01,1,90,20.0,61.666666666666664,12.333333333333334,21.0,33.333333333333336,-10.0,10.0,2.9333333333333336,10.0,2.0,0.3333333333333333,1.6666666666666667,14.0,6.666666666666667,0.3333333333333333,97.33333333333333,12.533333333333333
Andre Burakovsky,LW,burakan01,1,90,22.0,66.6,14.6,19.0,33.6,6.6,17.8,3.78,13.2,1.4,0.0,3.4,15.4,3.6,0.0,104.8,14.0
Alexander Burmistrov,C,burmial01,0,91,25.0,51.333333333333336,4.666666666666667,9.666666666666666,14.333333333333334,-7.666666666666667,18.666666666666668,0.5,3.0,1.6666666666666667,0.0,0.6666666666666666,8.0,1.0,0.6666666666666666,55.0,9.700000000000001
Alexandre Burrows,LW,burroal01,0,93,35.0,75.0,10.0,12.333333333333334,22.333333333333332,-6.0,56.666666666666664,1.7000000000000002,8.333333333333334,1.6666666666666667,0.0,1.3333333333333333,10.333333333333334,1.6666666666666667,0.3333333333333333,122.66666666666667,7.966666666666666
Paul Byron,C,byronpa01,1,96,28.0,62.0,14.4,13.0,27.4,5.8,16.8,3.14,12.4,0.4,1.6,2.4,10.8,1.4,0.8,76.8,18.419999999999998
Drake Caggiula,LW,caggidr01,0,97,23.5,55.5,10.25,8.75,19.0,-4.5,28.25,1.575,8.25,1.5,0.5,1.25,7.5,0.75,0.5,87.25,12.15
Ryan Callahan,RW,callary01,0,97,31.5,52.5,6.0,10.75,16.75,-1.5,27.75,1.025,4.75,1.0,0.25,1.25,9.5,0.75,0.5,89.5,7.375
Matt Calvert,LW,calvema01,0,98,28.0,67.8,10.6,12.2,22.8,-2.0,45.8,1.8199999999999998,8.4,0.6,1.6,0.6,11.2,0.2,0.8,108.8,10.02
Mike Cammalleri,C,cammami01,1,99,34.0,56.333333333333336,10.333333333333334,22.333333333333332,32.666666666666664,1.0,19.0,3.4666666666666663,8.0,2.3333333333333335,0.0,1.3333333333333333,16.666666666666668,5.666666666666667,0.0,123.66666666666667,8.799999999999999
Gregory Campbell,C,campbgr01,0,102,32.0,82.0,3.0,8.0,11.0,-6.0,78.0,-0.2,3.0,0.0,0.0,2.0,8.0,0.0,0.0,58.0,5.2
Paul Carey,C,careypa01,0,103,29.0,15.6,1.6,1.4,3.0,-3.2,4.0,0.12,1.2,0.2,0.2,0.2,1.4,0.0,0.0,13.6,8.425
Connor Bunnaman,RW,bunnaco01,0,104,21.0,21.0,1.0,1.0,2.0,7.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5.6
Ryan Carpenter,C,carpery01,0,107,27.0,40.2,3.8,6.6,10.4,-1.2,10.2,0.5399999999999999,3.2,0.0,0.6,0.4,6.0,0.0,0.6,57.4,7.325
Daniel Carr,LW,carrda01,0,108,26.0,22.2,3.2,4.0,7.2,0.0,5.2,0.72,2.6,0.6,0.0,0.4,3.8,0.2,0.0,32.0,9.52
Jeff Carter,C,carteje01,1,112,33.0,64.4,19.8,22.2,42.0,-3.4,28.2,4.84,13.4,5.6,0.8,5.0,15.2,6.6,0.4,186.6,10.96
William Carrier,LW,carriwi01,0,113,23.5,50.75,5.25,4.5,9.75,-2.0,27.0,0.6499999999999999,5.25,0.0,0.0,0.75,4.5,0.0,0.0,71.5,7.1
Ryan Carter,LW,cartery01,0,113,32.0,60.0,7.0,5.0,12.0,-3.0,48.0,1.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,62.0,11.3
Michael Chaput,C,chapumi01,0,116,25.0,23.8,1.0,2.2,3.2,-3.8,11.0,-0.1,1.0,0.0,0.0,0.0,2.2,0.0,0.0,21.8,3.2600000000000002
Alex Chiasson,RW,chiasal01,0,119,27.0,71.4,12.4,11.2,23.6,-1.4,38.2,2.06,8.2,3.4,0.8,1.6,7.4,3.2,0.6,94.2,13.02
Jason Chimera,LW,chimeja01,1,120,37.0,79.33333333333333,14.333333333333334,14.333333333333334,28.666666666666668,-3.6666666666666665,33.0,2.8000000000000003,12.0,1.3333333333333333,1.0,1.6666666666666667,12.666666666666666,1.6666666666666667,0.0,121.66666666666667,10.799999999999999
Kyle Chipchura,C,chipcky01,0,121,29.0,70.0,4.0,8.0,12.0,-10.0,38.0,0.2,4.0,0.0,0.0,1.0,7.0,1.0,0.0,47.0,8.5
Casey Cizikas,C,cizikca01,0,123,26.0,64.8,10.6,13.0,23.6,7.0,32.2,2.4,9.2,0.0,1.4,1.8,12.0,0.2,1.0,83.6,12.34
David Clarkson,RW,clarkda03,0,125,31.0,23.0,2.0,2.0,4.0,-8.0,23.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,24.0,8.3
Kyle Clifford,LW,cliffky01,0,127,27.0,64.0,6.6,7.2,13.8,-2.0,71.8,1.06,6.4,0.2,0.0,0.4,7.2,0.0,0.0,99.2,6.540000000000001
Rich Clune,LW,cluneri01,0,128,28.0,19.0,0.0,4.0,4.0,1.0,22.0,0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0
Cal Clutterbuck,RW,cluttca01,0,129,30.0,65.8,7.8,10.4,18.2,2.8,33.8,1.4,6.4,0.6,0.8,1.8,9.6,0.2,0.6,85.2,9.6
Colby Cave,C,caveco01,0,130,24.0,22.333333333333332,1.3333333333333333,1.6666666666666667,3.0,-2.6666666666666665,7.333333333333333,-0.10000000000000002,1.3333333333333333,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,21.666666666666668,8.4
Andrew Cogliano,LW,coglian01,0,131,30.0,78.0,9.2,17.4,26.6,6.8,29.4,2.46,7.4,0.2,1.6,1.4,16.8,0.0,0.6,131.6,6.58
Joe Colborne,C,colbojo01,0,133,26.5,67.5,11.5,14.5,26.0,-15.0,30.5,2.05,9.0,2.5,0.0,1.0,13.0,1.5,0.0,74.0,13.65
Blake Coleman,C,colembl01,0,134,26.5,61.5,14.25,9.5,23.75,-4.75,51.0,2.275,11.0,1.0,2.25,1.75,8.25,0.5,0.75,147.0,8.275
J.T. Compher,LW,comphj.01,0,136,22.5,55.75,10.75,12.0,22.75,-7.0,18.25,1.625,7.0,2.5,1.25,2.5,8.25,3.0,0.75,96.25,10.975
Blake Comeau,RW,comeabl01,0,136,31.0,73.8,9.6,15.2,24.8,-7.2,48.8,1.6200000000000003,7.4,0.8,1.4,2.2,13.8,1.2,0.2,108.8,8.92
Erik Condra,RW,condrer01,0,137,30.333333333333332,24.333333333333332,2.3333333333333335,1.6666666666666667,4.0,-3.3333333333333335,13.333333333333334,0.13333333333333333,2.3333333333333335,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,25.333333333333332,6.766666666666667
Filip Chlapik,C,chlapfi01,0,139,21.0,18.666666666666668,1.6666666666666667,2.0,3.6666666666666665,-4.666666666666667,6.0,0.06666666666666667,1.6666666666666667,0.0,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,19.0,9.0
Brett Connolly,RW,connobr01,1,139,25.0,71.4,16.0,14.8,30.8,4.6,28.0,3.4,13.6,2.4,0.0,3.0,13.4,1.4,0.0,99.8,16.48
Andrew Copp,C,coppan01,0,140,23.0,71.0,9.2,12.6,21.8,10.0,10.8,2.02,8.2,0.2,0.8,1.6,11.8,0.0,0.8,86.0,11.16
Kyle Connor,LW,connoky01,1,141,21.5,62.25,26.25,24.0,50.25,-0.5,18.0,5.675,19.0,6.75,0.5,5.0,18.25,5.5,0.25,170.5,13.825000000000001
Filip Chytil,C,chytifi01,0,142,19.0,48.0,8.666666666666666,7.666666666666667,16.333333333333332,-11.333333333333334,7.333333333333333,0.9,7.333333333333333,1.3333333333333333,0.0,1.3333333333333333,5.666666666666667,2.0,0.0,89.33333333333333,8.466666666666667
Anthony Cirelli,C,cirelan01,1,143,21.0,56.0,13.333333333333334,18.0,31.333333333333332,21.333333333333332,23.333333333333332,3.5666666666666664,11.0,0.3333333333333333,2.0,2.6666666666666665,15.333333333333334,1.6666666666666667,1.0,87.33333333333333,16.266666666666666
Nick Cousins,C,cousini01,0,143,24.0,62.6,8.2,11.4,19.6,-3.2,27.2,1.64,7.0,1.2,0.0,0.8,10.0,1.4,0.0,103.6,8.879999999999999
Logan Couture,C,coutulo01,1,144,28.0,67.2,23.4,28.2,51.6,1.0,18.0,5.86,16.2,6.4,0.8,3.4,18.2,9.2,0.8,169.0,13.580000000000002
Sean Couturier,C,coutuse01,1,145,25.0,72.0,22.2,34.6,56.8,15.4,31.6,6.26,17.8,4.2,0.2,3.6,27.8,6.4,0.4,174.8,12.26
Charlie Coyle,C,coylech01,1,147,25.0,76.2,15.6,25.6,41.2,6.0,22.2,4.16,13.2,1.6,0.8,3.0,21.6,3.8,0.2,143.2,10.88
Adam Cracknell,RW,crackad01,0,148,31.5,32.0,3.75,2.75,6.5,1.5,8.0,0.6,3.5,0.0,0.25,0.75,2.75,0.0,0.0,41.0,4.725
Sidney Crosby,C,crosbsi01,1,149,30.0,71.4,32.0,50.0,82.0,9.2,32.6,9.8,22.2,9.8,0.0,5.4,32.8,16.8,0.4,215.8,14.819999999999999
Joseph Cramarossa,LW,cramajo01,0,149,24.0,59.0,4.0,6.0,10.0,0.0,60.0,0.6,4.0,0.0,0.0,1.0,4.0,0.0,2.0,36.0,11.1
Matt Cullen,C,cullema01,1,151,40.5,76.0,11.75,14.5,26.25,3.5,21.0,2.425,9.5,0.5,1.75,2.25,12.5,0.75,1.25,100.5,11.55
Lawson Crouse,LW,crousla01,0,151,20.5,57.5,8.0,7.75,15.75,-5.25,38.75,1.225,7.0,0.0,1.0,1.5,7.75,0.0,0.0,84.25,8.975000000000001
Austin Czarnik,C,czarnau01,0,153,25.5,30.25,3.25,6.25,9.5,-2.75,5.0,0.625,3.0,0.25,0.0,1.0,4.5,1.75,0.0,36.75,9.75
Max Comtois,LW,comtoma01,0,154,20.5,19.5,3.5,5.5,9.0,-0.5,15.5,0.8500000000000001,2.5,1.0,0.0,0.5,5.0,0.5,0.0,20.5,18.9
Phillip Danault,LW,danauph01,1,156,24.0,67.4,10.0,25.0,35.0,7.0,30.8,3.1399999999999997,9.6,0.2,0.2,1.6,22.2,2.2,0.6,112.4,8.58
Marko Da?o,C,danoma01,0,157,23.0,21.2,2.2,2.6,4.8,-2.2,7.0,0.3,1.8,0.4,0.0,0.4,2.4,0.2,0.0,25.0,5.5
Pavel Datsyuk,C,datsypa01,1,158,37.0,66.0,16.0,33.0,49.0,7.0,14.0,5.6,8.0,8.0,0.0,1.0,21.0,12.0,0.0,181.0,8.8
Jacob de La Rose,LW,delarja01,0,162,22.0,39.2,1.8,4.4,6.2,-4.4,13.0,-0.06000000000000001,1.6,0.0,0.2,0.0,4.4,0.0,0.0,35.6,3.46
Kirby Dach,C,dachki01,0,166,19.0,64.0,8.0,15.0,23.0,-1.0,24.0,1.5,8.0,0.0,0.0,2.0,12.0,3.0,0.0,101.0,7.9
David Desharnais,C,deshada01,0,168,30.0,61.666666666666664,7.666666666666667,16.0,23.666666666666668,-8.0,16.666666666666668,1.7,6.0,1.6666666666666667,0.0,1.6666666666666667,13.0,3.0,0.0,63.666666666666664,12.033333333333333
Josh Currie,RW,currijo01,0,169,26.0,21.0,2.0,3.0,5.0,2.0,2.0,0.5,2.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,10.5
Andrew Desjardins,LW,desjaan01,0,169,29.5,61.5,4.0,3.0,7.0,-7.0,26.0,-0.35,4.0,0.0,0.0,0.5,3.0,0.0,0.0,71.0,4.15
Nicolas Deslauriers,LW,deslani01,0,170,26.0,55.4,5.0,4.2,9.2,-5.2,53.2,0.44000000000000006,4.8,0.0,0.2,0.6,4.0,0.0,0.2,57.4,7.280000000000001
