Player,Pos,Id,label,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
Jim Benning,D,benniji01,0,30,26.0,45.0,3.0,9.0,12.0,4.0,26.0,2.9,2.0,0.0,1.0,0.0,6.0,3.0,0.0,49.0,6.1
Drake Berehowsky,D,berehdr01,0,31,20.5,24.75,1.5,6.0,7.5,-2.0,37.25,1.475,0.75,0.75,0.0,0.75,2.25,3.75,0.0,18.5,5.566666666666667
Sergei Bautin,D,bautise01,0,32,25.5,65.5,2.5,12.5,15.0,-7.0,87.0,2.55,2.5,0.0,0.0,0.0,11.0,1.5,0.0,60.5,3.05
Marc Bergevin,D,bergema01,0,32,26.0,51.6,2.0,9.6,11.6,-9.0,50.2,2.42,1.0,0.8,0.2,0.4,7.0,2.0,0.6,51.0,2.3
Brad Berry,D,berrybr01,0,35,26.25,22.5,0.25,1.25,1.5,-0.75,33.25,0.9,0.25,0.0,0.0,0.0,1.25,0.0,0.0,15.5,3.575
Jeff Beukeboom,D,beukeje01,0,37,26.0,67.4,3.0,11.8,14.8,12.2,151.8,3.9,2.8,0.2,0.0,0.0,10.0,0.8,1.0,48.8,5.74
Rob Blake*,D,blakero01,1,41,22.0,59.2,11.0,27.6,38.6,1.8,104.0,5.08,4.8,6.2,0.0,2.4,12.6,14.0,1.0,166.2,5.3
Doug Bodger,D,bodgedo01,1,45,25.0,71.6,8.8,34.2,43.0,3.0,77.8,6.459999999999999,3.6,5.0,0.2,0.6,11.8,21.6,0.8,156.8,5.5200000000000005
Ray Bourque*,D,bourqra01,1,48,31.0,76.4,20.0,66.4,86.4,27.8,55.8,12.52,11.2,8.0,0.8,3.2,29.0,36.0,1.4,336.6,5.9799999999999995
Arto Blomsten,D,blomsar01,0,52,28.0,18.0,0.0,2.0,2.0,-6.0,6.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0
Patrice Brisebois,D,brisepa01,0,55,21.5,39.75,3.5,13.0,16.5,5.25,41.5,3.1,2.25,1.25,0.0,0.75,7.25,5.5,0.25,60.5,4.075
Philippe Boucher,D,bouchph01,0,57,19.5,28.0,3.0,6.0,9.0,0.0,21.5,2.0,1.0,2.0,0.0,0.5,3.5,2.5,0.0,47.5,4.5
Jeff Brown,D,brownje02,1,60,25.0,73.8,17.4,45.8,63.2,-6.2,49.2,8.08,8.0,8.6,0.8,2.2,18.8,26.0,1.0,226.2,7.8
Jason Bowen,D,bowenja01,0,60,19.5,31.5,1.0,2.5,3.5,6.5,44.5,1.3499999999999999,1.0,0.0,0.0,0.5,2.5,0.0,0.0,26.5,17.65
Keith Brown,D,brownke02,0,61,31.0,50.6,3.6,10.8,14.4,11.2,62.0,3.88,2.4,1.0,0.2,0.2,6.6,3.6,0.6,77.2,4.720000000000001
Greg Brown,D,browngr01,0,62,23.666666666666668,28.333333333333332,1.3333333333333333,3.6666666666666665,5.0,-8.0,23.0,0.7000000000000001,1.0,0.3333333333333333,0.0,0.0,3.3333333333333335,0.3333333333333333,0.0,24.333333333333332,3.9666666666666663
Adam Burt,D,burtad01,0,68,23.0,59.8,4.4,12.2,16.6,-6.4,90.4,3.2,3.2,1.2,0.0,0.4,9.2,3.0,0.0,77.4,5.62
Rod Buskas,D,buskaro01,0,69,30.5,32.75,0.75,3.75,4.5,0.0,87.0,1.35,0.75,0.0,0.0,0.0,3.25,0.25,0.25,24.5,1.25
Garth Butcher,D,butchga01,0,70,29.0,78.2,5.2,14.0,19.2,-5.2,207.4,4.02,4.4,0.4,0.4,1.0,13.2,0.8,0.0,72.2,7.4
Terry Carkner,D,carknte01,0,76,25.0,73.2,3.8,15.4,19.2,-1.2,169.6,3.5799999999999996,2.2,1.4,0.2,0.4,11.2,4.0,0.2,60.8,5.880000000000001
Randy Carlyle,D,carlyra01,0,77,34.5,48.25,3.5,11.0,14.5,3.0,40.5,3.25,2.5,1.0,0.0,0.25,7.5,2.5,1.0,71.5,4.85
Paul Cavallini,D,cavalpa01,1,85,26.0,73.8,9.0,26.8,35.8,16.6,85.6,6.6,5.6,3.0,0.4,1.0,18.8,6.6,1.4,131.8,6.859999999999999
Keith Carney,D,carneke01,0,86,22.0,27.0,2.3333333333333335,4.666666666666667,7.0,4.666666666666667,37.333333333333336,1.8333333333333333,2.0,0.3333333333333333,0.0,0.3333333333333333,3.3333333333333335,1.3333333333333333,0.0,26.666666666666668,8.133333333333335
Shawn Chambers,D,chambsh01,0,87,25.0,46.0,6.0,14.6,20.6,-6.0,33.2,3.38,3.4,2.2,0.4,0.8,6.6,7.6,0.4,93.2,4.6
Ilja Byakin,D,byakiil01,1,89,30.0,44.0,8.0,20.0,28.0,-3.0,30.0,4.0,2.0,6.0,0.0,3.0,13.0,7.0,0.0,51.0,15.7
Chris Chelios*,D,chelich01,1,90,30.0,74.0,12.2,44.6,56.8,18.6,213.4,9.36,6.2,4.6,1.4,1.8,17.4,24.6,2.6,211.6,6.0
Steve Chiasson,D,chiasst01,1,91,24.0,66.4,10.4,30.4,40.8,7.4,121.4,5.720000000000001,6.2,4.0,0.2,1.6,15.0,14.0,1.4,179.8,5.64
Jeff Chychrun,D,chychje01,0,95,25.0,35.6,0.4,3.6,4.0,-4.8,97.8,0.96,0.4,0.0,0.0,0.2,3.4,0.0,0.2,21.6,0.76
Dean Chynoweth,D,chynode01,0,96,22.75,23.75,0.5,1.75,2.25,-1.5,60.75,0.7749999999999999,0.5,0.0,0.0,0.0,1.75,0.0,0.0,13.5,5.95
Joe Cirella,D,cireljo01,0,100,28.0,59.8,2.8,10.2,13.0,-6.8,96.6,2.46,2.2,0.4,0.2,0.0,7.0,2.4,0.8,63.2,4.78
Paul Coffey*,D,coffepa01,1,102,30.0,76.0,18.0,67.8,85.8,0.4,98.6,9.080000000000002,11.4,6.6,0.0,2.0,31.8,35.0,1.0,265.6,6.68
Sylvain Cote,D,cotesy01,1,109,26.0,68.0,11.8,21.4,33.2,10.0,32.4,6.32,7.2,3.8,0.8,1.6,13.0,7.8,0.6,154.6,7.5
Enrico Ciccone,D,ciccoen01,0,110,22.0,33.0,0.3333333333333333,1.0,1.3333333333333333,-1.3333333333333333,129.66666666666666,1.1666666666666667,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0
Shawn Cronin,D,cronish01,0,117,28.0,52.4,0.6,3.2,3.8,-7.0,163.2,1.6799999999999997,0.6,0.0,0.0,0.0,3.0,0.0,0.2,24.2,3.84
Michael Colman,D,colmami01,0,118,23.0,15.0,0.0,1.0,1.0,-8.0,32.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0
Doug Crossman,D,crossdo01,0,118,31.0,57.8,7.0,23.2,30.2,-3.6,30.8,4.380000000000001,3.6,3.4,0.0,0.4,9.8,13.4,0.0,79.2,7.260000000000001
Brian Curran,D,currabr01,0,124,27.75,30.5,0.75,2.5,3.25,-2.25,106.5,0.75,0.75,0.0,0.0,0.0,2.5,0.0,0.0,10.0,4.65
Chris Dahlquist,D,dahlqch01,0,126,29.0,70.2,2.4,9.8,12.2,-1.6,61.0,2.8200000000000003,2.4,0.0,0.0,0.2,8.8,0.4,0.6,58.6,4.18
J.J. Daigneault,D,daignjj01,0,127,26.0,60.0,3.8,12.4,16.2,13.2,42.2,4.3,3.0,0.8,0.0,0.6,9.2,3.0,0.2,69.0,5.640000000000001
Ken Daneyko,D,daneyke01,0,129,27.0,79.2,2.8,11.6,14.4,8.6,209.4,3.9200000000000004,2.0,0.2,0.6,0.6,10.6,0.4,0.6,71.6,3.9
Gilbert Delorme,D,delorgi01,0,133,27.0,54.0,3.0,7.0,10.0,3.0,44.0,1.9,3.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,8.1
Eric Desjardins,D,desjaer01,1,134,22.0,72.0,8.2,23.6,31.8,8.8,64.6,6.0200000000000005,4.4,3.6,0.2,1.4,15.0,8.2,0.4,131.8,6.18
Gerald Diduck,D,diducge01,0,136,26.0,70.2,4.0,14.2,18.2,5.6,148.0,3.96,3.2,0.6,0.2,0.4,9.0,4.0,1.2,94.4,4.0200000000000005
Gord Dineen,D,dineego01,0,138,29.0,37.6,0.6,6.6,7.2,-14.2,50.0,0.5599999999999999,0.4,0.2,0.0,0.0,4.6,1.6,0.4,28.4,2.05
Ted Crowley,D,crowlte01,0,139,23.0,21.0,1.0,2.0,3.0,-1.0,10.0,0.9,0.0,1.0,0.0,0.0,2.0,0.0,0.0,28.0,3.6
Robert Dirk,D,dirkro01,0,141,25.0,60.2,2.2,4.4,6.6,10.6,131.0,2.88,2.2,0.0,0.0,0.4,4.4,0.0,0.0,34.0,6.62
Kevin Dahl,D,dahlke01,0,142,24.5,47.0,1.0,6.0,7.0,3.5,39.5,2.0,0.5,0.5,0.0,0.0,5.5,0.5,0.0,30.0,2.5
Gord Donnelly,D,donnego01,0,145,29.0,53.6,2.2,3.8,6.0,-4.0,224.2,0.76,2.2,0.0,0.0,0.2,3.6,0.0,0.2,30.6,6.04
Per Djoos,D,djoospe01,0,147,23.0,27.333333333333332,0.6666666666666666,10.333333333333334,11.0,1.6666666666666667,19.333333333333332,1.6333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,7.0,3.3333333333333335,0.0,22.0,9.200000000000001
Bobby Dollas,D,dollabo01,0,148,27.5,41.5,3.75,4.25,8.0,7.25,24.25,2.5999999999999996,3.25,0.25,0.25,0.5,3.0,1.25,0.0,52.75,6.0
Bruce Driver,D,drivebr01,1,150,29.0,75.0,9.0,36.2,45.2,8.2,64.0,6.68,4.6,4.0,0.4,0.6,19.0,15.6,1.6,174.2,5.4
Steve Duchesne,D,duchest01,1,153,26.0,70.6,18.2,40.4,58.6,5.0,51.8,7.8,10.4,7.4,0.4,2.0,22.0,17.6,0.8,193.2,9.66
Donald Dufresne,D,dufredo01,0,154,24.0,33.2,1.0,5.0,6.0,0.2,34.0,1.6800000000000002,1.0,0.0,0.0,0.0,5.0,0.0,0.0,21.8,3.5200000000000005
Dave Ellett,D,elletda01,1,162,27.0,74.2,12.0,33.8,45.8,-2.2,70.8,6.959999999999999,5.2,6.4,0.4,1.6,12.6,20.2,1.0,191.4,6.1
Glen Featherstone,D,feathgl01,0,171,23.0,45.0,2.4,8.0,10.4,3.4,124.6,2.58,2.0,0.4,0.0,0.4,7.0,1.0,0.0,37.8,7.6
David Fenyves,D,fenyvda01,0,176,29.5,26.0,0.5,2.0,2.5,-2.5,16.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,21.0,1.55
Mark Ferner,D,fernema01,0,178,25.666666666666668,19.666666666666668,1.0,2.0,3.0,-6.333333333333333,11.333333333333334,0.7000000000000001,1.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,16.333333333333332,2.2666666666666666
Ivan Droppa,D,droppiv01,0,179,21.0,12.0,0.0,1.0,1.0,2.0,12.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0
Viacheslav Fetisov*,D,fetisvi01,0,180,33.0,67.4,3.8,22.0,25.8,9.2,82.0,4.619999999999999,2.8,0.8,0.2,0.2,16.0,5.0,1.0,69.6,5.0
Jeff Finley,D,finleje01,0,181,23.75,32.0,0.5,4.75,5.25,2.25,13.5,1.275,0.5,0.0,0.0,0.0,3.75,0.75,0.25,18.75,2.1
Steven Finn,D,finnst01,0,182,25.0,72.0,4.4,10.2,14.6,-16.0,189.8,2.2199999999999998,4.2,0.2,0.0,0.2,9.4,0.8,0.0,72.6,6.12
Bryan Fogarty,D,fogarbr01,0,188,22.0,27.0,3.4,10.0,13.4,-16.0,17.0,1.06,2.4,1.0,0.0,0.4,4.4,5.4,0.2,52.6,5.44
Link Gaetz,D,gaetzli01,0,196,22.0,26.5,3.0,3.0,6.0,-16.0,179.5,0.6,1.5,1.5,0.0,0.0,1.5,1.5,0.0,38.5,4.1
Garry Galley,D,gallega01,1,200,28.0,76.4,8.4,36.8,45.2,1.4,96.4,6.4,5.2,2.8,0.4,0.8,21.8,14.2,0.8,162.4,5.0600000000000005
Don Gibson,D,gibsodo02,0,205,23.0,14.0,0.0,3.0,3.0,-1.0,20.0,0.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0
Curt Giles,D,gilescu01,0,206,32.5,51.25,1.5,6.75,8.25,0.25,36.0,2.525,1.5,0.0,0.0,0.0,6.0,0.75,0.0,33.75,8.575
Todd Gill,D,gillto01,0,208,26.0,61.6,4.0,21.4,25.4,-4.4,81.2,4.0,2.4,1.6,0.0,0.6,13.8,7.2,0.4,80.6,4.4
Brian Glynn,D,glynnbr01,0,211,24.0,51.4,3.6,10.8,14.4,-8.6,45.2,2.4,2.2,1.2,0.2,0.0,6.0,4.6,0.2,68.8,4.975
Alexander Godynyuk,D,godynal01,0,214,22.5,37.75,2.25,8.25,10.5,0.5,43.25,2.2750000000000004,2.0,0.25,0.0,0.5,5.75,2.5,0.0,50.5,4.6
Dmitri Filimonov,D,filimdm01,0,214,22.0,30.0,1.0,4.0,5.0,-10.0,18.0,0.6,1.0,0.0,0.0,0.0,3.0,0.0,1.0,15.0,6.7
Adam Foote,D,footead01,0,217,21.0,57.333333333333336,2.6666666666666665,7.666666666666667,10.333333333333334,1.6666666666666667,93.0,2.4,2.3333333333333335,0.0,0.3333333333333333,0.0,6.666666666666667,0.3333333333333333,0.6666666666666666,50.333333333333336,5.266666666666667
Randy Gregg,D,greggra01,0,218,34.0,34.5,2.5,12.0,14.5,10.5,33.0,2.8,2.5,0.0,0.0,0.0,7.0,4.0,1.0,30.0,7.550000000000001
Ron Greschner,D,grescro01,0,219,35.0,55.0,1.0,9.0,10.0,-7.0,53.0,2.7,1.0,0.0,0.0,0.0,6.0,3.0,0.0,26.0,3.8
Corey Foster,D,fosteco01,0,220,22.0,25.0,3.0,4.0,7.0,-14.0,20.0,0.8,2.0,1.0,0.0,0.0,2.0,2.0,0.0,67.0,4.5
Rick Green,D,greenri01,0,221,34.5,34.5,1.0,7.0,8.0,4.5,12.0,1.65,1.0,0.0,0.0,0.0,6.5,0.0,0.5,19.0,2.8
Jari Gronstrand,D,gronsja01,0,222,27.5,25.5,1.5,3.0,4.5,-1.5,15.5,1.1,1.5,0.0,0.0,1.0,2.5,0.5,0.0,13.5,5.75
Kevan Guy,D,guyke01,0,225,25.0,25.333333333333332,1.0,3.6666666666666665,4.666666666666667,-5.0,25.666666666666668,0.9333333333333335,1.0,0.0,0.0,0.3333333333333333,3.0,0.6666666666666666,0.0,30.0,2.2666666666666666
Bob Halkidis,D,halkibo01,0,227,24.75,32.0,1.25,3.5,4.75,0.5,106.75,1.25,1.25,0.0,0.0,0.0,3.5,0.0,0.0,28.75,3.8000000000000003
Kevin Haller,D,halleke01,0,228,21.0,46.0,4.8,9.6,14.4,2.0,69.4,2.9200000000000004,2.8,2.0,0.0,0.6,5.0,4.4,0.2,65.2,5.220000000000001
Alexei Gusarov,D,gusaral01,0,228,27.5,64.75,5.25,17.25,22.5,2.0,32.25,3.75,3.5,1.0,0.75,0.5,12.25,3.75,1.25,61.5,8.8
Mark Hardy,D,hardyma01,0,231,32.0,49.4,0.6,8.8,9.4,5.8,72.8,2.5,0.6,0.0,0.0,0.2,7.6,0.8,0.4,43.2,1.22
Kevin Hatcher,D,hatchke01,1,233,25.0,78.6,20.8,39.4,60.2,-1.6,99.6,8.66,12.0,8.0,0.8,3.2,19.0,18.4,2.0,259.8,7.8
Ken Hammond,D,hammoke01,0,234,28.0,36.333333333333336,3.3333333333333335,4.666666666666667,8.0,-19.0,62.666666666666664,1.0,2.6666666666666665,0.6666666666666666,0.0,0.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,53.333333333333336,15.0
Greg Hawgood,D,hawgogr01,0,235,23.0,47.2,6.0,20.4,26.4,6.0,42.8,4.279999999999999,3.4,2.6,0.0,0.8,11.4,8.8,0.2,82.0,6.08
Randy Hillier,D,hillira01,0,238,30.0,42.666666666666664,1.6666666666666667,5.0,6.666666666666667,-3.0,54.0,1.1333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,4.666666666666667,0.3333333333333333,0.0,27.333333333333332,7.0
Miloslav Horava,D,horavmi01,0,242,28.5,37.0,2.5,8.0,10.5,6.0,19.0,2.6,2.0,0.5,0.0,0.5,4.5,3.5,0.0,38.5,5.85
Doug Houda,D,houdado01,0,243,25.0,58.2,2.0,6.6,8.6,-10.0,138.2,1.6400000000000001,1.8,0.2,0.0,0.2,6.6,0.0,0.0,43.2,4.86
Bill Houlder,D,houldbi01,0,245,24.0,30.6,3.8,8.6,12.4,-1.8,17.2,2.2399999999999998,3.2,0.6,0.0,0.6,4.8,3.8,0.0,58.0,5.08
Phil Housley*,D,houslph01,1,246,27.0,67.6,18.4,54.0,72.4,-5.2,42.4,8.98,9.8,8.2,0.4,2.8,22.4,31.4,0.2,190.0,10.059999999999999
Mark Howe*,D,howema02,0,247,36.0,41.0,4.2,20.0,24.2,17.4,16.0,4.24,1.4,2.6,0.2,0.2,11.0,8.4,0.6,62.0,6.4
Charlie Huddy,D,huddych01,0,250,32.0,68.0,3.4,20.4,23.8,0.2,53.2,3.5200000000000005,2.0,1.2,0.2,0.4,14.6,4.8,1.0,111.6,3.1399999999999997
Roman Hamrlik,D,hamrlro01,0,252,18.5,65.5,4.5,16.5,21.0,-17.5,103.0,3.45,4.0,0.5,0.0,0.5,10.5,6.0,0.0,135.5,3.5999999999999996
Kerry Huffman,D,huffmke01,0,252,24.0,45.4,4.8,12.8,17.6,-5.8,35.8,2.6,2.8,1.8,0.2,0.6,6.2,6.4,0.2,81.0,5.64
Jamie Huscroft,D,huscrja01,0,259,24.666666666666668,28.666666666666668,0.6666666666666666,1.6666666666666667,2.3333333333333335,-1.0,106.66666666666667,1.0666666666666667,0.6666666666666666,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,11.666666666666666,3.5
Al Iafrate,D,iafraal01,1,260,25.0,77.0,17.4,36.6,54.0,2.4,176.8,7.74,10.6,6.2,0.6,2.0,22.0,13.8,0.8,199.6,9.440000000000001
Derian Hatcher,D,hatchde01,0,264,20.0,64.33333333333333,8.0,12.666666666666666,20.666666666666668,-0.3333333333333333,159.0,4.366666666666666,7.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,8.666666666666666,4.0,0.0,85.33333333333333,10.1
Grant Jennings,D,jennigr01,0,266,26.0,58.6,2.2,5.4,7.6,-4.0,114.8,2.04,1.6,0.0,0.6,0.6,5.2,0.0,0.2,39.4,5.56
Sean Hill,D,hillse01,0,266,22.5,49.5,4.5,13.0,17.5,-8.5,66.0,3.0,2.5,1.5,0.5,1.0,5.5,7.0,0.5,101.0,4.800000000000001
Calle Johansson,D,johanca01,1,268,24.0,78.2,9.8,37.0,46.8,2.6,42.4,7.08,5.0,4.2,0.6,1.4,17.2,19.4,0.4,124.8,7.9799999999999995
Bret Hedican,D,hedicbr01,0,269,22.0,38.333333333333336,0.3333333333333333,6.666666666666667,7.0,-2.6666666666666665,31.333333333333332,1.6333333333333335,0.3333333333333333,0.0,0.0,0.0,5.666666666666667,1.0,0.0,43.0,33.333333333333336
Roger Johansson,D,johanro01,0,269,23.333333333333332,50.0,2.6666666666666665,11.333333333333334,14.0,10.333333333333334,52.333333333333336,3.133333333333333,2.3333333333333335,0.3333333333333333,0.0,0.0,9.666666666666666,1.3333333333333333,0.3333333333333333,55.0,4.6000000000000005
Jim Johnson,D,johnsji02,0,270,29.0,70.8,2.2,12.8,15.0,-0.2,109.4,3.3,1.8,0.4,0.0,0.2,10.6,1.8,0.4,71.4,2.9200000000000004
Matt Hervey,D,hervema01,0,271,23.5,16.5,0.0,2.5,2.5,-5.5,46.5,0.4,0.0,0.0,0.0,0.0,2.0,0.5,0.0,13.0,0.0
Chris Joseph,D,josepch01,0,274,22.0,33.8,3.6,9.8,13.4,-6.0,50.6,2.1,1.4,2.2,0.0,0.0,5.2,4.6,0.0,62.4,3.4
Ian Herbers,D,herbeia01,0,276,26.0,22.0,0.0,2.0,2.0,-6.0,32.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0
Alexei Kasatonov,D,kasatal01,1,278,32.0,64.0,7.0,21.6,28.6,10.6,56.2,5.26,5.4,1.2,0.4,1.0,14.0,6.8,0.8,87.8,7.76
Dean Kennedy,D,kennede01,0,283,29.0,63.2,2.2,7.8,10.0,-6.0,92.4,2.5,2.2,0.0,0.0,1.0,7.2,0.0,0.6,41.0,5.9799999999999995
Dan Keczmer,D,keczmda01,0,284,23.5,25.5,1.25,6.5,7.75,-3.0,23.5,1.1749999999999998,0.75,0.5,0.0,0.25,2.75,3.75,0.0,40.5,2.85
Mike Hurlbut,D,hurlbmi01,0,286,26.5,12.0,0.5,4.0,4.5,1.5,8.0,0.75,0.0,0.5,0.0,0.0,2.5,1.5,0.0,13.5,1.9
Scot Kleinendorst,D,kleinsc01,0,291,30.0,15.0,1.0,3.0,4.0,4.0,16.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,7.7
Steve Konroyd,D,konrost01,0,295,30.0,63.8,2.0,12.8,14.8,-0.4,50.0,3.2,1.6,0.4,0.0,0.0,10.6,1.6,0.6,79.8,2.18
Gord Hynes,D,hynesgo01,0,295,25.5,26.0,1.5,4.5,6.0,2.5,11.0,1.35,1.5,0.0,0.0,0.0,4.0,0.5,0.0,27.5,3.85
Uwe Krupp,D,kruppuw01,1,300,26.0,67.2,7.8,24.8,32.6,11.8,59.4,5.74,5.0,2.6,0.2,0.6,14.8,9.2,0.8,106.6,7.12
Darius Kasparaitis,D,kaspada01,0,305,20.5,77.5,2.5,13.5,16.0,4.5,154.0,3.75,2.5,0.0,0.0,0.0,11.5,0.5,1.5,86.5,2.75
Tom Kurvers,D,kurveto01,1,307,29.0,62.8,9.0,34.2,43.2,-7.2,34.4,5.04,3.6,5.2,0.2,0.6,14.4,19.8,0.0,131.2,6.62
Frantisek Kucera,D,kucerfr01,0,309,23.5,62.0,3.75,13.0,16.75,2.5,43.75,4.175,2.25,1.5,0.0,0.5,9.5,3.5,0.0,96.5,3.8
Jim Kyte,D,kyteji01,0,310,26.5,31.0,0.75,3.0,3.75,0.5,97.75,0.9249999999999999,0.75,0.0,0.0,0.0,2.75,0.0,0.25,16.5,3.25
Randy Ladouceur,D,ladoura01,0,312,31.0,71.0,1.6,7.4,9.0,-5.6,110.8,2.94,1.6,0.0,0.0,0.0,7.0,0.0,0.4,50.2,3.5200000000000005
Dave Karpa,D,karpada01,0,313,21.0,25.333333333333332,1.6666666666666667,4.333333333333333,6.0,-1.3333333333333333,58.333333333333336,1.1,1.0,0.6666666666666666,0.0,0.0,3.0,1.3333333333333333,0.0,17.333333333333332,3.466666666666667
Tom Laidlaw,D,laidlto01,0,316,31.0,57.0,1.0,8.0,9.0,4.0,42.0,1.7,1.0,0.0,0.0,0.0,7.0,0.0,1.0,27.0,3.7
Mike Lalor,D,lalormi01,0,317,28.0,64.8,1.8,8.4,10.2,-4.8,62.0,2.7,1.8,0.0,0.0,0.2,8.0,0.4,0.0,59.8,2.56
Rod Langway*,D,langwro01,0,319,33.5,49.75,0.25,7.0,7.25,4.25,26.25,2.475,0.25,0.0,0.0,0.0,6.0,0.0,1.0,29.0,0.775
Dan Lambert,D,lambeda01,0,322,21.5,14.5,3.0,4.5,7.5,-2.5,11.0,1.05,2.0,1.0,0.0,0.0,2.0,2.5,0.0,21.0,14.3
Alexander Karpovtsev,D,karpoal01,0,324,23.0,67.0,3.0,15.0,18.0,12.0,58.0,4.8,2.0,1.0,0.0,1.0,10.0,4.0,1.0,78.0,3.8
Jiri Latal,D,latalji01,0,325,23.0,30.666666666666668,4.0,12.0,16.0,-4.666666666666667,8.0,2.2333333333333334,2.6666666666666665,1.3333333333333333,0.0,0.3333333333333333,8.333333333333334,3.6666666666666665,0.0,54.0,6.966666666666666
Grant Ledyard,D,ledyagr01,0,334,30.0,62.2,5.2,20.6,25.8,3.2,43.0,4.46,3.2,1.8,0.2,0.6,12.0,8.4,0.2,110.4,4.46
Vladimir Konstantinov,D,konstvl01,1,334,25.0,80.33333333333333,8.333333333333334,21.333333333333332,29.666666666666668,25.666666666666668,149.0,6.133333333333333,6.666666666666667,0.6666666666666666,1.0,1.6666666666666667,19.0,1.6666666666666667,0.6666666666666666,96.66666666666667,8.566666666666668
Dan Kordic,D,kordida01,0,335,21.0,25.0,0.5,1.5,2.0,0.5,65.5,1.05,0.5,0.0,0.0,0.0,1.5,0.0,0.0,13.5,3.7
Brian Leetch*,D,leetcbr01,1,336,23.0,70.4,15.6,56.6,72.2,7.8,37.4,9.620000000000001,7.0,8.0,0.6,2.8,22.4,33.6,0.6,230.2,6.56
Sylvain Lefebvre,D,lefebsy01,0,337,24.0,73.0,3.0,12.6,15.6,11.4,70.2,4.86,2.8,0.2,0.0,0.2,9.0,3.2,0.4,85.4,3.62
Igor Kravchuk,D,kravcig01,0,338,26.0,51.333333333333336,7.666666666666667,21.0,28.666666666666668,-4.0,17.333333333333332,4.366666666666666,4.666666666666667,3.0,0.0,1.0,11.0,9.666666666666666,0.3333333333333333,126.66666666666667,5.2
Curtis Leschyshyn,D,leschcu01,0,345,22.0,63.8,4.8,13.0,17.8,-13.0,52.2,2.5,2.2,2.6,0.0,1.2,9.0,4.0,0.0,66.0,7.159999999999999
