Player,Pos,Id,label,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
Lubos Bartecko,LW,bartelu01,0,30,22.0,32.0,5.0,11.0,16.0,4.0,6.0,1.6,5.0,0.0,0.0,1.0,7.0,4.0,0.0,37.0,13.5
Ken Belanger,LW,belanke01,0,30,22.0,23.8,1.0,1.6,2.6,-0.6,84.2,-0.039999999999999994,1.0,0.0,0.0,0.2,1.6,0.0,0.0,7.0,10.125
Shawn Bates,C,batessh01,0,30,22.5,23.0,3.5,2.0,5.5,0.0,2.0,0.6,3.5,0.0,0.0,0.0,2.0,0.0,0.0,21.0,16.7
Bates Battaglia,LW,battaba01,0,31,22.5,46.5,4.5,7.5,12.0,3.0,16.0,0.95,4.5,0.0,0.0,0.5,7.5,0.0,0.0,36.5,11.5
Brian Bellows,LW,bellobr01,0,31,32.0,55.2,14.0,14.2,28.2,-10.2,20.2,2.3600000000000003,7.0,7.0,0.0,2.2,9.4,4.8,0.0,132.0,12.440000000000001
Clayton Beddoes,C,beddocl01,0,32,25.5,30.0,1.0,4.0,5.0,-3.0,28.5,-0.35,1.0,0.0,0.0,0.0,4.0,0.0,0.0,14.5,7.35
Josef Beranek,LW,beranjo01,0,33,26.75,46.5,10.25,15.75,26.0,-3.25,29.25,2.1,7.5,2.75,0.0,0.75,11.5,4.25,0.0,110.0,11.549999999999999
Sergei Berezin,RW,berezse01,1,33,26.0,72.33333333333333,26.0,17.666666666666668,43.666666666666664,3.3333333333333335,8.0,5.166666666666667,19.333333333333332,6.333333333333333,0.3333333333333333,3.0,14.666666666666666,2.6666666666666665,0.3333333333333333,202.33333333333334,12.6
Bill Berg,LW,bergbi01,0,35,29.0,50.2,3.8,4.0,7.8,-5.2,37.4,-0.3,3.2,0.0,0.6,1.0,4.0,0.0,0.0,63.0,5.94
Craig Berube,LW,berubcr01,0,37,31.0,64.8,3.8,6.0,9.8,-5.6,185.0,-0.18,3.6,0.2,0.0,0.4,5.8,0.2,0.0,45.0,8.379999999999999
Todd Bertuzzi,C,bertuto01,0,43,21.5,61.5,12.25,15.5,27.75,-10.0,79.0,1.975,9.5,2.5,0.25,2.0,11.75,3.5,0.25,95.0,12.674999999999999
Peter Bondra,RW,bondrpe01,1,44,28.0,66.6,43.0,23.6,66.6,9.4,47.2,9.16,28.6,10.0,4.4,6.2,14.0,9.2,0.4,276.2,15.820000000000002
Radek Bonk,C,bonkra01,0,45,21.0,63.4,9.4,13.0,22.4,-2.4,28.4,1.58,7.6,1.4,0.4,1.4,10.0,2.8,0.2,97.2,9.1
Jason Bonsignore,C,bonsija01,0,46,20.0,19.75,0.75,3.25,4.0,-5.5,8.5,-0.1,0.75,0.0,0.0,0.0,3.0,0.25,0.0,14.25,10.049999999999999
James Black,C,blackja01,0,46,27.5,51.0,10.25,8.25,18.5,1.0,14.5,1.65,9.0,0.75,0.5,2.5,6.5,1.5,0.25,92.5,11.45
Nikolai Borschevsky,RW,borscni01,0,49,30.5,19.5,0.5,6.5,7.0,1.5,3.0,0.25,0.5,0.0,0.0,0.5,5.5,1.0,0.0,31.0,2.25
Lonny Bohonos,RW,bohonlo01,0,50,23.5,20.75,4.75,4.0,8.75,-1.75,5.5,0.625,4.25,0.5,0.0,0.25,3.0,1.0,0.0,33.25,12.375
Phil Bourque,LW,bourqph01,0,52,32.5,25.5,2.5,2.0,4.5,-10.0,17.0,-0.25,2.5,0.0,0.0,0.0,2.0,0.0,0.0,23.0,10.05
Sebastien Bordeleau,C,bordese01,0,55,21.5,39.25,6.0,10.25,16.25,-3.25,16.0,1.05,4.5,0.75,0.75,0.75,8.0,1.75,0.5,62.5,9.266666666666667
Brian Bradley,C,bradlbr01,1,57,31.5,42.5,11.25,26.25,37.5,-6.0,35.25,3.3000000000000003,7.0,3.75,0.5,2.0,14.25,12.0,0.0,104.25,9.925
Donald Brashear,LW,brashdo01,0,58,25.0,63.0,5.2,5.8,11.0,-11.4,222.4,-0.4,4.8,0.4,0.0,1.0,5.6,0.2,0.0,54.4,8.86
Rod Brind'Amour,C,brindro01,1,59,26.0,75.2,25.0,41.6,66.6,3.8,57.0,6.720000000000001,16.0,7.2,1.8,4.2,25.0,15.0,1.6,180.0,13.919999999999998
Neal Broten,C,brotene01,0,61,36.0,48.0,7.666666666666667,17.333333333333332,25.0,-2.0,16.666666666666668,1.7666666666666666,5.666666666666667,1.3333333333333333,0.6666666666666666,2.0,12.0,4.0,1.3333333333333333,66.66666666666667,11.733333333333334
Paul Broten,RW,brotepa01,0,62,29.5,32.0,3.5,5.0,8.5,-4.0,20.0,0.25,3.5,0.0,0.0,0.0,4.5,0.5,0.0,39.0,5.2
Curtis Brown,C,browncu01,0,63,20.0,34.8,6.6,9.4,16.0,8.0,22.0,1.6600000000000001,5.0,1.2,0.4,1.2,7.4,1.6,0.4,51.0,12.72
Dave Brown,RW,brownda01,0,64,32.5,32.5,2.0,1.5,3.5,1.5,49.5,-0.35,2.0,0.0,0.0,0.0,1.5,0.0,0.0,8.0,25.0
Doug Brown,RW,browndo01,1,65,32.0,63.2,11.0,15.2,26.2,8.8,16.4,2.2399999999999998,8.0,2.2,0.8,1.8,11.8,2.2,1.2,115.6,10.040000000000001
Daniel Briere,C,brierda01,0,70,20.5,34.5,4.5,7.0,11.5,-1.0,16.0,0.9500000000000001,3.5,1.0,0.0,1.0,6.0,1.0,0.0,47.0,16.95
Rob Brown,RW,brownro01,0,70,28.333333333333332,47.333333333333336,9.333333333333334,12.0,21.333333333333332,-6.0,25.0,1.8,5.0,4.333333333333333,0.0,1.6666666666666667,6.333333333333333,5.666666666666667,0.0,83.66666666666667,8.466666666666667
Benoit Brunet,LW,brunebe01,0,71,28.0,47.6,10.0,15.2,25.2,3.8,27.8,2.3,6.6,2.2,1.2,2.0,12.4,2.0,0.8,78.6,13.059999999999999
Sergei Brylin,C,brylise01,0,72,23.0,34.0,3.8,5.6,9.4,1.8,16.4,0.54,3.2,0.6,0.0,0.4,4.8,0.8,0.0,39.4,9.620000000000001
Kelly Buchberger,RW,buchbke01,0,73,30.0,69.0,7.2,16.4,23.6,-6.4,123.0,1.02,5.4,0.6,1.2,2.6,14.4,0.0,2.0,77.0,9.98
Pavel Bure*,RW,burepa01,1,74,25.0,43.0,22.6,20.8,43.4,-3.2,29.4,5.180000000000001,14.6,5.8,2.2,1.6,12.6,6.2,2.0,182.8,14.3
Valeri Bure,RW,bureva01,1,75,22.0,62.2,15.4,19.0,34.4,1.6,19.4,3.18,11.8,3.6,0.0,2.0,11.0,8.0,0.0,150.4,10.1
Marc Bureau,C,bureama01,0,76,30.0,60.2,5.6,8.0,13.6,-1.8,22.8,0.34,5.0,0.2,0.4,1.0,6.6,0.4,1.0,61.0,8.82
Shawn Burr,LW,burrsh01,0,77,30.0,51.4,7.8,10.2,18.0,4.2,72.8,1.3599999999999999,7.4,0.4,0.0,1.6,9.2,1.0,0.0,80.0,8.059999999999999
Randy Burridge,LW,burrira01,0,78,30.5,49.75,10.75,18.75,29.5,3.25,15.0,2.425,7.5,2.5,0.75,1.0,12.5,5.75,0.5,82.75,11.425
Andrew Brunette,LW,brunean01,0,78,23.5,34.75,7.25,10.5,17.75,-1.5,12.5,1.625,4.0,3.25,0.0,1.0,7.25,3.25,0.0,36.5,19.825
Guy Carbonneau*,C,carbogu01,0,83,36.0,67.4,5.8,14.2,20.0,3.6,32.2,0.9,4.8,0.2,0.8,1.0,13.6,0.2,0.4,65.4,10.08
Patrik Carnback,RW,carnbpa01,0,85,26.5,37.5,6.0,13.5,19.5,-2.5,33.0,1.15,5.5,0.5,0.0,0.0,10.0,3.0,0.5,56.0,10.7
Jan Bulis,C,bulisja01,0,85,19.5,43.0,6.0,13.5,19.5,-1.0,12.0,1.65,4.5,1.5,0.0,1.5,9.5,4.0,0.0,47.0,12.9
Bob Carpenter,C,carpebo01,0,87,33.0,55.4,5.0,9.6,14.6,-2.4,21.0,0.4800000000000001,4.4,0.0,0.6,0.2,8.8,0.4,0.4,71.6,6.88
Dan Bylsma,RW,bylsmda01,0,88,26.5,39.0,1.5,3.75,5.25,-1.75,16.75,-0.35000000000000003,1.5,0.0,0.0,0.0,3.25,0.25,0.25,38.0,2.2
Jimmy Carson,C,carsoji01,0,88,26.5,24.5,5.0,5.0,10.0,3.0,14.5,0.85,3.0,2.0,0.0,1.5,4.0,1.0,0.0,33.5,13.3
Anson Carter,C,cartean01,1,88,23.0,57.0,17.0,16.666666666666668,33.666666666666664,2.3333333333333335,20.666666666666668,3.8666666666666667,12.0,4.666666666666667,0.3333333333333333,4.0,12.666666666666666,4.0,0.0,127.0,14.1
Andrew Cassels,C,cassean01,1,89,27.0,71.8,15.6,33.8,49.4,-6.0,30.6,4.12,10.2,5.0,0.4,1.8,20.4,11.2,2.2,117.2,12.9
Jim Campbell,RW,campbji01,0,90,23.5,53.75,12.75,15.75,28.5,-1.25,50.0,2.65,9.25,3.5,0.0,3.0,9.75,5.5,0.5,110.0,10.15
Kelly Chase,RW,chaseke01,0,94,29.0,45.0,2.0,4.0,6.0,2.2,178.8,-0.16,2.0,0.0,0.0,0.6,3.8,0.2,0.0,18.8,10.6
Denis Chasse,RW,chassde01,0,95,25.0,43.0,3.6666666666666665,4.333333333333333,8.0,0.3333333333333333,92.33333333333333,-0.06666666666666664,3.0,0.6666666666666666,0.0,0.3333333333333333,4.333333333333333,0.0,0.0,30.333333333333332,10.866666666666667
Tom Chorske,LW,chorsto01,0,99,30.0,58.0,11.0,11.2,22.2,-3.0,20.0,1.7600000000000002,9.2,0.4,1.4,1.2,9.6,1.0,0.6,93.8,10.84
Shane Churla,RW,churlsh01,0,101,30.0,42.333333333333336,1.6666666666666667,3.3333333333333335,5.0,-6.0,174.33333333333334,-0.7000000000000001,1.6666666666666667,0.0,0.0,0.3333333333333333,3.0,0.3333333333333333,0.0,24.333333333333332,5.666666666666667
Dino Ciccarelli*,RW,ciccadi01,1,104,36.0,51.8,19.0,18.2,37.2,-0.4,70.2,3.94,10.8,8.2,0.0,3.8,12.2,6.0,0.0,125.2,17.4
Zdeno Ciger,LW,cigerzd01,1,106,25.5,41.5,16.5,20.5,37.0,-8.0,20.5,3.35,10.0,6.5,0.0,2.0,10.5,10.0,0.0,97.0,18.4
Wendel Clark,LW,clarkwe01,1,108,30.0,59.4,23.6,17.2,40.8,-10.6,62.6,4.24,16.8,6.8,0.0,3.0,12.0,5.2,0.0,179.8,12.76
Danton Cole,RW,coleda01,0,110,28.5,25.0,2.5,2.5,5.0,-0.5,7.0,0.09999999999999999,2.0,0.5,0.0,0.0,2.5,0.0,0.0,41.0,11.0
Pat Conacher,C,conacpa01,0,111,35.5,51.5,6.5,6.0,12.5,-11.0,15.0,0.0,5.5,0.0,1.0,1.0,5.5,0.0,0.5,54.5,12.100000000000001
Craig Conroy,C,conrocr01,0,112,25.0,44.8,7.0,13.0,20.0,5.8,25.8,1.7600000000000002,6.2,0.0,0.8,0.6,11.8,0.2,1.0,66.2,11.08
Rene Corbet,LW,corbere01,0,113,23.0,51.6,8.8,10.8,19.6,7.2,60.6,1.6800000000000002,7.2,1.6,0.0,1.6,8.0,2.8,0.0,82.2,8.379999999999999
Bob Corkum,C,corkubo01,0,114,29.0,70.6,9.8,9.8,19.6,-5.4,28.8,0.72,8.6,0.0,1.2,1.4,8.8,0.4,0.6,119.2,8.459999999999999
Shayne Corson,LW,corsosh01,1,115,30.0,61.6,14.2,24.4,38.6,-6.2,127.4,3.2199999999999998,6.2,7.8,0.2,1.6,16.0,7.4,1.0,136.0,10.3
Geoff Courtnall,LW,courtge01,1,117,34.0,59.8,18.6,22.4,41.0,2.0,78.0,4.279999999999999,13.4,5.0,0.2,2.2,15.2,7.2,0.0,164.8,10.940000000000001
Rob Conn,RW,connro01,0,118,27.0,28.0,2.0,5.0,7.0,-9.0,18.0,-0.2,2.0,0.0,0.0,0.0,5.0,0.0,0.0,36.0,5.6
Russ Courtnall,RW,courtru01,1,118,31.0,60.4,13.2,21.2,34.4,3.4,25.8,2.92,8.6,2.2,2.4,2.6,14.8,4.8,1.6,127.2,10.0
Dan Cleary,LW,clearda01,0,119,19.5,20.5,2.0,2.5,4.5,-1.5,12.0,0.1,2.0,0.0,0.0,0.0,2.5,0.0,0.0,26.5,4.1
Brandon Convery,C,convebr01,0,120,22.5,18.0,2.25,4.75,7.0,-3.0,9.0,0.375,1.5,0.75,0.0,0.5,3.0,1.5,0.25,18.25,12.625
Mike Craig,RW,craigmi01,0,120,24.75,43.25,5.0,7.5,12.5,-12.5,29.0,0.1,4.25,0.75,0.0,0.5,7.0,0.5,0.0,74.5,5.275
Murray Craven,LW,cravemu01,0,121,32.0,53.4,9.2,17.2,26.4,4.6,18.6,2.12,6.2,2.0,1.0,2.8,14.2,2.8,0.2,79.8,11.959999999999999
Adam Creighton,C,creigad01,0,122,30.0,42.666666666666664,8.666666666666666,10.666666666666666,19.333333333333332,5.0,55.0,1.5333333333333332,7.0,1.6666666666666667,0.0,1.3333333333333333,8.0,2.6666666666666665,0.0,66.33333333333333,11.166666666666666
Patrick Cote,LW,cotepa01,0,125,22.5,19.5,0.25,0.5,0.75,-2.5,72.25,-0.17500000000000002,0.25,0.0,0.0,0.0,0.5,0.0,0.0,6.25,1.5999999999999999
Matt Cooke,LW,cookema01,0,125,20.0,30.0,0.0,2.0,2.0,-12.0,27.0,-0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0
Troy Crowder,RW,crowdtr01,0,125,27.0,24.666666666666668,1.0,1.3333333333333333,2.3333333333333335,-3.0,64.33333333333333,-0.4666666666666666,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,8.666666666666666,14.4
John Cullen,C,cullejo01,0,126,31.75,49.0,11.75,23.75,35.5,-4.75,57.0,2.875,8.0,3.75,0.0,1.5,14.5,9.25,0.0,89.75,10.2
Jim Cummins,RW,cummiji01,0,128,26.0,56.8,2.6,4.0,6.6,-3.2,190.4,-0.58,2.6,0.0,0.0,0.6,4.0,0.0,0.0,37.4,7.38
Andreas Dackell,RW,dackean01,1,128,25.0,79.33333333333333,14.0,24.0,38.0,-2.6666666666666665,20.666666666666668,3.233333333333333,9.666666666666666,3.6666666666666665,0.6666666666666666,2.6666666666666665,18.333333333333332,5.333333333333333,0.3333333333333333,105.33333333333333,13.566666666666668
Randy Cunneyworth,LW,cunnera01,0,129,35.0,58.0,7.6,12.2,19.8,-14.0,72.0,0.82,5.0,2.6,0.0,1.2,10.2,2.0,0.0,84.2,9.72
Mariusz Czerkawski,RW,czerkma01,1,130,24.0,67.8,17.6,17.6,35.2,0.2,20.4,3.5200000000000005,14.8,2.8,0.0,1.6,12.8,4.8,0.0,158.2,10.959999999999999
Ulf Dahlén,LW,dahleul01,1,132,29.0,59.333333333333336,13.666666666666666,18.0,31.666666666666668,-8.333333333333334,18.666666666666668,2.3333333333333335,9.0,4.333333333333333,0.3333333333333333,3.3333333333333335,12.333333333333334,5.666666666666667,0.0,106.33333333333333,13.033333333333333
Alexandre Daigle,C,daiglal02,0,134,21.0,63.4,14.4,18.4,32.8,-21.2,17.8,2.46,10.0,4.2,0.2,2.6,10.4,8.0,0.0,122.6,11.3
Brad Dalgarno,RW,dalgabr01,0,136,27.5,20.0,2.0,2.0,4.0,-5.0,14.0,-0.15000000000000002,1.0,0.5,0.5,0.0,1.5,0.5,0.0,14.5,12.899999999999999
Phil Crowe,LW,croweph01,0,136,26.5,14.75,1.0,0.75,1.75,1.0,21.5,-0.025,1.0,0.0,0.0,0.25,0.75,0.0,0.0,5.5,16.675
Matt Cullen,C,cullema01,0,136,21.5,68.0,8.5,17.5,26.0,-8.0,35.0,1.7000000000000002,4.5,3.5,0.5,0.5,14.5,3.0,0.0,93.5,8.9
Vincent Damphousse,C,damphvi01,1,137,29.0,72.6,22.4,42.2,64.6,4.8,78.0,6.38,14.6,6.0,1.8,3.6,25.8,15.0,1.4,195.0,11.040000000000001
Scott Daniels,LW,daniesc01,0,140,27.0,29.6,1.6,2.4,4.0,0.0,129.6,-0.25999999999999995,1.6,0.0,0.0,0.4,2.4,0.0,0.0,23.0,4.35
Jason Dawe,RW,daweja01,1,143,23.0,66.0,16.0,16.4,32.4,1.6,29.6,3.02,11.8,3.4,0.8,1.8,11.4,4.8,0.2,106.4,14.280000000000001
Eric Daze,LW,dazeer01,1,144,21.0,61.4,21.2,14.8,36.0,1.0,16.0,3.84,15.0,6.2,0.0,3.0,11.0,3.8,0.0,149.8,31.3
Adam Deadmarsh,RW,deadmad01,1,145,21.0,68.6,21.4,22.0,43.4,8.4,111.6,4.4,14.2,6.6,0.6,3.0,14.2,7.0,0.8,147.2,15.14
Nathan Dempsey,LW,dempsna01,0,146,22.0,14.0,1.0,1.0,2.0,-2.0,2.0,-0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,9.1
Louie DeBrusk,LW,debrulo01,0,147,25.0,34.6,1.2,1.0,2.2,-4.2,96.6,-0.58,1.2,0.0,0.0,0.0,1.0,0.0,0.0,12.2,9.46
Pavol Demitra,LW,demitpa01,1,148,22.0,39.6,14.6,19.0,33.6,3.4,9.2,3.88,9.2,4.6,0.8,3.6,13.6,5.4,0.0,101.6,15.780000000000001
Mathieu Dandenault,RW,dandema01,0,149,20.5,60.5,4.25,9.5,13.75,4.5,34.0,0.35,4.0,0.25,0.0,0.0,9.25,0.25,0.0,70.5,7.575
Rob DiMaio,C,dimairo01,0,151,28.0,63.4,7.8,12.4,20.2,-8.0,74.0,0.86,6.6,0.4,0.8,1.2,10.2,1.2,1.0,93.6,8.86
Kevin Dineen,RW,dineeke01,0,153,33.0,57.0,8.8,13.8,22.6,-2.0,99.8,1.6800000000000002,6.4,2.4,0.0,1.8,10.4,3.0,0.4,97.6,8.88
Gilbert Dionne,LW,dionngi01,0,154,24.5,16.5,0.5,6.0,6.5,-2.0,2.0,0.15,0.5,0.0,0.0,0.0,5.0,1.0,0.0,22.5,4.15
Johan Davidsson,C,davidjo02,0,154,23.0,64.0,3.0,5.0,8.0,-9.0,14.0,-0.2,2.0,1.0,0.0,1.0,4.0,1.0,0.0,48.0,6.3
Paul DiPietro,C,dipiepa01,0,155,25.0,20.0,3.3333333333333335,3.3333333333333335,6.666666666666667,-4.666666666666667,6.666666666666667,0.3,3.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,1.0,0.0,31.0,11.9
Hnat Domenichelli,C,domenhn01,0,155,21.0,25.666666666666668,5.666666666666667,5.0,10.666666666666666,-1.0,8.666666666666666,1.0333333333333334,3.6666666666666665,2.0,0.0,0.3333333333333333,4.333333333333333,0.6666666666666666,0.0,48.333333333333336,11.333333333333334
Tie Domi,RW,domiti01,0,158,27.0,68.8,6.8,10.4,17.2,-5.0,258.8,0.52,6.4,0.4,0.0,0.6,10.2,0.2,0.0,68.4,9.86
Boyd Devereaux,C,deverbo01,0,159,19.5,49.5,3.5,6.0,9.5,-1.5,14.5,0.30000000000000004,3.0,0.0,0.5,2.0,6.0,0.0,0.0,33.0,9.55
Ted Donato,LW,donatte01,1,159,27.0,71.4,17.0,20.2,37.2,-0.4,37.6,3.46,12.6,4.0,0.4,1.8,14.2,5.2,0.8,126.0,13.3
Gord Donnelly,RW,donnego01,0,160,32.0,16.0,1.0,0.0,1.0,1.0,52.0,-0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.1
Mike Donnelly,LW,donnemi01,0,161,32.0,23.666666666666668,4.666666666666667,6.666666666666667,11.333333333333334,-2.0,15.0,0.7999999999999999,3.6666666666666665,1.0,0.0,1.0,5.0,1.6666666666666667,0.0,47.333333333333336,6.6000000000000005
Shean Donovan,RW,donovsh01,0,162,22.0,59.2,7.4,7.2,14.6,-6.2,38.8,0.54,6.8,0.2,0.4,0.6,7.0,0.2,0.0,72.6,8.82
Peter Douris,RW,douripe01,0,163,29.333333333333332,26.0,6.0,6.0,12.0,0.0,7.0,0.8666666666666667,5.333333333333333,0.6666666666666666,0.0,2.3333333333333335,5.333333333333333,0.6666666666666666,0.0,39.0,10.766666666666666
Chris Dingman,LW,dingmch01,0,163,21.5,36.5,1.5,1.5,3.0,-6.5,86.5,-0.75,1.0,0.5,0.0,0.0,1.5,0.0,0.0,24.0,3.2
Jim Dowd,C,dowdji01,0,164,28.0,25.6,2.4,5.4,7.8,-1.0,7.0,0.27999999999999997,2.0,0.2,0.2,0.0,4.4,0.6,0.4,29.8,6.0
Dallas Drake,RW,drakeda01,1,165,27.0,57.6,12.8,21.6,34.4,2.0,50.8,3.04,9.4,2.4,1.0,1.8,18.2,2.6,0.8,103.4,12.24
Kris Draper,C,drapekr01,0,166,25.0,61.6,6.8,8.8,15.6,-0.2,50.2,0.5800000000000001,6.0,0.4,0.4,1.2,7.2,0.2,1.4,70.8,9.24
Robert Dome,RW,domero01,0,167,19.0,30.0,5.0,2.0,7.0,-1.0,12.0,0.4,4.0,1.0,0.0,0.0,2.0,0.0,0.0,29.0,17.2
Christian Dube,C,dubech01,0,167,20.0,16.5,0.5,0.5,1.0,-2.0,2.0,-0.3,0.0,0.5,0.0,0.0,0.0,0.5,0.0,7.0,7.1
Shane Doan,RW,doansh01,0,168,20.5,62.25,5.5,10.0,15.5,-5.0,59.75,0.325,5.25,0.25,0.0,1.5,8.5,1.5,0.0,101.0,6.575
John Druce,RW,drucejo01,0,168,29.5,46.5,9.0,7.75,16.75,-7.0,15.25,0.7999999999999999,8.0,1.0,0.0,0.25,6.25,1.25,0.25,73.5,11.35
Ted Drury,C,druryte01,0,169,25.0,59.4,6.4,7.6,14.0,-7.8,58.8,0.4,5.8,0.4,0.2,0.6,7.2,0.4,0.0,82.8,8.14
Steve Dubinsky,C,dubinst01,0,170,26.0,41.6,2.2,5.2,7.4,-2.6,18.6,-0.2,1.6,0.0,0.6,0.0,4.4,0.0,0.8,47.0,3.2600000000000002
Gaetan Duchesne,LW,duchega01,0,171,32.0,46.0,3.0,9.0,12.0,-3.0,16.0,0.2,3.0,0.0,0.0,0.0,9.0,0.0,0.0,62.0,4.8
Yanick Dupre,LW,dupreya01,0,174,22.5,17.0,1.0,0.0,1.0,-3.5,8.0,-0.4,1.0,0.0,0.0,0.5,0.0,0.0,0.0,15.5,10.0
Mike Eagles,C,eaglemi01,0,176,33.0,53.6,2.6,4.6,7.2,-4.6,46.2,-0.42000000000000004,2.6,0.0,0.0,0.0,3.6,0.2,0.8,40.4,6.56
Mike Eastwood,C,eastwmi01,0,178,29.0,65.8,7.8,12.2,20.0,-4.0,25.6,0.8400000000000001,7.4,0.4,0.0,0.8,11.4,0.4,0.4,61.4,12.3
