Player,Pos,Id,label,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
Jay McClement,C,mccleja01,0,498,29.0,74.2,7.2,9.8,17.0,-8.8,24.2,0.5,6.8,0.2,0.2,1.0,9.4,0.0,0.4,81.0,9.8
Cody McCormick,C,mccorco01,0,499,29.0,43.0,2.4,4.6,7.0,-4.4,60.0,0.13999999999999999,2.2,0.0,0.2,0.2,4.4,0.2,0.0,42.0,4.18
Andy McDonald,C,mcdonan01,1,501,34.0,40.0,12.333333333333334,18.666666666666668,31.0,6.666666666666667,14.666666666666666,3.9,9.0,3.0,0.3333333333333333,2.3333333333333335,11.666666666666666,7.0,0.0,110.0,11.6
Jamie McGinn,LW,mcginja01,0,502,24.0,54.4,11.0,10.8,21.8,-6.8,26.4,1.9600000000000002,8.0,3.0,0.0,1.4,8.8,2.0,0.0,110.6,9.059999999999999
Frazer McLaren,LW,mclarfr01,0,503,24.5,19.75,0.75,0.5,1.25,-0.75,52.5,0.024999999999999994,0.75,0.0,0.0,0.5,0.5,0.0,0.0,6.75,3.75
Cody McLeod,LW,mcleoco01,0,504,28.0,69.4,6.2,5.0,11.2,-0.6,149.8,0.66,5.4,0.4,0.4,0.4,4.8,0.2,0.0,76.8,8.120000000000001
Brandon McMillan,C,mcmilbr01,0,505,22.0,34.2,2.8,4.4,7.2,-7.0,12.0,0.12000000000000002,2.0,0.4,0.4,0.4,3.8,0.2,0.4,38.2,4.4
J.T. Miller,C,millejt01,0,507,20.0,38.0,5.0,6.0,11.0,-2.6666666666666665,16.333333333333332,0.8666666666666667,4.0,1.0,0.0,1.0,4.666666666666667,1.3333333333333333,0.0,60.333333333333336,7.366666666666667
Philip McRae,C,mcraeph01,0,508,20.0,15.0,1.0,2.0,3.0,-10.0,2.0,-0.2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,7.7
Stefan Meyer,LW,meyerst01,0,512,25.0,16.0,0.0,2.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0
Milan Michálek,LW,michami01,1,513,28.0,62.8,17.4,18.6,36.0,-4.4,34.4,3.78,12.2,4.0,1.2,1.0,14.4,3.8,0.4,147.2,10.86
Antti Miettinen,RW,miettan01,0,515,31.0,46.666666666666664,8.0,9.666666666666666,17.666666666666668,-3.6666666666666665,13.333333333333334,1.5,5.0,3.0,0.0,2.0,6.666666666666667,3.0,0.0,84.0,9.866666666666667
Colin McDonald,RW,mcdonco01,0,516,28.5,34.5,4.25,6.5,10.75,-6.5,16.5,0.7,4.0,0.25,0.0,0.0,6.5,0.0,0.0,53.25,5.925000000000001
Drew Miller,LW,milledr01,0,517,28.0,71.0,8.0,7.8,15.8,-3.6,16.2,0.82,7.4,0.2,0.4,1.8,7.6,0.2,0.0,97.0,8.2
Brian McGrattan,RW,mcgrabr01,0,518,31.5,33.75,1.75,1.5,3.25,-2.75,53.5,0.09999999999999999,1.75,0.0,0.0,0.25,1.5,0.0,0.0,29.25,5.449999999999999
John Mitchell,C,mitchjo01,0,519,28.0,55.2,7.8,11.6,19.4,2.4,21.2,1.7,6.0,1.6,0.2,1.0,10.4,1.0,0.2,75.2,9.92
Torrey Mitchell,C,mitchto01,0,520,28.0,63.8,6.0,8.8,14.8,-3.0,31.0,0.86,6.0,0.0,0.0,0.8,8.8,0.0,0.0,73.2,8.32
Curtis McKenzie,LW,mckencu01,0,520,23.0,36.0,4.0,1.0,5.0,-8.0,48.0,-0.1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,9.8
Mike Modano*,C,modanmi01,0,522,40.0,40.0,4.0,11.0,15.0,-4.0,8.0,0.9,3.0,1.0,0.0,0.0,6.0,5.0,0.0,79.0,5.1
Fredrik Modin,LW,modinfr01,0,523,36.0,40.0,7.0,3.0,10.0,-14.0,14.0,0.5,6.0,0.0,1.0,0.0,3.0,0.0,0.0,54.0,13.0
Travis Moen,LW,moentr01,0,524,30.0,56.2,4.4,7.4,11.8,-1.8,47.2,0.58,4.0,0.0,0.4,0.0,7.2,0.0,0.2,53.2,8.96
Oscar Moller,C,molleos01,0,525,22.0,13.0,1.0,3.0,4.0,-1.0,2.0,0.2,1.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,3.7
Jayson Megna,C,megnaja01,0,526,23.5,24.0,2.5,2.5,5.0,-0.5,10.0,0.4,2.5,0.0,0.0,1.0,2.5,0.0,0.0,24.5,6.95
Dominic Moore,C,mooredo01,1,527,32.0,77.75,9.5,16.0,25.5,-6.25,38.0,1.7,7.0,1.5,1.0,2.0,14.25,1.25,0.5,122.5,7.275
Ethan Moreau,LW,moreaet01,0,530,35.5,32.5,1.0,4.0,5.0,-6.0,22.0,-0.25,1.0,0.0,0.0,1.0,3.5,0.5,0.0,42.5,2.6
Jeremy Morin,RW,morinje01,0,531,21.0,16.4,2.0,2.4,4.4,1.6,13.8,0.4800000000000001,2.0,0.0,0.0,0.0,2.2,0.2,0.0,28.2,8.66
Brendan Morrison,C,morribr01,0,534,35.5,52.5,6.5,20.5,27.0,4.0,14.0,2.4,4.5,1.5,0.5,0.5,14.5,5.5,0.5,66.0,9.7
Brenden Morrow,LW,morrobr01,1,536,34.0,64.8,14.4,13.6,28.0,-1.0,70.0,3.02,10.2,4.0,0.2,2.4,11.4,2.2,0.0,87.2,16.8
Dave Moss,RW,mossda01,0,537,31.0,54.8,7.2,11.4,18.6,-2.0,18.6,1.46,5.6,1.4,0.2,0.8,10.0,1.2,0.2,107.6,6.279999999999999
Matt Moulson,LW,moulsma01,1,539,29.0,72.6,23.6,28.0,51.6,-4.2,14.4,6.1,15.0,8.6,0.0,3.0,19.8,8.2,0.0,188.4,12.120000000000001
Sean Monahan,C,monahse01,1,542,19.5,78.0,26.5,21.5,48.0,-6.0,10.0,5.75,19.5,6.5,0.5,5.0,14.5,6.5,0.5,165.5,15.95
Andrew Murray,C,murraan01,0,542,30.0,23.0,1.6666666666666667,2.3333333333333335,4.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,2.0,0.0,0.3333333333333333,27.666666666666668,3.766666666666667
Jan Mursak,LW,mursaja01,0,544,24.0,15.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333,-0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,14.0,4.75
Rick Nash,LW,nashri01,1,548,28.0,69.0,30.2,24.8,55.0,7.6,34.4,7.720000000000001,23.4,5.0,1.8,5.8,17.0,7.2,0.6,269.8,11.22
James Neal,LW,nealja01,1,549,25.0,65.0,26.6,25.4,52.0,9.0,58.2,7.1,17.4,9.2,0.0,4.6,17.4,8.0,0.0,227.2,11.940000000000001
Chris Neil,RW,neilch01,0,550,33.0,62.8,7.0,8.4,15.4,-5.8,164.2,0.9,6.4,0.6,0.0,1.0,6.8,1.6,0.0,88.2,9.2
Peter Mueller,C,muellpe01,0,552,23.5,37.5,7.5,9.0,16.5,-7.0,13.0,1.5,6.0,1.5,0.0,0.5,6.0,3.0,0.0,106.5,7.3
Scott Nichol,C,nichosc01,0,553,37.0,55.333333333333336,2.6666666666666665,2.6666666666666665,5.333333333333333,-3.3333333333333335,52.666666666666664,-0.09999999999999999,2.6666666666666665,0.0,0.0,0.3333333333333333,2.3333333333333335,0.0,0.3333333333333333,47.0,6.266666666666667
Rob Niedermayer,C,niedero01,0,554,36.0,71.0,5.0,14.0,19.0,-8.0,22.0,0.7,5.0,0.0,0.0,1.0,14.0,0.0,0.0,80.0,6.3
Nino Niederreiter,RW,niedeni01,0,555,20.0,56.25,10.0,9.0,19.0,-4.0,23.0,1.875,7.75,2.0,0.25,1.5,7.5,1.5,0.0,94.5,8.9
Frans Nielsen,C,nielsfr01,1,556,28.0,71.8,15.0,29.2,44.2,0.8,15.2,4.5,9.6,3.2,2.2,1.4,17.4,11.0,0.8,141.2,10.3
Jean-Gabriel Pageau,C,pageaje01,0,556,21.0,29.0,4.666666666666667,3.6666666666666665,8.333333333333334,0.6666666666666666,7.0,0.8333333333333334,4.0,0.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,0.0,0.0,47.333333333333336,10.366666666666667
Ondrej Palat,LW,palaton01,1,558,22.0,56.666666666666664,13.666666666666666,28.333333333333332,42.0,22.666666666666668,14.666666666666666,5.3999999999999995,10.666666666666666,2.0,1.0,3.0,22.0,5.333333333333333,1.0,106.66666666666667,12.633333333333333
Riley Nash,C,nashri02,0,558,23.5,44.5,5.5,9.25,14.75,-3.25,12.75,1.25,5.0,0.5,0.0,0.75,7.25,1.75,0.25,54.5,7.8
Andreas Nodl,RW,nodlan01,0,559,24.0,45.0,4.666666666666667,5.666666666666667,10.333333333333334,2.6666666666666665,8.666666666666666,0.7000000000000001,4.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.666666666666667,0.0,0.0,57.333333333333336,5.166666666666667
Vladislav Namestnikov,C,namesvl01,0,560,21.5,23.5,4.5,3.5,8.0,0.0,8.5,0.8999999999999999,4.0,0.5,0.0,1.5,3.0,0.5,0.0,25.0,9.8
Eric Nystrom,LW,nystrer01,0,561,29.0,68.6,9.8,5.6,15.4,-10.8,38.0,0.68,9.0,0.2,0.6,1.2,5.6,0.0,0.0,82.8,11.8
Richard Panik,RW,panikri01,0,562,22.0,50.333333333333336,6.333333333333333,6.666666666666667,13.0,-6.333333333333333,24.666666666666668,0.8333333333333334,5.333333333333333,1.0,0.0,0.6666666666666666,5.0,1.6666666666666667,0.0,59.0,10.9
Jim O'Brien,C,obrieji01,0,562,23.0,21.0,2.6666666666666665,1.3333333333333333,4.0,0.3333333333333333,4.666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,28.666666666666668,7.099999999999999
Andrej Nestrasil,C,nestran01,0,565,23.0,54.0,7.0,13.0,20.0,-1.0,8.0,2.0,5.0,2.0,0.0,0.0,10.0,3.0,0.0,82.0,8.5
Brock Nelson,C,nelsobr01,1,566,22.5,77.0,17.0,17.0,34.0,-2.0,18.0,3.6,10.5,6.5,0.0,2.0,12.5,4.5,0.0,161.0,10.55
Ryan O'Marra,C,omarrry01,0,566,23.5,15.0,0.5,2.5,3.0,-1.5,8.5,0.05,0.5,0.0,0.0,0.0,2.0,0.5,0.0,10.0,3.85
Cal O'Reilly,C,oreilca01,0,567,24.5,35.5,4.0,8.5,12.5,-3.5,3.0,0.75,3.0,1.0,0.0,0.5,6.5,2.0,0.0,30.5,12.7
Ryan O'Reilly,C,oreilry01,1,568,21.0,69.2,16.4,27.6,44.0,-3.4,9.2,4.32,12.0,4.0,0.4,2.0,19.4,7.8,0.4,149.2,10.66
Patrick O'Sullivan,C,osullpa01,0,569,25.5,27.0,2.0,4.0,6.0,-3.0,3.0,0.2,2.0,0.0,0.0,0.0,2.0,2.0,0.0,42.0,4.95
Petteri Nokelainen,C,nokelpe01,0,570,26.0,56.0,3.0,4.0,7.0,-6.0,37.0,0.1,3.0,0.0,0.0,1.0,4.0,0.0,0.0,37.0,8.1
Valeri Nichushkin,RW,nichuva01,0,570,18.5,43.5,7.0,10.5,17.5,7.5,5.0,1.9,6.0,1.0,0.0,1.0,10.0,0.5,0.0,67.0,5.45
Anthony Peluso,RW,pelusan01,0,571,24.0,35.666666666666664,1.0,2.0,3.0,-2.3333333333333335,55.0,-0.033333333333333326,1.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,4.2
Jordan Nolan,C,nolanjo01,0,571,23.5,48.5,4.0,3.25,7.25,-2.5,45.5,0.45,4.0,0.0,0.0,0.75,3.25,0.0,0.0,36.0,10.775
Ryan Nugent-Hopkins,C,nugenry01,1,572,19.5,64.5,16.25,30.75,47.0,-5.75,18.75,4.9,13.0,3.25,0.0,2.0,16.75,13.75,0.25,144.75,10.475
Kyle Okposo,RW,okposky01,1,573,24.0,59.2,15.6,26.2,41.8,-6.2,37.4,4.32,12.8,2.8,0.0,2.0,19.6,6.6,0.0,143.0,9.940000000000001
Gustav Nyquist,C,nyquigu01,1,573,23.5,44.75,14.75,14.0,28.75,1.75,11.0,3.8,9.75,5.0,0.0,2.5,10.25,3.75,0.0,103.25,10.975000000000001
Matthew Nieto,LW,nietoma01,0,573,21.5,69.0,10.0,15.5,25.5,-8.0,18.0,1.9,9.0,1.0,0.0,1.5,12.0,3.0,0.5,129.5,7.75
Rostislav Olesz,LW,oleszro01,0,574,26.333333333333332,20.0,2.0,4.333333333333333,6.333333333333333,-1.0,4.666666666666667,0.43333333333333335,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,4.0,0.3333333333333333,0.0,28.666666666666668,2.8333333333333335
Mark Olver,C,olverma01,0,575,24.0,24.666666666666668,3.3333333333333335,4.0,7.333333333333333,-2.3333333333333335,13.0,0.6333333333333333,3.3333333333333335,0.0,0.0,0.3333333333333333,4.0,0.0,0.0,27.666666666666668,12.033333333333333
Linus Omark,LW,omarkli01,0,576,24.333333333333332,26.333333333333332,2.6666666666666665,8.0,10.666666666666666,-9.0,13.333333333333334,0.4333333333333333,2.3333333333333335,0.3333333333333333,0.0,0.0,5.0,3.0,0.0,36.666666666666664,6.366666666666667
Joakim Nordstrom,C,nordsjo02,0,577,21.5,27.0,0.5,2.5,3.0,-3.5,3.0,-0.3,0.5,0.0,0.0,0.0,2.5,0.0,0.0,34.0,1.9
Colton Orr,RW,orrco01,0,579,30.0,30.0,0.8,0.6,1.4,0.2,79.6,-0.059999999999999984,0.8,0.0,0.0,0.2,0.6,0.0,0.0,8.4,13.825
Jed Ortmeyer,RW,ortmeje01,0,580,32.5,19.5,0.5,0.5,1.0,-4.5,8.0,-0.3,0.5,0.0,0.0,0.5,0.5,0.0,0.0,23.0,1.2
T.J. Oshie,RW,oshietj01,1,581,26.0,62.0,15.6,29.0,44.6,11.2,34.6,5.32,11.4,3.2,1.0,3.2,19.0,9.4,0.6,134.0,11.620000000000001
Steve Ott,C,ottst01,1,582,30.0,72.8,8.8,17.2,26.0,-9.4,122.0,1.48,5.4,3.0,0.4,2.0,13.2,2.8,1.2,95.4,9.14
Eric O'Dell,C,odeller01,0,582,23.5,20.5,1.5,2.5,4.0,-1.0,14.5,0.25,1.5,0.0,0.0,0.5,2.5,0.0,0.0,11.5,8.8
Alex Ovechkin,LW,ovechal01,1,583,27.0,72.8,41.2,32.0,73.2,-1.4,41.8,10.12,24.2,17.0,0.0,7.8,19.4,12.4,0.2,334.2,12.459999999999999
Magnus Paajarvi,LW,paajama01,0,585,21.0,45.6,6.4,7.8,14.2,-5.8,9.2,0.9800000000000001,5.2,1.0,0.2,0.6,6.0,1.8,0.0,80.6,6.56
Max Pacioretty,LW,pacioma01,1,586,24.0,62.6,27.6,23.4,51.0,11.0,38.0,7.5200000000000005,20.4,6.4,0.8,5.6,17.2,5.8,0.4,226.6,11.98
Samuel Pahlsson,C,pahlssa01,0,587,33.5,81.0,5.5,13.0,18.5,-7.5,32.0,0.15000000000000002,4.5,0.0,1.0,1.0,12.5,0.0,0.5,100.5,5.4
Daniel Paille,LW,paillda01,0,588,28.0,60.2,8.0,7.2,15.2,0.2,13.8,1.32,6.6,0.0,1.4,0.8,6.8,0.2,0.2,68.2,11.82
Kyle Palmieri,RW,palmiky01,0,589,21.0,39.6,8.6,9.2,17.8,2.2,18.0,2.12,7.2,1.4,0.0,2.6,7.8,1.4,0.0,79.0,10.940000000000001
Nick Palmieri,RW,palmini01,0,590,21.5,40.5,6.5,5.5,12.0,-0.5,10.0,1.35,6.0,0.5,0.0,1.0,5.0,0.5,0.0,60.5,10.45
Aaron Palushaj,RW,palusaa01,0,591,22.5,17.0,0.75,2.75,3.5,-0.25,4.5,0.225,0.75,0.0,0.0,0.0,2.75,0.0,0.0,17.75,2.4000000000000004
P.A. Parenteau,RW,parenpi01,1,594,29.0,64.0,15.6,28.0,43.6,-4.8,46.6,4.46,10.6,5.0,0.0,1.4,21.2,6.8,0.0,128.0,12.24
Zach Parise,LW,parisza01,1,595,28.0,56.8,22.8,23.4,46.2,5.4,25.0,6.2,14.2,7.8,0.8,3.2,17.6,5.0,0.8,205.6,10.22
George Parros,RW,parroge01,0,597,32.5,46.25,1.25,1.5,2.75,-6.0,99.5,-0.3,1.25,0.0,0.0,0.25,1.5,0.0,0.0,17.5,5.325
Joe Pavelski,C,paveljo01,1,599,28.0,73.6,29.0,32.4,61.4,13.0,25.2,8.14,16.6,11.8,0.6,4.0,19.6,12.0,0.8,233.4,12.66
Iiro Pakarinen,RW,pakarii01,0,599,23.0,17.0,1.0,2.0,3.0,-4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,2.9
Rod Pelley,C,pellero02,0,601,26.5,63.0,2.5,4.0,6.5,-6.0,21.5,-0.1,2.0,0.5,0.0,0.0,4.0,0.0,0.0,66.0,3.95
Dustin Penner,LW,pennedu01,1,602,29.5,61.5,11.5,16.25,27.75,1.0,34.5,2.8000000000000003,8.25,3.0,0.25,1.25,14.0,2.25,0.0,118.0,8.575
Mathieu Perreault,C,perrema01,1,604,25.0,53.8,13.0,16.0,29.0,6.6,27.6,3.72,10.2,2.8,0.0,1.8,13.0,3.0,0.0,79.4,17.119999999999997
David Perron,LW,perroda01,1,605,24.0,54.8,16.2,18.2,34.4,-3.0,47.2,4.0,12.2,3.6,0.4,2.0,13.8,4.0,0.4,128.6,13.779999999999998
Cedric Paquette,C,paquece01,0,606,20.5,33.0,6.0,4.0,10.0,2.5,25.5,1.05,5.0,0.0,1.0,1.5,4.0,0.0,0.0,46.0,6.6
Corey Perry,RW,perryco01,1,606,27.0,70.8,35.6,30.6,66.2,11.4,87.0,9.3,25.6,9.0,1.0,6.8,21.2,8.8,0.6,233.6,14.959999999999999
Jay Pandolfo,LW,pandoja01,0,606,37.5,40.0,0.5,1.0,1.5,-8.0,5.0,-0.8,0.5,0.0,0.0,0.0,0.5,0.0,0.5,27.5,1.15
Warren Peters,LW,peterwa01,0,607,28.5,34.5,1.0,2.0,3.0,-8.5,29.0,-0.45,1.0,0.0,0.0,0.0,2.0,0.0,0.0,32.5,5.5
David Pastrnak,RW,pastrda01,1,608,18.0,46.0,10.0,17.0,27.0,12.0,8.0,3.6,8.0,2.0,0.0,3.0,16.0,1.0,0.0,93.0,10.8
Toby Petersen,C,peterto01,0,608,33.0,33.333333333333336,1.3333333333333333,2.3333333333333335,3.6666666666666665,-4.666666666666667,4.666666666666667,-0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,0.3333333333333333,0.0,34.0,3.95
Rickard Rakell,C,rakelri01,0,609,20.0,31.0,3.0,8.666666666666666,11.666666666666666,0.3333333333333333,4.0,0.9666666666666668,2.3333333333333335,0.6666666666666666,0.0,0.3333333333333333,6.333333333333333,2.3333333333333335,0.0,43.333333333333336,2.8666666666666667
Richard Park,C,parkri01,0,610,35.0,54.0,7.0,7.0,14.0,-1.0,12.0,1.2,6.0,0.0,1.0,4.0,5.0,2.0,0.0,44.0,15.9
Rich Peverley,C,peverri01,1,611,29.5,62.0,10.5,22.25,32.75,-2.25,22.5,2.875,7.5,2.25,0.75,1.5,15.0,5.75,1.5,132.5,7.7
Tanner Pearson,LW,pearsta01,0,613,21.5,33.5,7.5,4.0,11.5,8.0,11.0,1.7999999999999998,6.5,1.0,0.0,2.0,4.0,0.0,0.0,49.5,13.65
Brandon Pirri,C,pirribr01,0,616,21.0,21.0,7.0,3.2,10.2,2.6,4.4,1.54,5.0,2.0,0.0,0.8,2.6,0.6,0.0,46.2,6.340000000000001
Fernando Pisani,RW,pisanfe01,0,617,34.0,60.0,7.0,9.0,16.0,0.0,10.0,1.1,6.0,1.0,0.0,1.0,9.0,0.0,0.0,72.0,9.7
Tomas Plekanec,C,plekato01,1,620,30.0,73.6,19.8,29.2,49.0,3.0,44.8,5.46,13.4,4.4,2.0,3.6,17.2,11.0,1.0,205.4,9.7
Jason Pominville,RW,pominja01,1,622,30.0,73.2,22.8,31.8,54.6,1.4,11.8,6.32,17.0,5.0,0.8,3.6,20.6,11.0,0.2,209.2,11.059999999999999
Alexei Ponikarovsky,LW,ponikal01,0,623,31.0,61.666666666666664,7.666666666666667,11.333333333333334,19.0,-1.0,28.0,1.633333333333333,6.0,1.6666666666666667,0.0,1.3333333333333333,9.666666666666666,1.6666666666666667,0.0,100.33333333333333,7.366666666666667
Lennart Petrell,C,petrele01,0,623,27.5,47.5,3.5,5.5,9.0,-7.0,24.5,0.3,2.5,0.0,1.0,0.0,4.5,0.0,1.0,29.5,12.05
Chris Porter,LW,portech01,0,624,28.0,33.4,2.0,3.0,5.0,-1.2,6.6,0.16,2.0,0.0,0.0,1.0,3.0,0.0,0.0,42.0,4.12
Kevin Porter,C,porteke01,0,625,25.5,38.0,5.5,5.0,10.5,-4.75,14.0,0.7,5.0,0.25,0.25,0.75,4.5,0.25,0.25,43.5,9.25
Benoit Pouliot,LW,poulibe01,1,630,26.0,65.0,14.2,16.2,30.4,7.4,44.8,3.88,11.4,2.6,0.2,3.4,14.6,1.6,0.0,108.4,13.419999999999998
Tyler Pitlick,RW,pitlity01,0,631,22.5,13.5,1.5,0.0,1.5,-2.5,2.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,13.5,11.1
Antoine Roussel,LW,roussan01,0,632,24.0,66.66666666666667,11.333333333333334,11.333333333333334,22.666666666666668,-6.0,147.33333333333334,1.9666666666666666,11.333333333333334,0.0,0.0,1.0,9.666666666666666,1.0,0.6666666666666666,90.66666666666667,13.033333333333333
Darroll Powe,C,poweda01,0,632,26.5,51.5,3.25,4.25,7.5,-7.25,31.25,-0.225,2.75,0.0,0.5,0.75,4.0,0.0,0.25,54.75,4.5
Vinny Prospal,C,prospva01,1,634,36.0,53.0,12.333333333333334,23.666666666666668,36.0,-1.3333333333333333,25.333333333333332,3.8666666666666667,9.333333333333334,3.0,0.0,0.6666666666666666,16.0,7.666666666666667,0.0,103.66666666666667,12.866666666666667
Brandon Prust,LW,prustbr01,0,637,28.0,67.2,6.6,11.6,18.2,3.4,136.2,1.48,5.2,0.0,1.4,1.4,10.4,0.4,0.8,64.2,10.48
Teddy Purcell,RW,purcete01,1,638,27.0,74.6,15.2,30.4,45.6,-4.6,15.2,4.4399999999999995,10.8,4.4,0.0,2.0,18.4,12.0,0.0,149.0,10.4
Taylor Pyatt,LW,pyattta01,0,639,30.5,63.25,9.25,7.25,16.5,-3.0,19.0,1.225,8.25,1.0,0.0,2.0,6.25,1.0,0.0,86.25,10.2
Matt Puempel,LW,puempma01,0,639,22.0,13.0,2.0,1.0,3.0,6.0,8.0,0.6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,14.3
Tom Pyatt,C,pyattto01,0,640,24.5,51.25,6.25,6.0,12.25,-4.25,8.25,0.625,6.0,0.25,0.0,0.75,5.5,0.0,0.5,61.75,10.025
Mason Raymond,LW,raymoma01,1,644,27.0,62.0,13.2,16.6,29.8,0.0,14.8,3.0599999999999996,10.0,2.6,0.6,2.6,14.0,2.4,0.2,140.4,9.76
Teemu Pulkkinen,LW,pulkkte01,0,644,22.5,17.0,2.5,1.5,4.0,2.5,6.0,0.55,2.0,0.5,0.0,1.0,1.0,0.5,0.0,35.5,3.75
Marty Reasoner,C,reasoma01,0,645,34.0,58.0,5.0,9.333333333333334,14.333333333333334,-8.666666666666666,20.0,0.43333333333333335,5.0,0.0,0.0,1.3333333333333333,9.0,0.3333333333333333,0.0,75.66666666666667,4.233333333333333
Ryan Reaves,RW,reavery01,0,646,26.0,55.0,3.4,3.4,6.8,-0.4,104.6,0.44000000000000006,3.4,0.0,0.0,0.8,3.4,0.0,0.0,30.4,11.5
Mark Recchi*,RW,recchma01,1,647,42.0,81.0,14.0,34.0,48.0,13.0,35.0,4.8,8.0,6.0,0.0,6.0,22.0,11.0,1.0,132.0,10.6
Liam Reddox,LW,reddoli01,0,648,25.0,44.0,1.0,9.0,10.0,-8.0,20.0,-0.3,1.0,0.0,0.0,0.0,8.0,0.0,1.0,85.0,1.2
Victor Rask,C,raskvi01,1,648,21.0,80.0,11.0,22.0,33.0,-14.0,16.0,2.7,9.0,2.0,0.0,2.0,13.0,9.0,0.0,172.0,6.4
Peter Regin,C,reginpe01,0,651,26.0,31.4,1.8,5.4,7.2,-1.8,8.4,0.3,1.8,0.0,0.0,0.2,4.4,0.6,0.4,42.2,4.5
Michael Raffl,LW,rafflmi01,1,651,25.5,67.5,15.0,10.0,25.0,4.0,31.0,3.0,13.5,1.0,0.5,2.5,10.0,0.0,0.0,117.5,12.3
Steve Reinprecht,C,reinpst01,0,652,34.0,29.0,4.0,6.0,10.0,-2.0,6.0,0.9,3.0,1.0,0.0,1.0,6.0,0.0,0.0,31.0,12.9
Michal Repik,RW,repikmi01,0,653,22.5,24.0,2.0,4.5,6.5,-4.5,14.0,0.30000000000000004,1.5,0.5,0.0,0.0,3.0,1.5,0.0,44.5,4.7
Mike Ribeiro,C,ribeimi01,1,654,32.0,73.2,16.2,42.2,58.4,-1.0,50.2,5.82,12.2,4.0,0.0,3.2,27.8,14.4,0.0,114.4,15.040000000000001
Brad Richards,C,richabr01,1,655,32.0,71.6,19.2,33.8,53.0,0.6,18.0,5.9399999999999995,14.4,4.8,0.0,3.6,21.0,12.8,0.0,213.8,8.98
Mike Richards,C,richami02,1,656,27.0,67.6,13.8,26.0,39.8,-2.0,48.4,4.0,8.4,3.8,1.6,2.4,16.0,9.2,0.8,131.4,10.5
Brad Richardson,RW,richabr02,0,657,27.0,52.2,6.4,9.0,15.4,-3.2,32.0,1.2600000000000002,5.2,0.2,1.0,0.8,8.6,0.2,0.2,75.8,8.120000000000001
Matt Read,RW,readma01,1,659,26.5,69.0,16.25,19.0,35.25,1.5,11.0,3.6750000000000003,13.0,1.75,1.5,3.25,15.0,3.5,0.5,130.0,12.75
Mattias Ritola,C,ritolma01,0,659,23.5,18.0,2.0,2.0,4.0,-3.5,8.5,0.19999999999999998,2.0,0.0,0.0,1.0,2.0,0.0,0.0,28.0,4.75
Jordan Schroeder,C,schrojo01,0,659,23.0,27.0,3.0,4.666666666666667,7.666666666666667,0.6666666666666666,2.6666666666666665,0.7333333333333334,2.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,4.333333333333333,0.3333333333333333,0.0,33.666666666666664,9.666666666666666
Brian Rolston,C,rolstbr01,1,663,37.5,67.5,10.5,18.5,29.0,-5.5,24.0,2.6500000000000004,7.0,3.5,0.0,3.0,14.0,4.0,0.5,159.5,6.45
Jay Rosehill,LW,rosehja01,0,665,26.5,25.5,1.0,0.5,1.5,-5.5,71.25,-0.07500000000000001,1.0,0.0,0.0,0.25,0.5,0.0,0.0,12.0,9.225000000000001
Tobias Rieder,RW,riedeto01,0,665,22.0,72.0,13.0,8.0,21.0,-19.0,14.0,1.3,10.0,0.0,3.0,1.0,6.0,2.0,0.0,189.0,6.9
Derek Roy,C,royde01,1,666,29.0,60.8,11.0,24.2,35.2,-3.6,26.0,3.2399999999999998,7.2,3.6,0.2,1.6,16.2,7.8,0.2,115.4,9.52
Mike Rupp,LW,ruppmi01,0,669,32.5,48.5,3.5,3.25,6.75,-1.5,80.75,0.375,3.5,0.0,0.0,0.75,3.0,0.25,0.0,36.75,6.85
Brett Ritchie,RW,ritchbr01,0,670,21.0,31.0,6.0,3.0,9.0,-1.0,12.0,0.8,6.0,0.0,0.0,1.0,2.0,1.0,0.0,78.0,7.7
Zac Rinaldo,C,rinalza01,0,671,22.5,55.75,2.0,4.0,6.0,-7.5,143.0,-0.225,2.0,0.0,0.0,0.25,4.0,0.0,0.0,42.0,7.4
