Player,Pos,Id,label,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%
Shawn Bates,C,batessh01,1,37,31.0,38.666666666666664,6.333333333333333,8.333333333333334,14.666666666666666,0.0,31.333333333333332,1.0,5.333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,7.666666666666667,0.6666666666666666,0.0,48.333333333333336,11.9
Kris Beech,C,beechkr01,1,40,25.0,33.0,5.0,8.333333333333334,13.333333333333334,-2.3333333333333335,18.0,1.0999999999999999,3.3333333333333335,1.6666666666666667,0.0,0.0,5.0,3.3333333333333335,0.0,41.666666666666664,11.799999999999999
Steve Begin,C,beginst01,1,41,29.0,62.2,6.2,7.2,13.4,-2.0,60.4,0.64,5.4,0.2,0.6,1.0,6.0,0.2,1.0,93.0,6.56
Niclas Bergfors,RW,bergfni01,1,42,21.0,30.0,7.333333333333333,7.666666666666667,15.0,-4.0,3.3333333333333335,1.5,4.333333333333333,3.0,0.0,2.0,5.666666666666667,2.0,0.0,75.33333333333333,8.799999999999999
Eric Belanger,C,belaner01,0,43,30.0,75.2,15.0,22.2,37.2,-3.2,35.2,3.1799999999999997,10.2,4.6,0.2,2.4,16.4,5.2,0.6,136.2,11.14
Patrik Berglund,C,berglpa01,0,44,20.5,73.5,17.0,19.5,36.5,7.0,16.0,4.35,10.5,6.5,0.0,2.5,10.5,9.0,0.0,136.0,12.399999999999999
Mark Bell,LW,bellma01,1,46,26.0,62.666666666666664,13.333333333333334,13.0,26.333333333333332,-8.333333333333334,83.33333333333333,2.1333333333333333,8.333333333333334,4.666666666666667,0.3333333333333333,1.0,8.333333333333334,4.666666666666667,0.0,128.33333333333334,10.0
Paul Bissonnette,LW,bissopa01,1,49,23.5,28.0,1.5,1.5,3.0,-1.5,69.5,0.2,1.5,0.0,0.0,0.5,1.5,0.0,0.0,14.5,6.0
Sean Bergenheim,LW,bergese01,1,49,23.25,57.0,9.75,9.75,19.5,-3.75,47.75,1.7000000000000002,8.0,0.25,1.5,1.75,9.25,0.25,0.25,125.75,7.55
Byron Bitz,RW,bitzby01,1,50,24.5,43.5,4.5,4.5,9.0,-4.0,25.5,0.5,4.5,0.0,0.0,1.0,4.0,0.5,0.0,44.5,10.75
Patrice Bergeron,C,bergepa01,0,51,22.0,61.0,16.6,31.6,48.2,-3.0,18.8,4.54,10.2,5.8,0.6,3.4,17.8,12.6,1.2,179.4,9.559999999999999
Steve Bernier,RW,bernist01,1,52,22.0,63.4,14.2,14.6,28.8,2.4,35.2,3.06,10.6,3.4,0.2,1.8,10.0,4.6,0.0,108.4,13.559999999999999
Jared Boll,RW,bollja01,1,53,22.0,72.66666666666667,4.333333333333333,6.0,10.333333333333334,-6.0,185.0,0.3666666666666667,4.0,0.3333333333333333,0.0,1.0,5.666666666666667,0.3333333333333333,0.0,64.0,6.833333333333333
Todd Bertuzzi,RW,bertuto01,0,53,32.0,62.6,15.0,27.0,42.0,-6.0,78.0,3.78,9.6,5.4,0.0,2.6,17.8,9.2,0.0,137.4,11.440000000000001
Blair Betts,C,bettsbl01,1,54,27.0,73.4,6.6,5.0,11.6,-3.2,19.6,0.28,5.2,0.4,1.0,0.6,4.6,0.2,0.2,89.0,7.659999999999999
Troy Bodie,RW,bodietr01,1,54,24.5,24.0,2.5,1.0,3.5,-4.0,40.0,-0.05,2.0,0.0,0.5,0.5,1.0,0.0,0.0,31.5,4.3
Mike Blunden,RW,blundmi01,1,55,21.333333333333332,16.666666666666668,0.6666666666666666,0.6666666666666666,1.3333333333333333,-1.0,23.0,-0.10000000000000002,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,17.0,1.6666666666666667
Mikkel Boedker,LW,boedkmi01,1,55,19.5,46.0,6.0,9.5,15.5,-2.0,9.0,1.05,5.0,1.0,0.0,1.5,9.5,0.0,0.0,61.5,11.9
Jason Blake,C,blakeja01,0,57,34.0,80.0,24.8,31.6,56.4,-3.0,39.6,5.5600000000000005,16.4,7.8,0.6,3.2,22.4,9.0,0.2,296.4,8.36
Dave Bolland,C,bollada01,1,59,21.5,40.0,7.25,12.75,20.0,7.25,27.0,1.95,6.0,0.75,0.5,1.0,11.5,0.75,0.5,53.25,9.2
Brandon Bochenski,RW,bochebr01,1,60,25.0,31.2,5.6,8.0,13.6,0.2,10.8,1.34,4.2,1.4,0.0,0.4,6.6,1.4,0.0,52.8,8.34
Eric Boguniecki,C,boguner01,1,61,30.5,29.0,3.0,5.0,8.0,-1.5,20.5,0.5,2.0,1.0,0.0,0.0,3.5,1.5,0.0,25.0,6.25
Peter Bondra,RW,bondrpe01,1,62,37.5,48.5,13.0,13.5,26.5,-0.5,33.0,2.6,8.0,5.0,0.0,2.0,8.5,5.0,0.0,94.5,12.8
David Booth,LW,boothda01,0,63,23.5,55.25,16.0,15.5,31.5,5.0,24.75,3.75,13.0,3.0,0.0,3.25,12.5,2.75,0.25,163.75,8.525
Radek Bonk,C,bonkra01,1,63,31.5,70.0,10.5,14.0,24.5,-11.5,45.0,1.275,6.25,3.25,1.0,1.25,9.75,3.5,0.75,106.75,9.625
Derek Boogaard,LW,boogade01,1,64,25.0,51.0,0.4,2.4,2.8,-2.4,108.8,-0.13999999999999999,0.4,0.0,0.0,0.2,2.4,0.0,0.0,14.2,2.66
Pierre-Marc Bouchard,C,bouchpi02,0,66,23.0,63.0,13.2,31.8,45.0,4.4,19.6,4.7,9.2,4.0,0.0,2.2,16.6,15.2,0.0,112.4,11.85
Jesse Boulerice,RW,bouleje01,1,71,28.666666666666668,15.0,0.0,0.0,0.0,-3.0,31.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Eric Boulton,LW,boulter01,1,72,31.0,61.6,3.2,6.0,9.2,-3.2,110.4,0.36,3.0,0.2,0.0,0.0,6.0,0.0,0.0,48.8,7.4
Rene Bourque,LW,bourqre01,0,73,26.0,62.8,16.2,18.4,34.6,6.0,58.8,3.78,11.6,2.4,2.2,2.0,14.8,3.2,0.4,145.8,10.76
Zach Boychuk,C,boychza01,1,73,19.5,16.5,1.5,3.0,4.5,0.5,1.0,0.35,1.5,0.0,0.0,0.0,2.5,0.5,0.0,18.5,8.1
Dustin Boyd,C,boyddu01,1,73,21.5,52.5,7.75,7.75,15.5,-2.75,9.75,1.3,7.25,0.25,0.25,2.0,6.25,1.0,0.5,60.0,16.225
Brian Boyle,C,boylebr01,1,73,24.0,35.666666666666664,4.0,1.3333333333333333,5.333333333333333,-3.6666666666666665,31.0,0.3666666666666667,4.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,42.666666666666664,12.566666666666668
Brad Boyes,C,boyesbr01,0,75,25.0,81.8,26.6,32.2,58.8,-4.8,26.2,6.459999999999999,18.8,7.6,0.2,5.6,20.6,11.4,0.2,201.8,13.0
Derick Brassard,C,brassde01,1,78,21.0,42.333333333333336,6.666666666666667,14.333333333333334,21.0,-3.0,23.666666666666668,1.7666666666666666,4.333333333333333,2.3333333333333335,0.0,0.3333333333333333,11.0,3.3333333333333335,0.0,65.66666666666667,10.6
Matt Bradley,RW,bradlma01,1,78,29.0,73.2,6.6,10.4,17.0,-1.4,59.8,0.82,6.0,0.2,0.4,1.8,10.0,0.0,0.4,94.2,6.959999999999999
Donald Brashear,LW,brashdo01,1,79,36.0,66.4,2.8,4.2,7.0,-4.6,127.0,-0.15999999999999998,2.8,0.0,0.0,0.2,4.0,0.2,0.0,48.0,4.96
Tyler Bozak,C,bozakty01,1,79,23.0,37.0,8.0,19.0,27.0,-5.0,6.0,2.2,6.0,2.0,0.0,1.0,16.0,3.0,0.0,51.0,15.7
Daniel Briere,C,brierda01,0,83,30.0,62.4,25.0,35.6,60.6,-1.0,60.4,6.82,15.8,9.2,0.0,2.8,20.0,15.2,0.4,162.0,16.32
Rod Brind'Amour,C,brindro01,0,84,37.0,75.0,20.2,34.4,54.6,-7.4,44.8,4.7,10.8,8.4,1.0,3.4,19.0,14.0,1.4,152.0,12.819999999999999
Kyle Brodziak,C,brodzky01,1,86,23.0,51.4,7.0,11.2,18.2,-1.8,16.4,1.44,6.4,0.2,0.4,1.8,9.8,0.8,0.6,76.4,7.56
Wade Brookbank,LW,brookwa01,1,87,29.5,24.5,1.0,0.75,1.75,1.5,53.0,0.35000000000000003,1.0,0.0,0.0,0.0,0.75,0.0,0.0,7.75,32.7
Troy Brouwer,RW,brouwtr01,1,88,22.5,39.75,8.0,8.75,16.75,2.5,30.75,1.5499999999999998,4.75,2.75,0.5,1.75,6.25,2.5,0.0,62.25,8.966666666666667
Curtis Brown,C,browncu01,1,88,30.0,60.666666666666664,6.0,8.666666666666666,14.666666666666666,-2.3333333333333335,34.666666666666664,0.7666666666666666,5.0,0.0,1.0,1.0,6.666666666666667,1.3333333333333333,0.6666666666666666,68.66666666666667,9.566666666666666
Dustin Brown,RW,browndu01,0,89,23.0,80.0,22.4,26.2,48.6,-13.0,58.8,4.4399999999999995,13.0,9.0,0.4,3.2,16.4,9.2,0.6,222.6,10.1
Mike Brown,RW,brownmi02,1,92,23.0,47.333333333333336,3.0,1.0,4.0,-2.6666666666666665,102.0,-0.06666666666666667,2.6666666666666665,0.0,0.3333333333333333,1.3333333333333333,1.0,0.0,0.0,45.0,7.633333333333333
Gilbert Brule,C,brulegi01,1,92,21.0,44.4,6.2,8.2,14.4,-7.6,20.4,1.04,5.2,1.0,0.0,1.0,6.4,1.8,0.0,63.4,11.64
Andrew Brunette,LW,brunean01,0,93,34.0,81.6,23.4,39.8,63.2,-0.8,25.6,6.659999999999999,13.8,9.6,0.0,2.4,24.8,15.0,0.0,134.8,17.48
Sergei Brylin,C,brylise01,0,94,33.0,82.0,12.333333333333334,18.666666666666668,31.0,-4.666666666666667,33.666666666666664,2.2666666666666666,8.333333333333334,4.0,0.0,2.0,12.333333333333334,5.666666666666667,0.6666666666666666,96.0,12.533333333333331
Fabian Brunnstrom,LW,brunnfa01,1,95,23.5,49.5,9.5,10.5,20.0,-5.5,9.0,1.8499999999999999,7.5,2.0,0.0,2.5,9.0,1.5,0.0,59.5,13.15
Adam Burish,C,burisad01,1,95,25.5,42.25,2.75,2.5,5.25,-3.0,80.75,-0.1,2.5,0.0,0.25,0.75,2.5,0.0,0.0,43.25,6.025
Jan Bulis,C,bulisja01,0,95,27.5,76.0,16.0,15.5,31.5,-3.0,60.0,2.75,11.5,3.5,1.0,2.5,13.0,2.5,0.0,126.5,12.55
Alexandre Burrows,LW,burroal01,0,97,26.0,74.0,17.0,17.0,34.0,13.2,120.8,4.0,13.4,1.0,2.6,2.2,15.6,0.6,0.8,125.8,12.16
Petr Cajanek,C,cajanpe01,0,101,30.5,74.0,12.5,32.0,44.5,-6.5,54.0,3.35,10.5,2.0,0.0,0.5,18.5,13.5,0.0,158.5,7.85
Kyle Calder,LW,caldeky01,1,102,29.0,62.0,11.0,17.6,28.6,-9.6,35.4,2.1,7.4,2.8,0.8,1.8,13.6,4.0,0.0,99.2,8.72
Ryan Callahan,RW,callary01,1,102,22.5,56.0,13.25,10.75,24.0,1.75,33.25,2.6,10.0,2.75,0.5,1.5,7.25,3.25,0.25,143.25,9.325
Mike Cammalleri,C,cammami01,0,104,25.0,74.0,28.8,34.0,62.8,-4.0,37.6,6.94,16.0,12.8,0.0,4.0,18.8,15.0,0.2,237.6,12.040000000000001
Gregory Campbell,C,campbgr01,1,106,24.0,72.2,5.8,11.2,17.0,-7.6,61.4,0.37999999999999995,5.0,0.2,0.6,0.6,10.6,0.2,0.4,98.8,5.459999999999999
Daniel Carcillo,LW,carcida01,1,108,23.5,56.25,8.0,8.75,16.75,-4.0,214.75,1.375,5.75,2.25,0.0,0.5,7.0,1.75,0.0,93.25,9.625
Luca Caputi,LW,caputlu01,1,108,20.5,14.0,1.5,3.0,4.5,-1.0,8.0,0.25,1.5,0.0,0.0,0.0,3.0,0.0,0.0,21.5,9.95
Anson Carter,RW,cartean01,0,112,31.5,72.5,22.0,19.5,41.5,-2.5,29.5,4.45,12.5,9.5,0.0,4.0,12.5,7.0,0.0,108.0,19.15
Ryan Carter,C,cartery01,1,112,25.0,40.0,3.6666666666666665,5.0,8.666666666666666,0.3333333333333333,39.666666666666664,0.6333333333333333,3.6666666666666665,0.0,0.0,1.0,4.333333333333333,0.3333333333333333,0.3333333333333333,44.666666666666664,8.366666666666667
Jeff Carter,C,carteje01,0,113,23.0,76.2,29.0,26.4,55.4,4.8,49.8,6.76,18.6,8.0,2.4,6.2,17.2,8.8,0.4,265.0,10.74
Andrew Cassels,C,cassean01,1,114,36.0,31.0,4.0,8.0,12.0,-3.0,14.0,0.7,2.0,2.0,0.0,0.0,4.0,4.0,0.0,29.0,13.8
Jonathan Cheechoo,RW,cheecjo01,0,116,27.0,70.8,26.6,21.8,48.4,5.8,50.4,6.02,15.2,10.8,0.6,4.8,13.6,8.2,0.0,211.2,11.040000000000001
Stanislav Chistov,RW,chistst01,1,118,23.0,61.0,5.0,8.0,13.0,-8.0,36.0,0.7,4.0,1.0,0.0,1.0,8.0,0.0,0.0,49.0,10.2
Kyle Chipchura,C,chipcky01,1,118,22.0,41.0,3.3333333333333335,5.333333333333333,8.666666666666666,-6.333333333333333,29.0,0.16666666666666666,3.0,0.0,0.3333333333333333,0.3333333333333333,4.666666666666667,0.0,0.6666666666666666,31.666666666666668,7.3999999999999995
Jason Chimera,LW,chimeja01,0,118,28.0,74.0,13.8,16.8,30.6,-1.2,84.6,2.7,11.8,1.2,0.8,2.4,15.4,1.4,0.0,150.2,9.36
Marc Chouinard,C,chouima01,1,120,28.5,58.0,8.0,9.0,17.0,-0.5,22.0,1.3,3.5,3.5,1.0,1.5,6.0,3.0,0.0,63.5,12.9
Erik Christensen,C,chriser01,1,121,24.0,55.0,10.0,14.8,24.8,-2.8,27.2,2.1799999999999997,7.4,2.6,0.0,0.4,10.4,4.4,0.0,111.6,8.780000000000001
Martin Cibak,C,cibakma01,1,122,25.0,65.0,2.0,6.0,8.0,-9.0,22.0,-0.1,2.0,0.0,0.0,0.0,6.0,0.0,0.0,50.0,4.0
Chris Clark,RW,clarkch01,1,124,31.0,55.2,12.6,13.0,25.6,-3.2,59.8,2.2600000000000002,9.0,2.2,1.4,0.8,9.8,3.0,0.2,95.6,11.78
David Clarkson,RW,clarkda03,1,124,23.5,54.0,10.0,10.5,20.5,0.5,109.5,2.125,7.75,2.25,0.0,1.75,8.75,1.75,0.0,108.25,10.975
Cal Clutterbuck,RW,cluttca01,1,126,21.0,51.333333333333336,8.0,5.0,13.0,-4.333333333333333,42.666666666666664,1.0666666666666667,6.666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.0,0.0,0.0,90.66666666666667,8.85
Dan Cleary,LW,clearda01,0,126,29.0,69.8,14.4,19.8,34.2,5.8,34.4,3.4,10.8,3.2,0.4,2.8,15.6,3.4,0.8,144.2,9.64
Ryane Clowe,LW,clowery01,1,127,25.0,48.8,12.0,18.6,30.6,1.8,58.2,3.2600000000000002,8.2,3.8,0.0,1.2,12.8,5.8,0.0,95.8,10.919999999999998
Andrew Cogliano,C,coglian01,0,128,21.0,82.0,15.333333333333334,21.666666666666668,37.0,-3.3333333333333335,24.333333333333332,3.4,12.666666666666666,2.0,0.6666666666666666,3.3333333333333335,17.0,4.333333333333333,0.3333333333333333,117.66666666666667,13.700000000000001
Erik Cole,LW,coleer01,0,131,29.0,64.8,22.0,23.8,45.8,3.4,61.6,4.96,15.6,5.8,0.6,3.6,17.2,6.2,0.4,161.0,13.940000000000001
Kevin Colley,C,colleke01,1,132,27.0,16.0,0.0,0.0,0.0,-2.0,52.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Rich Clune,LW,cluneri01,1,132,22.0,14.0,0.0,2.0,2.0,1.0,26.0,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0
Blake Comeau,RW,comeabl01,1,132,21.5,42.0,8.0,10.75,18.75,-4.5,23.5,1.625,7.0,0.75,0.25,0.75,7.25,2.75,0.75,69.75,8.425
Chris Conner,RW,connech01,1,135,24.5,19.75,2.25,3.75,6.0,-2.25,5.0,0.4,2.25,0.0,0.0,0.5,3.5,0.25,0.0,22.5,10.925
Mike Comrie,C,comrimi01,0,136,27.0,65.4,18.8,21.6,40.4,-8.6,49.6,3.96,13.2,5.6,0.0,2.2,11.6,9.8,0.2,145.4,12.86
Tim Connolly,C,connoti01,0,137,26.0,46.8,11.8,29.8,41.6,6.4,17.6,4.279999999999999,6.8,4.4,0.6,3.2,16.6,12.2,1.0,108.8,19.020000000000003
Craig Conroy,C,conrocr01,0,138,36.0,76.4,12.4,27.6,40.0,6.0,51.6,3.3200000000000003,9.4,2.0,1.0,2.2,21.8,4.8,1.0,107.6,10.7
Matt Cooke,LW,cookema01,1,139,29.0,71.8,11.2,15.2,26.4,2.0,86.6,2.2,10.4,0.6,0.2,1.6,13.0,1.6,0.6,95.4,12.08
Riley Cote,LW,coteri01,1,141,25.5,39.0,0.25,1.5,1.75,-1.25,102.75,-0.15,0.25,0.0,0.0,0.0,1.25,0.25,0.0,12.75,1.475
Jeff Cowan,LW,cowanje01,1,142,30.0,51.666666666666664,5.0,2.3333333333333335,7.333333333333333,-3.3333333333333335,102.66666666666667,0.3333333333333333,4.666666666666667,0.0,0.3333333333333333,0.0,2.3333333333333335,0.0,0.0,54.0,8.200000000000001
Ryan Craig,C,craigry01,1,143,26.0,36.8,6.4,6.2,12.6,-4.6,25.2,0.8399999999999999,4.2,2.2,0.0,0.4,4.0,2.2,0.0,57.6,8.98
Sidney Crosby,C,crosbsi01,0,144,20.0,74.2,36.6,64.6,101.2,9.0,71.2,11.72,25.2,11.0,0.4,4.4,32.8,30.8,1.0,247.4,14.660000000000002
B.J. Crombeen,RW,crombbj01,1,144,23.0,56.0,6.333333333333333,6.666666666666667,13.0,-4.333333333333333,118.33333333333333,0.7666666666666666,5.666666666666667,0.0,0.6666666666666666,1.3333333333333333,5.666666666666667,0.6666666666666666,0.3333333333333333,84.33333333333333,5.166666666666667
Joey Crabb,RW,crabbjo01,1,146,25.0,29.0,4.0,5.0,9.0,-2.0,28.0,0.6,3.0,0.0,1.0,1.0,5.0,0.0,0.0,33.0,12.1
Mark Cullen,C,cullema02,1,146,27.5,16.0,3.5,4.5,8.0,2.0,1.0,0.8,3.5,0.0,0.0,0.0,4.0,0.5,0.0,24.5,7.8
Matt Cullen,C,cullema01,0,147,31.0,73.4,18.4,27.6,46.0,2.0,35.6,4.54,12.2,4.8,1.4,2.4,17.4,8.6,1.6,180.4,10.52
Logan Couture,C,coutulo01,1,149,20.0,25.0,5.0,4.0,9.0,4.0,6.0,1.2,4.0,1.0,0.0,1.0,4.0,0.0,0.0,42.0,11.9
Mariusz Czerkawski,RW,czerkma01,1,149,33.0,35.0,8.0,2.0,10.0,-6.0,10.0,0.7,7.0,1.0,0.0,0.0,0.0,2.0,0.0,72.0,11.1
Matt D'Agostini,RW,dagosma01,1,149,22.0,33.666666666666664,4.666666666666667,3.6666666666666665,8.333333333333334,-10.666666666666666,15.333333333333334,0.30000000000000004,3.6666666666666665,1.0,0.0,0.3333333333333333,3.0,0.6666666666666666,0.0,56.666666666666664,7.0
Pierre Dagenais,RW,dagenpi01,1,150,27.0,32.0,5.0,7.0,12.0,-5.0,16.0,0.9,3.0,2.0,0.0,1.0,3.0,4.0,0.0,74.0,6.8
Alexandre Daigle,RW,daiglal02,1,151,30.0,46.0,5.0,23.0,28.0,-6.0,12.0,2.2,3.0,2.0,0.0,1.0,12.0,11.0,0.0,59.0,8.5
Mathieu Darche,LW,darchma01,1,153,31.333333333333332,34.666666666666664,4.0,6.666666666666667,10.666666666666666,-4.0,8.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,6.333333333333333,0.3333333333333333,0.0,55.333333333333336,5.8
Mathieu Dandenault,RW,dandema01,1,154,30.5,63.0,5.0,8.5,13.5,-1.0,43.5,2.1,4.75,0.0,0.25,0.25,7.25,0.75,0.5,67.5,7.6
Pavel Datsyuk,C,datsypa01,0,155,29.0,79.4,29.0,58.6,87.6,30.8,20.4,10.6,19.0,9.2,0.8,4.2,33.6,24.6,0.4,213.4,14.040000000000001
Nigel Dawes,LW,dawesni01,1,156,22.5,49.75,9.75,11.0,20.75,0.5,10.75,2.25,7.25,2.5,0.0,2.5,9.25,1.75,0.0,84.75,12.3
Pavol Demitra,C,demitpa01,0,160,33.0,58.8,17.6,32.2,49.8,7.8,22.8,5.3,11.8,4.6,1.2,2.6,18.2,13.2,0.8,136.2,11.9
